frequency_hz,measured_real_ohm,measured_imag_ohm,measured_magnitude_ohm,measured_phase_deg,model_real_ohm,model_imag_ohm,model_magnitude_ohm,model_phase_deg,magnitude_error_db,phase_error_deg
659294.640867983,29.1238489336195,-529.978931074712,530.778547004118,-86.8545976622494,50.0486625986332,-586.677338913847,588.808261340604,-85.1239789992778,0.901210670954168,1.73061866297157
666004.993774319,28.6384642862369,-524.834833522749,525.615604901077,-86.8766602970471,49.3103379288299,-580.739800575954,582.829499424706,-85.1466840345146,0.897465493503359,1.72997626253248
672783.645182322,28.1821282144369,-519.748318708279,520.511812690911,-86.896310660057,48.5841764216713,-574.860410682575,576.90979708158,-85.1691422915519,0.89354648416895,1.72716836850517
679631.290239532,28.0404209092798,-514.740770362662,515.503953310076,-86.8819034890103,47.8699638080737,-569.038601612409,571.048564974987,-85.1913557802422,0.888820886870753,1.69054770876813
686548.631168758,27.6100093987282,-509.664936736255,510.412245500995,-86.899154497349,47.1674897620848,-563.273810723774,565.245219296668,-85.2133264827219,0.886316254209111,1.68582801462709
693536.37734009,27.2041097184106,-504.518366471466,505.251269857492,-86.9135460662213,46.4765478276278,-557.565480321496,559.499181718896,-85.2350563534766,0.885840839789112,1.67848971274471
700595.245343638,26.7753606099512,-499.424136869693,500.141368438796,-86.9311698407602,45.796935346583,-551.913057623633,553.809879347242,-85.2565473194014,0.885358415178989,1.6746225213588
707725.959063028,26.7722717555661,-494.647215864666,495.371196879289,-86.9019476590441,45.1284533881842,-546.315994728055,548.176744673571,-85.2778012798572,0.879797127212605,1.62414637918693
714929.249749625,26.3927979727776,-489.803418019918,490.513983581331,-86.9156301275748,44.4709066797095,-540.773748578874,542.599215529255,-85.2988201067221,0.876555375424161,1.61681002085272
722205.856097534,26.03702507963,-484.728899660046,485.427680340374,-86.9253341956114,43.8241035384405,-535.28578093276,537.076735038619,-85.3196056444376,0.878236056465548,1.60572855117377
729556.524319343,25.7567100318322,-480.01745122399,480.707979537723,-86.9285764375629,43.1878558048715,-529.851558325141,531.608751572623,-85.3401597100502,0.874215811795974,1.58841672751273
736982.008222652,25.4322373679992,-475.388079075114,476.067877958878,-86.9377185267477,42.561978777146,-524.470552036313,526.194718702783,-85.3604840932479,0.869552116608443,1.57723443349973
744483.069287373,25.1361791569319,-470.646455411752,471.317211116097,-86.9428645081841,41.9462911466979,-519.142238057455,520.834095155326,-85.3805805563914,0.867722146669084,1.56228395179265
752060.476743823,24.8243137552606,-466.010989362598,466.671714120458,-86.9507471738345,41.3406149350792,-513.866097056582,515.526344765595,-85.40045083454,0.864787710759048,1.55029633929457
759715.007651605,24.6903171244673,-461.328792778304,461.989033209658,-86.936452697961,40.7447754319508,-508.641614344429,510.270936432702,-85.4200966354721,0.863383331259258,1.51635606248889
767447.446979294,24.3614446411419,-456.896086185029,457.545094560308,-86.9479111088174,40.1586011342183,-503.468279840288,505.067344074427,-85.4395196397005,0.858307717572251,1.50839146911688
775258.587684939,23.9163683467301,-452.215420611938,452.847412838065,-86.9726120765699,39.5819236862912,-498.345588037804,499.915046582369,-85.4587215004814,0.858886350939643,1.5138905760885
783149.23079738,23.6773951288579,-447.802661121343,448.428190848261,-86.973325966828,39.0145778214469,-493.273037970748,494.81352777736,-85.4777038438179,0.854973145141276,1.49562212301003
791120.185498388,23.4781065295419,-443.436984082621,444.058082167754,-86.9692614780859,38.45640130428,-488.250133178758,489.762276365127,-85.4964682684581,0.850911037635783,1.47279320962777
799172.269205653,23.0736486942179,-439.066400884178,439.672261632969,-86.9917814246868,37.9072348742165,-483.276381673087,484.760785892218,-85.5150163458858,0.847968269692445,1.47676507880106
