frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_NM_real_A,I_NM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_NM_phase_deg
3.507518739525679393e+03,1.142972479427623700e+00,1.142972479427623700e+00,1.142972479427623700e+00,1.211607154709570580e+02,1.211607154709570580e+02,1.211607154709570580e+02,1.119579601174993888e+00,-2.300600038289393467e-01,-1.119579601174993888e+00,2.300600038289393467e-01,1.119579601174993888e+00,-2.300600038289393467e-01,-1.161194803239318496e+01,1.683880519676068275e+02,-1.161194803239318496e+01
3.548133892335752989e+03,1.146932598475726373e+00,1.146932598475726373e+00,1.146932598475726373e+00,1.211907579313442653e+02,1.211907579313442653e+02,1.211907579313442653e+02,1.122690677199367881e+00,-2.345634855980502920e-01,-1.122690677199367881e+00,2.345634855980502920e-01,1.122690677199367881e+00,-2.345634855980502920e-01,-1.180103586662837500e+01,1.681989641333716179e+02,-1.180103586662837500e+01
3.589219346450049670e+03,1.151001261721779967e+00,1.151001261721779967e+00,1.151001261721779967e+00,1.212215159940294882e+02,1.212215159940294882e+02,1.212215159940294882e+02,1.125872016923584296e+00,-2.391988837631769671e-01,-1.125872016923584296e+00,2.391988837631769671e-01,1.125872016923584296e+00,-2.391988837631769671e-01,-1.199451731104304386e+01,1.680054826889569597e+02,-1.199451731104304386e+01
3.630780547701013802e+03,1.155181755685278366e+00,1.155181755685278366e+00,1.155181755685278366e+00,1.212530064253599846e+02,1.212530064253599846e+02,1.212530064253599846e+02,1.129124787393875007e+00,-2.439715212086423779e-01,-1.129124787393875007e+00,2.439715212086423779e-01,1.129124787393875007e+00,-2.439715212086423779e-01,-1.219253916587139663e+01,1.678074608341286194e+02,-1.219253916587139663e+01
3.672823004980846235e+03,1.159477475546607961e+00,1.159477475546607961e+00,1.159477475546607961e+00,1.212852463257012090e+02,1.212852463257012090e+02,1.212852463257012090e+02,1.132450125437695077e+00,-2.488869817730201273e-01,-1.132450125437695077e+00,2.488869817730201273e-01,1.132450125437695077e+00,-2.488869817730201273e-01,-1.239525453001153288e+01,1.676047454699884725e+02,-1.239525453001153288e+01
3.715352290971727598e+03,1.163891928566538780e+00,1.163891928566538780e+00,1.163891928566538780e+00,1.213182531285082035e+02,1.213182531285082035e+02,1.213182531285082035e+02,1.135849130690099074e+00,-2.539511246143307255e-01,-1.135849130690099074e+00,2.539511246143307255e-01,1.135849130690099074e+00,-2.539511246143307255e-01,-1.260282311875612393e+01,1.673971768812438938e+02,-1.260282311875612393e+01
3.758374042884443043e+03,1.168428737535165407e+00,1.168428737535165407e+00,1.168428737535165407e+00,1.213520445983387788e+02,1.213520445983387788e+02,1.213520445983387788e+02,1.139322857785858734e+00,-2.591700994032380412e-01,-1.139322857785858734e+00,2.591700994032380412e-01,1.139322857785858734e+00,-2.591700994032380412e-01,-1.281541159944237407e+01,1.671845884005576295e+02,-1.281541159944237407e+01
3.801893963205612636e+03,1.173091644235751296e+00,1.173091644235751296e+00,1.173091644235751296e+00,1.213866388276676958e+02,1.213866388276676958e+02,1.213866388276676958e+02,1.142872307625049766e+00,-2.645503623878299182e-01,-1.142872307625049766e+00,2.645503623878299182e-01,1.142872307625049766e+00,-2.645503623878299182e-01,-1.303319394609074244e+01,1.669668060539092664e+02,-1.303319394609074244e+01
3.845917820453535569e+03,1.177884512906022918e+00,1.177884512906022918e+00,1.177884512906022918e+00,1.214220542323435836e+02,1.214220542323435836e+02,1.214220542323435836e+02,1.146498417609566500e+00,-2.700986933745123109e-01,-1.146498417609566500e+00,2.700986933745123109e-01,1.146498417609566500e+00,-2.700986933745123109e-01,-1.325635181416117447e+01,1.667436481858388220e+02,-1.325635181416117447e+01
3.890451449942804629e+03,1.182811333676239585e+00,1.182811333676239585e+00,1.182811333676239585e+00,1.214583095455136004e+02,1.214583095455136004e+02,1.214583095455136004e+02,1.150202050736737203e+00,-2.758222136702710992e-01,-1.150202050736737203e+00,2.758222136702710992e-01,1.150202050736737203e+00,-2.758222136702710992e-01,-1.348507493661896284e+01,1.665149250633810425e+02,-1.348507493661896284e+01
3.935500754557772325e+03,1.187876225959578314e+00,1.187876225959578314e+00,1.187876225959578314e+00,1.214954238098192576e+02,1.214954238098192576e+02,1.214954238098192576e+02,1.153983983423594539e+00,-2.817284050318396571e-01,-1.153983983423594539e+00,2.817284050318396571e-01,1.153983983423594539e+00,-2.817284050318396571e-01,-1.371956154256540295e+01,1.662804384574346273e+02,-1.371956154256540295e+01
3.981071705534973262e+03,1.193083441766022101e+00,1.193083441766022101e+00,1.193083441766022101e+00,1.215334163676448753e+02,1.215334163676448753e+02,1.215334163676448753e+02,1.157844891921342434e+00,-2.878251296671497927e-01,-1.157844891921342434e+00,2.878251296671497927e-01,1.157844891921342434e+00,-2.878251296671497927e-01,-1.396001879975462678e+01,1.660399812002453928e+02,-1.396001879975462678e+01
4.027170343254590989e+03,1.198437368906005718e+00,1.198437368906005718e+00,1.198437368906005718e+00,1.215723068491747085e+02,1.215723068491747085e+02,1.215723068491747085e+02,1.161785337164063403e+00,-2.941206513336550588e-01,-1.161785337164063403e+00,2.941206513336550588e-01,1.161785337164063403e+00,-2.941206513336550588e-01,-1.420666328238356613e+01,1.657933367176164552e+02,-1.420666328238356613e+01
4.073802778041130296e+03,1.203942534044349921e+00,1.203942534044349921e+00,1.203942534044349921e+00,1.216121151579868211e+02,1.216121151579868211e+02,1.216121151579868211e+02,1.165805747878439602e+00,-3.006236575765834362e-01,-1.165805747878439602e+00,3.006236575765834362e-01,1.165805747878439602e+00,-3.006236575765834362e-01,-1.445972146560921523e+01,1.655402785343907794e+02,-1.445972146560921523e+01
4.120975190973304052e+03,1.209603605558456252e+00,1.209603605558456252e+00,1.209603605558456252e+00,1.216528614538802060e+02,1.216528614538802060e+02,1.216528614538802060e+02,1.169906401762132342e+00,-3.073432831476840543e-01,-1.169906401762132342e+00,3.073432831476840543e-01,1.169906401762132342e+00,-3.073432831476840543e-01,-1.471943024831262647e+01,1.652805697516873806e+02,-1.471943024831262647e+01
4.168693834703354696e+03,1.215425396147262527e+00,1.215425396147262527e+00,1.215425396147262527e+00,1.216945661325969894e+02,1.216945661325969894e+02,1.216945661325969894e+02,1.174087404517260236e+00,-3.142891346414209419e-01,-1.174087404517260236e+00,3.142891346414209419e-01,1.174087404517260236e+00,-3.142891346414209419e-01,-1.498603750569434290e+01,1.650139624943056731e+02,-1.498603750569434290e+01
4.216965034285822185e+03,1.221412865128879366e+00,1.221412865128879366e+00,1.221412865128879366e+00,1.217372498020630900e+02,1.217372498020630900e+02,1.217372498020630900e+02,1.178348666501946918e+00,-3.214713163805158480e-01,-1.178348666501946918e+00,3.214713163805158480e-01,1.178348666501946918e+00,-3.214713163805158480e-01,-1.525980267334666785e+01,1.647401973266533446e+02,-1.525980267334666785e+01
4.265795188015925305e+03,1.227571120354975953e+00,1.227571120354975953e+00,1.227571120354975953e+00,1.217809332547263921e+02,1.217809332547263921e+02,1.217809332547263921e+02,1.182689876736868095e+00,-3.289004575760012816e-01,-1.182689876736868095e+00,3.289004575760012816e-01,1.182689876736868095e+00,-3.289004575760012816e-01,-1.554099736450618963e+01,1.644590026354938175e+02,-1.554099736450618963e+01
4.315190768277650022e+03,1.233905419658791969e+00,1.233905419658791969e+00,1.233905419658791969e+00,1.218256374355247686e+02,1.218256374355247686e+02,1.218256374355247686e+02,1.187110473975028890e+00,-3.365877407781245334e-01,-1.187110473975028890e+00,3.365877407781245334e-01,1.187110473975028890e+00,-3.365877407781245334e-01,-1.582990602224047549e+01,1.641700939777595352e+02,-1.582990602224047549e+01
4.365158322401661280e+03,1.240421171740799577e+00,1.240421171740799577e+00,1.240421171740799577e+00,1.218713834049615627e+02,1.218713834049615627e+02,1.218713834049615627e+02,1.191609614511244475e+00,-3.445449316231218306e-01,-1.191609614511244475e+00,3.445449316231218306e-01,1.191609614511244475e+00,-3.445449316231218306e-01,-1.612682660836547299e+01,1.638731733916345377e+02,-1.612682660836547299e+01
4.415704473533125565e+03,1.247123936381394627e+00,1.247123936381394627e+00,1.247123936381394627e+00,1.219181922967073461e+02,1.219181922967073461e+02,1.219181922967073461e+02,1.196186136372823450e+00,-3.527844098665389172e-01,-1.196186136372823450e+00,3.527844098665389172e-01,1.196186136372823450e+00,-3.527844098665389172e-01,-1.643207133092021976e+01,1.635679286690797767e+02,-1.643207133092021976e+01
4.466835921509635227e+03,1.254019423853298232e+00,1.254019423853298232e+00,1.254019423853298232e+00,1.219660852690801391e+02,1.219660852690801391e+02,1.219660852690801391e+02,1.200838519494471512e+00,-3.613192016758644542e-01,-1.200838519494471512e+00,3.613192016758644542e-01,1.200838519494471512e+00,-3.613192016758644542e-01,-1.674596741204263495e+01,1.632540325879573686e+02,-1.674596741204263495e+01
4.518559443749226375e+03,1.261113493387249651e+00,1.261113493387249651e+00,1.261113493387249651e+00,1.220150834496829191e+02,1.220150834496829191e+02,1.220150834496829191e+02,1.205564841438127921e+00,-3.701630131329357032e-01,-1.205564841438127921e+00,3.701630131329357032e-01,1.205564841438127921e+00,-3.701630131329357032e-01,-1.706885789808477583e+01,1.629311421019152419e+02,-1.706885789808477583e+01
4.570881896148751366e+03,1.268412150522926884e+00,1.268412150522926884e+00,1.268412150522926884e+00,1.220652078723956322e+02,1.220652078723956322e+02,1.220652078723956322e+02,1.210362728172197144e+00,-3.793302648692196688e-01,-1.210362728172197144e+00,3.793302648692196688e-01,1.210362728172197144e+00,-3.793302648692196688e-01,-1.740110251378040473e+01,1.625988974862195846e+02,-1.740110251378040473e+01
4.623810213992603167e+03,1.275921543152274351e+00,1.275921543152274351e+00,1.275921543152274351e+00,1.221164794058281871e+02,1.221164794058281871e+02,1.221164794058281871e+02,1.215229299374028349e+00,-3.888361277234778646e-01,-1.215229299374028349e+00,3.888361277234778646e-01,1.215229299374028349e+00,-3.888361277234778646e-01,-1.774307856221773605e+01,1.622569214377822675e+02,-1.774307856221773605e+01
4.677351412871980756e+03,1.283647956034354554e+00,1.283647956034354554e+00,1.283647956034354554e+00,1.221689186722407214e+02,1.221689186722407214e+02,1.221689186722407214e+02,1.220161107664485156e+00,-3.986965592705218331e-01,-1.220161107664485156e+00,3.986965592705218331e-01,1.220161107664485156e+00,-3.986965592705218331e-01,-1.809518187227585528e+01,1.619048181277241554e+02,-1.809518187227585528e+01
4.731512589614802891e+03,1.291597803528961252e+00,1.291597803528961252e+00,1.291597803528961252e+00,1.222225459558268597e+02,1.222225459558268597e+02,1.222225459558268597e+02,1.225154071123803368e+00,-4.089283410202914637e-01,-1.225154071123803368e+00,4.089283410202914637e-01,1.225154071123803368e+00,-4.089283410202914637e-01,-1.845782779504079230e+01,1.615421722049592006e+02,-1.845782779504079230e+01
4.786300923226380291e+03,1.299777620260026634e+00,1.299777620260026634e+00,1.299777620260026634e+00,1.222773810991320289e+02,1.222773810991320289e+02,1.222773810991320289e+02,1.230203398373598933e+00,-4.195491160267966202e-01,-1.230203398373598933e+00,4.195491160267966202e-01,1.230203398373598933e+00,-4.195491160267966202e-01,-1.883145225051795535e+01,1.611685477494820304e+02,-1.883145225051795535e+01
4.841723675840993565e+03,1.308194049378930135e+00,1.308194049378930135e+00,1.308194049378930135e+00,1.223334433862449941e+02,1.223334433862449941e+02,1.223334433862449941e+02,1.235303505440948690e+00,-4.305774265747647211e-01,-1.235303505440948690e+00,4.305774265747647211e-01,1.235303505440948690e+00,-4.305774265747647211e-01,-1.921651282569074226e+01,1.607834871743092435e+02,-1.921651282569074226e+01
4.897788193684461476e+03,1.316853828051478770e+00,1.316853828051478770e+00,1.316853828051478770e+00,1.223907514112511308e+02,1.223907514112511308e+02,1.223907514112511308e+02,1.240447923547080222e+00,-4.420327515259148132e-01,-1.240447923547080222e+00,4.420327515259148132e-01,1.240447923547080222e+00,-4.420327515259148132e-01,-1.961348992462231067e+01,1.603865100753776858e+02,-1.961348992462231067e+01
4.954501908047905090e+03,1.325763769740073261e+00,1.325763769740073261e+00,1.325763769740073261e+00,1.224493229302728849e+02,1.224493229302728849e+02,1.224493229302728849e+02,1.245629196885818191e+00,-4.539355428042636809e-01,-1.245629196885818191e+00,4.539355428042636809e-01,1.245629196885818191e+00,-4.539355428042636809e-01,-2.002288797084597505e+01,1.599771120291540285e+02,-2.002288797084597505e+01
5.011872336272725079e+03,1.334930742793711822e+00,1.334930742793711822e+00,1.334930742793711822e+00,1.225091746952441696e+02,1.225091746952441696e+02,1.225091746952441696e+02,1.250838769376252602e+00,-4.663072603778254388e-01,-1.250838769376252602e+00,4.663072603778254388e-01,1.250838769376252602e+00,-4.663072603778254388e-01,-2.044523666171411236e+01,1.595547633382858805e+02,-2.044523666171411236e+01
5.069907082747044115e+03,1.344361644792387844e+00,1.344361644792387844e+00,1.344361644792387844e+00,1.225703222673704147e+02,1.225703222673704147e+02,1.225703222673704147e+02,1.256066859291163018e+00,-4.791704049493544781e-01,-1.256066859291163018e+00,4.791704049493544781e-01,1.256066859291163018e+00,-4.791704049493544781e-01,-2.088109227365763232e+01,1.591189077263423997e+02,-2.088109227365763232e+01
5.128613839913648007e+03,1.354063372018349698e+00,1.354063372018349698e+00,1.354063372018349698e+00,1.226327798080139786e+02,1.226327798080139786e+02,1.226327798080139786e+02,1.261302320579123171e+00,-4.925485473975352857e-01,-1.261302320579123171e+00,4.925485473975352857e-01,1.261302320579123171e+00,-4.925485473975352857e-01,-2.133103901641290534e+01,1.586689609835871124e+02,-2.133103901641290534e+01
5.188000389289609302e+03,1.364042783344066700e+00,1.364042783344066700e+00,1.364042783344066700e+00,1.226965598445155337e+02,1.226965598445155337e+02,1.226965598445155337e+02,1.266532489616135182e+00,-5.064663538082099237e-01,-1.266532489616135182e+00,5.064663538082099237e-01,1.266532489616135182e+00,-5.064663538082099237e-01,-2.179569043317464150e+01,1.582043095668253727e+02,-2.179569043317464150e+01
5.248074602497723390e+03,1.374306657734761572e+00,1.374306657734761572e+00,1.374306657734761572e+00,1.227616730082161070e+02,1.227616730082161070e+02,1.227616730082161070e+02,1.271743016044954988e+00,-5.209496046979710249e-01,-1.271743016044954988e+00,5.209496046979710249e-01,1.271743016044954988e+00,-5.209496046979710249e-01,-2.227569084228813523e+01,1.577243091577118719e+02,-2.227569084228813523e+01
5.308844442309884471e+03,1.384861644461665486e+00,1.384861644461665486e+00,1.384861644461665486e+00,1.228281277416807171e+02,1.228281277416807171e+02,1.228281277416807171e+02,1.276917676291134507e+00,-5.360252067546052990e-01,-1.276917676291134507e+00,5.360252067546052990e-01,1.276917676291134507e+00,-5.360252067546052990e-01,-2.277171681446079532e+01,1.572282831855391976e+02,-2.277171681446079532e+01
5.370317963702526868e+03,1.395714205010067932e+00,1.395714205010067932e+00,1.395714205010067932e+00,1.228959299718471527e+02,1.228959299718471527e+02,1.228959299718471527e+02,1.282038168289200586e+00,-5.517211950945490884e-01,-1.282038168289200586e+00,5.517211950945490884e-01,1.282038168289200586e+00,-5.517211950945490884e-01,-2.328447867749862255e+01,1.567155213225013881e+02,-2.328447867749862255e+01
5.432503314924336337e+03,1.406870545543755124e+00,1.406870545543755124e+00,1.406870545543755124e+00,1.229650827455313618e+02,1.229650827455313618e+02,1.229650827455313618e+02,1.287083885917349679e+00,-5.680667236605909665e-01,-1.287083885917349679e+00,5.680667236605909665e-01,1.287083885917349679e+00,-5.680667236605909665e-01,-2.381472203820121436e+01,1.561852779617987892e+02,-2.381472203820121436e+01
5.495408738576248652e+03,1.418336538654413115e+00,1.418336538654413115e+00,1.418336538654413115e+00,1.230355858234198507e+02,1.230355858234198507e+02,1.230355858234198507e+02,1.292031671633084855e+00,-5.850920409467191829e-01,-1.292031671633084855e+00,5.850920409467191829e-01,1.292031671633084855e+00,-5.850920409467191829e-01,-2.436322930820870880e+01,1.556367706917912983e+02,-2.436322930820870880e+01
5.559042572704037411e+03,1.430117632981740883e+00,1.430117632981740883e+00,1.430117632981740883e+00,1.231074352283743991e+02,1.231074352283743991e+02,1.231074352283743991e+02,1.296855545836604895e+00,-6.028284477346259607e-01,-1.296855545836604895e+00,6.028284477346259607e-01,1.296855545836604895e+00,-6.028284477346259607e-01,-2.493082121721586120e+01,1.550691787827841495e+02,-2.493082121721586120e+01
5.623413251903491073e+03,1.442218749138227230e+00,1.442218749138227230e+00,1.442218749138227230e+00,1.231806227435709644e+02,1.231806227435709644e+02,1.231806227435709644e+02,1.301526411577298425e+00,-6.213082329508866630e-01,-1.301526411577298425e+00,6.213082329508866630e-01,1.301526411577298425e+00,-6.213082329508866630e-01,-2.551835829296053504e+01,1.544816417070394721e+02,-2.551835829296053504e+01
5.688529308438412954e+03,1.454644160213943493e+00,1.454644160213943493e+00,1.454644160213943493e+00,1.232551353557040557e+02,1.232551353557040557e+02,1.232551353557040557e+02,1.306011733378987127e+00,-6.405645830991145706e-01,-1.306011733378987127e+00,6.405645830991145706e-01,1.306011733378987127e+00,-6.405645830991145706e-01,-2.612674228266825693e+01,1.538732577173317395e+02,-2.612674228266825693e+01
5.754399373371566071e+03,1.467397354974095514e+00,1.467397354974095514e+00,1.467397354974095514e+00,1.233309546382235169e+02,1.233309546382235169e+02,1.233309546382235169e+02,1.310275189212964708e+00,-6.606314599819642641e-01,-1.310275189212964708e+00,6.606314599819642641e-01,1.310275189212964708e+00,-6.606314599819642641e-01,-2.675691748508648260e+01,1.532430825149135103e+02,-2.675691748508648260e+01
5.821032177708715608e+03,1.480480881699959728e+00,1.480480881699959728e+00,1.480480881699959728e+00,1.234080560693483619e+02,1.234080560693483619e+02,1.234080560693483619e+02,1.314276295020904817e+00,-6.815434406002407464e-01,-1.314276295020904817e+00,6.815434406002407464e-01,1.314276295020904817e+00,-6.815434406002407464e-01,-2.740987195575975832e+01,1.525901280442402310e+02,-2.740987195575975832e+01
5.888436553555889986e+03,1.493896170468393070e+00,1.493896170468393070e+00,1.493896170468393070e+00,1.234864082794453850e+02,1.234864082794453850e+02,1.234864082794453850e+02,1.317970001714164674e+00,-7.033355122000415349e-01,-1.317970001714164674e+00,7.033355122000415349e-01,1.317970001714164674e+00,-7.033355122000415349e-01,-2.808663854066927001e+01,1.519133614593307300e+02,-2.808663854066927001e+01
5.956621435290109730e+03,1.507643331524898711e+00,1.507643331524898711e+00,1.507643331524898711e+00,1.235659722222974040e+02,1.235659722222974040e+02,1.235659722222974040e+02,1.321306265290163040e+00,-7.260428144375904447e-01,-1.321306265290163040e+00,7.260428144375904447e-01,1.321306265290163040e+00,-7.260428144375904447e-01,-2.878829568466641931e+01,1.512117043153335771e+02,-2.878829568466641931e+01
6.025595860743580488e+03,1.521720927291664971e+00,1.521720927291664971e+00,1.521720927291664971e+00,1.236467002648516313e+02,1.236467002648516313e+02,1.236467002648516313e+02,1.324229591655442517e+00,-7.497003195553973987e-01,-1.324229591655442517e+00,7.497003195553973987e-01,1.324229591655442517e+00,-7.497003195553973987e-01,-2.951596795115828442e+01,1.504840320488416978e+02,-2.951596795115828442e+01
6.095368972401694009e+03,1.536125715480209042e+00,1.536125715480209042e+00,1.536125715480209042e+00,1.237285351902792740e+02,1.237285351902792740e+02,1.237285351902792740e+02,1.326678558981255529e+00,-7.743424403317975546e-01,-1.326678558981255529e+00,7.743424403317975546e-01,1.326678558981255529e+00,-7.743424403317975546e-01,-3.027082617815455023e+01,1.497291738218454498e+02,-3.027082617815455023e+01
6.165950018614822511e+03,1.550852360767555727e+00,1.550852360767555727e+00,1.550852360767555727e+00,1.238114091096455809e+02,1.238114091096455809e+02,1.238114091096455809e+02,1.328585322000921165e+00,-8.000025544096778241e-01,-1.328585322000921165e+00,8.000025544096778241e-01,1.328585322000921165e+00,-8.000025544096778241e-01,-3.105408718297595527e+01,1.489459128170240660e+02,-3.105408718297595527e+01
6.237348354824191119e+03,1.565893112570115653e+00,1.565893112570115653e+00,1.565893112570115653e+00,1.238952422782536047e+02,1.238952422782536047e+02,1.238952422782536047e+02,1.329875104655604323e+00,-8.267124324768381216e-01,-1.329875104655604323e+00,8.267124324768381216e-01,1.329875104655604323e+00,-8.267124324768381216e-01,-3.186701291362464872e+01,1.481329870863753797e+02,-3.186701291362464872e+01
6.309573444801930236e+03,1.581237446641255762e+00,1.581237446641255762e+00,1.581237446641255762e+00,1.239799418138625526e+02,1.239799418138625526e+02,1.239799418138625526e+02,1.330465689978790333e+00,-8.545015567275577872e-01,-1.330465689978790333e+00,8.545015567275577872e-01,1.330465689978790333e+00,-8.545015567275577872e-01,-3.271090892903482228e+01,1.472890910709651848e+02,-3.271090892903482228e+01
6.382634861905482467e+03,1.596871668565046143e+00,1.596871668565046143e+00,1.596871668565046143e+00,1.240654003155875529e+02,1.240654003155875529e+02,1.240654003155875529e+02,1.330266919154480476e+00,-8.833963151773733813e-01,-1.330266919154480476e+00,8.833963151773733813e-01,1.330266919154480476e+00,-8.833963151773733813e-01,-3.358712207327297250e+01,1.464128779267270204e+02,-3.358712207327297250e+01
6.456542290346556001e+03,1.612778477765336449e+00,1.612778477765336449e+00,1.612778477765336449e+00,1.241514943844688617e+02,1.241514943844688617e+02,1.241514943844688617e+02,1.329180215362744333e+00,-9.134190568579815261e-01,-1.329180215362744333e+00,9.134190568579815261e-01,1.329180215362744333e+00,-9.134190568579815261e-01,-3.449703719046359396e+01,1.455029628095364274e+02,-3.449703719046359396e+01
6.531305526474722683e+03,1.628936491450154955e+00,1.628936491450154955e+00,1.628936491450154955e+00,1.242380830495782504e+02,1.242380830495782504e+02,1.242380830495782504e+02,1.327098152402382603e+00,-9.445869928535557403e-01,-1.327098152402382603e+00,9.445869928535557403e-01,1.327098152402382603e+00,-9.445869928535557403e-01,-3.544207270816070832e+01,1.445579272918392917e+02,-3.544207270816070832e+01
6.606934480075964530e+03,1.645319729028611899e+00,1.645319729028611899e+00,1.645319729028611899e+00,1.243250061072421886e+02,1.243250061072421886e+02,1.243250061072421886e+02,1.323904093197544984e+00,-9.769109287675981079e-01,-1.323904093197544984e+00,9.769109287675981079e-01,1.323904093197544984e+00,-9.769109287675981079e-01,-3.642367489768406585e+01,1.435763251023159626e+02,-3.642367489768406585e+01
6.683439175686148701e+03,1.661897059040270408e+00,1.661897059040270408e+00,1.661897059040270408e+00,1.244120823856483469e+02,1.244120823856483469e+02,1.244120823856483469e+02,1.319471929162290502e+00,-1.010393815796317929e+00,-1.319471929162290502e+00,1.010393815796317929e+00,1.319471929162290502e+00,-1.010393815796317929e+00,-3.744331060144424583e+01,1.425566893985557613e+02,-3.744331060144424583e+01
6.760829753919819268e+03,1.678631612600089085e+00,1.678631612600089085e+00,1.678631612600089085e+00,1.244991079529097675e+02,1.244991079529097675e+02,1.244991079529097675e+02,1.313665957968442211e+00,-1.045029110453498777e+00,-1.313665957968442211e+00,1.045029110453498777e+00,1.313665957968442211e+00,-1.045029110453498777e+00,-3.850245820073411096e+01,1.414975417992659175e+02,-3.850245820073411096e+01
6.839116472814293047e+03,1.695480169861078412e+00,1.695480169861078412e+00,1.695480169861078412e+00,1.245858542937209421e+02,1.245858542937209421e+02,1.245858542937209421e+02,1.306340944412080374e+00,-1.080798937520159431e+00,-1.306340944412080374e+00,1.080798937520159431e+00,1.306340944412080374e+00,-1.080798937520159431e+00,-3.960259658446722142e+01,1.403974034155327786e+02,-3.960259658446722142e+01
6.918309709189362366e+03,1.712392529102425787e+00,1.712392529102425787e+00,1.712392529102425787e+00,1.246720664881663652e+02,1.246720664881663652e+02,1.246720664881663652e+02,1.297342416564981171e+00,-1.117672057406436492e+00,-1.297342416564981171e+00,1.117672057406436492e+00,1.297342416564981171e+00,-1.117672057406436492e+00,-4.074519187202530901e+01,1.392548081279747123e+02,-4.074519187202530901e+01
6.998419960022731175e+03,1.729310871818668272e+00,1.729310871818668272e+00,1.729310871818668272e+00,1.247574614360924841e+02,1.247574614360924841e+02,1.247574614360924841e+02,1.286507256843132607e+00,-1.155601648268208770e+00,-1.286507256843132607e+00,1.155601648268208770e+00,1.286507256843132607e+00,-1.155601648268208770e+00,-4.193168164437203416e+01,1.380683183556279801e+02,-4.193168164437203416e+01
7.079457843841380964e+03,1.746169141643358680e+00,1.746169141643358680e+00,1.746169141643358680e+00,1.248417261817158419e+02,1.248417261817158419e+02,1.248417261817158419e+02,1.273664654450026745e+00,-1.194522925369035482e+00,-1.273664654450026745e+00,1.194522925369035482e+00,1.273664654450026745e+00,-1.194522925369035482e+00,-4.316345645012678744e+01,1.368365435498731983e+02,-4.316345645012678744e+01
7.161434102129020175e+03,1.762892460070399236e+00,1.762892460070399236e+00,1.762892460070399236e+00,1.249245164056858215e+02,1.249245164056858215e+02,1.249245164056858215e+02,1.258637491053689716e+00,-1.234350635713830524e+00,-1.258637491053689716e+00,1.234350635713830524e+00,1.258637491053689716e+00,-1.234350635713830524e+00,-4.444183838114859952e+01,1.355581616188514147e+02,-4.444183838114859952e+01
7.244359600749906349e+03,1.779396607651869910e+00,1.779396607651869910e+00,1.779396607651869910e+00,1.250054551653611412e+02,1.250054551653611412e+02,1.250054551653611412e+02,1.241244234468361185e+00,-1.274976485164347917e+00,-1.241244234468361185e+00,1.274976485164347917e+00,1.241244234468361185e+00,-1.274976485164347917e+00,-4.576805655961581465e+01,1.342319434403842138e+02,-4.576805655961581465e+01
7.328245331389044622e+03,1.795587605472258153e+00,1.795587605472258153e+00,1.795587605472258153e+00,1.250841319781033008e+02,1.250841319781033008e+02,1.250841319781033008e+02,1.221301414193558310e+00,-1.316266578096706219e+00,-1.221301414193558310e+00,1.316266578096706219e+00,1.221301414193558310e+00,-1.316266578096706219e+00,-4.714321945013971060e+01,1.328567805498603036e+02,-4.714321945013971060e+01
7.413102413009177326e+03,1.811361437922988316e+00,1.811361437922988316e+00,1.811361437922988316e+00,1.251601023561825059e+02,1.251601023561825059e+02,1.251601023561825059e+02,1.198626746316215907e+00,-1.358058975821682335e+00,-1.198626746316215907e+00,1.358058975821682335e+00,1.198626746316215907e+00,-1.358058975821682335e+00,-4.856828401064027645e+01,1.314317159893597307e+02,-4.856828401064027645e+01
7.498942093324558300e+03,1.826603963674418685e+00,1.826603963674418685e+00,1.826603963674418685e+00,1.252328879143716023e+02,1.252328879143716023e+02,1.252328879143716023e+02,1.173042961717131849e+00,-1.400161508568563695e+00,-1.173042961717131849e+00,1.400161508568563695e+00,1.173042961717131849e+00,-1.400161508568563695e+00,-5.004402182848718184e+01,1.299559781715128111e+02,-5.004402182848718184e+01
7.585775750291835720e+03,1.841191066640970986e+00,1.841191066640970986e+00,1.841191066640970986e+00,1.253019771810763245e+02,1.253019771810763245e+02,1.253019771810763245e+02,1.144382368901349700e+00,-1.442350005243613564e+00,-1.144382368901349700e+00,1.442350005243613564e+00,1.144382368901349700e+00,-1.442350005243613564e+00,-5.157098255651992247e+01,1.284290174434800917e+02,-5.157098255651992247e+01
7.673614893618185306e+03,1.854989101854798594e+00,1.854989101854798594e+00,1.854989101854798594e+00,1.253668272491751736e+02,1.253668272491751736e+02,1.253668272491751736e+02,1.112492149431509869e+00,-1.484367132973959169e+00,-1.112492149431509869e+00,1.484367132973959169e+00,1.112492149431509869e+00,-1.484367132973959169e+00,-5.314945516758314881e+01,1.268505448324168725e+02,-5.314945516758314881e+01
7.762471166286919470e+03,1.867855691538994778e+00,1.867855691538994778e+00,1.867855691538994778e+00,1.254268664015940971e+02,1.254268664015940971e+02,1.254268664015940971e+02,1.077240338730498070e+00,-1.525922061255560624e+00,-1.077240338730498070e+00,1.525922061255560624e+00,1.077240338730498070e+00,-1.525922061255560624e+00,-5.477942778353672537e+01,1.252205722164632817e+02,-5.477942778353672537e+01
