frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_NM_real_A,I_NM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_NM_phase_deg
7.943282347242821939e+06,4.090142996020099377e-11,4.090142996020099377e-11,4.090142996020099377e-11,-8.776523016602986615e+01,-8.776523016602986615e+01,-8.776523016602986615e+01,-3.742190504105045305e-11,-1.650842196843267786e-11,3.742190504105045305e-11,1.650842196843267786e-11,-3.742190504105045305e-11,-1.650842196843267786e-11,-1.561956483050016971e+02,2.380435169499831005e+01,-1.561956483050016971e+02
8.035261221856176853e+06,3.442048058377741976e-11,3.442048058377741976e-11,3.442048058377741976e-11,-8.926366140566274510e+01,-8.926366140566274510e+01,-8.926366140566274510e+01,-3.157552497426905828e-11,-1.370239782729683723e-11,3.157552497426905828e-11,1.370239782729683723e-11,-3.157552497426905828e-11,-1.370239782729683723e-11,-1.565412637305796295e+02,2.345873626942037760e+01,-1.565412637305796295e+02
8.128305161640995182e+06,2.819410212488273464e-11,2.819410212488273464e-11,2.819410212488273464e-11,-9.099683462971819381e+01,-9.099683462971819381e+01,-9.099683462971819381e+01,-2.593083191777191081e-11,-1.106794247728901960e-11,2.593083191777191081e-11,1.106794247728901960e-11,-2.593083191777191081e-11,-1.106794247728901960e-11,-1.568859705794015724e+02,2.311402942059844179e+01,-1.568859705794015724e+02
8.222426499470711686e+06,2.222654029187709617e-11,2.222654029187709617e-11,2.222654029187709617e-11,-9.306256265702356245e+01,-9.306256265702356245e+01,-9.306256265702356245e+01,-2.049428508892087243e-11,-8.602521260681172715e-12,2.049428508892087243e-11,8.602521260681172715e-12,-2.049428508892087243e-11,-8.602521260681172715e-12,-1.572296642542818006e+02,2.277033574571822072e+01,-1.572296642542818006e+02
8.317637711026708595e+06,1.652181392407065703e-11,1.652181392407065703e-11,1.652181392407065703e-11,-9.563884546722798063e+01,-9.563884546722798063e+01,-9.563884546722798063e+01,-1.527211429674989923e-11,-6.303400689201214033e-12,1.527211429674989923e-11,6.303400689201214033e-12,-1.527211429674989923e-11,-6.303400689201214033e-12,-1.575721398195712766e+02,2.242786018042874829e+01,-1.575721398195712766e+02
8.413951416451947764e+06,1.108372097586815080e-11,1.108372097586815080e-11,1.108372097586815080e-11,-9.910628831562010532e+01,-9.910628831562010532e+01,-9.910628831562010532e+01,-1.027032062644338227e-11,-4.167659403184389784e-12,1.027032062644338227e-11,4.167659403184389784e-12,-1.027032062644338227e-11,-4.167659403184389784e-12,-1.579128616296893881e+02,2.208713837031061900e+01,-1.579128616296893881e+02
8.511380382023759186e+06,5.915844312337768828e-12,5.915844312337768828e-12,5.915844312337768828e-12,-1.045596652776215763e+02,-1.045596652776215763e+02,-1.045596652776215763e+02,-5.494677277864006051e-12,-2.192198791155613641e-12,5.494677277864006051e-12,2.192198791155613641e-12,-5.494677277864006051e-12,-2.192198791155613641e-12,-1.582495966430695660e+02,2.175040335693045179e+01,-1.582495966430695660e+02
8.609937521846016869e+06,1.021557672141693965e-12,1.021557672141693965e-12,1.021557672141693965e-12,-1.198147422040104715e+02,-1.198147422040104715e+02,-1.198147422040104715e+02,-9.507305449774841685e-13,-3.737532720370123585e-13,9.507305449774841685e-13,3.737532720370123585e-13,-9.507305449774841685e-13,-3.737532720370123585e-13,-1.585391092808835367e+02,2.146089071911646329e+01,-1.585391092808835367e+02
8.709635899560814723e+06,3.595971468207532606e-12,3.595971468207532606e-12,3.595971468207532606e-12,-1.088836752556237144e+02,-1.088836752556237144e+02,-1.088836752556237144e+02,3.356199073429319775e-12,1.291099755896038271e-12,-3.356199073429319775e-12,-1.291099755896038271e-12,3.356199073429319775e-12,1.291099755896038271e-12,2.104128771686953314e+01,-1.589587122831304669e+02,2.104128771686953314e+01
8.810488730080146343e+06,7.933770723541485138e-12,7.933770723541485138e-12,7.933770723541485138e-12,-1.020104070854035569e+02,-1.020104070854035569e+02,-1.020104070854035569e+02,7.421015636928179619e-12,2.805930293181110480e-12,-7.421015636928179619e-12,-2.805930293181110480e-12,7.421015636928179619e-12,2.805930293181110480e-12,2.071190435279711295e+01,-1.592880956472028799e+02,2.071190435279711295e+01
8.912509381337458268e+06,1.198906466132631762e-11,1.198906466132631762e-11,1.198906466132631762e-11,-9.842429394981586199e+01,-9.842429394981586199e+01,-9.842429394981586199e+01,1.123884640010077493e-11,4.174446436164363635e-12,-1.123884640010077493e-11,-4.174446436164363635e-12,1.123884640010077493e-11,4.174446436164363635e-12,2.037651483734680369e+01,-1.596234851626531963e+02,2.037651483734680369e+01
9.015711376059569418e+06,1.575926588062189365e-11,1.575926588062189365e-11,1.575926588062189365e-11,-9.604928034533129733e+01,-9.604928034533129733e+01,-9.604928034533129733e+01,1.480504031514197234e-11,5.400485382181327925e-12,-1.480504031514197234e-11,-5.400485382181327925e-12,1.480504031514197234e-11,5.400485382181327925e-12,2.004062610049106397e+01,-1.599593738995089325e+02,2.004062610049106397e+01
9.120108393559096381e+06,1.924197127326902539e-11,1.924197127326902539e-11,1.924197127326902539e-11,-9.431500876109025455e+01,-9.431500876109025455e+01,-9.431500876109025455e+01,1.811516638372202843e-11,6.488004729605072113e-12,-1.811516638372202843e-11,-6.488004729605072113e-12,1.811516638372202843e-11,6.488004729605072113e-12,1.970514731981879919e+01,-1.602948526801812079e+02,1.970514731981879919e+01
9.225714271547628567e+06,2.243495729559726254e-11,2.243495729559726254e-11,2.243495729559726254e-11,-9.298149505598486542e+01,-9.298149505598486542e+01,-9.298149505598486542e+01,2.116501182951074346e-11,7.441074056340464031e-12,-2.116501182951074346e-11,-7.441074056340464031e-12,2.116501182951074346e-11,7.441074056340464031e-12,1.937036336201389730e+01,-1.606296366379860956e+02,1.937036336201389730e+01
9.332543007969904691e+06,2.533617529077129989e-11,2.533617529077129989e-11,2.533617529077129989e-11,-9.192517889835016831e+01,-9.192517889835016831e+01,-9.192517889835016831e+01,2.395058004712070944e-11,8.263866756619052559e-12,-2.395058004712070944e-11,-8.263866756619052559e-12,2.395058004712070944e-11,8.263866756619052559e-12,1.903639392428215515e+01,-1.609636060757178484e+02,1.903639392428215515e+01
9.440608762859245762e+06,2.794374675180261931e-11,2.794374675180261931e-11,2.794374675180261931e-11,-9.107430726541066690e+01,-9.107430726541066690e+01,-9.107430726541066690e+01,2.646808826243886736e-11,8.960652111349110857e-12,-2.646808826243886736e-11,-8.960652111349110857e-12,2.646808826243886736e-11,8.960652111349110857e-12,1.870329876565459060e+01,-1.612967012343454201e+02,1.870329876565459060e+01
9.549925860214369372e+06,3.025595841492213200e-11,3.025595841492213200e-11,3.025595841492213200e-11,-9.038378170822916502e+01,-9.038378170822916502e+01,-9.038378170822916502e+01,2.871396481137220316e-11,9.535787561432800805e-12,-2.871396481137220316e-11,-9.535787561432800805e-12,2.871396481137220316e-11,9.535787561432800805e-12,1.837111105727348104e+01,-1.616288889427265190e+02,1.837111105727348104e+01
9.660508789898140356e+06,3.227125703694187711e-11,3.227125703694187711e-11,3.227125703694187711e-11,-8.982368235069179718e+01,-8.982368235069179718e+01,-8.982368235069179718e+01,3.068484590604227661e-11,9.993711145856228313e-12,-3.068484590604227661e-11,-9.993711145856228313e-12,3.068484590604227661e-11,9.993711145856228313e-12,1.803985027110196526e+01,-1.619601497288980170e+02,1.803985027110196526e+01
9.772372209558112547e+06,3.398824365774333088e-11,3.398824365774333088e-11,3.398824365774333088e-11,-8.937342554002937334e+01,-8.937342554002937334e+01,-8.937342554002937334e+01,3.237757170511043119e-11,1.033893405620532172e-11,-3.237757170511043119e-11,-1.033893405620532172e-11,3.237757170511043119e-11,1.033893405620532172e-11,1.770952787821559227e+01,-1.622904721217844326e+02,1.770952787821559227e+01
9.885530946569390595e+06,3.540566707529909451e-11,3.540566707529909451e-11,3.540566707529909451e-11,-8.901854437386239738e+01,-8.901854437386239738e+01,-8.901854437386239738e+01,3.378918143190697309e-11,1.057603324543712793e-11,-3.378918143190697309e-11,-1.057603324543712793e-11,3.378918143190697309e-11,1.057603324543712793e-11,1.738015011435383173e+01,-1.626198498856461754e+02,1.738015011435383173e+01
1.000000000000000000e+07,3.652241615605868520e-11,3.652241615605868520e-11,3.652241615605868520e-11,-8.874880998500356100e+01,-8.874880998500356100e+01,-8.874880998500356100e+01,3.491690718070659917e-11,1.070964400950174037e-11,-3.491690718070659917e-11,-1.070964400950174037e-11,3.491690718070659917e-11,1.070964400950174037e-11,1.705171940088257543e+01,-1.629482805991174246e+02,1.705171940088257543e+01
1.011579454259898327e+07,3.733751045320752163e-11,3.733751045320752163e-11,3.733751045320752163e-11,-8.855709285600822511e+01,-8.855709285600822511e+01,-8.855709285600822511e+01,3.575816590312461554e-11,1.074445243313949329e-11,-3.575816590312461554e-11,-1.074445243313949329e-11,3.575816590312461554e-11,1.074445243313949329e-11,1.672423508047407026e+01,-1.632757649195259262e+02,1.672423508047407026e+01
1.023292992280753702e+07,3.785008838582515172e-11,3.785008838582515172e-11,3.785008838582515172e-11,-8.843866204035541045e+01,-8.843866204035541045e+01,-8.843866204035541045e+01,3.631054885014190060e-11,1.068518755175757445e-11,-3.631054885014190060e-11,-1.068518755175757445e-11,3.631054885014190060e-11,1.068518755175757445e-11,1.639769375999246392e+01,-1.636023062400075503e+02,1.639769375999246392e+01
1.035142166679343022e+07,3.805939190601017492e-11,3.805939190601017492e-11,3.805939190601017492e-11,-8.839076309868571002e+01,-8.839076309868571002e+01,-8.839076309868571002e+01,3.657180742395558913e-11,1.053661302318633583e-11,-3.657180742395558913e-11,-1.053661302318633583e-11,3.657180742395558913e-11,1.053661302318633583e-11,1.607208939030491379e+01,-1.639279106096950898e+02,1.607208939030491379e+01
1.047128548050900735e+07,3.796474608790152745e-11,3.796474608790152745e-11,3.796474608790152745e-11,-8.841239000764386446e+01,-8.841239000764386446e+01,-8.841239000764386446e+01,3.653983390791995230e-11,1.030351801572927814e-11,-3.653983390791995230e-11,-1.030351801572927814e-11,3.653983390791995230e-11,1.030351801572927814e-11,1.574741312944753524e+01,-1.642525868705524772e+02,1.574741312944753524e+01
1.059253725177289732e+07,3.756553131112841108e-11,3.756553131112841108e-11,3.756553131112841108e-11,-8.850420928603354298e+01,-8.850420928603354298e+01,-8.850420928603354298e+01,3.621263479273818716e-11,9.990706884657190834e-12,-3.621263479273818716e-11,-9.990706884657190834e-12,3.621263479273818716e-11,9.990706884657190834e-12,1.542365298222753367e+01,-1.645763470177724912e+02,1.542365298222753367e+01
1.071519305237607099e+07,3.686114450892818117e-11,3.686114450892818117e-11,3.686114450892818117e-11,-8.866862368825567842e+01,-8.866862368825567842e+01,-8.866862368825567842e+01,3.558829323275469814e-11,9.602986998197599238e-12,-3.558829323275469814e-11,-9.602986998197599238e-12,3.558829323275469814e-11,9.602986998197599238e-12,1.510079316194612709e+01,-1.648992068380538853e+02,1.510079316194612709e+01
1.083926914021203853e+07,3.585094400474739613e-11,3.585094400474739613e-11,3.585094400474739613e-11,-8.890998808547172416e+01,-8.890998808547172416e+01,-8.890998808547172416e+01,3.466491524897081139e-11,9.145153733710774269e-12,-3.466491524897081139e-11,-9.145153733710774269e-12,3.466491524897081139e-11,9.145153733710774269e-12,1.477881306173782505e+01,-1.652211869382621785e+02,1.477881306173782505e+01
1.096478196143185161e+07,3.453416922100665111e-11,3.453416922100665111e-11,3.453416922100665111e-11,-8.923501974469704123e+01,-8.923501974469704123e+01,-8.923501974469704123e+01,3.344055110382810256e-11,8.621971100472558120e-12,-3.344055110382810256e-11,-8.621971100472558120e-12,3.344055110382810256e-11,8.621971100472558120e-12,1.445768563506062598e+01,-1.655423143649393865e+02,1.445768563506062598e+01
1.109174815262400918e+07,3.290982097818247095e-11,3.290982097818247095e-11,3.290982097818247095e-11,-8.965348960321550464e+01,-8.965348960321550464e+01,-8.965348960321550464e+01,3.191307779032475505e-11,8.038145480438877568e-12,-3.191307779032475505e-11,-8.038145480438877568e-12,3.191307779032475505e-11,8.038145480438877568e-12,1.413737483704187170e+01,-1.658626251629581247e+02,1.413737483704187170e+01
1.122018454301963001e+07,3.097647819635362173e-11,3.097647819635362173e-11,3.097647819635362173e-11,-9.017935919882694407e+01,-9.017935919882694407e+01,-9.017935919882694407e+01,3.008001881881414449e-11,7.398288268846945712e-12,-3.008001881881414449e-11,-7.398288268846945712e-12,3.008001881881414449e-11,7.398288268846945712e-12,1.381783151529811882e+01,-1.661821684847018901e+02,1.381783151529811882e+01
1.135010815672314353e+07,2.873200844675179581e-11,2.873200844675179581e-11,2.873200844675179581e-11,-9.083268029126151077e+01,-9.083268029126151077e+01,-9.083268029126151077e+01,2.793825938978522356e-11,6.706860044260222394e-12,-2.793825938978522356e-11,-6.706860044260222394e-12,2.793825938978522356e-11,6.706860044260222394e-12,1.349898665270096920e+01,-1.665010133472990219e+02,1.349898665270096920e+01
1.148153621496884152e+07,2.617309411111010944e-11,2.617309411111010944e-11,2.617309411111010944e-11,-9.164289866454984690e+01,-9.164289866454984690e+01,-9.164289866454984690e+01,2.548357986874146250e-11,5.968082809621651544e-12,-2.548357986874146250e-11,-5.968082809621651544e-12,2.548357986874146250e-11,5.968082809621651544e-12,1.318073994251354364e+01,-1.668192600574864741e+02,1.318073994251354364e+01
1.161448613840343803e+07,2.329442260456977696e-11,2.329442260456977696e-11,2.329442260456977696e-11,-9.265496099751715064e+01,-9.265496099751715064e+01,-9.265496099751715064e+01,2.270985822442224313e-11,5.185794433539836867e-12,-2.270985822442224313e-11,-5.185794433539836867e-12,2.270985822442224313e-11,5.185794433539836867e-12,1.286293991696581429e+01,-1.671370600830341857e+02,1.286293991696581429e+01
1.174897554939530231e+07,2.008722831968510331e-11,2.008722831968510331e-11,2.008722831968510331e-11,-9.394159968067354782e+01,-9.394159968067354782e+01,-9.394159968067354782e+01,1.960763354800486274e-11,4.363192433793574831e-12,-1.960763354800486274e-11,-4.363192433793574831e-12,1.960763354800486274e-11,4.363192433793574831e-12,1.254534868670280545e+01,-1.674546513132971768e+02,1.254534868670280545e+01
1.188502227437018976e+07,1.653649186856060595e-11,1.653649186856060595e-11,1.653649186856060595e-11,-9.563113236691782504e+01,-9.563113236691782504e+01,-9.563113236691782504e+01,1.616134592305166943e-11,3.502350821153154543e-12,-1.616134592305166943e-11,-3.502350821153154543e-12,1.616134592305166943e-11,3.502350821153154543e-12,1.222758064797322852e+01,-1.677724193520267875e+02,1.222758064797322852e+01
1.202264434617413022e+07,1.261509941388762486e-11,1.261509941388762486e-11,1.261509941388762486e-11,-9.798218645309430030e+01,-9.798218645309430030e+01,-9.798218645309430030e+01,1.234357844971721784e-11,2.603229586099657307e-12,-1.234357844971721784e-11,-2.603229586099657307e-12,1.234357844971721784e-11,2.603229586099657307e-12,1.190902010220785634e+01,-1.680909798977921525e+02,1.190902010220785634e+01
1.216186000646367855e+07,8.270274224833507359e-12,8.270274224833507359e-12,8.270274224833507359e-12,-1.016496017984109415e+02,-1.016496017984109415e+02,-1.016496017984109415e+02,8.101674684401049453e-12,1.661415981047672860e-12,-8.101674684401049453e-12,-1.661415981047672860e-12,8.101674684401049453e-12,1.661415981047672860e-12,1.158901281416117257e+01,-1.684109871858388487e+02,1.158901281416117257e+01
1.230268770812381059e+07,3.386998959634570238e-12,3.386998959634570238e-12,3.386998959634570238e-12,-1.094036987351028642e+02,-1.094036987351028642e+02,-1.094036987351028642e+02,3.321638193042829580e-12,6.621794825308500158e-13,-3.321638193042829580e-12,-6.621794825308500158e-13,3.321638193042829580e-12,6.621794825308500158e-13,1.127429911528815332e+01,-1.687257008847118414e+02,1.127429911528815332e+01
1.244514611771384440e+07,2.334983052663988433e-12,2.334983052663988433e-12,2.334983052663988433e-12,-1.126343253440235372e+02,-1.126343253440235372e+02,-1.126343253440235372e+02,-2.293381877989232360e-12,-4.387999748616906901e-13,2.293381877989232360e-12,4.387999748616906901e-13,-2.293381877989232360e-12,-4.387999748616906901e-13,-1.691683285809004076e+02,1.083167141909959241e+01,-1.691683285809004076e+02
1.258925411794168688e+07,9.983305682474798345e-12,9.983305682474798345e-12,9.983305682474798345e-12,-1.000145126172460834e+02,-1.000145126172460834e+02,-1.000145126172460834e+02,-9.819089084302760530e-12,-1.803297508527075124e-12,9.819089084302760530e-12,1.803297508527075124e-12,-9.819089084302760530e-12,-1.803297508527075124e-12,-1.695934664601386714e+02,1.040653353986131258e+01,-1.695934664601386714e+02
1.273503081016662903e+07,2.871681327960120363e-11,2.871681327960120363e-11,2.871681327960120363e-11,-9.083727511301810864e+01,-9.083727511301810864e+01,-9.083727511301810864e+01,-2.835955684800101200e-11,-4.515628452439244281e-12,2.835955684800101200e-11,4.515628452439244281e-12,-2.835955684800101200e-11,-4.515628452439244281e-12,-1.709528704456740229e+02,9.047129554325973544e+00,-1.709528704456740229e+02
1.288249551693134941e+07,1.202205241117504996e-11,1.202205241117504996e-11,1.202205241117504996e-11,-9.840042766037997524e+01,-9.840042766037997524e+01,-9.840042766037997524e+01,1.153169426099904983e-11,3.398495497699153441e-12,-1.153169426099904983e-11,-3.398495497699153441e-12,1.153169426099904983e-11,3.398495497699153441e-12,1.642072621670991595e+01,-1.635792737832900912e+02,1.642072621670991595e+01
1.303166778452300094e+07,1.053037155322052207e-11,1.053037155322052207e-11,1.053037155322052207e-11,-9.955112609829102155e+01,-9.955112609829102155e+01,-9.955112609829102155e+01,-1.040682593062155344e-11,-1.608321826817876213e-12,1.040682593062155344e-11,1.608321826817876213e-12,-1.040682593062155344e-11,-1.608321826817876213e-12,-1.712147325611231281e+02,8.785267438876896762e+00,-1.712147325611231281e+02
1.318256738556407392e+07,1.949731405390394288e-11,1.949731405390394288e-11,1.949731405390394288e-11,-9.420050425676230077e+01,-9.420050425676230077e+01,-9.420050425676230077e+01,-1.924585445282845461e-11,-3.121272448393984703e-12,1.924585445282845461e-11,3.121272448393984703e-12,-1.924585445282845461e-11,-3.121272448393984703e-12,-1.707880362892591677e+02,9.211963710740839417e+00,-1.707880362892591677e+02
1.333521432163324021e+07,2.688264756382423999e-11,2.688264756382423999e-11,2.688264756382423999e-11,-9.141055923190532440e+01,-9.141055923190532440e+01,-9.141055923190532440e+01,-2.654912783060595926e-11,-4.221439502696843812e-12,2.654912783060595926e-11,4.221439502696843812e-12,-2.654912783060595926e-11,-4.221439502696843812e-12,-1.709653275982130367e+02,9.034672401786957963e+00,-1.709653275982130367e+02
1.348962882591653243e+07,3.391569031250891060e-11,3.391569031250891060e-11,3.391569031250891060e-11,-8.939198677949067928e+01,-8.939198677949067928e+01,-8.939198677949067928e+01,-3.351875762855583002e-11,-5.173677262077822301e-12,3.351875762855583002e-11,5.173677262077822301e-12,-3.351875762855583002e-11,-5.173677262077822301e-12,-1.712255438875968707e+02,8.774456112403116848e+00,-1.712255438875968707e+02
1.364583136588923819e+07,4.092150062659129074e-11,4.092150062659129074e-11,4.092150062659129074e-11,-8.776096897432053368e+01,-8.776096897432053368e+01,-8.776096897432053368e+01,-4.047298929618957998e-11,-6.042048573342909315e-12,4.047298929618957998e-11,6.042048573342909315e-12,-4.047298929618957998e-11,-6.042048573342909315e-12,-1.715092504764627961e+02,8.490749523537219901e+00,-1.715092504764627961e+02
1.380384264602883905e+07,4.802016939584085208e-11,4.802016939584085208e-11,4.802016939584085208e-11,-8.637152624520115296e+01,-8.637152624520115296e+01,-8.637152624520115296e+01,-4.752944600431315206e-11,-6.847512784094043604e-12,4.752944600431315206e-11,6.847512784094043604e-12,-4.752944600431315206e-11,-6.847512784094043604e-12,-1.718018718408766574e+02,8.198128159123358571e+00,-1.718018718408766574e+02
1.396368361055939086e+07,5.526391326949598182e-11,5.526391326949598182e-11,5.526391326949598182e-11,-8.515116731377008819e+01,-8.515116731377008819e+01,-8.515116731377008819e+01,-5.473921760561042733e-11,-7.597247250419313315e-12,5.473921760561042733e-11,7.597247250419313315e-12,-5.473921760561042733e-11,-7.597247250419313315e-12,-1.720984050570577040e+02,7.901594942942292477e+00,-1.720984050570577040e+02
1.412537544622755423e+07,6.267694885264148331e-11,6.267694885264148331e-11,6.267694885264148331e-11,-8.405784306752586588e+01,-8.405784306752586588e+01,-8.405784306752586588e+01,-6.212589653728301017e-11,-8.292942596897858122e-12,6.212589653728301017e-11,8.292942596897858122e-12,-6.212589653728301017e-11,-8.292942596897858122e-12,-1.723967577502949666e+02,7.603242249705024491e+00,-1.723967577502949666e+02
1.428893958511103690e+07,7.027007072437255251e-11,7.027007072437255251e-11,7.027007072437255251e-11,-8.306459218720659976e+01,-8.306459218720659976e+01,-8.306459218720659976e+01,-6.969985866481159608e-11,-8.933786527201606689e-12,6.969985866481159608e-11,8.933786527201606689e-12,-6.969985866481159608e-11,-8.933786527201606689e-12,-1.726959330010977283e+02,7.304066998902297492e+00,-1.726959330010977283e+02
1.445439770745928027e+07,7.804685919476539515e-11,7.804685919476539515e-11,7.804685919476539515e-11,-8.215289138741317743e+01,-8.215289138741317743e+01,-8.215289138741317743e+01,-7.746434764653989447e-11,-9.517724195601818848e-12,7.746434764653989447e-11,9.517724195601818848e-12,-7.746434764653989447e-11,-9.517724195601818848e-12,-1.729954107663950538e+02,7.004589233604948006e+00,-1.729954107663950538e+02
1.462177174456718378e+07,8.600662970635956979e-11,8.600662970635956979e-11,8.600662970635956979e-11,-8.130936140910205268e+01,-8.130936140910205268e+01,-8.130936140910205268e+01,-8.541836710559686398e-11,-1.004205728226740143e-11,8.541836710559686398e-11,1.004205728226740143e-11,-8.541836710559686398e-11,-1.004205728226740143e-11,-1.732949019335904666e+02,6.705098066409564517e+00,-1.732949019335904666e+02
1.479108388168207183e+07,9.414595402618116770e-11,9.414595402618116770e-11,9.414595402618116770e-11,-8.052396678577905220e+01,-8.052396678577905220e+01,-8.052396678577905220e+01,-9.355817311980848762e-11,-1.050375656533230126e-11,9.355817311980848762e-11,1.050375656533230126e-11,-9.355817311980848762e-11,-1.050375656533230126e-11,-1.735942387433488250e+02,6.405761256651169688e+00,-1.735942387433488250e+02
1.496235656094432808e+07,1.024594957311449823e-10,1.024594957311449823e-10,1.024594957311449823e-10,-7.978895571791892394e+01,-7.978895571791892394e+01,-7.978895571791892394e+01,-1.018780945481273422e-10,-1.089963837580612271e-11,1.018780945481273422e-10,1.089963837580612271e-11,-1.018780945481273422e-10,-1.089963837580612271e-11,-1.738933214759172472e+02,6.106678524082769677e+00,-1.738933214759172472e+02
1.513561248436207138e+07,1.109404917480239121e-10,1.109404917480239121e-10,1.109404917480239121e-10,-7.909819826851629898e+01,-7.909819826851629898e+01,-7.909819826851629898e+01,-1.103710063642742521e-10,-1.122647154856294980e-11,1.103710063642742521e-10,1.122647154856294980e-11,-1.103710063642742521e-10,-1.122647154856294980e-11,-1.741920906184658691e+02,5.807909381534137161e+00,-1.741920906184658691e+02
1.531087461682031862e+07,1.195810400652501473e-10,1.195810400652501473e-10,1.195810400652501473e-10,-7.844675347179878599e+01,-7.844675347179878599e+01,-7.844675347179878599e+01,-1.190286129784190345e-10,-1.148104679551038555e-11,1.190286129784190345e-10,1.148104679551038555e-11,-1.190286129784190345e-10,-1.148104679551038555e-11,-1.744905114686498848e+02,5.509488531350103635e+00,-1.744905114686498848e+02
1.548816618912482820e+07,1.283722759383049801e-10,1.283722759383049801e-10,1.283722759383049801e-10,-7.783057518065118074e+01,-7.783057518065118074e+01,-7.783057518065118074e+01,-1.278416222779557312e-10,-1.166022482291013275e-11,1.278416222779557312e-10,1.166022482291013275e-11,-1.278416222779557312e-10,-1.166022482291013275e-11,-1.747885651925857076e+02,5.211434807414297765e+00,-1.747885651925857076e+02
1.566751070108150132e+07,1.373044812164548152e-10,1.373044812164548152e-10,1.373044812164548152e-10,-7.724630576861966347e+01,-7.724630576861966347e+01,-7.724630576861966347e+01,-1.367998541655578360e-10,-1.176097200072774169e-11,1.367998541655578360e-10,1.176097200072774169e-11,-1.367998541655578360e-10,-1.176097200072774169e-11,-1.750862434095807316e+02,4.913756590419270154e+00,-1.750862434095807316e+02
1.584893192461114191e+07,1.463671521040083896e-10,1.463671521040083896e-10,1.463671521040083896e-10,-7.669112754487085226e+01,-7.669112754487085226e+01,-7.669112754487085226e+01,-1.458923084346427129e-10,-1.178038856103665573e-11,1.458923084346427129e-10,1.178038856103665573e-11,-1.458923084346427129e-10,-1.178038856103665573e-11,-1.753835447899816131e+02,4.616455210018376221e+00,-1.753835447899816131e+02
1.603245390690041706e+07,1.555490402902727053e-10,1.555490402902727053e-10,1.555490402902727053e-10,-7.616265328132408285e+01,-7.616265328132408285e+01,-7.616265328132408285e+01,-1.551072066443819148e-10,-1.171573225205681316e-11,1.551072066443819148e-10,1.171573225205681316e-11,-1.551072066443819148e-10,-1.171573225205681316e-11,-1.756804728460246565e+02,4.319527153975350586e+00,-1.756804728460246565e+02
1.621810097358929925e+07,1.648381765720025313e-10,1.648381765720025313e-10,1.648381765720025313e-10,-7.565884396510105603e+01,-7.565884396510105603e+01,-7.565884396510105603e+01,-1.644320169580317402e-10,-1.156443922964899042e-11,1.644320169580317402e-10,1.156443922964899042e-11,-1.644320169580317402e-10,-1.156443922964899042e-11,-1.759770344529168824e+02,4.022965547083111382e+00,-1.759770344529168824e+02
1.640589773199538700e+07,1.742218827219433681e-10,1.742218827219433681e-10,1.742218827219433681e-10,-7.517794594770040817e+01,-7.517794594770040817e+01,-7.517794594770040817e+01,-1.738534676030108835e-10,-1.132414330479053103e-11,1.738534676030108835e-10,1.132414330479053103e-11,-1.738534676030108835e-10,-1.132414330479053103e-11,-1.762732388295481769e+02,3.726761170451816430e+00,-1.762732388295481769e+02
1.659586907437559776e+07,1.836867753409290234e-10,1.836867753409290234e-10,1.836867753409290234e-10,-7.471844219813037569e+01,-7.471844219813037569e+01,-7.471844219813037569e+01,-1.833575526338488671e-10,-1.099269426820715982e-11,1.833575526338488671e-10,1.099269426820715982e-11,-1.833575526338488671e-10,-1.099269426820715982e-11,-1.765690968155170424e+02,3.430903184482974488e+00,-1.765690968155170424e+02
1.678804018122562394e+07,1.932187641921241906e-10,1.932187641921241906e-10,1.932187641921241906e-10,-7.427901399843273111e+01,-7.427901399843273111e+01,-7.427901399843273111e+01,-1.929295324642409413e-10,-1.056817576789333097e-11,1.929295324642409413e-10,1.056817576789333097e-11,-1.929295324642409413e-10,-1.056817576789333097e-11,-1.768646203430540425e+02,3.135379656945966431e+00,-1.768646203430540425e+02
1.698243652461745963e+07,2.028030467369313570e-10,2.028030467369313570e-10,2.028030467369313570e-10,-7.385851049652769973e+01,-7.385851049652769973e+01,-7.385851049652769973e+01,-2.025539308706028334e-10,-1.004892305916419396e-11,2.025539308706028334e-10,1.004892305916419396e-11,-2.025539308706028334e-10,-1.004892305916419396e-11,-1.771598220391997529e+02,2.840177960800260859e+00,-1.771598220391997529e+02
1.717908387157589570e+07,2.124241000926921178e-10,2.124241000926921178e-10,2.124241000926921178e-10,-7.345592425807139136e+01,-7.345592425807139136e+01,-7.345592425807139136e+01,-2.122145296800416286e-10,-9.433540844709540508e-12,2.122145296800416286e-10,9.433540844709540508e-12,-2.122145296800416286e-10,-9.433540844709540508e-12,-1.774547149160137849e+02,2.545285083986230212e+00,-1.774547149160137849e+02
1.737800828749376163e+07,2.220656713071084614e-10,2.220656713071084614e-10,2.220656713071084614e-10,-7.307037145975473891e+01,-7.307037145975473891e+01,-7.307037145975473891e+01,-2.218943620370469575e-10,-8.720921353198513896e-12,2.218943620370469575e-10,8.720921353198513896e-12,-2.218943620370469575e-10,-8.720921353198513896e-12,-1.777493121205748707e+02,2.250687879425133708e+00,-1.777493121205748707e+02
