harmonic_n,frequency_Hz,dm_source_rms_A,cm_source_total_rms_A,dm_transfer_abs,cm_transfer_abs,dm_at_LDM1_rms_A,cm_at_LDM1_rms_A,dm_at_LDM1_dBuA,cm_at_LDM1_dBuA,ce03_limit_dBuA,dm_margin_dB,cm_margin_dB
1.690000000000000000e+02,2.112500000000000000e+07,1.411144562007653333e-04,2.822289124015306733e-06,3.693598772555015168e-10,4.765377825321670709e-04,5.212201822129152542e-14,1.344927400822906597e-09,-1.456595755255741835e+02,-5.742602316487408132e+01,2.000000000000000000e+01,1.656595755255741835e+02,7.742602316487408132e+01
1.700000000000000000e+02,2.125000000000000000e+07,1.061191087392654561e-18,2.122382174785309530e-20,3.726731931212378386e-10,4.911723591247198770e-04,3.954774710504191333e-28,1.042455459753554114e-23,-4.280575650335747468e+02,-3.396388498349303973e+02,2.000000000000000000e+01,4.480575650335747468e+02,3.596388498349303973e+02
1.710000000000000000e+02,2.137500000000000000e+07,1.680288032820876818e-04,3.360576065641754042e-06,3.758577644546958674e-10,5.113515566398840924e-04,6.315493036560333900e-14,1.718435802372648285e-09,-1.439918547875277000e+02,-5.529733375346894064e+01,2.000000000000000000e+01,1.639918547875277000e+02,7.529733375346893354e+01
1.720000000000000000e+02,2.150000000000000000e+07,3.190787696037859818e-18,6.381575392075719396e-20,3.789116607956892669e-10,5.406151295007115189e-04,1.209026665152156431e-27,3.449976207005569054e-23,-4.183512824128798684e+02,-3.292436780011537394e+02,2.000000000000000000e+01,4.383512824128798684e+02,3.492436780011537394e+02
1.730000000000000000e+02,2.162500000000000000e+07,1.934148982890570320e-04,3.868297965781140573e-06,3.818330085931450506e-10,5.862755276903073914e-04,7.385219252044779398e-14,2.267888431151681032e-09,-1.426327321369262506e+02,-5.288756628770783408e+01,2.000000000000000000e+01,1.626327321369262506e+02,7.288756628770784118e+01
1.740000000000000000e+02,2.175000000000000000e+07,5.841235914781248751e-18,1.168247182956249731e-19,3.846199916008839141e-10,6.662728556900400717e-04,2.246656108481945460e-27,7.783713867401051605e-23,-4.129692679830233715e+02,-3.221762627458855945e+02,2.000000000000000000e+01,4.329692679830233715e+02,3.421762627458855945e+02
1.750000000000000000e+02,2.187500000000000000e+07,2.173117703459353503e-04,4.346235406918707073e-06,3.872708512907306216e-10,8.395053753151047798e-04,8.415851429736613595e-14,3.648687986493086400e-09,-1.414980387998692208e+02,-4.875726546517060456e+01,2.000000000000000000e+01,1.614980387998692208e+02,6.875726546517060456e+01
1.760000000000000000e+02,2.200000000000000000e+07,8.965258860358550760e-18,1.793051772071709882e-19,3.897838872824474361e-10,1.478025696291252085e-03,3.494513449083960710e-27,2.650176593902552211e-22,-4.091322656749765656e+02,-3.115345037197383817e+02,2.000000000000000000e+01,4.291322656749765656e+02,3.315345037197383817e+02
1.770000000000000000e+02,2.212500000000000000e+07,2.397577212313523390e-04,4.795154424627046746e-06,3.921574577899655420e-10,3.021908751107092554e-03,9.402277844360237872e-14,1.449051911869036705e-08,-1.405353383846112081e+02,-3.677832111549813021e+01,2.000000000000000000e+01,1.605353383846112081e+02,5.677832111549813021e+01
1.780000000000000000e+02,2.225000000000000000e+07,1.719130769586397244e-18,3.438261539172795065e-20,3.943899800834348998e-10,3.231874170874060159e-04,6.780079499779993537e-28,1.111202866116224753e-23,-4.233753042757167009e+02,-3.390841329419376962e+02,2.000000000000000000e+01,4.433753042757167009e+02,3.590841329419376962e+02
1.790000000000000000e+02,2.237500000000000000e+07,2.607903730378835169e-04,5.215807460757669762e-06,3.964799309666058942e-10,2.507588738330504747e-05,1.033981490988154609e-13,1.307910004989615788e-10,-1.397097447071172667e+02,-7.766844276061790708e+01,2.000000000000000000e+01,1.597097447071172667e+02,9.766844276061790708e+01
1.800000000000000000e+02,2.250000000000000000e+07,1.060513603482403013e-18,2.121027206964806123e-20,3.984258472690767102e-10,8.869369691309617401e-05,4.225360310078580991e-28,1.881217442389674107e-24,-4.274827250289275753e+02,-3.545112200637703950e+02,2.000000000000000000e+01,4.474827250289275753e+02,3.745112200637703950e+02
1.810000000000000000e+02,2.262500000000000000e+07,2.804467114665085419e-04,5.608934229330171074e-06,4.002263263529572784e-10,1.476923681829850983e-04,1.122421570680084999e-13,8.283967793123794192e-10,-1.389968799126995407e+02,-6.163523196499663470e+01,2.000000000000000000e+01,1.589968799126995407e+02,8.163523196499663470e+01
1.820000000000000000e+02,2.275000000000000000e+07,4.258751866186482560e-18,8.517503732372965650e-20,4.018800266335143293e-10,1.833767131147218013e-04,1.711507313408552520e-27,1.561911838384929449e-23,-4.153324248149369851e+02,-3.361268696676058312e+02,2.000000000000000000e+01,4.353324248149369851e+02,3.561268696676058312e+02
1.830000000000000000e+02,2.287500000000000000e+07,2.987631250873742819e-04,5.975262501747484994e-06,4.033856681133721301e-10,2.069104984652581742e-04,1.205167628210094385e-13,1.236344542697337804e-09,-1.383790508469523672e+02,-5.815720967652100626e+01,2.000000000000000000e+01,1.583790508469523672e+02,7.815720967652100626e+01
1.840000000000000000e+02,2.300000000000000000e+07,7.832582150674499563e-18,1.566516430134899942e-19,4.047420329298645129e-10,2.233021918960722586e-04,3.170175222754167251e-27,3.498065524903334869e-23,-4.099783346536125350e+02,-3.291234411936738979e+02,2.000000000000000000e+01,4.299783346536125350e+02,3.491234411936738979e+02
1.850000000000000000e+02,2.312500000000000000e+07,3.157754408710702464e-04,6.315508817421404014e-06,4.059479659151420806e-10,2.351324872384478418e-04,1.281883979075681759e-13,1.484981296416643014e-09,-1.378430256044154021e+02,-5.656558032645320111e+01,2.000000000000000000e+01,1.578430256044154021e+02,7.656558032645320111e+01
1.860000000000000000e+02,2.325000000000000000e+07,1.174053969572889374e-17,2.348107939145779191e-19,4.070023751686529482e-10,2.438663867997188542e-04,4.778427541923513428e-27,5.726245989352152962e-23,-4.064142999013031954e+02,-3.248425999878896278e+02,2.000000000000000000e+01,4.264142999013031954e+02,3.448425999878896278e+02
1.870000000000000000e+02,2.337500000000000000e+07,3.315189562700535325e-04,6.630379125401072277e-06,4.079042326416323383e-10,2.503974127859810370e-04,1.352279854634910454e-13,1.660229778790604266e-09,-1.373786684349510665e+02,-5.559663601323713067e+01,2.000000000000000000e+01,1.573786684349510665e+02,7.559663601323713067e+01
1.880000000000000000e+02,2.350000000000000000e+07,3.323032696335925927e-18,6.646065392671852191e-20,4.086525747332495802e-10,2.553015927208841340e-04,1.357965867280448889e-27,1.696751080076272208e-23,-4.173422229197856268e+02,-3.354076373136771281e+02,2.000000000000000000e+01,4.373422229197856268e+02,3.554076373136771281e+02
1.890000000000000000e+02,2.362500000000000000e+07,3.460284681075852611e-04,6.920569362151705188e-06,4.092465028980660286e-10,2.589670453309796680e-04,1.416109404762042505e-13,1.792199399724529717e-09,-1.369780638587864985e+02,-5.493227344947754887e+01,2.000000000000000000e+01,1.569780638587864985e+02,7.493227344947754887e+01
1.900000000000000000e+02,2.375000000000000000e+07,3.443645215473138188e-19,6.887290430946274510e-21,4.096851842644761323e-10,2.616648853433783018e-04,1.410810424642594329e-28,1.802162060940103610e-24,-4.370106267988034006e+02,-3.548841231460809809e+02,2.000000000000000000e+01,4.570106267988034006e+02,3.748841231460809809e+02
1.910000000000000000e+02,2.387500000000000000e+07,3.593382985113943219e-04,7.186765970227887826e-06,4.099678522638292125e-10,2.635902730242941066e-04,1.473171504768550758e-13,1.894361604254075072e-09,-1.366349338039648842e+02,-5.445074234675297475e+01,2.000000000000000000e+01,1.566349338039648842e+02,7.445074234675297475e+01
1.920000000000000000e+02,2.400000000000000000e+07,4.297674779247770196e-18,8.595349558495541691e-20,4.100938072699071821e-10,2.648873127527528949e-04,1.762449812629576117e-27,2.276799046720445056e-23,-4.150776648218616174e+02,-3.328535059819151911e+02,2.000000000000000000e+01,4.350776648218616174e+02,3.528535059819151911e+02
1.930000000000000000e+02,2.412500000000000000e+07,3.714823181109943250e-04,7.429646362219886602e-06,4.100624172484860607e-10,2.656647581499686772e-04,1.523309373296653962e-13,1.973795203958940662e-09,-1.363442377117299600e+02,-5.409395821270531712e+01,2.000000000000000000e+01,1.563442377117299600e+02,7.409395821270531712e+01
1.940000000000000000e+02,2.425000000000000000e+07,8.499406139659227236e-18,1.699881227931845178e-19,4.098731184166924977e-10,2.660062545497637551e-04,3.483678099152109947e-27,4.521790386216033627e-23,-4.091592396348298735e+02,-3.268937914767865891e+02,2.000000000000000000e+01,4.291592396348298735e+02,3.468937914767865891e+02
1.950000000000000000e+02,2.437500000000000000e+07,3.824939667009605174e-04,7.649879334019209874e-06,4.095254159118902949e-10,2.659772141415329885e-04,1.566410007969995755e-13,2.034693593781315341e-09,-1.361018910155140986e+02,-5.383001964571963782e+01,2.000000000000000000e+01,1.561018910155140986e+02,7.383001964571963072e+01
1.960000000000000000e+02,2.450000000000000000e+07,1.291350381514002052e-17,2.582700763028004008e-19,4.090188844698398307e-10,2.656295483047599131e-04,5.281866925065592025e-27,6.860416370894874666e-23,-4.055442508980144112e+02,-3.232729905077466128e+02,2.000000000000000000e+01,4.255442508980144112e+02,3.432729905077466128e+02
1.970000000000000000e+02,2.462500000000000000e+07,3.924062715573883755e-04,7.848125431147768188e-06,4.083531691118882797e-10,2.650049978783886972e-04,1.602403445698397666e-13,2.079792463230642504e-09,-1.359045625967285673e+02,-5.363959999853890537e+01,2.000000000000000000e+01,1.559045625967285673e+02,7.363959999853889826e+01
1.980000000000000000e+02,2.475000000000000000e+07,5.059257071741367207e-18,1.011851414348273461e-19,4.075279858409557616e-10,2.641375232313436777e-04,2.061788844298371196e-27,2.672679264640850254e-23,-4.137151162907662751e+02,-3.314610631140894270e+02,2.000000000000000000e+01,4.337151162907662751e+02,3.514610631140894270e+02
1.990000000000000000e+02,2.487500000000000000e+07,4.012518635809871948e-04,8.025037271619745658e-06,4.065431223460937691e-10,2.630550499309227807e-04,1.631261854674033999e-13,2.111026580183448357e-09,-1.357495263841973383e+02,-5.351012596810242883e+01,2.000000000000000000e+01,1.557495263841973383e+02,7.351012596810242883e+01
2.000000000000000000e+02,2.500000000000000000e+07,7.961359519178508412e-19,1.592271903835701646e-20,4.053984387154102688e-10,2.617807640231467007e-04,3.227522719127036490e-28,4.168261555187003455e-24,-4.298226138394383042e+02,-3.476009007442164602e+02,2.000000000000000000e+01,4.498226138394383042e+02,3.676009007442164602e+02
2.010000000000000000e+02,2.512500000000000000e+07,4.090629914277477000e-04,8.181259828554955966e-06,4.040938681571578353e-10,2.603340869326634653e-04,1.652998465259768606e-13,2.129860807425733299e-09,-1.356345509930540914e+02,-5.343297556072940324e+01,2.000000000000000000e+01,1.556345509930540914e+02,7.343297556072940324e+01
2.020000000000000000e+02,2.525000000000000000e+07,3.637489150222749900e-18,7.274978300445501870e-20,4.026294177288021638e-10,2.587314187982146406e-04,1.464560138549021168e-27,1.882265457400488810e-23,-4.166858558076947361e+02,-3.345063825538357491e+02,2.000000000000000000e+01,4.366858558076947361e+02,3.545063825538357491e+02
2.030000000000000000e+02,2.537500000000000000e+07,4.158715337766803570e-04,8.317430675533608495e-06,4.010051690738885703e-10,2.569867119913394303e-04,1.667666347151350686e-13,2.137469161521287348e-09,-1.355578167008915784e+02,-5.340200284734315517e+01,2.000000000000000000e+01,1.555578167008915784e+02,7.340200284734315517e+01
2.040000000000000000e+02,2.550000000000000000e+07,8.209299938969050290e-18,1.641859987793809981e-19,3.992212791665505033e-10,2.551119184379283889e-04,3.277327222697109009e-27,4.188580512925525792e-23,-4.096896038918094405e+02,-3.275586626425922532e+02,2.000000000000000000e+01,4.296896038918094405e+02,3.475586626425922532e+02
2.050000000000000000e+02,2.562500000000000000e+07,4.217090098736715796e-04,8.434180197473430983e-06,3.972779810635071418e-10,2.531173420096461584e-04,1.675357040389028353e-13,2.134837273614867455e-09,-1.355178524991472102e+02,-5.341270446303191477e+01,2.000000000000000000e+01,1.555178524991472102e+02,7.341270446303191477e+01
2.060000000000000000e+02,2.575000000000000000e+07,1.288833422535684665e-17,2.577666845071369098e-19,3.951755846634070804e-10,2.510119187005585388e-04,5.093155012842791823e-27,6.470251005521797097e-23,-4.058602621128488863e+02,-3.237815774215608826e+02,2.000000000000000000e+01,4.258602621128488863e+02,3.437815774215608826e+02
2.070000000000000000e+02,2.587500000000000000e+07,4.266065884809577585e-04,8.532131769619156052e-06,3.929144774734034355e-10,2.488034412969789629e-04,1.676199047997067595e-13,2.122823745880528748e-09,-1.355134882067893614e+02,-5.346172126005406966e+01,2.000000000000000000e+01,1.555134882067893614e+02,7.346172126005407677e+01
2.080000000000000000e+02,2.600000000000000000e+07,6.724520619323847717e-18,1.344904123864769524e-19,3.904951253828413072e-10,2.464987409713734483e-04,2.625892522382367460e-27,3.315171732598737833e-23,-4.116144610705781588e+02,-3.295898793868843200e+02,2.000000000000000000e+01,4.316144610705781588e+02,3.495898793868843200e+02
2.090000000000000000e+02,2.612500000000000000e+07,4.305950953529481188e-04,8.611901907058962716e-06,3.879180734439732275e-10,2.441038351476607885e-04,1.670356198237395892e-13,2.102198283428546416e-09,-1.355438181407167519e+02,-5.354652645752040740e+01,2.000000000000000000e+01,1.555438181407167519e+02,7.354652645752040030e+01
2.100000000000000000e+02,2.625000000000000000e+07,2.120129037298382529e-18,4.240258074596765419e-20,3.851839466596143429e-10,2.416240487363636210e-04,8.166396700142396781e-28,1.024548323671128145e-23,-4.217593905423917136e+02,-3.397893510584078740e+02,2.000000000000000000e+01,4.417593905423917136e+02,3.597893510584078740e+02
2.110000000000000000e+02,2.637500000000000000e+07,4.337050193511191726e-04,8.674100387022383180e-06,3.822934507776877018e-10,2.390641141801660952e-04,1.658025884673431610e-13,2.073666125333341732e-09,-1.356081738727826007e+02,-5.366522333500270747e+01,2.000000000000000000e+01,1.556081738727826007e+02,7.366522333500270747e+01
2.120000000000000000e+02,2.650000000000000000e+07,2.555632644697511448e-18,5.111265289395022367e-20,3.792473730926167874e-10,2.364282545158234901e-04,9.692169670912680076e-28,1.208447530738980573e-23,-4.202715798343634788e+02,-3.383554440272650368e+02,2.000000000000000000e+01,4.402715798343634788e+02,3.583554440272650368e+02
2.130000000000000000e+02,2.662500000000000000e+07,4.359665173033199512e-04,8.719330346066400041e-06,3.760465832535427564e-10,2.337202527302794449e-04,1.639437192448600009e-13,2.037884092121433947e-09,-1.357061043337256194e+02,-5.381641041624419586e+01,2.000000000000000000e+01,1.557061043337256194e+02,7.381641041624419586e+01
2.140000000000000000e+02,2.675000000000000000e+07,7.275338021557026357e-18,1.455067604311405570e-19,3.726920340793822542e-10,2.309435099850137201e-04,2.711460525869156576e-27,3.360384198051610879e-23,-4.113359342750369478e+02,-3.294722213238995323e+02,2.000000000000000000e+01,4.313359342750369478e+02,3.494722213238995323e+02
2.150000000000000000e+02,2.687500000000000000e+07,4.374094177060538135e-04,8.748188354121077693e-06,3.691847623807502611e-10,2.281010947444030276e-04,1.614848919389118104e-13,1.995471340605255199e-09,-1.358373620554481249e+02,-5.399909010534531717e+01,2.000000000000000000e+01,1.558373620554481249e+02,7.399909010534531717e+01
2.160000000000000000e+02,2.700000000000000000e+07,1.201284505868102323e-17,2.402569011736204493e-19,3.655258897888187435e-10,2.251957844290719112e-04,4.391005878969595439e-27,5.410484132429146965e-23,-4.071487196286599328e+02,-3.253352774459821148e+02,2.000000000000000000e+01,4.271487196286599328e+02,3.453352774459821148e+02
2.170000000000000000e+02,2.712500000000000000e+07,4.380632233620730697e-04,8.761264467241461395e-06,3.617166235912040668e-10,2.222301008931494852e-04,1.584547500740085440e-13,1.947016686506635641e-09,-1.360018947444929154e+02,-5.421260652864712881e+01,2.000000000000000000e+01,1.560018947444929154e+02,7.421260652864712881e+01
2.180000000000000000e+02,2.725000000000000000e+07,1.674327855359786442e-17,3.348655710719574079e-19,3.577582575750297338e-10,2.192063407725672840e-04,5.990046161428535725e-27,7.340465648539984715e-23,-4.044513966153976412e+02,-3.226855277875722550e+02,2.000000000000000000e+01,4.244513966153976412e+02,3.426855277875722550e+02
2.190000000000000000e+02,2.737500000000000000e+07,4.379571130398590977e-04,8.759142260797180937e-06,3.536521728773374343e-10,2.161266015533888857e-04,1.548844846536318626e-13,1.893083649348762117e-09,-1.361998416986309621e+02,-5.445660391039177739e+01,2.000000000000000000e+01,1.561998416986309621e+02,7.445660391039177739e+01
2.200000000000000000e+02,2.750000000000000000e+07,3.433265803717119556e-18,6.866531607434239112e-20,3.493998388430945079e-10,2.129928040522520894e-04,1.199582518524268991e-27,1.462521821180836333e-23,-4.184193974365057329e+02,-3.366979529083655507e+02,2.000000000000000000e+01,4.384193974365057329e+02,3.566979529083655507e+02
2.210000000000000000e+02,2.762500000000000000e+07,4.371199422362670645e-04,8.742398844725342240e-06,3.450028138910875910e-10,2.098067118760323958e-04,1.508076100794218134e-13,1.834213955520648319e-09,-1.364315348494165221e+02,-5.473100013141834097e+01,2.000000000000000000e+01,1.564315348494165221e+02,7.473100013141834097e+01
2.220000000000000000e+02,2.775000000000000000e+07,1.281131413834257033e-18,2.562262827668513885e-20,3.404627463880751981e-10,2.065699483277107999e-04,4.361775196380488287e-28,5.292864999134990558e-24,-4.272067344298338867e+02,-3.455261836613740911e+02,2.000000000000000000e+01,4.472067344298338867e+02,3.655261836613740911e+02
2.230000000000000000e+02,2.787500000000000000e+07,4.355802431186962093e-04,8.711604862373925880e-06,3.357813755316518579e-10,2.032840111448242133e-04,1.462597331888071466e-13,1.770929979932126024e-09,-1.366975044632695528e+02,-5.503597219720656142e+01,2.000000000000000000e+01,1.566975044632695528e+02,7.503597219720656142e+01
2.240000000000000000e+02,2.800000000000000000e+07,5.960386170356651977e-18,1.192077234071330357e-19,3.309605322423745536e-10,1.999502853916254065e-04,1.972652579311326065e-27,2.383561831614219554e-23,-4.140989879064497927e+02,-3.324554715524768653e+02,2.000000000000000000e+01,4.340989879064497927e+02,3.524554715524768653e+02
2.250000000000000000e+02,2.812500000000000000e+07,4.333662237186151640e-04,8.667324474372302805e-06,3.260021400658281509e-10,1.965700547730323520e-04,1.412783163645150094e-13,1.703736446663007471e-09,-1.369984897857997623e+02,-5.537195171970157759e+01,2.000000000000000000e+01,1.569984897857997623e+02,7.537195171970157048e+01
2.260000000000000000e+02,2.825000000000000000e+07,1.058292190544794636e-17,2.116584381089588685e-19,3.209082160854276829e-10,1.931445115951133790e-04,3.396146589648695830e-27,4.088066565353939201e-23,-4.093802714468799877e+02,-3.277696408253214031e+02,2.000000000000000000e+01,4.293802714468799877e+02,3.477696408253214031e+02
2.270000000000000000e+02,2.837500000000000000e+07,4.305057664440553296e-04,8.610115328881106186e-06,3.156808718469466436e-10,1.896747655613173836e-04,1.359024356861973642e-13,1.633121606461428850e-09,-1.373354551927090768e+02,-5.573962950736319044e+01,2.000000000000000000e+01,1.573354551927090768e+02,7.573962950736319044e+01
2.280000000000000000e+02,2.850000000000000000e+07,1.512835992463512708e-17,3.025671984927025339e-19,3.103223142959422162e-10,1.861618515644097350e-04,4.694667663314758649e-27,5.632646989405778189e-23,-4.065679029224709211e+02,-3.249857493223804568e+02,2.000000000000000000e+01,4.265679029224709211e+02,3.449857493223804568e+02
2.290000000000000000e+02,2.862500000000000000e+07,4.270264259747816532e-04,8.540528519495634149e-06,3.048348467295033404e-10,1.826067366098919583e-04,1.301725351114701797e-13,1.559558041868809758e-09,-1.377096127435846142e+02,-5.613996915049622061e+01,2.000000000000000000e+01,1.577096127435846142e+02,7.613996915049622771e+01
2.300000000000000000e+02,2.875000000000000000e+07,4.584543558221920801e-18,9.169087116443842565e-20,2.992208697640364679e-10,1.790103259866774666e-04,1.371791110962273768e-27,1.641361273714856769e-23,-4.172542403128651358e+02,-3.356959163507564199e+02,2.000000000000000000e+01,4.372542403128651358e+02,3.556959163507564199e+02
2.310000000000000000e+02,2.887500000000000000e+07,4.229554266002127070e-04,8.459108532004253869e-06,2.934828823211670387e-10,1.753734687841527074e-04,1.241301776920092176e-13,1.483503206079207866e-09,-1.381224524583630000e+02,-5.657423021537549346e+01,2.000000000000000000e+01,1.581224524583630000e+02,7.657423021537549346e+01
2.320000000000000000e+02,2.900000000000000000e+07,2.083273275396056670e-21,4.166546550792113693e-23,2.876234826342795262e-10,1.716969628409422744e-04,5.991983147483363764e-31,7.153833883064097695e-27,-4.844485883352948576e+02,-4.029092229737220805e+02,2.000000000000000000e+01,5.044485883352948576e+02,4.229092229737220805e+02
2.330000000000000000e+02,2.912500000000000000e+07,4.183196590567819719e-04,8.366393181135640250e-06,2.816453692787466446e-10,1.679815591991819311e-04,1.178177948516067528e-13,1.405399771440568678e-09,-1.385757822007903997e+02,-5.704400242855758307e+01,2.000000000000000000e+01,1.585757822007903997e+02,7.704400242855757597e+01
2.340000000000000000e+02,2.925000000000000000e+07,4.480498544782839454e-18,8.960997089565682182e-20,2.755513422296003225e-10,1.642279661285621058e-04,1.234607387872682368e-27,1.471646326503336330e-23,-4.181694225709851480e+02,-3.366439309861564766e+02,2.000000000000000000e+01,4.381694225709851480e+02,3.566439309861564766e+02
2.350000000000000000e+02,2.937500000000000000e+07,4.131456769182743796e-04,8.262913538365486982e-06,2.693443039512059344e-10,1.604368527765081208e-04,1.112784347800024245e-13,1.325675842859759413e-09,-1.390717798334310089e+02,-5.755125315162261046e+01,2.000000000000000000e+01,1.590717798334310089e+02,7.755125315162260335e+01
2.360000000000000000e+02,2.950000000000000000e+07,8.845935763246482151e-18,1.769187152649296257e-19,2.630272605245699918e-10,1.566088524943869608e-04,2.326722250583043289e-27,2.770703698242181005e-23,-4.126651091390662032e+02,-3.311481983122070574e+02,2.000000000000000000e+01,4.326651091390662032e+02,3.511481983122070574e+02
2.370000000000000000e+02,2.962500000000000000e+07,4.074596925897242222e-04,8.149193851794484376e-06,2.566033228192294063e-10,1.527445658844194421e-04,1.045555110334249755e-13,1.244745077200328501e-09,-1.396130614188912773e+02,-5.809839165250955517e+01,2.000000000000000000e+01,1.596130614188912773e+02,7.809839165250954807e+01
2.380000000000000000e+02,2.975000000000000000e+07,1.307808886899463573e-17,2.615617773798926897e-19,2.500757077183466636e-10,1.488445636078799574e-04,3.270512329517265420e-27,3.893204861061157360e-23,-4.097076841856091391e+02,-3.281938548607121788e+02,2.000000000000000000e+01,4.297076841856091391e+02,3.481938548607121788e+02
2.390000000000000000e+02,2.987500000000000000e+07,4.012875729527033025e-04,8.025751459054065778e-06,2.434477394077787844e-10,1.449093889921556028e-04,9.769255248776973025e-14,1.163006740134426004e-09,-1.402027708621135389e+02,-5.868835536674304620e+01,2.000000000000000000e+01,1.602027708621135389e+02,7.868835536674305331e+01
2.400000000000000000e+02,3.000000000000000000e+07,1.716192626874861932e-17,3.432385253749724653e-19,2.367228507426314464e-10,1.409395604722344601e-04,4.062620110573025334e-27,4.837588690348651521e-23,-4.078238757198282656e+02,-3.263074211944955891e+02,2.000000000000000000e+01,4.278238757198282656e+02,3.463074211944955891e+02
2.410000000000000000e+02,3.012500000000000000e+07,3.946548347072428116e-04,7.893096694144856977e-06,2.299045847083776878e-10,1.369355739012982588e-04,9.073295587652209511e-14,1.080845725671166002e-09,-1.408446988110111988e+02,-5.932472581142660317e+01,2.000000000000000000e+01,1.608446988110111988e+02,7.932472581142660317e+01
2.420000000000000000e+02,3.025000000000000000e+07,1.152140113271184549e-18,2.304280226542368809e-20,2.229965959982537233e-10,1.328979047653524941e-04,2.569233233725166362e-28,3.062340140997126122e-24,-4.318039293781058063e+02,-3.502789314579024449e+02,2.000000000000000000e+01,4.518039293781058063e+02,3.702789314579024449e+02
2.430000000000000000e+02,3.037500000000000000e+07,3.875866394532036436e-04,7.751732789064072195e-06,2.160026527347509434e-10,1.288270103384560349e-04,8.371974228643946315e-14,9.986325601577058333e-10,-1.415434423443042817e+02,-6.001188555980419892e+01,2.000000000000000000e+01,1.615434423443042817e+02,8.001188555980419892e+01
2.440000000000000000e+02,3.050000000000000000e+07,3.007934266230807570e-18,6.015868532461615285e-20,2.089266383711155711e-10,1.247233318183989888e-04,6.284375946848907838e-28,7.503191671500750618e-24,-4.240347568457850684e+02,-3.424950791842530293e+02,2.000000000000000000e+01,4.440347568457850684e+02,3.624950791842530293e+02
2.450000000000000000e+02,3.062500000000000000e+07,3.801077885516319487e-04,7.602155771032638297e-06,2.017725538195928188e-10,1.205872964880679862e-04,7.669531922278056209e-14,9.167234119099898187e-10,-1.423046228116980672e+02,-6.075523354397061837e+01,2.000000000000000000e+01,1.623046228116980672e+02,8.075523354397061837e+01
2.460000000000000000e+02,3.075000000000000000e+07,7.003699915194091505e-18,1.400739983038818253e-19,1.945445198678054806e-10,1.164193199559222417e-04,1.362531437299624416e-27,1.630731962604492741e-23,-4.173130693716576616e+02,-3.357523483295071287e+02,2.000000000000000000e+01,4.373130693716576616e+02,3.557523483295071287e+02
2.470000000000000000e+02,3.087500000000000000e+07,3.722427178044819280e-04,7.444854356089639475e-06,1.872467799646381600e-10,1.122198085409618619e-04,6.970125027417472714e-14,8.354601304557252197e-10,-1.431351886325003591e+02,-6.156148541059363311e+01,2.000000000000000000e+01,1.631351886325003591e+02,8.156148541059363311e+01
2.480000000000000000e+02,3.100000000000000000e+07,1.082298501502483250e-17,2.164597003004966423e-19,1.798837034846250120e-10,1.079891618848102705e-04,1.946878627261266695e-27,2.337530161728784572e-23,-4.142132224503773159e+02,-3.326248555322073344e+02,2.000000000000000000e+01,4.342132224503773159e+02,3.526248555322073344e+02
2.490000000000000000e+02,3.112500000000000000e+07,3.640154919890639402e-04,7.280309839781278838e-06,1.724597896184633946e-10,1.037277758982712423e-04,6.277803516629541816e-14,7.551703475308114811e-10,-1.440438456203745829e+02,-6.243910142707505173e+01,2.000000000000000000e+01,1.640438456203745829e+02,8.243910142707505884e+01
2.500000000000000000e+02,3.125000000000000000e+07,1.445464848993132947e-17,2.890929697986265624e-19,1.649796720919454160e-10,9.943604618533030117e-05,2.384723168073204703e-27,2.874626189675052905e-23,-4.124512405803283741e+02,-3.308283724408182138e+02,2.000000000000000000e+01,4.324512405803283741e+02,3.508283724408182138e+02
2.510000000000000000e+02,3.137500000000000000e+07,3.554497992816547285e-04,7.108995985633094638e-06,1.574481249941951371e-10,9.511437213927196460e-05,5.596490442645954600e-14,6.761676897140967058e-10,-1.450416846713036705e+02,-6.339891171175196405e+01,2.000000000000000000e+01,1.650416846713036705e+02,8.339891171175196405e+01
2.520000000000000000e+02,3.150000000000000000e+07,2.066170622000333800e-18,4.132341244000667745e-20,1.498700701106588234e-10,9.076316198144117071e-05,3.096571359797735831e-28,3.750643576918227133e-24,-4.301823781463884302e+02,-3.485178840965235736e+02,2.000000000000000000e+01,4.501823781463884302e+02,3.685178840965235736e+02
2.530000000000000000e+02,3.162500000000000000e+07,3.465689456028953628e-04,6.931378912057907391e-06,1.422505863262484239e-10,8.638283912614363872e-05,4.929963571448156270e-14,5.987521894826427402e-10,-1.461431257961085635e+02,-6.445505770942681067e+01,2.000000000000000000e+01,1.661431257961085635e+02,8.445505770942681067e+01
2.540000000000000000e+02,3.175000000000000000e+07,1.674132385007306673e-18,3.348264770014613660e-20,1.345949219206174494e-10,8.197385042615562621e-05,2.253297176448355310e-28,2.744701554443443134e-24,-4.329436305500718731e+02,-3.512300974345135955e+02,2.000000000000000000e+01,4.529436305500718731e+02,3.712300974345135955e+02
2.550000000000000000e+02,3.187500000000000000e+07,3.373958489158768756e-04,6.747916978317536326e-06,1.269085109728417777e-10,7.753667711709504376e-05,4.281840479433183016e-14,5.232110599607704036e-10,-1.473673903288390932e+02,-6.562646168399821534e+01,2.000000000000000000e+01,1.673673903288390932e+02,8.562646168399821534e+01
