harmonic_n,frequency_Hz,dm_source_rms_A,cm_source_total_rms_A,dm_transfer_abs,cm_transfer_abs,dm_at_LDM1_rms_A,cm_at_LDM1_rms_A,dm_at_LDM1_dBuA,cm_at_LDM1_dBuA,ce03_limit_dBuA,dm_margin_dB,cm_margin_dB
8.200000000000000000e+01,1.025000000000000000e+07,5.341906466076467470e-17,1.068381293215293502e-18,3.789918142791042336e-11,9.166601442326322621e-04,2.024538823287598591e-27,9.793425503341770478e-22,-4.138734778125578373e+02,-3.001813075183969204e+02,2.000000000000000000e+01,4.338734778125578373e+02,3.201813075183969204e+02
8.300000000000000000e+01,1.037500000000000000e+07,3.322195307457137450e-03,6.644390614914274140e-05,3.806480625784250858e-11,1.093322303382050472e-03,1.264587207290694659e-13,7.264460451668152740e-08,-1.379610243174678885e+02,-2.277593272453840001e+01,2.000000000000000000e+01,1.579610243174678885e+02,4.277593272453840001e+01
8.400000000000000000e+01,1.050000000000000000e+07,6.354992881762159491e-18,1.270998576352431821e-19,3.789741793727083130e-11,1.354310571110883907e-03,2.408378212285217052e-28,1.721326807820982221e-22,-4.323655062070017152e+02,-3.152827333504611715e+02,2.000000000000000000e+01,4.523655062070017152e+02,3.352827333504611715e+02
8.500000000000000000e+01,1.062500000000000000e+07,3.157919724264594830e-03,6.315839448529190635e-05,3.740811546102117934e-11,1.794326230541493615e-03,1.181318256619261334e-13,1.133267639038464846e-07,-1.385526616840801637e+02,-1.891335025054845076e+01,2.000000000000000000e+01,1.585526616840801637e+02,3.891335025054844721e+01
8.600000000000000000e+01,1.075000000000000000e+07,2.714699972136479615e-17,5.429399944272958382e-19,3.660754756273967807e-11,2.729551701239838098e-03,9.937850834855425730e-28,1.481982785460173586e-21,-4.200541505242898097e+02,-2.965831368208325216e+02,2.000000000000000000e+01,4.400541505242898097e+02,3.165831368208325216e+02
8.700000000000000000e+01,1.087500000000000000e+07,3.000416960038795530e-03,6.000833920077591196e-05,3.550586999802501182e-11,6.260174965025394958e-03,1.065324145230068749e-13,3.756627027574493907e-07,-1.394503645944406856e+02,-8.504038424561565890e+00,2.000000000000000000e+01,1.594503645944406856e+02,2.850403842456156411e+01
8.800000000000000000e+01,1.100000000000000000e+07,5.730999788347750238e-17,1.146199957669550025e-18,3.411268331636964612e-11,1.435696614738029946e-02,1.954997808660882800e-27,1.645595399039046308e-20,-4.141770745012908606e+02,-2.756735387113267848e+02,2.000000000000000000e+01,4.341770745012908606e+02,2.956735387113267848e+02
8.900000000000000000e+01,1.112500000000000000e+07,2.849302426311570852e-03,5.698604852623141324e-05,3.243694056167853618e-11,3.020274975873457005e-03,9.242265344451486010e-14,1.721135363376872202e-07,-1.406844313418021670e+02,-1.528369944114417400e+01,2.000000000000000000e+01,1.606844313418021670e+02,3.528369944114417223e+01
9.000000000000000000e+01,1.125000000000000000e+07,5.436013393810122913e-18,1.087202678762024900e-19,3.048680770419123865e-11,1.568863408044813635e-03,1.657266950144972272e-28,1.705672499838041060e-22,-4.356121506084740531e+02,-3.153620870503215201e+02,2.000000000000000000e+01,4.556121506084740531e+02,3.353620870503215201e+02
9.100000000000000000e+01,1.137500000000000000e+07,2.704225673776539975e-03,5.408451347553081115e-05,2.826944776247411869e-11,9.928105095206617766e-04,7.644696642276727878e-14,5.369567338081884459e-08,-1.423327948726570753e+02,-2.540121413797779226e+01,2.000000000000000000e+01,1.623327948726570753e+02,4.540121413797778871e+01
9.200000000000000000e+01,1.150000000000000000e+07,3.355209982027823457e-17,6.710419964055646643e-19,2.579067757417145254e-11,6.805766349754230555e-04,8.653313884012118984e-28,4.566955038408891057e-22,-4.212563508543436797e+02,-3.068074652798680404e+02,2.000000000000000000e+01,4.412563508543436797e+02,3.268074652798680404e+02
9.300000000000000000e+01,1.162500000000000000e+07,2.564866648062866673e-03,5.129733296125732749e-05,2.305440334866888657e-11,4.828965842899130760e-04,5.913147023998969743e-14,2.477130687017353552e-08,-1.445636264520907730e+02,-3.212102161109069698e+01,2.000000000000000000e+01,1.645636264520907730e+02,5.212102161109069698e+01
9.400000000000000000e+01,1.175000000000000000e+07,1.224221628717354598e-17,2.448443257434709524e-19,2.006165303089699641e-11,3.453870375663438668e-04,2.455990954824717529e-28,8.456605633346633666e-23,-4.321954647398433735e+02,-3.214560784378492144e+02,2.000000000000000000e+01,4.521954647398433735e+02,3.414560784378492144e+02
9.500000000000000000e+01,1.187500000000000000e+07,2.430932418366193483e-03,4.861864836732386098e-05,1.680882988043661096e-11,2.434828063455733715e-04,4.086112947115570243e-14,1.183780494520464180e-08,-1.477737926579819145e+02,-3.853457640591684452e+01,2.000000000000000000e+01,1.677737926579819145e+02,5.853457640591684452e+01
9.600000000000000000e+01,1.200000000000000000e+07,1.390756773083218974e-17,2.781513546166438141e-19,1.328435057712633720e-11,1.644565886606791740e-04,1.847530054115042214e-28,4.574382291160009748e-23,-4.346681697625311358e+02,-3.267933508654053867e+02,2.000000000000000000e+01,4.546681697625311358e+02,3.467933508654053867e+02
9.700000000000000000e+01,1.212500000000000000e+07,2.302154310771564565e-03,4.604308621543128479e-05,9.461617688971471213e-12,1.010496616225484698e-04,2.178210394953816095e-14,4.652638282127157359e-09,-1.532380034745763169e+02,-4.664601420479375093e+01,2.000000000000000000e+01,1.732380034745763169e+02,6.664601420479374383e+01
9.800000000000000000e+01,1.225000000000000000e+07,3.730964294039052960e-17,7.461928588078105689e-19,5.282644388043254405e-12,4.881588854049800029e-05,1.970935758989516520e-28,3.642606742527763967e-23,-4.341065506191401369e+02,-3.287717542571220974e+02,2.000000000000000000e+01,4.541065506191401369e+02,3.487717542571220974e+02
9.900000000000000000e+01,1.237500000000000000e+07,2.178285389119632640e-03,4.356570778239265903e-05,6.137222996386462191e-13,4.877005809920839439e-06,1.336862318279764324e-15,2.124702099680425193e-10,-1.774782663572333945e+02,-7.345403905847889803e+01,2.000000000000000000e+01,1.974782663572333945e+02,9.345403905847889803e+01
1.000000000000000000e+02,1.250000000000000000e+07,2.080403499564927366e-18,4.160806999129854275e-20,4.904676682123979690e-12,3.271467394744450170e-05,1.020370653372522430e-29,1.361194443347781886e-24,-4.598248408103718248e+02,-3.573215966488904769e+02,2.000000000000000000e+01,4.798248408103718248e+02,3.773215966488904769e+02
1.010000000000000000e+02,1.262500000000000000e+07,2.059098235320526611e-03,4.118196470641053087e-05,1.260195720081143606e-11,6.532563007939197009e-05,2.594866783377563113e-14,2.690237792353550409e-09,-1.517176986655906035e+02,-5.140418661301722381e+01,2.000000000000000000e+01,1.717176986655906035e+02,7.140418661301723091e+01
1.020000000000000000e+02,1.275000000000000000e+07,1.960852502143258063e-17,3.921705004286516530e-19,3.416242400990719232e-11,9.394427052349978093e-05,6.698747459910543460e-28,3.684217158360553750e-23,-4.234801278925573342e+02,-3.286730955830859671e+02,2.000000000000000000e+01,4.434801278925573342e+02,3.486730955830859671e+02
1.030000000000000000e+02,1.287500000000000000e+07,1.944382988490589220e-03,3.888765976981178413e-05,1.534982842739691187e-11,1.193041038998578825e-04,2.984594527047981027e-14,4.639457401599948893e-09,-1.505022932345902404e+02,-4.667065617024002222e+01,2.000000000000000000e+01,1.705022932345902404e+02,6.667065617024002222e+01
1.040000000000000000e+02,1.300000000000000000e+07,1.481202937766690948e-17,2.962405875533382493e-19,8.018750838011238024e-12,1.419617033984347588e-04,1.187739729848136074e-28,4.205481842482504703e-23,-4.385055743230299754e+02,-3.275236847557386000e+02,2.000000000000000000e+01,4.585055743230299754e+02,3.475236847557386000e+02
1.050000000000000000e+02,1.312500000000000000e+07,1.833945608477309573e-03,3.667891216954619228e-05,1.641806206215792083e-11,1.623476237464600228e-04,3.010983281860244051e-14,5.954734232330938920e-09,-1.504258331170181577e+02,-4.450275233772251227e+01,2.000000000000000000e+01,1.704258331170181577e+02,6.450275233772251227e+01
1.060000000000000000e+02,1.325000000000000000e+07,5.230293789250746721e-18,1.046058757850149339e-19,2.285323642896529103e-11,1.808006400612327514e-04,1.195291405586960768e-28,1.891280929609650847e-23,-4.384505240631813763e+02,-3.344648791310054321e+02,2.000000000000000000e+01,4.584505240631813763e+02,3.544648791310054321e+02
1.070000000000000000e+02,1.337500000000000000e+07,1.727606334486359203e-03,3.455212668972718759e-05,2.871697900037985332e-11,1.975913575935005456e-04,4.961163482836799215e-14,6.827201620365818908e-09,-1.460883292326119545e+02,-4.331514542818879221e+01,2.000000000000000000e+01,1.660883292326119545e+02,6.331514542818879221e+01
1.080000000000000000e+02,1.350000000000000000e+07,2.299115417706781347e-17,4.598230835413563156e-19,3.438227481820650036e-11,2.129388570649397706e-04,7.904881813037018620e-28,9.791420186137273239e-23,-4.220420923775818665e+02,-3.201830862369291140e+02,2.000000000000000000e+01,4.420420923775818665e+02,3.401830862369291140e+02
1.090000000000000000e+02,1.362500000000000000e+07,1.625198313823009904e-03,3.250396627646020322e-05,3.998814825737112721e-11,2.270226635974232233e-04,6.498867112078408552e-14,7.379137001562813934e-09,-1.437432468666936529e+02,-4.263988852878221536e+01,2.000000000000000000e+01,1.637432468666936529e+02,6.263988852878221536e+01
1.100000000000000000e+02,1.375000000000000000e+07,6.179715182105490777e-18,1.235943036421098348e-19,4.559600063142758468e-11,2.399915063149142568e-04,2.817702973453245748e-28,2.966158310301283503e-23,-4.310020957943634130e+02,-3.305561134690152585e+02,2.000000000000000000e+01,4.510020957943634130e+02,3.505561134690152585e+02
1.110000000000000000e+02,1.387500000000000000e+07,1.526566379361425987e-03,3.053132758722851894e-05,5.123542119715376410e-11,2.519698319643355307e-04,7.821427143199667451e-14,7.692973481802050964e-09,-1.421342799161256494e+02,-4.227811529204029029e+01,2.000000000000000000e+01,1.621342799161256494e+02,6.227811529204029029e+01
1.120000000000000000e+02,1.400000000000000000e+07,1.014041462780841220e-17,2.028082925561682411e-19,5.692102050026655897e-11,2.630627187808327015e-04,5.772027489106854762e-28,5.335130083112413468e-23,-4.247734321851849018e+02,-3.254570997396386929e+02,2.000000000000000000e+01,4.447734321851849018e+02,3.454570997396386929e+02
1.130000000000000000e+02,1.412500000000000000e+07,1.431565957382768643e-03,2.863131914765537300e-05,6.265962942114263882e-11,2.733596325331809807e-04,8.970139238152755413e-14,7.826646881143300726e-09,-1.409440163121569753e+02,-4.212848520051666412e+01,2.000000000000000000e+01,1.609440163121569753e+02,6.212848520051666412e+01
1.140000000000000000e+02,1.425000000000000000e+07,2.443629103708770043e-17,4.887258207417539816e-19,6.845373546732042823e-11,2.829373323134637256e-04,1.672755402455254458e-27,1.382787799533799435e-22,-4.155313511763301904e+02,-3.171848892186719127e+02,2.000000000000000000e+01,4.355313511763301904e+02,3.371848892186719127e+02
1.150000000000000000e+02,1.437500000000000000e+07,1.340062089976639574e-03,2.680124179953278864e-05,7.430326593595977029e-11,2.918621435645261442e-04,9.957098984223229696e-14,7.822267881802817173e-09,-1.400373435099640176e+02,-4.213334630514475521e+01,2.000000000000000000e+01,1.600373435099640176e+02,6.213334630514475521e+01
1.160000000000000000e+02,1.450000000000000000e+07,3.207759698027312084e-21,6.415519396054624309e-23,8.020657612274038198e-11,3.001917544119192733e-04,2.572834224032863076e-31,1.925886022965334502e-26,-4.917917639175121849e+02,-3.943073883739484700e+02,2.000000000000000000e+01,5.117917639175121849e+02,4.143073883739484700e+02
1.170000000000000000e+02,1.462500000000000000e+07,1.251928558360962960e-03,2.503857116721926082e-05,8.616102681111932472e-11,3.079766488065981893e-04,1.078674500825448940e-13,7.711295238985702374e-09,-1.393421917517892723e+02,-4.225745337828111303e+01,2.000000000000000000e+01,1.593421917517892723e+02,6.225745337828111303e+01
1.180000000000000000e+02,1.475000000000000000e+07,1.303171191466700543e-17,2.606342382933401048e-19,9.216333677573268766e-11,3.152612600634768867e-04,1.201046053955783382e-27,8.216787838004289749e-23,-4.184088067862400067e+02,-3.217059585320951101e+02,2.000000000000000000e+01,4.384088067862400067e+02,3.417059585320951101e+02
1.190000000000000000e+02,1.487500000000000000e+07,1.167047095309120021e-03,2.334094190618240069e-05,9.820980589968074423e-11,3.220849070608544206e-04,1.146154687060948846e-13,7.517765104565559980e-09,-1.388151353052531931e+02,-4.247822496213477450e+01,2.000000000000000000e+01,1.588151353052531931e+02,6.247822496213477450e+01
1.200000000000000000e+02,1.500000000000000000e+07,2.427062888571138571e-17,4.854125777142277257e-19,1.042964607640049547e-10,3.284825599840990795e-04,2.531340693296322916e-27,1.594495661760499735e-22,-4.119329879837482622e+02,-3.159475331606065538e+02,2.000000000000000000e+01,4.319329879837482622e+02,3.359475331606065538e+02
1.210000000000000000e+02,1.512500000000000000e+07,1.085306676434033210e-03,2.170613352868066474e-05,1.104191521224386216e-10,3.344854712707995455e-04,1.198386430046677801e-13,7.260386302807655363e-09,-1.384280623471848060e+02,-4.278080542425050226e+01,2.000000000000000000e+01,1.584280623471848060e+02,6.278080542425050226e+01
1.220000000000000000e+02,1.525000000000000000e+07,4.096203272513538038e-18,8.192406545027076461e-20,1.165736215963662355e-10,3.401216991328497898e-04,4.775092502717902468e-28,2.786415234081688605e-23,-4.264203642176012181e+02,-3.310990832827712325e+02,2.000000000000000000e+01,4.464203642176012181e+02,3.510990832827712325e+02
1.230000000000000000e+02,1.537500000000000000e+07,1.006602881411243142e-03,2.013205762822486432e-05,1.227555481531762848e-10,3.454165448599787235e-04,1.235660884802038618e-13,6.953945786863410550e-09,-1.381620140164420150e+02,-4.315537398820574566e+01,2.000000000000000000e+01,1.581620140164420150e+02,6.315537398820574566e+01
1.240000000000000000e+02,1.550000000000000000e+07,1.423316689327193416e-17,2.846633378654386794e-19,1.289605809961163151e-10,3.503929204681526422e-04,1.835517471971036506e-27,9.974401830488351854e-23,-4.147248295433361136e+02,-3.200222627940425468e+02,2.000000000000000000e+01,4.347248295433361136e+02,3.400222627940425468e+02
1.250000000000000000e+02,1.562500000000000000e+07,9.308373173634577847e-04,1.861674634726915624e-05,1.351843631337857207e-10,3.550716597354926793e-04,1.258346499289406096e-13,6.610279024399529893e-09,-1.380039950950018408e+02,-4.359560416520557169e+01,2.000000000000000000e+01,1.580039950950018408e+02,6.359560416520557169e+01
1.260000000000000000e+02,1.575000000000000000e+07,2.631002262593642195e-18,5.262004525187283860e-20,1.414225484418647212e-10,3.594717829759729987e-04,3.720830449323050521e-28,1.891542148696711131e-23,-4.285872023888790636e+02,-3.344636795400554092e+02,2.000000000000000000e+01,4.485872023888790636e+02,3.544636795400554092e+02
1.270000000000000000e+02,1.587500000000000000e+07,8.579170976078138999e-04,1.715834195215627868e-05,1.476708141092156391e-10,3.636107238271621043e-04,1.266893162419612953e-13,6.238957136897506301e-09,-1.379452001558116478e+02,-4.409775996129187092e+01,2.000000000000000000e+01,1.579452001558116478e+02,6.409775996129187092e+01
1.280000000000000000e+02,1.600000000000000000e+07,6.446512168871657990e-18,1.289302433774331675e-19,1.539248697651310383e-10,3.675045247199239750e-04,9.922785460329023952e-28,4.738244781444770287e-23,-4.200673279677157552e+02,-3.264876501407972000e+02,2.000000000000000000e+01,4.400673279677157552e+02,3.464876501407972000e+02
1.290000000000000000e+02,1.612500000000000000e+07,7.877543698091580074e-04,1.575508739618316299e-05,1.601804641915106836e-10,3.711680064434924489e-04,1.261828606249218903e-13,5.847784380184299060e-09,-1.379799926231567611e+02,-4.466017298168286231e+01,2.000000000000000000e+01,1.579799926231567611e+02,6.466017298168286231e+01
1.300000000000000000e+02,1.625000000000000000e+07,1.403229085574103574e-17,2.806458171148206937e-19,1.664333902594910490e-10,3.746149162360544222e-04,2.335441740228235424e-27,1.051341092704676062e-22,-4.126326192424370447e+02,-3.195651272085167420e+02,2.000000000000000000e+01,4.326326192424370447e+02,3.395651272085167420e+02
1.310000000000000000e+02,1.637500000000000000e+07,7.202658883090184549e-04,1.440531776618036998e-05,1.726794885493364676e-10,3.778580580574885718e-04,1.243751452127348143e-13,5.443165396829953670e-09,-1.381053279838103833e+02,-4.528296937891948204e+01,2.000000000000000000e+01,1.581053279838103833e+02,6.528296937891948915e+01
1.320000000000000000e+02,1.650000000000000000e+07,6.718531900330473847e-19,1.343706380066094631e-20,1.789146499868874182e-10,3.809094080912999239e-04,1.202043783373364372e-28,5.118304018794793972e-24,-4.384015942651157047e+02,-3.458174784261723858e+02,2.000000000000000000e+01,4.584015942651157047e+02,3.658174784261723858e+02
1.330000000000000000e+02,1.662500000000000000e+07,6.553726260278998610e-04,1.310745252055799736e-05,1.851348177414592072e-10,3.837802180426681917e-04,1.213322916724167524e-13,5.030380986323668786e-09,-1.383204719911148857e+02,-4.596798243012536744e+01,2.000000000000000000e+01,1.583204719911148857e+02,6.596798243012537455e+01
1.340000000000000000e+02,1.675000000000000000e+07,7.335433670526006625e-18,1.467086734105201460e-19,1.913359885669754858e-10,3.864811084229648219e-04,1.403532452917570939e-27,5.670013071496057701e-23,-4.170555508204045054e+02,-3.249283187979017953e+02,2.000000000000000000e+01,4.370555508204045054e+02,3.449283187979017953e+02
1.350000000000000000e+02,1.687500000000000000e+07,5.929994218827096264e-04,1.185998843765419260e-05,1.975142137225503241e-10,3.890221537188620648e-04,1.171258145510902874e-13,4.613798245097036010e-09,-1.386269475158824775e+02,-4.671882800972199590e+01,2.000000000000000000e+01,1.586269475158824775e+02,6.671882800972198879e+01
1.360000000000000000e+02,1.700000000000000000e+07,3.310716285357205102e-18,6.621432570714409964e-20,2.036655995754414073e-10,3.914129611219528573e-04,6.742790172814533563e-28,2.591714529372671646e-23,-4.234232070962689818e+02,-3.317282567315373285e+02,2.000000000000000000e+01,4.434232070962689818e+02,3.517282567315373285e+02
1.370000000000000000e+02,1.712500000000000000e+07,5.330746601337888043e-04,1.066149320267577731e-05,2.097863079647233268e-10,3.936627443324077478e-04,1.118317648190172396e-13,4.197032672846657328e-09,-1.390286964287739693e+02,-4.754115299803476802e+01,2.000000000000000000e+01,1.590286964287739693e+02,6.754115299803476091e+01
1.380000000000000000e+02,1.725000000000000000e+07,2.468307906071313601e-18,4.936615812142628166e-20,2.158725563857307361e-10,3.957803938407518222e-04,5.328399376307245855e-28,1.953815750370292256e-23,-4.254680646241044428e+02,-3.341823278744772665e+02,2.000000000000000000e+01,4.454680646241044428e+02,3.541823278744772665e+02
1.390000000000000000e+02,1.737500000000000000e+07,4.755299784873608863e-04,9.510599569747217388e-06,2.219206180415563932e-10,3.977745450312862065e-04,1.055299067232031386e-13,3.783074416830945434e-09,-1.395324889145736904e+02,-4.844310231238901565e+01,2.000000000000000000e+01,1.595324889145736904e+02,6.844310231238901565e+01
1.400000000000000000e+02,1.750000000000000000e+07,7.017917145286701945e-18,1.403583429057340225e-19,2.279268217974675888e-10,3.996536454377647347e-04,1.599571550563154518e-27,5.609472340988042741e-23,-4.159199265736824600e+02,-3.250215597808479515e+02,2.000000000000000000e+01,4.359199265736824600e+02,3.450215597808479515e+02
1.410000000000000000e+02,1.762500000000000000e+07,4.203000021380630803e-04,8.406000042761261132e-06,2.338875520661295115e-10,4.014260225179453823e-04,9.830293863346057908e-14,3.374387162451331684e-09,-1.401486699865474179e+02,-4.943610179670506000e+01,2.000000000000000000e+01,1.601486699865474179e+02,6.943610179670506000e+01
1.420000000000000000e+02,1.775000000000000000e+07,7.725645200075585027e-19,1.545129040015116512e-20,2.397992486454154994e-10,4.030999534029251546e-04,1.852603914279185985e-28,6.228414440315999435e-24,-4.346443484536680444e+02,-3.441124499414941056e+02,2.000000000000000000e+01,4.546443484536680444e+02,3.641124499414941056e+02
1.430000000000000000e+02,1.787500000000000000e+07,3.673221012497947398e-04,7.346442024995894390e-06,2.456584065258314053e-10,4.046837382273448425e-04,9.023576207474467967e-14,2.972985621345803850e-09,-1.408924261907013999e+02,-5.053614382454756537e+01,2.000000000000000000e+01,1.608924261907013999e+02,7.053614382454756537e+01
1.440000000000000000e+02,1.800000000000000000e+07,3.012561788293716762e-18,6.025123576587433572e-20,2.514615756808993189e-10,4.061857788695430135e-04,7.575435341204058481e-28,2.447319512741413489e-23,-4.224118480859521583e+02,-3.322261865421677953e+02,2.000000000000000000e+01,4.424118480859521583e+02,3.522261865421677953e+02
1.450000000000000000e+02,1.812500000000000000e+07,3.165361696477657447e-04,6.330723392955315471e-06,2.572053608509504679e-10,4.076146652437991655e-04,8.141479973663126179e-14,2.580495696570569364e-09,-1.417859328212035166e+02,-5.176593721711378038e+01,2.000000000000000000e+01,1.617859328212035166e+02,7.176593721711378748e+01
1.460000000000000000e+02,1.825000000000000000e+07,5.721596564961935017e-18,1.144319312992387109e-19,2.628864213285152245e-10,4.089792717145970184e-04,1.504130045248368735e-27,4.680028792365744498e-23,-4.164542922710020889e+02,-3.265950295012222568e+02,2.000000000000000000e+01,4.364542922710020889e+02,3.465950295012222568e+02
1.470000000000000000e+02,1.837500000000000000e+07,2.678844227355820797e-04,5.357688454711640883e-06,2.685014707516835656e-10,4.102888667798579303e-04,7.192736149596952767e-14,2.198199924643167204e-09,-1.428621174117398311e+02,-5.315865622714213146e+01,2.000000000000000000e+01,1.628621174117398311e+02,7.315865622714213146e+01
1.480000000000000000e+02,1.850000000000000000e+07,4.781660908577381004e-19,9.563321817154762008e-21,2.740472769104135461e-10,4.115532399449600546e-04,1.310401151104605156e-28,3.935816078486365315e-24,-4.376519146816646071e+02,-3.480993040887811958e+02,2.000000000000000000e+01,4.576519146816646071e+02,3.680993040887811958e+02
1.490000000000000000e+02,1.862500000000000000e+07,2.213112128630039118e-04,4.426224257260079219e-06,2.795206615695957636e-10,4.127828507504593849e-04,6.186105663223648541e-14,1.827069466972650165e-09,-1.441716533240216052e+02,-5.476489880063003568e+01,2.000000000000000000e+01,1.641716533240216052e+02,7.476489880063003568e+01
1.500000000000000000e+02,1.875000000000000000e+07,2.532064967777133150e-18,5.064129935554266468e-20,2.849185003118140781e-10,4.139890063208288124e-04,7.214321533111426120e-28,2.096494119899673633e-23,-4.228360901127007310e+02,-3.335701270267508676e+02,2.000000000000000000e+01,4.428360901127007310e+02,3.535701270267508676e+02
1.510000000000000000e+02,1.887500000000000000e+07,1.767628605565578568e-04,3.535257211131156865e-06,2.902377224019842265e-10,4.151840757082274217e-04,5.130325005319488662e-14,1.467782497594335070e-09,-1.457971024305282128e+02,-5.666676590601462493e+01,2.000000000000000000e+01,1.657971024305282128e+02,7.666676590601463204e+01
1.520000000000000000e+02,1.900000000000000000e+07,3.650766301129228177e-18,7.301532602258454814e-20,2.954753106755019939e-10,4.163817519153945415e-04,1.078711307029811965e-27,3.040224936595745071e-23,-4.193418953795521134e+02,-3.303418856626382194e+02,2.000000000000000000e+01,4.393418953795521134e+02,3.503418856626382194e+02
1.530000000000000000e+02,1.912500000000000000e+07,1.341875001897141863e-04,2.683750003794284015e-06,3.006283014510393009e-10,4.175973760898159942e-04,4.034056025799478979e-14,1.120726959665526644e-09,-1.478851614902062863e+02,-5.901000361525686344e+01,2.000000000000000000e+01,1.678851614902062863e+02,7.901000361525686344e+01
1.540000000000000000e+02,1.925000000000000000e+07,6.677755003500976085e-19,1.335551000700195319e-20,3.056937844687761971e-10,4.188483434245573859e-04,2.041348198775519385e-28,5.593933242022866725e-24,-4.338016582015238782e+02,-3.450456544160438170e+02,2.000000000000000000e+01,4.538016582015238782e+02,3.650456544160438170e+02
1.550000000000000000e+02,1.937500000000000000e+07,9.353493881474920992e-05,1.870698776294984461e-06,3.106689028545352406e-10,4.201546174382521132e-04,2.905839682014422230e-14,7.859827286964255696e-10,-1.507345669964729211e+02,-6.209173994216983772e+01,2.000000000000000000e+01,1.707345669964729211e+02,8.209173994216983772e+01
1.560000000000000000e+02,1.950000000000000000e+07,1.231242656617339233e-18,2.462485313234678744e-20,3.155508531100633662e-10,4.215393895455679663e-04,3.885196706811022088e-28,1.038034555705873255e-23,-4.282117397610969647e+02,-3.396757637755588348e+02,2.000000000000000000e+01,4.482117397610969647e+02,3.596757637755588348e+02
1.570000000000000000e+02,1.962500000000000000e+07,5.475652700713109296e-05,1.095130540142621859e-06,3.203368851294985182e-10,4.230299357395148497e-04,1.754053530197363700e-14,4.632730020229135309e-10,-1.551191431394156552e+02,-6.668326016533526968e+01,2.000000000000000000e+01,1.751191431394156552e+02,8.668326016533526968e+01
1.580000000000000000e+02,1.975000000000000000e+07,3.545792811360602543e-20,7.091585622721205462e-22,3.250243022419106191e-10,4.246587442784510572e-04,1.152468834406862463e-29,3.011503845487904653e-25,-4.587674162034193728e+02,-3.704243315585639493e+02,2.000000000000000000e+01,4.787674162034193728e+02,3.904243315585639493e+02
1.590000000000000000e+02,1.987500000000000000e+07,1.780504068735412721e-05,3.561008137470825865e-07,3.296104612796901223e-10,4.264650215371150314e-04,5.868727674062444963e-15,1.518645412040337759e-10,-1.646291208507779231e+02,-7.637087235119744832e+01,2.000000000000000000e+01,1.846291208507779231e+02,9.637087235119744832e+01
1.600000000000000000e+02,2.000000000000000000e+07,1.074501337008006630e-33,2.149002674016013388e-35,3.340927726724462983e-10,4.284967343247168088e-04,3.589831309212555926e-43,9.208406278709456864e-39,-7.288985191799624772e+02,-6.407163105540528250e+02,2.000000000000000000e+01,7.488985191799624772e+02,6.607163105540528250e+02
1.610000000000000000e+02,2.012500000000000000e+07,1.736542701350194775e-05,3.473085402700390292e-07,3.384687005660203266e-10,4.308134273429628795e-04,5.877653516034071735e-15,1.496251825792169666e-10,-1.646159203778901770e+02,-7.649990613280030516e+01,2.000000000000000000e+01,1.846159203778901770e+02,9.649990613280030516e+01
1.620000000000000000e+02,2.025000000000000000e+07,7.057517851146431787e-19,1.411503570229286393e-20,3.427357629661456824e-10,4.334901838644603035e-04,2.418863765359865304e-28,6.118729421840355453e-24,-4.323277718234907070e+02,-3.442667750288921980e+02,2.000000000000000000e+01,4.523277718234907070e+02,3.642667750288921980e+02
1.630000000000000000e+02,2.037500000000000000e+07,5.079956468812407298e-05,1.015991293762481443e-06,3.468915319062561989e-10,4.366233118164868261e-04,1.762193881483431748e-14,4.436054834592918189e-10,-1.550789262201118959e+02,-6.706006188249571665e+01,2.000000000000000000e+01,1.750789262201118959e+02,8.706006188249571665e+01
1.640000000000000000e+02,2.050000000000000000e+07,2.097222636603378387e-18,4.194445273206756774e-20,3.509336336388977812e-10,4.403387026766614025e-04,7.359859604129732283e-28,1.846976590052117826e-23,-4.226626094027426461e+02,-3.346707721818894470e+02,2.000000000000000000e+01,4.426626094027426461e+02,3.546707721818894470e+02
1.650000000000000000e+02,2.062500000000000000e+07,8.254093315057279634e-05,1.650818663011456096e-06,3.548597488501864567e-10,4.448044555177322907e-04,2.929045480767229158e-14,7.342914965593214768e-10,-1.506654776951294537e+02,-6.268263002194603928e+01,2.000000000000000000e+01,1.706654776951294537e+02,8.268263002194603928e+01
1.660000000000000000e+02,2.075000000000000000e+07,1.437948209300909846e-18,2.875896418601819812e-20,3.586676128967457317e-10,4.502505433328366966e-04,5.157454516991074555e-28,1.294873925044428535e-23,-4.257512918666382120e+02,-3.377554502891520087e+02,2.000000000000000000e+01,4.457512918666382120e+02,3.577554502891520087e+02
1.670000000000000000e+02,2.087500000000000000e+07,1.126320481889276493e-04,2.252640963778553172e-06,3.623550160645177564e-10,4.570005770416613023e-04,4.081278763087841548e-14,1.029458220314482913e-09,-1.477840748130072086e+02,-5.974782548320290942e+01,2.000000000000000000e+01,1.677840748130072086e+02,7.974782548320291653e+01
1.680000000000000000e+02,2.100000000000000000e+07,4.986069948599500324e-19,9.972139897199001672e-21,3.659198038488860233e-10,4.655253437667317140e-04,1.824501737568354471e-28,4.642283853733505664e-24,-4.347771143739560671e+02,-3.466653661602337024e+02,2.000000000000000000e+01,4.547771143739560671e+02,3.666653661602337024e+02
