frequency_Hz,LT_I_HOT_abs_A,LT_I_RTN_abs_A,LT_I_CM_abs_A,PY_I_HOT_abs_A,PY_I_RTN_abs_A,PY_I_CM_abs_A,LT_I_HOT_dBuA,LT_I_RTN_dBuA,LT_I_CM_dBuA,PY_I_HOT_dBuA,PY_I_RTN_dBuA,PY_I_CM_dBuA,error_CM_PY_minus_LT_dB,error_HOT_PY_minus_LT_dB,error_RTN_PY_minus_LT_dB,LT_I_CM_phase_deg,PY_I_CM_phase_deg
1216.1860006463855,0.5002819131234465,0.5002819131235531,1.0005638262469996,0.50028191312348,0.50028191312348,1.00056382624696,113.98429603917235,113.9842960391742,120.0048959524529,113.98429603917293,113.98429603917293,120.00489595245256,-3.410605131648481e-13,5.826450433232822e-13,-1.2647660696529783e-12,-0.0001734878163391143,-0.00017348785475045653
1230.2687708123995,0.5002910487025488,0.5002910487030355,1.0005820974055843,0.5002910487026583,0.5002910487026583,1.0005820974053166,113.98445464955839,113.98445464956683,120.00505456284223,113.98445464956028,113.98445464956028,120.0050545628399,-2.3305801732931286e-12,1.8900436771218665e-12,-6.551204023708124e-12,-0.00017550015507569058,-0.00017550031799887887
1244.5146117714032,0.5003003974231249,0.5003003974230734,1.0006007948461983,0.5003003974229725,0.5003003974229725,1.000600794845945,113.98461695747237,113.98461695747146,120.00521687075155,113.98461695746973,113.98461695746973,120.00521687074935,-2.2026824808563106e-12,-2.6432189770275727e-12,-1.7337242752546445e-12,-0.00017753636296326535,-0.00017753621001746333
1258.9254117941855,0.5003099642655926,0.5003099642657899,1.0006199285313824,0.5003099642654524,0.5003099642654524,1.0006199285309048,113.98478304917207,113.98478304917549,120.00538296245341,113.98478304916964,113.98478304916964,120.00538296244926,-4.149569576838985e-12,-2.4300561562995426e-12,-5.8548721426632255e-12,-0.00017959595511760721,-0.00017959580651851983
1273.5030810166802,0.500319754328041,0.500319754328025,1.000639508656066,0.5003197543279209,0.5003197543279209,1.0006395086558417,113.98495301294668,113.98495301294642,120.00555292622619,113.9849530129446,113.9849530129446,120.00555292622423,-1.9610979506978765e-12,-2.0747847884194925e-12,-1.8189894035458565e-12,-0.0001816795705810059,-0.00018167938656288524
1288.2495516931529,0.5003297728279179,0.5003297728275342,1.0006595456554521,0.5003297728277533,0.5003297728277533,1.0006595456555065,113.98512693914543,113.98512693913878,120.00572685242174,113.98512693914257,113.98512693914257,120.0057268524222,4.547473508864641e-13,-2.8563817977556027e-12,3.794298208958935e-12,-0.00018378744803320148,-0.0001837872326042145
1303.1667784523186,0.5003400251046146,0.5003400251049361,1.0006800502095508,0.5003400251046989,0.5003400251046989,1.0006800502093978,113.98530492022195,113.98530492022752,120.00590483350436,113.9853049202234,113.9853049202234,120.00590483350302,-1.3358203432289883e-12,1.4495071809506044e-12,-4.121147867408581e-12,-0.00018591954508330542,-0.00018591963053349374
1318.2567385564266,0.5003505166237128,0.5003505166238584,1.0007010332475712,0.5003505166237707,0.5003505166237707,1.0007010332475414,113.98548705080722,113.98548705080975,120.00608696408811,113.98548705080825,113.98548705080825,120.00608696408787,-2.4158453015843406e-13,1.0231815394945443e-12,-1.5063505998114124e-12,-0.00018807685207251703,-0.0001880768697251401
1333.5214321633441,0.5003612529780259,0.5003612529782959,1.0007225059563218,0.5003612529782072,0.5003612529782072,1.0007225059564144,113.98567342772716,113.98567342773185,120.00627334100913,113.98567342773032,113.98567342773032,120.00627334100994,8.100187187665142e-13,3.154809746774845e-12,-1.5347723092418164e-12,-0.0001902590517382501,-0.00019025924308366612
1348.9628825916739,0.500372239892505,0.5003722398928052,1.0007444797853102,0.5003722398925015,0.5003722398925015,1.000744479785003,113.98586415008694,113.98586415009214,120.00646406336918,113.98586415008687,113.98586415008687,120.0064640633665,-2.6858515411731787e-12,-7.105427357601002e-14,-5.272227099339943e-12,-0.00019246701159594514,-0.00019246704709018232
1364.583136588945,0.5003834832256178,0.5003834832252253,1.0007669664508432,0.5003834832255043,0.5003834832255043,1.0007669664510086,113.98605931929423,113.98605931928742,120.00665923257044,113.98605931929225,113.98605931929225,120.00665923257188,1.4352963262354024e-12,-1.9753088054130785e-12,4.831690603168681e-12,-0.00019470067097603422,-0.00019470058185162815
1380.3842646029057,0.5003949889735367,0.5003949889735757,1.0007899779471126,0.5003949889736025,0.5003949889736025,1.000789977947205,113.98625903913116,113.98625903913184,120.00685895241112,113.98625903913229,113.98625903913229,120.00685895241192,7.958078640513122e-13,1.1368683772161603e-12,4.547473508864641e-13,-0.00019696009568208,-0.00019696015114758594
1396.3683610559588,0.5004067632740187,0.5004067632737167,1.0008135265477354,0.5004067632739732,0.5004067632739732,1.0008135265479463,113.9864634158208,113.98646341581555,120.00706332909779,113.98646341582,113.98646341582,120.00706332909962,1.8332002582610585e-12,-7.958078640513122e-13,4.447997525858227e-12,-0.00019924616043546104,-0.00019924606248156393
1412.5375446227758,0.500418812408091,0.500418812407853,1.000837624815944,0.500418812407915,0.500418812407915,1.00083762481583,113.98667255805563,113.98667255805151,120.0072724713332,113.98667255805258,113.98667255805258,120.0072724713322,-9.947598300641403e-13,-3.055333763768431e-12,1.0658141036401503e-12,-0.00020155873981734813,-0.0002015586271309012
1428.8939585111248,0.5004311428044017,0.5004311428038031,1.0008622856082048,0.5004311428042614,0.5004311428042614,1.0008622856085228,113.98688657707217,113.98688657706177,120.0074864903466,113.98688657706973,113.98688657706973,120.00748649034935,2.7569058147491887e-12,-2.4442670110147446e-12,7.958078640513122e-12,-0.00020389825914048893,-0.0002038981601973763
1445.4397707459498,0.5004437610429565,0.5004437610427789,1.0008875220857354,0.500443761042874,0.500443761042874,1.000887522085748,113.98710558671482,113.98710558671175,120.0077054999929,113.9871055867134,113.9871055867134,120.00770549999302,1.2789769243681803e-13,-1.4210854715202004e-12,1.6484591469634324e-12,-0.00020626505280581193,-0.000206264980660692
1462.1771744567407,0.5004566738581837,0.5004566738583383,1.000913347716522,0.5004566738582228,0.5004566738582228,1.0009133477164456,113.98732970348823,113.9873297034909,120.0079296167692,113.9873297034889,113.9873297034889,120.00792961676852,-6.821210263296962e-13,6.679101716144942e-13,-2.0037305148434825e-12,-0.00020865932881298417,-0.000208659411429483
1479.1083881682305,0.5004698881431667,0.5004698881429092,1.0009397762860759,0.5004698881430495,0.5004698881430495,1.000939776286099,113.98755904662963,113.98755904662515,120.008158959907,113.98755904662758,113.98755904662758,120.0081589599072,1.9895196601282805e-13,-2.0463630789890885e-12,2.4300561562995426e-12,-0.00021108193331713843,-0.00021108177939685647
1496.2356560944568,0.500483410952324,0.5004834109515575,1.0009668219038814,0.5004834109521202,0.5004834109521202,1.0009668219042405,113.9877937381543,113.987793738141,120.00839365142726,113.98779373815076,113.98779373815076,120.00839365143038,3.126388037344441e-12,-3.538502824085299e-12,9.762857189343777e-12,-0.00021353265640039457,-0.00021353241549456242
1513.5612484362318,0.500497249506372,0.5004972495054758,1.0009944990118478,0.5004972495060717,0.5004972495060717,1.0009944990121433,113.98803390294061,113.98803390292507,120.00863381621247,113.9880339029354,113.9880339029354,120.00863381621502,2.5579538487363607e-12,-5.215383680479135e-12,1.0331291377951857e-11,-0.00021601186982898968,-0.00021601165474845736
1531.0874616820543,0.5005114111953843,0.5005114111954554,1.0010228223908397,0.5005114111953454,0.5005114111953454,1.0010228223906907,113.988279668782,113.98827966878322,120.00887958206222,113.98827966878132,113.98827966878132,120.00887958206093,-1.2931877790833823e-12,-6.821210263296962e-13,-1.9042545318370685e-12,-0.0002185199030385801,-0.00021851983633613161
1548.8166189125059,0.5005259035839746,0.5005259035846443,1.001051807168619,0.5005259035842201,0.5005259035842201,1.0010518071684402,113.98853116647551,113.98853116648712,120.00913107976095,113.98853116647977,113.98853116647977,120.00913107975938,-1.5631940186722204e-12,4.263256414560601e-12,-7.347011887759436e-12,-0.0002210570656828455,-0.0002210573036432799
1566.751070108174,0.5005407344150988,0.5005407344146361,1.001081468829735,0.5005407344149414,0.5005407344149414,1.0010814688298828,113.9887885298867,113.98878852987866,120.00938844316231,113.98878852988396,113.98878852988396,120.00938844316359,1.2789769243681803e-12,-2.7426949600339867e-12,5.300648808770347e-12,-0.0002236245658996043,-0.00022362440432323165
1584.8931924611386,0.5005559116118323,0.50055591161224,1.0011118232240723,0.5005559116119512,0.5005559116119512,1.0011118232239025,113.98905189597903,113.9890518959861,120.00965180926218,113.98905189598109,113.98905189598109,120.00965180926072,-1.4637180356658064e-12,2.0605739337042905e-12,-5.002220859751105e-12,-0.0002262213731807547,-0.00022622149035721002
1603.245390690067,0.5005714432862517,0.5005714432860785,1.0011428865723302,0.5005714432862183,0.5005714432862183,1.0011428865724366,113.98932140496657,113.98932140496356,120.0099213182447,113.98932140496599,113.98932140496599,120.00992131824562,9.237055564881302e-13,-5.826450433232822e-13,2.4300561562995426e-12,-0.00022884890694255006,-0.00022884891811335094
1621.810097358956,0.5005873377396772,0.500587337739854,1.0011746754795312,0.5005873377396766,0.5005873377396766,1.0011746754793531,113.98959720031681,113.98959720031988,120.01019711359795,113.98959720031678,113.98959720031678,120.0101971135964,-1.5489831639570184e-12,-2.842170943040401e-14,-3.097966327914037e-12,-0.00023150704620366995,-0.00023150704841036853
1640.5897731995658,0.5006036034696532,0.50060360346998,1.0012072069396332,0.5006036034697677,0.5006036034697677,1.0012072069395355,113.98987942887011,113.9898794288758,120.01047934215258,113.9898794288721,113.9898794288721,120.01047934215173,-8.526512829121202e-13,1.9895196601282805e-12,-3.694822225952521e-12,-0.0002341961324784397,-0.00023419624658005837
1659.5869074375876,0.5006202491740593,0.5006202491742947,1.001240498348354,0.5006202491740991,0.5006202491740991,1.0012404983481982,113.99016824090961,113.99016824091369,120.01076815419127,113.9901682409103,113.9901682409103,120.01076815418992,-1.3500311979441904e-12,6.821210263296962e-13,-3.396394276933279e-12,-0.00023691685080742768,-0.00023691688253037332
1678.8040181225876,0.5006372837553273,0.5006372837548646,1.001274567510192,0.5006372837552082,0.5006372837552082,1.0012745675104164,113.99046379023248,113.99046379022445,120.0110637035081,113.99046379023041,113.99046379023041,120.01106370351003,1.9326762412674725e-12,-2.0747847884194925e-12,5.9543481256696396e-12,-0.00023966949404169476,-0.00023966933081233816
1698.2436524617722,0.5006547163255285,0.50065471632535,1.0013094326508785,0.5006547163254506,0.5006547163254506,1.001309432650901,113.99076623423659,113.99076623423349,120.01136614751466,113.99076623423524,113.99076623423524,120.01136614751486,1.9895196601282805e-13,-1.3500311979441904e-12,1.7479351299698465e-12,-0.00024245403412381306,-0.000242453970685451
1717.9083871576165,0.5006725562118959,0.5006725562121881,1.001345112424084,0.5006725562119998,0.5006725562119998,1.0013451124239996,113.99107573401434,113.99107573401942,120.0116756472965,113.99107573401615,113.99107573401615,120.01167564729577,-7.247535904753022e-13,1.8047785488306545e-12,-3.268496584496461e-12,-0.00024527116945294585,-0.00024527118618571043
1737.800828749404,0.5006908129621203,0.5006908129616833,1.0013816259238035,0.5006908129619757,0.5006908129619757,1.0013816259239514,113.99139245444272,113.99139245443513,120.01199236771853,113.9913924544402,113.9913924544402,120.01199236771983,1.2931877790833823e-12,-2.5153212845907547e-12,5.073275133327115e-12,-0.00024812147431911525,-0.00024812136619471595
1757.9236139587217,0.5007094963476272,0.5007094963477027,1.0014189926953299,0.5007094963476925,0.5007094963476925,1.001418992695385,113.99171656423795,113.99171656423925,120.01231647751823,113.99171656423908,113.99171656423908,120.01231647751868,4.547473508864641e-13,1.1368683772161603e-12,-1.7053025658242404e-13,-0.00025100486953442416,-0.00025100490450897655
1778.2794100389524,0.5007286163718815,0.5007286163723975,1.001457232744279,0.5007286163720398,0.5007286163720398,1.0014572327440796,113.99204823609756,113.99204823610651,120.01264814938166,113.99204823610032,113.99204823610032,120.01264814937994,-1.7195134205394424e-12,2.7569058147491887e-12,-6.195932655828074e-12,-0.0002539221162458988,-0.0002539221999133861
1798.870915128818,0.5007481832740482,0.5007481832736894,1.0014963665477377,0.5007481832739905,0.5007481832739905,1.001496366547981,113.99238764676161,113.99238764675539,120.01298756003813,113.99238764676062,113.99238764676062,120.01298756004024,2.1174173525650986e-12,-9.947598300641403e-13,5.229594535194337e-12,-0.00025687366823206324,-0.00025687365625237695
1819.700858610014,0.5007682075342206,0.5007682075342055,1.001536415068426,0.5007682075342492,0.5007682075342492,1.0015364150684984,113.99273497710101,113.99273497710075,120.01333489038049,113.99273497710152,113.99273497710152,120.01333489038112,6.252776074688882e-13,5.115907697472721e-13,7.673861546209082e-13,-0.0002598596426238881,-0.0002598596825052606
1840.772001468987,0.5007886998811172,0.500788699880801,1.0015773997619182,0.5007886998810333,0.5007886998810333,1.0015773997620665,113.99309041224856,113.9930904122431,120.01369032552546,113.99309041224713,113.99309041224713,120.01369032552674,1.2789769243681803e-12,-1.4352963262354024e-12,4.021671884402167e-12,-0.00026288078447921667,-0.00026288069286063454
1862.087136662899,0.5008096712961148,0.5008096712958154,1.0016193425919302,0.5008096712960015,0.5008096712960015,1.001619342592003,113.99345414166646,113.99345414166127,120.0140540549435,113.99345414166449,113.99345414166449,120.01405405494411,6.110667527536862e-13,-1.9753088054130785e-12,3.211653165635653e-12,-0.00026593722264765476,-0.0002659371067954956
1883.6490894898325,0.5008311330203395,0.5008311330202374,1.001662266040577,0.500831133020323,0.500831133020323,1.001662266040646,113.9938263592664,113.99382635926463,120.01442627254512,113.99382635926611,113.99382635926611,120.01442627254573,6.110667527536862e-13,-2.8421709430404007e-13,1.4779288903810084e-12,-0.0002690293002248554,-0.00026902934915250417
1905.4607179632796,0.500853096560882,0.5008530965609939,1.0017061931218758,0.5008530965609003,0.5008530965609003,1.0017061931218005,113.99420726351467,113.99420726351661,120.01480717679527,113.994207263515,113.994207263515,120.01480717679462,-6.536993168992922e-13,3.268496584496461e-13,-1.6200374375330284e-12,-0.00027215784951517335,-0.00027215785022071575
1927.5249131909688,0.5008755736968896,0.5008755736963922,1.0017511473932819,0.5008755736967437,0.5008755736967437,1.0017511473934875,113.99459705753489,113.99459705752626,120.01519697081021,113.99459705753236,113.99459705753236,120.01519697081199,1.7763568394002505e-12,-2.5295321393059567e-12,6.0964566728216596e-12,-0.00027532315968109577,-0.00027532304581716013
1949.8445997580789,0.5008985764855045,0.5008985764855889,1.0017971529710934,0.5008985764855001,0.5008985764855001,1.0017971529710001,113.99499594920778,113.99499594920925,120.01559586248814,113.9949959492077,113.9949959492077,120.01559586248733,-8.100187187665142e-13,-7.105427357601002e-14,-1.5489831639570184e-12,-0.00027852537924700913,-0.00027852537737044734
1972.4227361148878,0.500922117270212,0.5009221172699225,1.0018442345401346,0.5009221172701499,0.5009221172701499,1.0018442345402998,113.99540415131277,113.99540415130774,120.01600406458988,113.99540415131169,113.99540415131169,120.01600406459131,1.4352963262354024e-12,-1.0800249583553523e-12,3.950617610826157e-12,-0.000281765355932781,-0.0002817652920057721
1995.262314968914,0.5009462086859081,0.5009462086858895,1.0018924173717976,0.5009462086858627,0.5009462086858627,1.0018924173717254,113.9958218816124,113.99582188161207,120.01642179489187,113.99582188161162,113.99582188161162,120.01642179489124,-6.252776074688882e-13,-7.815970093361102e-13,-4.547473508864641e-13,-0.0002850432822560675,-0.0002850432426316526
2018.366363681596,0.500970863667017,0.5009708636670828,1.0019417273340998,0.5009708636670265,0.5009708636670265,1.001941727334053,113.99624936298964,113.99624936299078,120.01684927626984,113.9962493629898,113.9962493629898,120.01684927626943,-4.121147867408581e-13,1.5631940186722204e-13,-9.805489753489383e-13,-0.00028835965133967547,-0.00028835968802845693
2041.7379446695647,0.5009960954546807,0.5009960954543353,1.001992190909016,0.50099609545445,0.50099609545445,1.0019921909089,113.9966868235687,113.99668682356271,120.01728673684532,113.9966868235647,113.9966868235647,120.01728673684431,-1.0089706847793423e-12,-3.993250174971763e-12,1.9895196601282805e-12,-0.00029171518516035423,-0.00029171509293858023
2065.3801558105656,0.5010219176029365,0.5010219176022415,1.002043835205178,0.5010219176027455,0.5010219176027455,1.002043835205491,113.99713449681826,113.99713449680621,120.01773441009186,113.99713449681497,113.99713449681497,120.01773441009459,2.7284841053187847e-12,-3.296918293926865e-12,8.753886504564434e-12,-0.0002951100415740763,-0.00029510992815971325
2089.296130854076,0.501048343987828,0.5010483439882308,1.0020966879760589,0.5010483439878918,0.5010483439878918,1.0020966879757836,113.99759262170541,113.99759262171239,120.01819253498853,113.99759262170653,113.99759262170653,120.01819253498616,-2.3732127374387346e-12,1.1226575225009583e-12,-5.8548721426632255e-12,-0.00029854465711372864,-0.0002985446706370525
2113.489039836684,0.5010753888149834,0.5010753888148755,1.0021507776298588,0.5010753888149887,0.5010753888149887,1.0021507776299774,113.99806144282265,113.99806144282078,120.01866135610135,113.99806144282273,113.99806144282273,120.01866135610236,1.0089706847793423e-12,8.526512829121202e-14,1.9468870959826745e-12,-0.0003020197782254025,-0.00030201980356061144
2137.96208950227,0.5011030666261911,0.5011030666264691,1.0022061332526602,0.501103066626205,0.501103066626205,1.00220613325241,113.99854121049742,113.99854121050224,120.01914112377945,113.99854121049765,113.99854121049765,120.01914112377727,-2.1742607714259066e-12,2.2737367544323206e-13,-4.590106073010247e-12,-0.00030553579580525677,-0.0003055358164632182
2162.7185237270587,0.501131392308989,0.5011313923088064,1.0022627846177954,0.501131392308922,0.501131392308922,1.002262784617844,113.99903218095363,113.99903218095046,120.01963209423167,113.99903218095247,113.99903218095247,120.0196320942321,4.263256414560601e-13,-1.1652900866465643e-12,2.0037305148434825e-12,-0.0003090932694682769,-0.0003090932053198265
2187.7616239495915,0.5011603811043246,0.5011603811032548,1.0023207622075794,0.5011603811040838,0.5011603811040838,1.0023207622081676,113.99953461643953,113.99953461642099,120.02013452970988,113.99953461643535,113.99953461643535,120.02013452971498,5.101696842757519e-12,-4.177991286269389e-12,1.4367174117069226e-11,-0.0003126925924792442,-0.00031269247265091363
2213.094709605677,0.5011900486147999,0.5011900486144291,1.002380097229229,0.5011900486147548,0.5011900486147548,1.0023800972295096,114.00004878536541,114.00004878535898,120.02064869864182,114.00004878536463,114.00004878536463,120.02064869864425,2.4300561562995426e-12,-7.815970093361102e-13,5.6417093219351955e-12,-0.0003163341186202052,-0.00031633412762589063
2238.72113856838,0.5012204108148687,0.5012204108146169,1.0024408216294856,0.5012204108148931,0.5012204108148931,1.0024408216297862,114.00057496247493,114.00057496247057,120.02117487575237,114.00057496247535,114.00057496247535,120.02117487575498,2.6147972675971687e-12,4.263256414560601e-13,4.789058039023075e-12,-0.00032001868331557484,-0.0003200186861696274
2264.6443075931,0.5012514840584477,0.5012514840582136,1.0025029681166613,0.501251484058345,0.501251484058345,1.00250296811669,114.00111342897137,114.00111342896733,120.02171334224897,114.0011134289696,114.0011134289696,120.02171334224923,2.5579538487363607e-13,-1.7621459846850485e-12,2.2737367544323206e-12,-0.0003237467453923182,-0.00032374667107303815
2290.8676527678144,0.5012832850882649,0.5012832850882143,1.0025665701764792,0.5012832850880621,0.5012832850880621,1.0025665701761242,114.00166447267372,114.00166447267284,120.02226438595292,114.00166447267023,114.00166447267023,120.02226438594982,-3.097966327914037e-12,-3.495870259939693e-12,-2.6147972675971687e-12,-0.00032751874599464,-0.00032751861210183846
2317.3946499685208,0.5013158310457098,0.5013158310453243,1.002631662091034,0.5013158310455575,0.5013158310455575,1.002631662091115,114.0022283881811,114.00222838817442,120.02282830145738,114.00222838817847,114.00222838817847,120.02282830145809,7.105427357601002e-13,-2.6290081223123707e-12,4.050093593832571e-12,-0.000331335139403868,-0.0003313350461120751
2344.2288153199647,0.5013491394806674,0.5013491394803747,1.0026982789610421,0.5013491394805941,0.5013491394805941,1.0026982789611882,114.00280547703665,114.00280547703156,120.02340539031373,114.00280547703537,114.00280547703537,120.02340539031499,1.2647660696529783e-12,-1.2789769243681803e-12,3.808509063674137e-12,-0.0003351965412626558,-0.0003351965171664414
2371.3737056616983,0.5013832283609617,0.5013832283615474,1.0027664567225092,0.5013832283611223,0.5013832283611223,1.0027664567222445,114.00339604788431,114.00339604789446,120.023995961169,114.0033960478871,114.0033960478871,120.02399596116672,-2.2879476091475226e-12,2.7853275241795927e-12,-7.361222742474638e-12,-0.0003391035199319233,-0.00033910357665221
2398.8329190195345,0.5014181160837009,0.5014181160834473,1.0028362321671482,0.5014181160834679,0.5014181160834679,1.0028362321669357,114.00400041665833,114.00400041665392,120.02460032993575,114.00400041665428,114.00400041665428,120.0246003299339,-1.8474111129762605e-12,-4.050093593832571e-12,3.552713678800501e-13,-0.0003430568903923081,-0.00034305678340268257
2426.6100950824602,0.5014538214829356,0.5014538214827295,1.0029076429656651,0.5014538214827798,0.5014538214827798,1.0029076429655597,114.00461890670825,114.00461890670468,120.0252188199861,114.00461890670555,114.00461890670555,120.02521881998517,-9.237055564881302e-13,-2.7000623958883807e-12,8.668621376273222e-13,-0.0003470567514031574,-0.0003470567038236338
2454.7089156850757,0.501490363844004,0.5014903638432806,1.0029807276872846,0.5014903638437411,0.5014903638437411,1.0029807276874823,114.00525184903971,114.00525184902719,120.02585176231307,114.00525184903516,114.00525184903516,120.02585176231479,1.7195134205394424e-12,-4.547473508864641e-12,7.972289495228324e-12,-0.00035110402887092326,-0.0003511039120157893
2483.133105295616,0.5015277629117938,0.501527762911455,1.0030555258232488,0.5015277629115573,0.5015277629115573,1.0030555258231146,114.00589958244925,114.00589958244339,120.02649949572594,114.00589958244517,114.00589958244517,120.02649949572479,-1.1510792319313623e-12,-4.078515303262975e-12,1.7763568394002505e-12,-0.0003551991001223508,-0.00035519898990986934
2511.8864315096266,0.5015660389032817,0.501566038903208,1.0031320778064896,0.501566038903221,0.501566038903221,1.003132077806442,114.0065624537329,114.00656245373162,120.02716236701188,114.00656245373185,114.00656245373185,120.02716236701147,-4.121147867408581e-13,-1.0516032489249483e-12,2.2737367544323206e-13,-0.0003593425702509644,-0.00035934252739591336
2540.9727055493527,0.5016052125190756,0.5016052125192111,1.0032104250382867,0.5016052125190673,0.5016052125190673,1.0032104250381346,114.007240817877,114.00724081787935,120.0278407311578,114.00724081787686,114.00724081787686,120.02784073115649,-1.3073986337985843e-12,-1.4210854715202004e-13,-2.4868995751603507e-12,-0.0003635351423683996,-0.0003635351224618136
2570.395782768912,0.5016453049548143,0.5016453049546757,1.00329060990949,0.5016453049546237,0.5016453049546237,1.0032906099092473,114.00793503824623,114.00793503824383,120.02853495152466,114.00793503824292,114.00793503824292,120.02853495152254,-2.1174173525650986e-12,-3.311129148642067e-12,-9.094947017729282e-13,-0.000367777431956977,-0.0003677773813296714
2600.159563165321,0.5016863379126495,0.5016863379130088,1.0033726758256583,0.5016863379127671,0.5016863379127671,1.0033726758255341,114.00864548677242,114.00864548677865,120.02924540005516,114.00864548677447,114.00864548677447,120.0292454000541,-1.0658141036401503e-12,2.0463630789890885e-12,-4.177991286269389e-12,-0.0003720698334397854,-0.0003720699186005834
2630.2679918954314,0.5017283336162532,0.5017283336162035,1.0034566672324567,0.5017283336161911,0.5017283336161911,1.0034566672323821,114.0093725442041,114.00937254420325,120.0299724574833,114.009372544203,114.009372544203,120.02997245748263,-6.679101716144942e-13,-1.0942358130705543e-12,-2.4158453015843406e-13,-0.0003764134094368457,-0.00037641335740015394
2660.72505979886,0.5017713148204098,0.5017713148200474,1.0035426296404573,0.5017713148201953,0.5017713148201953,1.0035426296403906,114.01011660026155,114.01011660025529,120.03071651353805,114.01011660025785,114.01011660025785,120.03071651353747,-5.826450433232822e-13,-3.709033080667723e-12,2.5579538487363607e-12,-0.00038080843500394796,-0.0003808083295263185
2691.534803926967,0.5018153048257974,0.5018153048259604,1.0036306096517578,0.5018153048258082,0.5018153048258082,1.0036306096516163,114.01087805388147,114.0108780538843,120.03147796716252,114.01087805388167,114.01087805388167,120.0314779671613,-1.2221335055073723e-12,1.9895196601282805e-13,-2.6290081223123707e-12,-0.00038525548779511987,-0.00038525547560394266
2722.7013080779643,0.5018603274931768,0.5018603274934241,1.003720654986601,0.501860327493244,0.501860327493244,1.003720654986488,114.01165731345048,114.01165731345478,120.03225722673224,114.01165731345165,114.01165731345165,120.03225722673128,-9.663381206337363e-13,1.1652900866465643e-12,-3.126388037344441e-12,-0.00038975543919033204,-0.0003897554452393586
2754.228703338219,0.5019064072556263,0.5019064072558261,1.0038128145114524,0.5019064072557163,0.5019064072557163,1.0038128145114327,114.01245479700441,114.01245479700788,120.03305471028575,114.01245479700597,114.01245479700597,120.0330547102856,-1.5631940186722204e-13,1.5631940186722204e-12,-1.9042545318370685e-12,-0.00039430885468427854,-0.00039430889718289683
2786.121168629824,0.5019535691336761,0.5019535691332515,1.0039071382669276,0.5019535691336049,0.5019535691336049,1.0039071382672098,114.01327093247708,114.01327093246974,120.03387084575303,114.01327093247586,114.01327093247586,120.03387084575549,2.4584778657299466e-12,-1.2221335055073723e-12,6.124878382252064e-12,-0.0003989165298271766,-0.00039891649949154445
2818.382931264508,0.5020018387490707,0.5020018387488105,1.004003677497881,0.5020018387489964,0.5020018387489964,1.0040036774979928,114.01410615792479,114.0141061579203,120.03470607120215,114.01410615792351,114.01410615792351,120.03470607120313,9.805489753489383e-13,-1.2789769243681803e-12,3.211653165635653e-12,-0.00040357896698695544,-0.0004035789296973669
2851.0182675039646,0.5020512423404216,0.5020512423413,1.0041024846817217,0.5020512423406027,0.5020512423406027,1.0041024846812054,114.01496092178265,114.01496092179785,120.03556083506987,114.01496092178577,114.01496092178577,120.0355608350654,-4.476419235288631e-12,3.126388037344441e-12,-1.2079226507921703e-11,-0.0004082967999801199,-0.0004082968749806664
2884.031503126662,0.5021018067790131,0.5021018067793359,1.004203613558349,0.5021018067790707,0.5021018067790707,1.0042036135581414,114.01583568312302,114.0158356831286,120.03643559640543,114.01583568312401,114.01583568312401,120.03643559640363,-1.7905676941154525e-12,9.947598300641403e-13,-4.590106073010247e-12,-0.00041307100198784494,-0.0004130710323457502
2917.4270140012236,0.5021535595827901,0.5021535595826362,1.0043071191654263,0.5021535595826951,0.5021535595826951,1.0043071191653903,114.0167309118816,114.01673091187894,120.0373308251599,114.01673091187995,114.01673091187995,120.03733082515957,-3.268496584496461e-13,-1.6484591469634324e-12,1.0089706847793423e-12,-0.0004179021511617283,-0.0004179021088024821
2951.2092266664436,0.5022065289334828,0.5022065289336747,1.0044130578671575,0.5022065289335456,0.5022065289335456,1.0044130578670911,114.01764708913716,114.01764708914047,120.03824700241843,114.01764708913824,114.01764708913824,120.03824700241786,-5.684341886080801e-13,1.0800249583553523e-12,-2.2311041902867146e-12,-0.0004227907810421501,-0.0004227908215535034
2985.382618918018,0.502260743693991,0.502260743694068,1.004521487388059,0.5022607436940171,0.5022607436940171,1.0045214873880342,114.01858470739475,114.01858470739609,120.03918462067503,114.01858470739519,114.01858470739519,120.03918462067482,-2.1316282072803006e-13,4.405364961712621e-13,-8.952838470577262e-13,-0.00042773789788238365,-0.00042773789818055893
3019.951720402076,0.5023162334238083,0.5023162334237875,1.0046324668475959,0.5023162334238206,0.5023162334238206,1.0046324668476412,114.0195442708343,114.01954427083395,120.04014418411374,114.01954427083452,114.01954427083452,120.04014418411414,3.979039320256561e-13,2.1316282072803006e-13,5.684341886080801e-13,-0.00043274408723635517,-0.0004327440768450721
3054.9211132155738,0.5023730283973925,0.5023730283974913,1.0047460567948838,0.502373028397425,0.502373028397425,1.00474605679485,114.02052629560916,114.02052629561086,120.04112620888964,114.02052629560973,114.02052629560973,120.04112620888934,-2.984279490192421e-13,5.684341886080801e-13,-1.1368683772161603e-12,-0.0004378101033925482,-0.0004378101064839379
3090.2954325136516,0.5024311596218778,0.5024311596221553,1.0048623192440331,0.5024311596219606,0.5024311596219606,1.0048623192439212,114.02153131013236,114.02153131013718,120.04213122341439,114.0215313101338,114.0215313101338,120.04213122341342,-9.663381206337363e-13,1.4352963262354024e-12,-3.382183422218077e-12,-0.00044293672293072624,-0.0004429367470168765
