frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_CM_real_A,I_CM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_CM_phase_deg
6.382634861905482830e+04,4.280736618411468131e-01,4.280736618411468131e-01,8.561473236822936261e-01,1.126303701549606160e+02,1.126303701549606160e+02,1.186509700682402269e+02,-4.280736556951997840e-01,-7.253851422832416340e-05,-4.280736556951997840e-01,-7.253851422832416340e-05,-8.561473113903995680e-01,-1.450770284566483268e-04,-1.799902910384174390e+02,-1.799902910384174390e+02,-1.799902910384174390e+02
6.456542290346562368e+04,4.102481081854293388e-01,4.102481081854293388e-01,8.204962163708586775e-01,1.122609317405587603e+02,1.122609317405587603e+02,1.182815316538383854e+02,-4.102481025983801821e-01,-6.770637096110499256e-05,-4.102481025983801821e-01,-6.770637096110499256e-05,-8.204962051967603642e-01,-1.354127419222099851e-04,-1.799905440409293362e+02,-1.799905440409293362e+02,-1.799905440409293362e+02
6.531305526474716316e+04,3.934777500631002622e-01,3.934777500631002622e-01,7.869555001262005245e-01,1.118984035878777803e+02,1.118984035878777803e+02,1.179190035011574054e+02,-3.934777449711053809e-01,-6.330223845867270055e-05,-3.934777449711053809e-01,-6.330223845867270055e-05,-7.869554899422107619e-01,-1.266044769173454011e-04,-1.799907823222216052e+02,-1.799907823222216052e+02,-1.799907823222216052e+02
6.606934480075964530e+04,3.776756551978635579e-01,3.776756551978635579e-01,7.553513103957271158e-01,1.115423798260721924e+02,1.115423798260721924e+02,1.175629797393518174e+02,-3.776756505458024327e-01,-5.927849897017490840e-05,-3.776756505458024327e-01,-5.927849897017490840e-05,-7.553513010916048653e-01,-1.185569979403498168e-04,-1.799910070777026192e+02,-1.799910070777026192e+02,-1.799910070777026192e+02
6.683439175686148519e+04,3.627641623297184204e-01,3.627641623297184204e-01,7.255283246594368407e-01,1.111924875263490549e+02,1.111924875263490549e+02,1.172130874396286799e+02,-3.627641580698128809e-01,-5.559390389644545922e-05,-3.627641580698128809e-01,-5.559390389644545922e-05,-7.255283161396257618e-01,-1.111878077928909184e-04,-1.799912193750012932e+02,-1.799912193750012932e+02,-1.799912193750012932e+02
6.760829753919818904e+04,3.486736769370969991e-01,3.486736769370969991e-01,6.973473538741939981e-01,1.108483832324359923e+02,1.108483832324359923e+02,1.168689831457156174e+02,-3.486736730277771312e-01,-5.221258338953968731e-05,-3.486736730277771312e-01,-5.221258338953968731e-05,-6.973473460555542625e-01,-1.044251667790793746e-04,-1.799914201705641972e+02,-1.799914201705641972e+02,-1.799914201705641972e+02
6.839116472814293229e+04,3.353416499344732404e-01,3.353416499344732404e-01,6.706832998689464809e-01,1.105097499360603024e+02,1.105097499360603024e+02,1.165303498493399275e+02,-3.353416463394421898e-01,-4.910323057386996814e-05,-3.353416463394421898e-01,-4.910323057386996814e-05,-6.706832926788843796e-01,-9.820646114773993627e-05,-1.799916103237312086e+02,-1.799916103237312086e+02,-1.799916103237312086e+02
6.918309709189362184e+04,3.227117077121958166e-01,3.227117077121958166e-01,6.454234154243916333e-01,1.101762944306420167e+02,1.101762944306420167e+02,1.161968943439216417e+02,-3.227117043996539647e-01,-4.623842612916279250e-05,-3.227117043996539647e-01,-4.623842612916279250e-05,-6.454234087993079294e-01,-9.247685225832558500e-05,-1.799917906087251254e+02,-1.799917906087251254e+02,-1.799917906087251254e+02
6.998419960022745363e+04,3.107329079847984676e-01,3.107329079847984676e-01,6.214658159695969353e-01,1.098477449878160570e+02,1.098477449878160570e+02,1.158683449010956821e+02,-3.107329049267967824e-01,-4.359407634734100930e-05,-3.107329049267967824e-01,-4.359407634734100930e-05,-6.214658098535935649e-01,-8.718815269468201861e-05,-1.799919617249075259e+02,-1.799919617249075259e+02,-1.799919617249075259e+02
7.079457843841373688e+04,2.993591007215228861e-01,2.993591007215228861e-01,5.987182014430457722e-01,1.095238493106369333e+02,1.095238493106369333e+02,1.155444492239165584e+02,-2.993590978934219105e-01,-4.114894342744381233e-05,-2.993590978934219105e-01,-4.114894342744381233e-05,-5.987181957868438209e-01,-8.229788685488762467e-05,-1.799921243055863158e+02,-1.799921243055863158e+02,-1.799921243055863158e+02
7.161434102129026724e+04,2.885483772453211748e-01,2.885483772453211748e-01,5.770967544906423496e-01,1.092043727248337177e+02,1.092043727248337177e+02,1.152249726381133428e+02,-2.885483746253359461e-01,-3.888425113580594678e-05,-2.885483746253359461e-01,-3.888425113580594678e-05,-5.770967492506718921e-01,-7.776850227161189355e-05,-1.799922789256081899e+02,-1.799922789256081899e+02,-1.799922789256081899e+02
7.244359600749891251e+04,2.782625936280866408e-01,2.782625936280866408e-01,5.565251872561732815e-01,1.088890965756366143e+02,1.088890965756366143e+02,1.149096964889162251e+02,-2.782625911969028309e-01,-3.678335234893798013e-05,-2.782625911969028309e-01,-3.678335234893798013e-05,-5.565251823938056619e-01,-7.356670469787596027e-05,-1.799924261079270593e+02,-1.799924261079270593e+02,-1.799924261079270593e+02
7.328245331389045168e+04,2.684669569492849073e-01,2.684669569492849073e-01,5.369339138985698145e-01,1.085778168027462840e+02,1.085778168027462840e+02,1.145984167160259091e+02,-2.684669546897335835e-01,-3.483144764703589353e-05,-2.684669546897335835e-01,-3.483144764703589353e-05,-5.369339093794671669e-01,-6.966289529407178706e-05,-1.799925663293062712e+02,-1.799925663293062712e+02,-1.799925663293062712e+02
7.413102413009176962e+04,2.591296649527272677e-01,2.591296649527272677e-01,5.182593299054545355e-01,1.082703426701997955e+02,1.082703426701997955e+02,1.142909425834793922e+02,-2.591296628495078358e-01,-3.301534621056478907e-05,-2.591296628495078358e-01,-3.301534621056478907e-05,-5.182593256990156716e-01,-6.603069242112957814e-05,-1.799927000252846767e+02,-1.799927000252846767e+02,-1.799927000252846767e+02
7.498942093324557936e+04,2.502215912305052470e-01,2.502215912305052470e-01,5.004431824610104940e-01,1.079664956313441024e+02,1.079664956313441024e+02,1.139870955446237275e+02,-2.502215892699495292e-01,-3.132326192086130667e-05,-2.502215892699495292e-01,-3.132326192086130667e-05,-5.004431785398990584e-01,-6.264652384172261334e-05,-1.799928275945152905e+02,-1.799928275945152905e+02,-1.799928275945152905e+02
7.585775750291834993e+04,2.417160093618465622e-01,2.417160093618465622e-01,4.834320187236931243e-01,1.076661083120218620e+02,1.076661083120218620e+02,1.136867082253014871e+02,-2.417160075317163204e-01,-2.974463887648250786e-05,-2.417160075317163204e-01,-2.974463887648250786e-05,-4.834320150634326407e-01,-5.948927775296501572e-05,-1.799929494025672341e+02,-1.799929494025672341e+02,-1.799929494025672341e+02
7.673614893618185306e+04,2.335883504969383517e-01,2.335883504969383517e-01,4.671767009938767035e-01,1.073690235974841585e+02,1.073690235974841585e+02,1.133896235107637835e+02,-2.335883487862515928e-01,-2.827000158453800419e-05,-2.335883487862515928e-01,-2.827000158453800419e-05,-4.671766975725031856e-01,-5.654000316907600838e-05,-1.799930657852665661e+02,-1.799930657852665661e+02,-1.799930657852665661e+02
7.762471166286927473e+04,2.258159897488434265e-01,2.258159897488434265e-01,4.516319794976868529e-01,1.070750938105767460e+02,1.070750938105767460e+02,1.130956937238563711e+02,-2.258159881477244946e-01,-2.689082592750034726e-05,-2.258159881477244946e-01,-2.689082592750034726e-05,-4.516319762954489891e-01,-5.378165185500069452e-05,-1.799931770516400604e+02,-1.799931770516400604e+02,-1.799931770516400604e+02
7.852356346100709925e+04,2.183780574770673166e-01,2.183780574770673166e-01,4.367561149541346333e-01,1.067841799704549715e+02,1.067841799704549715e+02,1.128047798837345965e+02,-2.183780559766173579e-01,-2.559942768477011993e-05,-2.183780559766173579e-01,-2.559942768477011993e-05,-4.367561119532347158e-01,-5.119885536954023986e-05,-1.799932834865160487e+02,-1.799932834865160487e+02,-1.799932834865160487e+02
7.943282347242820833e+04,2.112552721431982805e-01,2.112552721431982805e-01,4.225105442863965610e-01,1.064961511225295396e+02,1.064961511225295396e+02,1.125167510358091647e+02,-2.112552707353830550e-01,-2.438886593837959980e-05,-2.112552707353830550e-01,-2.438886593837959980e-05,-4.225105414707661100e-01,-4.877773187675919959e-05,-1.799933853528278576e+02,-1.799933853528278576e+02,-1.799933853528278576e+02
8.035261221856177144e+04,2.044297919156043142e-01,2.044297919156043142e-01,4.088595838312086284e-01,1.062108837315757910e+02,1.062108837315757910e+02,1.122314836448554161e+02,-2.044297905931565240e-01,-2.325285914002151228e-05,-2.044297905931565240e-01,-2.325285914002151228e-05,-4.088595811863130480e-01,-4.650571828004302456e-05,-1.799934828936588644e+02,-1.799934828936588644e+02,-1.799934828936588644e+02
8.128305161640995357e+04,1.978850826145160946e-01,1.978850826145160946e-01,3.957701652290321892e-01,1.059282611309815536e+02,1.059282611309815536e+02,1.119488610442611787e+02,-1.978850813708503131e-01,-2.218571198254507977e-05,-1.978850813708503131e-01,-2.218571198254507977e-05,-3.957701627417006263e-01,-4.437142396509015954e-05,-1.799935763340623680e+02,-1.799935763340623680e+02,-1.799935763340623680e+02
8.222426499470711860e+04,1.916057999361986397e-01,1.916057999361986397e-01,3.832115998723972794e-01,1.056481730220073700e+02,1.056481730220073700e+02,1.116687729352869951e+02,-1.916057987653369821e-01,-2.118225151939202934e-05,-1.916057987653369821e-01,-2.118225151939202934e-05,-3.832115975306739641e-01,-4.236450303878405867e-05,-1.799936658826845530e+02,-1.799936658826845530e+02,-1.799936658826845530e+02
8.317637711026708712e+04,1.855776841867521343e-01,1.855776841867521343e-01,3.711553683735042686e-01,1.053705150176955101e+02,1.053705150176955101e+02,1.113911149309751352e+02,-1.855776830832590318e-01,-2.023777122278989425e-05,-1.855776830832590318e-01,-2.023777122278989425e-05,-3.711553661665180637e-01,-4.047554244557978849e-05,-1.799937517332151629e+02,-1.799937517332151629e+02,-1.799937517332151629e+02
8.413951416451964178e+04,1.797874660023471571e-01,1.797874660023471571e-01,3.595749320046943143e-01,1.050951882267251705e+02,1.050951882267251705e+02,1.111157881400047955e+02,-1.797874649612723474e-01,-1.934798187602554989e-05,-1.797874649612723474e-01,-1.934798187602554989e-05,-3.595749299225446949e-01,-3.869596375205109978e-05,-1.799938340656866558e+02,-1.799938340656866558e+02,-1.799938340656866558e+02
8.511380382023759012e+04,1.742227817410300639e-01,1.742227817410300639e-01,3.484455634820601277e-01,1.048220988730781471e+02,1.048220988730781471e+02,1.108426987863577722e+02,-1.742227807578581034e-01,-1.850896836476766867e-05,-1.742227807578581034e-01,-1.850896836476766867e-05,-3.484455615157162067e-01,-3.701793672953533734e-05,-1.799939130476402909e+02,-1.799939130476402909e+02,-1.799939130476402909e+02
8.609937521846016170e+04,1.688720974080296922e-01,1.688720974080296922e-01,3.377441948160593843e-01,1.045511579478693278e+02,1.045511579478693278e+02,1.105717578611489529e+02,-1.688720964786356027e-01,-1.771715157363544830e-05,-1.688720964786356027e-01,-1.771715157363544830e-05,-3.377441929572712054e-01,-3.543430314727089660e-05,-1.799939888351740365e+02,-1.799939888351740365e+02,-1.799939888351740365e+02
8.709635899560796679e+04,1.637246401270666118e-01,1.637246401270666118e-01,3.274492802541332237e-01,1.042822808901247811e+02,1.042822808901247811e+02,1.103028808034044062e+02,-1.637246392476766621e-01,-1.696925471216455429e-05,-1.637246392476766621e-01,-1.696925471216455429e-05,-3.274492784953533242e-01,-3.393850942432910859e-05,-1.799940615738872509e+02,-1.799940615738872509e+02,-1.799940615738872509e+02
8.810488730080146343e+04,1.587703362985531663e-01,1.587703362985531663e-01,3.175406725971063326e-01,1.040153872936543991e+02,1.040153872936543991e+02,1.100359872069340241e+02,-1.587703354657101495e-01,-1.626227349312553750e-05,-1.587703354657101495e-01,-1.626227349312553750e-05,-3.175406709314202991e-01,-3.252454698625107499e-05,-1.799941313997325096e+02,-1.799941313997325096e+02,-1.799941313997325096e+02
8.912509381337459490e+04,1.539997556956648472e-01,1.539997556956648472e-01,3.079995113913296945e-01,1.037504006374943515e+02,1.037504006374943515e+02,1.097710005507739766e+02,-1.539997549061971338e-01,-1.559344966921094269e-05,-1.539997549061971338e-01,-1.559344966921094269e-05,-3.079995098123942676e-01,-3.118689933842188537e-05,-1.799941984397859187e+02,-1.799941984397859187e+02,-1.799941984397859187e+02
9.015711376059570466e+04,1.494040608435334150e-01,1.494040608435334150e-01,2.988081216870668300e-01,1.034872480376693460e+02,1.034872480376693460e+02,1.095078479509489711e+02,-1.494040600945276687e-01,-1.496024750408011310e-05,-1.494040600945276687e-01,-1.496024750408011310e-05,-2.988081201890553373e-01,-2.992049500816022621e-05,-1.799942628129446689e+02,-1.799942628129446689e+02,-1.799942628129446689e+02
9.120108393559097021e+04,1.449749611081257994e-01,1.449749611081257994e-01,2.899499222162515988e-01,1.032258600182752275e+02,1.032258600182752275e+02,1.092464599315548526e+02,-1.449749603969024692e-01,-1.436033281292580826e-05,-1.449749603969024692e-01,-1.436033281292580826e-05,-2.899499207938049383e-01,-2.872066562585161653e-05,-1.799943246305593618e+02,-1.799943246305593618e+02,-1.799943246305593618e+02
9.225714271547627868e+04,1.407046709913652993e-01,1.407046709913652993e-01,2.814093419827305986e-01,1.029661703000954844e+02,1.029661703000954844e+02,1.089867702133751095e+02,-1.407046703154568035e-01,-1.379155425785853798e-05,-1.407046703154568035e-01,-1.379155425785853798e-05,-2.814093406309136070e-01,-2.758310851571707596e-05,-1.799943839970087822e+02,-1.799943839970087822e+02,-1.799943839970087822e+02
9.332543007969924656e+04,1.365858721896445194e-01,1.365858721896445194e-01,2.731717443792890387e-01,1.027081156051550295e+02,1.027081156051550295e+02,1.087287155184346261e+02,-1.365858715467758444e-01,-1.325192662601913949e-05,-1.365858715467758444e-01,-1.325192662601913949e-05,-2.731717430935516888e-01,-2.650385325203827899e-05,-1.799944410102223173e+02,-1.799944410102223173e+02,-1.799944410102223173e+02
9.440608762859225681e+04,1.326116790253815680e-01,1.326116790253815680e-01,2.652233580507631361e-01,1.024516354757824388e+02,1.024516354757824388e+02,1.084722353890620639e+02,-1.326116784134527549e-01,-1.273961585463778879e-05,-1.326116784134527549e-01,-1.273961585463778879e-05,-2.652233568269055097e-01,-2.547923170927557759e-05,-1.799944957621562764e+02,-1.799944957621562764e+02,-1.799944957621562764e+02
9.549925860214368731e+04,1.287756069068381193e-01,1.287756069068381193e-01,2.575512138136762386e-01,1.021966721068969832e+02,1.021966721068969832e+02,1.082172720201766083e+02,-1.287756063239086923e-01,-1.225292559826045578e-05,-1.287756063239086923e-01,-1.225292559826045578e-05,-2.575512126478173847e-01,-2.450585119652091157e-05,-1.799945483392282881e+02,-1.799945483392282881e+02,-1.799945483392282881e+02
9.660508789898120449e+04,1.250715435111598439e-01,1.250715435111598439e-01,2.501430870223196878e-01,1.019431701903697558e+02,1.019431701903697558e+02,1.079637701036493809e+02,-1.250715429554346281e-01,-1.179028515992538907e-05,-1.250715429554346281e-01,-1.179028515992538907e-05,-2.501430859108692561e-01,-2.358057031985077813e-05,-1.799945988227141527e+02,-1.799945988227141527e+02,-1.799945988227141527e+02
9.772372209558112081e+04,1.214937224201517590e-01,1.214937224201517590e-01,2.429874448403035181e-01,1.016910767704197838e+02,1.016910767704197838e+02,1.077116766836994088e+02,-1.214937218899683341e-01,-1.135023863084538285e-05,-1.214937218899683341e-01,-1.135023863084538285e-05,-2.429874437799366682e-01,-2.270047726169076570e-05,-1.799946472891108726e+02,-1.799946472891108726e+02,-1.799946472891108726e+02
9.885530946569390653e+04,1.180366989686462836e-01,1.180366989686462836e-01,2.360733979372925673e-01,1.014403411091121967e+02,1.014403411091121967e+02,1.074609410223918218e+02,-1.180366984624635629e-01,-1.093143510276463498e-05,-1.180366984624635629e-01,-1.093143510276463498e-05,-2.360733969249271258e-01,-2.186287020552926997e-05,-1.799946938104693004e+02,-1.799946938104693004e+02,-1.799946938104693004e+02
1.000000000000000000e+05,1.146953280917515777e-01,1.146953280917515777e-01,2.293906561835031555e-01,1.011909145611125069e+02,1.011909145611125069e+02,1.072115144743921320e+02,-1.146953276081395662e-01,-1.053261983404408501e-05,-1.146953276081395662e-01,-1.053261983404408501e-05,-2.293906552162791324e-01,-2.106523966808817003e-05,-1.799947384546991316e+02,-1.799947384546991316e+02,-1.799947384546991316e+02
1.011579454259898193e+05,1.114647439805904056e-01,1.114647439805904056e-01,2.229294879611808111e-01,1.009427504569352720e+02,1.009427504569352720e+02,1.069633503702148971e+02,-1.114647435182207907e-01,-1.015262626513479501e-05,-1.114647435182207907e-01,-1.015262626513479501e-05,-2.229294870364415815e-01,-2.030525253026959002e-05,-1.799947812858488021e+02,-1.799947812858488021e+02,-1.799947812858488021e+02
1.023292992280753679e+05,1.083403413765512829e-01,1.083403413765512829e-01,2.166806827531025659e-01,1.006958039939952414e+02,1.006958039939952414e+02,1.067164039072748665e+02,-1.083403409341891915e-01,-9.790368791729657343e-06,-1.083403409341891915e-01,-9.790368791729657343e-06,-2.166806818683783831e-01,-1.958073758345931469e-05,-1.799948223643632730e+02,-1.799948223643632730e+02,-1.799948223643632730e+02
1.035142166679345100e+05,1.053177583521025390e-01,1.053177583521025390e-01,2.106355167042050780e-01,1.004500321348346574e+02,1.004500321348346574e+02,1.064706320481142825e+02,-1.053177579285987930e-01,-9.444836214850118740e-06,-1.053177579285987930e-01,-9.444836214850118740e-06,-2.106355158571975861e-01,-1.888967242970023748e-05,-1.799948617473207264e+02,-1.799948617473207264e+02,-1.799948617473207264e+02
1.047128548050898535e+05,1.023928604421123351e-01,1.023928604421123351e-01,2.047857208842246701e-01,1.002053935119580075e+02,1.002053935119580075e+02,1.062259934252376326e+02,-1.023928600363965963e-01,-9.115085796649244739e-06,-1.023928600363965963e-01,-9.115085796649244739e-06,-2.047857200727931926e-01,-1.823017159329848948e-05,-1.799948994886510434e+02,-1.799948994886510434e+02,-1.799948994886510434e+02
1.059253725177289743e+05,9.956172600365087444e-02,9.956172600365087444e-02,1.991234520073017489e-01,9.996184833875597064e+01,9.996184833875597064e+01,1.059824482520355957e+02,-9.956172561472539928e-02,-8.800237859009871582e-06,-9.956172561472539928e-02,-8.800237859009871582e-06,-1.991234512294507986e-01,-1.760047571801974316e-05,-1.799949356393372284e+02,-1.799949356393372284e+02,-1.799949356393372284e+02
1.071519305237607041e+05,9.682063269471943845e-02,9.682063269471943845e-02,1.936412653894388769e-01,9.971935832604941652e+01,9.971935832604941652e+01,1.057399582393290274e+02,-9.682063232165327715e-02,-8.499470869258802231e-06,-9.682063232165327715e-02,-8.499470869258802231e-06,-1.936412646433065543e-01,-1.699894173851760446e-05,-1.799949702476014295e+02,-1.799949702476014295e+02,-1.799949702476014295e+02
1.083926914021203847e+05,9.416604497333150303e-02,9.416604497333150303e-02,1.883320899466630061e-01,9.947788660382184389e+01,9.947788660382184389e+01,1.054984865171014690e+02,-9.416604461525539260e-02,-8.212016963638727341e-06,-9.416604461525539260e-02,-8.212016963638727341e-06,-1.883320892305107852e-01,-1.642403392727745468e-05,-1.799950033590766623e+02,-1.799950033590766623e+02,-1.799950033590766623e+02
1.096478196143185050e+05,9.159460252821582937e-02,9.159460252821582937e-02,1.831892050564316587e-01,9.923739764775069716e+01,9.923739764775069716e+01,1.052579975610303222e+02,-9.159460218431741962e-02,-7.937157864725422353e-06,-9.159460218431741962e-02,-7.937157864725422353e-06,-1.831892043686348392e-01,-1.587431572945084471e-05,-1.799950350169661419e+02,-1.799950350169661419e+02,-1.799950350169661419e+02
1.109174815262400953e+05,8.910310956108859204e-02,8.910310956108859204e-02,1.782062191221771841e-01,9.899785721017791218e+01,9.899785721017791218e+01,1.050184571234575373e+02,-8.910310923060814348e-02,-7.674221153831462059e-06,-8.910310923060814348e-02,-7.674221153831462059e-06,-1.782062184612162870e-01,-1.534844230766292412e-05,-1.799950652621903373e+02,-1.799950652621903373e+02,-1.799950652621903373e+02
1.122018454301965248e+05,8.668852484822356375e-02,8.668852484822356375e-02,1.733770496964471275e-01,9.875923225519301241e+01,9.875923225519301241e+01,1.047798321684726375e+02,-8.668852453044997852e-02,-7.422576863709674186e-06,-8.668852453044997852e-02,-7.422576863709674186e-06,-1.733770490608999570e-01,-1.484515372741934837e-05,-1.799950941335238213e+02,-1.799950941335238213e+02,-1.799950941335238213e+02
1.135010815672314347e+05,8.434795251596891030e-02,8.434795251596891030e-02,1.686959050319378206e-01,9.852149089752863631e+01,9.852149089752863631e+01,1.045420908108082614e+02,-8.434795221023609624e-02,-7.181634360623339282e-06,-8.434795221023609624e-02,-7.181634360623339282e-06,-1.686959044204721925e-01,-1.436326872124667856e-05,-1.799951216677216905e+02,-1.799951216677216905e+02,-1.799951216677216905e+02
1.148153621496884007e+05,8.207863347104120411e-02,8.207863347104120411e-02,1.641572669420824082e-01,9.828460234499260650e+01,9.828460234499260650e+01,1.043052022582722316e+02,-8.207863317672485504e-02,-6.950839488161190898e-06,-8.207863317672485504e-02,-6.950839488161190898e-06,-1.641572663534497101e-01,-1.390167897632238180e-05,-1.799951478996374590e+02,-1.799951478996374590e+02,-1.799951478996374590e+02
1.161448613840341422e+05,7.987793743198702556e-02,7.987793743198702556e-02,1.597558748639740511e-01,9.804853684418576165e+01,9.804853684418576165e+01,1.040691367574653725e+02,-7.987793714850147109e-02,-6.729671948099447187e-06,-7.987793714850147109e-02,-6.729671948099447187e-06,-1.597558742970029422e-01,-1.345934389619889437e-05,-1.799951728623323959e+02,-1.799951728623323959e+02,-1.799951728623323959e+02
1.174897554939530237e+05,7.774335551312351600e-02,7.774335551312351600e-02,1.554867110262470320e-01,9.781326562927102941e+01,9.781326562927102941e+01,1.038338655425506545e+02,-7.774335523991901531e-02,-6.517642896192340680e-06,-7.774335523991901531e-02,-6.517642896192340680e-06,-1.554867104798380306e-01,-1.303528579238468136e-05,-1.799951965871771620e+02,-1.799951965871771620e+02,-1.799951965871771620e+02
1.188502227437018882e+05,7.567249331676771662e-02,7.567249331676771662e-02,1.513449866335354332e-01,9.757876087358278028e+01,9.757876087358278028e+01,1.035993607868624053e+02,-7.567249305332791887e-02,-6.314292733065701432e-06,-7.567249305332791887e-02,-6.314292733065701432e-06,-1.513449861066558377e-01,-1.262858546613140286e-05,-1.799952191039467948e+02,-1.799952191039467948e+02,-1.799952191039467948e+02
1.202264434617413062e+05,7.366306449351582575e-02,7.366306449351582575e-02,1.473261289870316515e-01,9.734499564387769510e+01,9.734499564387769510e+01,1.033655955571573202e+02,-7.366306423935538306e-02,-6.119189072410200228e-06,-7.366306423935538306e-02,-6.119189072410200228e-06,-1.473261284787107661e-01,-1.223837814482040046e-05,-1.799952404409088160e+02,-1.799952404409088160e+02,-1.799952404409088160e+02
1.216186000646367902e+05,7.171288473396497665e-02,7.171288473396497665e-02,1.434257694679299533e-01,9.711194385704712317e+01,9.711194385704712317e+01,1.031325437703267482e+02,-7.171288448862737919e-02,-5.931924870475876363e-06,-7.171288448862737919e-02,-5.931924870475876363e-06,-1.434257689772547584e-01,-1.186384974095175273e-05,-1.799952606249056259e+02,-1.799952606249056259e+02,-1.799952606249056259e+02
1.230268770812381117e+05,6.981986615848692623e-02,6.981986615848692623e-02,1.396397323169738525e-01,9.687958023912312910e+01,9.687958023912312910e+01,1.029001801524027542e+02,-6.981986592154255933e-02,-5.752116702469233569e-06,-6.981986592154255933e-02,-5.752116702469233569e-06,-1.396397318430851187e-01,-1.150423340493846714e-05,-1.799952796814313274e+02,-1.799952796814313274e+02,-1.799952796814313274e+02
1.244514611771386844e+05,6.798201207459149409e-02,6.798201207459149409e-02,1.359640241491829882e-01,9.664788028642378492e+01,9.664788028642378492e+01,1.026684801997034100e+02,-6.798201184563577859e-02,-5.579403172878269369e-06,-6.798201184563577859e-02,-5.579403172878269369e-06,-1.359640236912715572e-01,-1.115880634575653874e-05,-1.799952976347034905e+02,-1.799952976347034905e+02,-1.799952976347034905e+02
1.258925411794166139e+05,6.619741207405252514e-02,6.619741207405252514e-02,1.323948241481050503e-01,9.641682022869501623e+01,9.641682022869501623e+01,1.024374201419746413e+02,-6.619741185270422434e-02,-5.413443448023696357e-06,-6.619741185270422434e-02,-5.413443448023696357e-06,-1.323948237054084487e-01,-1.082688689604739271e-05,-1.799953145077302565e+02,-1.799953145077302565e+02,-1.799953145077302565e+02
1.273503081016662909e+05,6.446423744434166825e-02,6.446423744434166825e-02,1.289284748886833365e-01,9.618637699411557662e+01,9.618637699411557662e+01,1.022069769073952017e+02,-6.446423723024131969e-02,-5.253915900266166844e-06,-6.446423723024131969e-02,-5.253915900266166844e-06,-1.289284744604826394e-01,-1.050783180053233369e-05,-1.799953303223730074e+02,-1.799953303223730074e+02,-1.799953303223730074e+02
1.288249551693132235e+05,6.278073687109232692e-02,6.278073687109232692e-02,1.255614737421846538e-01,9.595652817604479878e+01,9.595652817604479878e+01,1.019771280893244239e+02,-6.278073666390081298e-02,-5.100516854316620133e-06,-6.278073666390081298e-02,-5.100516854316620133e-06,-1.255614733278016260e-01,-1.020103370863324027e-05,-1.799953450994051138e+02,-1.799953450994051138e+02,-1.799953450994051138e+02
1.303166778452300059e+05,6.114523241023378519e-02,6.114523241023378519e-02,1.222904648204675704e-01,9.572725200139640833e+01,9.572725200139640833e+01,1.017478519146760334e+02,-6.114523220963101469e-02,-4.952959426998906634e-06,-6.114523220963101469e-02,-4.952959426998906634e-06,-1.222904644192620294e-01,-9.905918853997813269e-06,-1.799953588585668740e+02,-1.799953588585668740e+02,-1.799953588585668740e+02
1.318256738556407508e+05,5.955611571024554962e-02,5.955611571024554962e-02,1.191122314204910992e-01,9.549852730053612504e+01,9.549852730053612504e+01,1.015191272138157501e+02,-5.955611551592918801e-02,-4.810972452631911772e-06,-5.955611551592918801e-02,-4.810972452631911772e-06,-1.191122310318583760e-01,-9.621944905263823543e-06,-1.799953716186171278e+02,-1.799953716186171278e+02,-1.799953716186171278e+02
1.333521432163323916e+05,5.801184446654800847e-02,5.801184446654800847e-02,1.160236889330960169e-01,9.527033347860182744e+01,9.527033347860182744e+01,1.012909333918814525e+02,-5.801184427823236761e-02,-4.674299486922309945e-06,-5.801184427823236761e-02,-4.674299486922309945e-06,-1.160236885564647352e-01,-9.348598973844619891e-06,-1.799953833973814596e+02,-1.799953833973814596e+02,-1.799953833973814596e+02
1.348962882591653324e+05,5.651093909153883516e-02,5.651093909153883516e-02,1.130218781830776703e-01,9.504265048815742034e+01,9.504265048815742034e+01,1.010632504014370454e+02,-5.651093890895380473e-02,-4.542697882917325121e-06,-5.651093890895380473e-02,-4.542697882917325121e-06,-1.130218778179076095e-01,-9.085395765834650242e-06,-1.799953942117975885e+02,-1.799953942117975885e+02,-1.799953942117975885e+02
1.364583136588923808e+05,5.505197958509028267e-02,5.505197958509028267e-02,1.101039591701805653e-01,9.481545880309413121e+01,9.481545880309413121e+01,1.008360587163737563e+02,-5.505197940798032402e-02,-4.415937933152682561e-06,-5.505197940798032402e-02,-4.415937933152682561e-06,-1.101039588159606480e-01,-8.831875866305365121e-06,-1.799954040779579714e+02,-1.799954040779579714e+02,-1.799954040779579714e+02
1.380384264602886687e+05,5.363360259154009019e-02,5.363360259154009019e-02,1.072672051830801804e-01,9.458873939370039352e+01,9.458873939370039352e+01,1.006093393069800186e+02,-5.363360241966336206e-02,-4.293802072662193603e-06,-5.363360241966336206e-02,-4.293802072662193603e-06,-1.072672048393267241e-01,-8.587604145324387206e-06,-1.799954130111496795e+02,-1.799954130111496795e+02,-1.799954130111496795e+02
