frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_HOT_real_A,I_HOT_imag_A,I_RTN_real_A,I_RTN_imag_A,I_CM_real_A,I_CM_imag_A,I_HOT_phase_deg,I_RTN_phase_deg,I_CM_phase_deg
6.309573444801930236e+03,5.106570497757221272e-01,5.106570497757221272e-01,1.021314099551444254e+00,1.141625866370476956e+02,1.141625866370476956e+02,1.201831865503273207e+02,5.106570497097709938e-01,-8.207123071652769431e-06,5.106570497097709938e-01,-8.207123071652769431e-06,1.021314099419541988e+00,-1.641424614330553886e-05,-9.208401493270592080e-04,-9.208401493270592080e-04,-9.208401493270592080e-04
6.382634861905482467e+03,5.109133886118618628e-01,5.109133886118618628e-01,1.021826777223723726e+00,1.141669456725164622e+02,1.141669456725164622e+02,1.201875455857960873e+02,5.109133885442653789e-01,-8.310956887353265803e-06,5.109133885442653789e-01,-8.310956887353265803e-06,1.021826777088530758e+00,-1.662191377470653161e-05,-9.320224601576835655e-04,-9.320224601576835655e-04,-9.320224601576835655e-04
6.456542290346556001e+03,5.111759654724686852e-01,5.111759654724686852e-01,1.022351930944937370e+00,1.141714085184972163e+02,1.141714085184972163e+02,1.201920084317768413e+02,5.111759654031829969e-01,-8.416316437831774085e-06,5.111759654031829969e-01,-8.416316437831774085e-06,1.022351930806365994e+00,-1.683263287566354817e-05,-9.433530594702782763e-04,-9.433530594702782763e-04,-9.433530594702782763e-04
6.531305526474722683e+03,5.114449386815554943e-01,5.114449386815554943e-01,1.022889877363110989e+00,1.141759777027454703e+02,1.141759777027454703e+02,1.201965776160250954e+02,5.114449386105356377e-01,-8.523231624753117671e-06,5.114449386105356377e-01,-8.523231624753117671e-06,1.022889877221071275e+00,-1.704646324950623534e-05,-9.548343584986591437e-04,-9.548343584986591437e-04,-9.548343584986591437e-04
6.606934480075964530e+03,5.117204708965712445e-01,5.117204708965712445e-01,1.023440941793142489e+00,1.141806558172454515e+02,1.141806558172454515e+02,1.202012557305250766e+02,5.117204708237709232e-01,-8.631733180281387266e-06,5.117204708237709232e-01,-8.631733180281387266e-06,1.023440941647541846e+00,-1.726346636056277453e-05,-9.664688228518672139e-04,-9.664688228518672139e-04,-9.664688228518672139e-04
6.683439175686148701e+03,5.120027292421425180e-01,5.120027292421425180e-01,1.024005458484285036e+00,1.141854455199714238e+02,1.141854455199714238e+02,1.202060454332510488e+02,5.120027291675141035e-01,-8.741852697046953512e-06,5.120027291675141035e-01,-8.741852697046953512e-06,1.024005458335028207e+00,-1.748370539409390702e-05,-9.782589741885994433e-04,-9.782589741885994433e-04,-9.782589741885994433e-04
6.760829753919818359e+03,5.122918854486575579e-01,5.122918854486575579e-01,1.024583770897315116e+00,1.141903495367038204e+02,1.141903495367038204e+02,1.202109494499834454e+02,5.122918853721517563e-01,-8.853622659586012501e-06,5.122918853721517563e-01,-8.853622659586012501e-06,1.024583770744303513e+00,-1.770724531917202500e-05,-9.902073919766615252e-04,-9.902073919766615252e-04,-9.902073919766615252e-04
6.839116472814292138e+03,5.125881159958965982e-01,5.125881159958965982e-01,1.025176231991793196e+00,1.141953706629015528e+02,1.141953706629015528e+02,1.202159705761811779e+02,5.125881159174628943e-01,-8.967076477043181093e-06,5.125881159174628943e-01,-8.967076477043181093e-06,1.025176231834925789e+00,-1.793415295408636219e-05,-1.002316715309746172e-03,-1.002316715309746172e-03,-1.002316715309746172e-03
6.918309709189362366e+03,5.128916022619328663e-01,5.128916022619328663e-01,1.025783204523865733e+00,1.142005117656332516e+02,1.142005117656332516e+02,1.202211116789128766e+02,5.128916021815190796e-01,-9.082248517345080133e-06,5.128916021815190796e-01,-9.082248517345080133e-06,1.025783204363038159e+00,-1.816449703469016027e-05,-1.014589644800352420e-03,-1.014589644800352420e-03,-1.014589644800352420e-03
6.998419960022731175e+03,5.132025306775273021e-01,5.132025306775273021e-01,1.026405061355054604e+00,1.142057757855689459e+02,1.142057757855689459e+02,1.202263756988485710e+02,5.132025305950794758e-01,-9.199174142804883274e-06,5.132025305950794758e-01,-9.199174142804883274e-06,1.026405061190158952e+00,-1.839834828560976655e-05,-1.027028944539657568e-03,-1.027028944539657568e-03,-1.027028944539657568e-03
7.079457843841380964e+03,5.135210928862591340e-01,5.135210928862591340e-01,1.027042185772518268e+00,1.142111657390348967e+02,1.142111657390348967e+02,1.202317656523145217e+02,5.135210928017220899e-01,-9.317889747454499610e-06,5.135210928017220899e-01,-9.317889747454499610e-06,1.027042185603444180e+00,-1.863577949490899922e-05,-1.039637444152481226e-03,-1.039637444152481226e-03,-1.039637444152481226e-03
7.161434102129020175e+03,5.138474859106550996e-01,5.138474859106550996e-01,1.027694971821310199e+00,1.142166847201336566e+02,1.142166847201336566e+02,1.202372846334132817e+02,5.138474858239717724e-01,-9.438432795748947994e-06,5.138474858239717724e-01,-9.438432795748947994e-06,1.027694971647943545e+00,-1.887686559149789599e-05,-1.052418040902342988e-03,-1.052418040902342988e-03,-1.052418040902342988e-03
7.244359600749906349e+03,5.141819123245633394e-01,5.141819123245633394e-01,1.028363824649126679e+00,1.142223359029319596e+02,1.142223359029319596e+02,1.202429358162115847e+02,5.141819122356748872e-01,-9.560841863281308042e-06,5.141819122356748872e-01,-9.560841863281308042e-06,1.028363824471349774e+00,-1.912168372656261608e-05,-1.065373701912326540e-03,-1.065373701912326540e-03,-1.065373701912326540e-03
7.328245331389044622e+03,5.145245804320773830e-01,5.145245804320773830e-01,1.029049160864154766e+00,1.142281225437189818e+02,1.142281225437189818e+02,1.202487224569986068e+02,5.145245803409231877e-01,-9.685156679160347693e-06,5.145245803409231877e-01,-9.685156679160347693e-06,1.029049160681846375e+00,-1.937031335832069539e-05,-1.078507466456897447e-03,-1.078507466456897447e-03,-1.078507466456897447e-03
7.413102413009177326e+03,5.148757044532815685e-01,5.148757044532815685e-01,1.029751408906563137e+00,1.142340479833376037e+02,1.142340479833376037e+02,1.202546478966172288e+02,5.148757043597990135e-01,-9.811418170331642454e-06,5.148757043597990135e-01,-9.811418170331642454e-06,1.029751408719598027e+00,-1.962283634066328491e-05,-1.091822448349767790e-03,-1.091822448349767790e-03,-1.091822448349767790e-03
7.498942093324558300e+03,5.152355047171445213e-01,5.152355047171445213e-01,1.030471009434289043e+00,1.142401156495913597e+02,1.142401156495913597e+02,1.202607155628709847e+02,5.152355046212689915e-01,-9.939668507934199516e-06,5.152355046212689915e-01,-9.939668507934199516e-06,1.030471009242537983e+00,-1.987933701586839903e-05,-1.105321838431333513e-03,-1.105321838431333513e-03,-1.105321838431333513e-03
7.585775750291835720e+03,5.156042078618788826e-01,5.156042078618788826e-01,1.031208415723757765e+00,1.142463290597303995e+02,1.142463290597303995e+02,1.202669289730100246e+02,5.156042077635438758e-01,-1.006995115573179252e-05,5.156042077635438758e-01,-1.006995115573179252e-05,1.031208415527087752e+00,-2.013990231146358504e-05,-1.119008907152975029e-03,-1.119008907152975029e-03,-1.119008907152975029e-03
7.673614893618185306e+03,5.159820470431137895e-01,5.159820470431137895e-01,1.031964094086227579e+00,1.142526918230190631e+02,1.142526918230190631e+02,1.202732917362986882e+02,5.159820469422506939e-01,-1.020231092079242509e-05,5.159820469422506939e-01,-1.020231092079242509e-05,1.031964093884501388e+00,-2.040462184158485019e-05,-1.132887007270003783e-03,-1.132887007270003783e-03,-1.132887007270003783e-03
7.762471166286919470e+03,5.163692621502427027e-01,5.163692621502427027e-01,1.032738524300485405e+00,1.142592076433885211e+02,1.142592076433885211e+02,1.202798075566681462e+02,5.163692620467805749e-01,-1.033679400654380482e-05,5.163692620467805749e-01,-1.033679400654380482e-05,1.032738524093561150e+00,-2.067358801308760965e-05,-1.146959576649467672e-03,-1.146959576649467672e-03,-1.146959576649467672e-03
7.852356346100717928e+03,5.167661000313257258e-01,5.167661000313257258e-01,1.033532200062651452e+00,1.142658803221777362e+02,1.142658803221777362e+02,1.202864802354573612e+02,5.167660999251915133e-01,-1.047344806822155486e-05,5.167660999251915133e-01,-1.047344806822155486e-05,1.033532199850383027e+00,-2.094689613644310972e-05,-1.161230141186207765e-03,-1.161230141186207765e-03,-1.161230141186207765e-03
7.943282347242821743e+03,5.171728147269547549e-01,5.171728147269547549e-01,1.034345629453909510e+00,1.142727137609664254e+02,1.142727137609664254e+02,1.202933136742460505e+02,5.171728146180729624e-01,-1.061232227098393266e-05,5.171728146180729624e-01,-1.061232227098393266e-05,1.034345629236145925e+00,-2.122464454196786531e-05,-1.175702317848549821e-03,-1.175702317848549821e-03,-1.175702317848549821e-03
8.035261221856177144e+03,5.175896677134990131e-01,5.175896677134990131e-01,1.035179335426998026e+00,1.142797119645034343e+02,1.142797119645034343e+02,1.203003118777830593e+02,5.175896676017918141e-01,-1.075346735072078436e-05,5.175896676017918141e-01,-1.075346735072078436e-05,1.035179335203583628e+00,-2.150693470144156871e-05,-1.190379817847131254e-03,-1.190379817847131254e-03,-1.190379817847131254e-03
8.128305161640994811e+03,5.180169281561834982e-01,5.180169281561834982e-01,1.036033856312366996e+00,1.142868790437345439e+02,1.142868790437345439e+02,1.203074789570141689e+02,5.180169280415701794e-01,-1.089693567776328717e-05,5.180169280415701794e-01,-1.089693567776328717e-05,1.036033856083140359e+00,-2.179387135552657433e-05,-1.205266449939584698e-03,-1.205266449939584698e-03,-1.205266449939584698e-03
8.222426499470711860e+03,5.184548731724721859e-01,5.184548731724721859e-01,1.036909746344944372e+00,1.142942192189337760e+02,1.142942192189337760e+02,1.203148191322134011e+02,5.184548730548698137e-01,-1.104278132365702025e-05,5.184548730548698137e-01,-1.104278132365702025e-05,1.036909746109739627e+00,-2.208556264731404049e-05,-1.220366123878241721e-03,-1.220366123878241721e-03,-1.220366123878241721e-03
8.317637711026709439e+03,5.189037881062549262e-01,5.189037881062549262e-01,1.037807576212509852e+00,1.143017368229422317e+02,1.143017368229422317e+02,1.203223367362218568e+02,5.189037879855776803e-01,-1.119106013110167338e-05,5.189037879855776803e-01,-1.119106013110167338e-05,1.037807575971155361e+00,-2.238212026220334677e-05,-1.235682854000781433e-03,-1.235682854000781433e-03,-1.235682854000781433e-03
8.413951416451947807e+03,5.193639668133639420e-01,5.193639668133639420e-01,1.038727933626727884e+00,1.143094363045191812e+02,1.143094363045191812e+02,1.203300362177988063e+02,5.193639666895230045e-01,-1.134182978730747141e-05,5.193639666895230045e-01,-1.134182978730747141e-05,1.038727933379046009e+00,-2.268365957461494282e-05,-1.251220762979215117e-03,-1.251220762979215117e-03,-1.251220762979215117e-03
8.511380382023759012e+03,5.198357119589810393e-01,5.198357119589810393e-01,1.039671423917962079e+00,1.143173222318097260e+02,1.143173222318097260e+02,1.203379221450893510e+02,5.198357118318847059e-01,-1.149514990089917420e-05,5.198357118318847059e-01,-1.149514990089917420e-05,1.039671423663769412e+00,-2.299029980179834840e-05,-1.266984085728600079e-03,-1.266984085728600079e-03,-1.266984085728600079e-03
8.609937521846008167e+03,5.203193353275167299e-01,5.203193353275167299e-01,1.040638670655033460e+00,1.143253992959342469e+02,1.143253992959342469e+02,1.203459992092138719e+02,5.203193351970701874e-01,-1.165108208265284148e-05,5.203193351970701874e-01,-1.165108208265284148e-05,1.040638670394140375e+00,-2.330216416530568295e-05,-1.282977173493065432e-03,-1.282977173493065432e-03,-1.282977173493065432e-03
8.709635899560804319e+03,5.208151581455947587e-01,5.208151581455947587e-01,1.041630316291189517e+00,1.143336723147045291e+02,1.143336723147045291e+02,1.203542722279841541e+02,5.208151580117000856e-01,-1.180969003016367919e-05,5.208151580117000856e-01,-1.180969003016367919e-05,1.041630316023400171e+00,-2.361938006032735838e-05,-1.299204498105127658e-03,-1.299204498105127658e-03,-1.299204498105127658e-03
8.810488730080147434e+03,5.213235114187890762e-01,5.213235114187890762e-01,1.042647022837578152e+00,1.143421462364719332e+02,1.143421462364719332e+02,1.203627461497515441e+02,5.213235112813449090e-01,-1.197103961670287721e-05,5.213235112813449090e-01,-1.197103961670287721e-05,1.042647022562689818e+00,-2.394207923340575442e-05,-1.315670656430973934e-03,-1.315670656430973934e-03,-1.315670656430973934e-03
8.912509381337458763e+03,5.218447362828205760e-01,5.218447362828205760e-01,1.043689472565641152e+00,1.143508261441135119e+02,1.143508261441135119e+02,1.203714260573931369e+02,5.218447361417219987e-01,-1.213519898463306819e-05,5.218447361417219987e-01,-1.213519898463306819e-05,1.043689472283443997e+00,-2.427039796926613638e-05,-1.332380375025490025e-03,-1.332380375025490025e-03,-1.332380375025490025e-03
9.015711376059571194e+03,5.223791843699432391e-01,5.223791843699432391e-01,1.044758368739886478e+00,1.143597172591618403e+02,1.143597172591618403e+02,1.203803171724414653e+02,5.223791842250818940e-01,-1.230223864343206751e-05,5.223791842250818940e-01,-1.230223864343206751e-05,1.044758368450163788e+00,-2.460447728686413502e-05,-1.349338514984513206e-03,-1.349338514984513206e-03,-1.349338514984513206e-03
9.120108393559095930e+03,5.229272181913067197e-01,5.229272181913067197e-01,1.045854436382613439e+00,1.143688249460845725e+02,1.143688249460845725e+02,1.203894248593641976e+02,5.229272180425703631e-01,-1.247223157273980828e-05,5.229272180425703631e-01,-1.247223157273980828e-05,1.045854436085140726e+00,-2.494446314547961655e-05,-1.366550077020710135e-03,-1.366550077020710135e-03,-1.366550077020710135e-03
9.225714271547629323e+03,5.234892115361210463e-01,5.234892115361210463e-01,1.046978423072242093e+00,1.143781547167208998e+02,1.143781547167208998e+02,1.203987546300005249e+02,5.234892113833935490e-01,-1.264525333069714177e-05,5.234892113833935490e-01,-1.264525333069714177e-05,1.046978422766787098e+00,-2.529050666139428353e-05,-1.384020206772036471e-03,-1.384020206772036471e-03,-1.384020206772036471e-03
9.332543007969905375e+03,5.240655498885020691e-01,5.240655498885020691e-01,1.048131099777004138e+00,1.143877122348810929e+02,1.143877122348810929e+02,1.204083121481607179e+02,5.240655497316631939e-01,-1.282138216784899211e-05,5.240655497316631939e-01,-1.282138216784899211e-05,1.048131099463326388e+00,-2.564276433569798421e-05,-1.401754200350733030e-03,-1.401754200350733030e-03,-1.401754200350733030e-03
9.440608762859235867e+03,5.246566308629285746e-01,5.246566308629285746e-01,1.049313261725857149e+00,1.143975033211170853e+02,1.143975033211170853e+02,1.204181032343967104e+02,5.246566307018535325e-01,-1.300069914695343296e-05,5.246566307018535325e-01,-1.300069914695343296e-05,1.049313261403707065e+00,-2.600139829390686591e-05,-1.419757510146857707e-03,-1.419757510146857707e-03,-1.419757510146857707e-03
9.549925860214358181e+03,5.252628646592975015e-01,5.252628646592975015e-01,1.050525729318595003e+00,1.144075339576711912e+02,1.144075339576711912e+02,1.204281338709508162e+02,5.252628644938573954e-01,-1.318328826911229133e-05,5.252628644938573954e-01,-1.318328826911229133e-05,1.050525728987714791e+00,-2.636657653822458265e-05,-1.438035750906753929e-03,-1.438035750906753929e-03,-1.438035750906753929e-03
9.660508789898140094e+03,5.258846745386269728e-01,5.258846745386269728e-01,1.051769349077253946e+00,1.144178102936113106e+02,1.144178102936113106e+02,1.204384102068909357e+02,5.258846743686881320e-01,-1.336923660649226067e-05,5.258846743686881320e-01,-1.336923660649226067e-05,1.051769348737376264e+00,-2.673847321298452134e-05,-1.456594706089036923e-03,-1.456594706089036923e-03,-1.456594706089036923e-03
9.772372209558110626e+03,5.265224973205203662e-01,5.265224973205203662e-01,1.053044994641040732e+00,1.144283386501611517e+02,1.144283386501611517e+02,1.204489385634407768e+02,5.265224971459441239e-01,-1.355863444215463294e-05,5.265224971459441239e-01,-1.355863444215463294e-05,1.053044994291888248e+00,-2.711726888430926588e-05,-1.475440334525964393e-03,-1.475440334525964393e-03,-1.475440334525964393e-03
9.885530946569389926e+03,5.271767839035715886e-01,5.271767839035715886e-01,1.054353567807143177e+00,1.144391255262342924e+02,1.144391255262342924e+02,1.204597254395139174e+02,5.271767837242145038e-01,-1.375157541732464470e-05,5.271767837242145038e-01,-1.375157541732464470e-05,1.054353567448429008e+00,-2.750315083464928941e-05,-1.494578777395535194e-03,-1.494578777395535194e-03,-1.494578777395535194e-03
1.000000000000000000e+04,5.278479998099731008e-01,5.278479998099731008e-01,1.055695999619946202e+00,1.144501776041815049e+02,1.144501776041815049e+02,1.204707775174611015e+02,5.278479996256860707e-01,-1.394815668664090020e-05,5.278479996256860707e-01,-1.394815668664090020e-05,1.055695999251372141e+00,-2.789631337328180041e-05,-1.514016365530247970e-03,-1.514016365530247970e-03,-1.514016365530247970e-03
1.011579454259898193e+04,5.285366257556552982e-01,5.285366257556552982e-01,1.057073251511310596e+00,1.144615017557614749e+02,1.144615017557614749e+02,1.204821016690411000e+02,5.285366255662838908e-01,-1.414847908182084943e-05,5.285366255662838908e-01,-1.414847908182084943e-05,1.057073251132567782e+00,-2.829695816364169886e-05,-1.533759627074638299e-03,-1.533759627074638299e-03,-1.533759627074638299e-03
1.023292992280753606e+04,5.292431582473878793e-01,5.292431582473878793e-01,1.058486316494775759e+00,1.144731050483453174e+02,1.144731050483453174e+02,1.204937049616249425e+02,5.292431580527718893e-01,-1.435264728435683171e-05,5.292431580527718893e-01,-1.435264728435683171e-05,1.058486316105543779e+00,-2.870529456871366342e-05,-1.553815295520462325e-03,-1.553815295520462325e-03,-1.553815295520462325e-03
1.035142166679345064e+04,5.299681102083506623e-01,5.299681102083506623e-01,1.059936220416701325e+00,1.144849947513660027e+02,1.144849947513660027e+02,1.205055946646456277e+02,5.299681100083235563e-01,-1.456077000766713981e-05,5.299681100083235563e-01,-1.456077000766713981e-05,1.059936220016647113e+00,-2.912154001533427962e-05,-1.574190318124943323e-03,-1.574190318124943323e-03,-1.574190318124943323e-03
1.047128548050898462e+04,5.307120116337841198e-01,5.307120116337841198e-01,1.061424023267568240e+00,1.144971783430243875e+02,1.144971783430243875e+02,1.205177782563040125e+02,5.307120114281732581e-01,-1.477296018945901494e-05,5.307120114281732581e-01,-1.477296018945901494e-05,1.061424022856346516e+00,-2.954592037891802989e-05,-1.594891864750500998e-03,-1.594891864750500998e-03,-1.594891864750500998e-03
1.059253725177289743e+04,5.314754102784441381e-01,5.314754102784441381e-01,1.062950820556888276e+00,1.145096635172643573e+02,1.145096635172643573e+02,1.205302634305439824e+02,5.314754100670702197e-01,-1.498933519488026817e-05,5.314754100670702197e-01,-1.498933519488026817e-05,1.062950820134140439e+00,-2.997867038976053633e-05,-1.615927337141438106e-03,-1.615927337141438106e-03,-1.615927337141438106e-03
1.071519305237607114e+04,5.322588723776798814e-01,5.322588723776798814e-01,1.064517744755359763e+00,1.145224581910302106e+02,1.145224581910302106e+02,1.205430581043098357e+02,5.322588721603564998e-01,-1.521001703115958070e-05,5.322588721603564998e-01,-1.521001703115958070e-05,1.064517744320713000e+00,-3.042003406231916140e-05,-1.637304378662902699e-03,-1.637304378662902699e-03,-1.637304378662902699e-03
1.083926914021203811e+04,5.330629834040943038e-01,5.330629834040943038e-01,1.066125966808188608e+00,1.145355705118198273e+02,1.145355705118198273e+02,1.205561704250994524e+02,5.330629831806279473e-01,-1.543513257451191922e-05,5.330629831806279473e-01,-1.543513257451191922e-05,1.066125966361255895e+00,-3.087026514902383844e-05,-1.659030884531713639e-03,-1.659030884531713639e-03,-1.659030884531713639e-03
1.096478196143185050e+04,5.338883488618674233e-01,5.338883488618674233e-01,1.067776697723734847e+00,1.145490088655488279e+02,1.145490088655488279e+02,1.205696087788284530e+02,5.338883486320569194e-01,-1.566481381008736408e-05,5.338883486320569194e-01,-1.566481381008736408e-05,1.067776697264113839e+00,-3.132962762017472817e-05,-1.681115012564637435e-03,-1.681115012564637435e-03,-1.681115012564637435e-03
1.109174815262400807e+04,5.347355951209645797e-01,5.347355951209645797e-01,1.069471190241929159e+00,1.145627818847408008e+02,1.145627818847408008e+02,1.205833817980204259e+02,5.347355948846006513e-01,-1.589919808588235073e-05,5.347355948846006513e-01,-1.589919808588235073e-05,1.069471189769201303e+00,-3.179839617176470146e-05,-1.703565194480245910e-03,-1.703565194480245910e-03,-1.703565194480245910e-03
1.122018454301962993e+04,5.356053702936027783e-01,5.356053702936027783e-01,1.071210740587205557e+00,1.145768984570602669e+02,1.145768984570602669e+02,1.205974983703398919e+02,5.356053700504678217e-01,-1.613842838148620863e-05,5.356053700504678217e-01,-1.613842838148620863e-05,1.071210740100935643e+00,-3.227685676297241727e-05,-1.726390147780531258e-03,-1.726390147780531258e-03,-1.726390147780531258e-03
1.135010815672314311e+04,5.364983451555164207e-01,5.364983451555164207e-01,1.072996690311032841e+00,1.145913677342058037e+02,1.145913677342058037e+02,1.206119676474854288e+02,5.364983449053839504e-01,-1.638265359272299691e-05,5.364983449053839504e-01,-1.638265359272299691e-05,1.072996689810767901e+00,-3.276530718544599382e-05,-1.749598888253138355e-03,-1.749598888253138355e-03,-1.749598888253138355e-03
1.148153621496884080e+04,5.374152141147339190e-01,5.374152141147339190e-01,1.074830428229467838e+00,1.146061991411818468e+02,1.146061991411818468e+02,1.206267990544614719e+02,5.374152138573683457e-01,-1.663202883321799499e-05,5.374152138573683457e-01,-1.663202883321799499e-05,1.074830427714736691e+00,-3.326405766643598998e-05,-1.773200743125891718e-03,-1.773200743125891718e-03,-1.773200743125891718e-03
1.161448613840341386e+04,5.383566962307677617e-01,5.383566962307677617e-01,1.076713392461535523e+00,1.146214023859686648e+02,1.146214023859686648e+02,1.206420022992482899e+02,5.383566959659237261e-01,-1.688671575411377834e-05,5.383566959659237261e-01,-1.688671575411377834e-05,1.076713391931847452e+00,-3.377343150822755669e-05,-1.797205364919840075e-03,-1.797205364919840075e-03,-1.797205364919840075e-03
1.174897554939530346e+04,5.393235362873297634e-01,5.393235362873297634e-01,1.078647072574659527e+00,1.146369874696115545e+02,1.146369874696115545e+02,1.206575873828911796e+02,5.393235360147516921e-01,-1.714688288316241344e-05,5.393235360147516921e-01,-1.714688288316241344e-05,1.078647072029503384e+00,-3.429376576632482687e-05,-1.821622746040187698e-03,-1.821622746040187698e-03,-1.821622746040187698e-03
1.188502227437018882e+04,5.403165059218930644e-01,5.403165059218930644e-01,1.080633011843786129e+00,1.146529646967510843e+02,1.146529646967510843e+02,1.206735646100307093e+02,5.403165056413146150e-01,-1.741270598455608206e-05,5.403165056413146150e-01,-1.741270598455608206e-05,1.080633011282629230e+00,-3.482541196911216413e-05,-1.846463234151444772e-03,-1.846463234151444772e-03,-1.846463234151444772e-03
1.202264434617413099e+04,5.413364048156833475e-01,5.413364048156833475e-01,1.082672809631366695e+00,1.146693446866181887e+02,1.146693446866181887e+02,1.206899445998978138e+02,5.413364045268270752e-01,-1.768436844095613197e-05,5.413364045268270752e-01,-1.768436844095613197e-05,1.082672809053654150e+00,-3.536873688191226393e-05,-1.871737548385180852e-03,-1.871737548385180852e-03,-1.871737548385180852e-03
1.216186000646367938e+04,5.423840619479105563e-01,5.423840619479105563e-01,1.084768123895821113e+00,1.146861383845188840e+02,1.146861383845188840e+02,1.207067382977985091e+02,5.423840616504870260e-01,-1.796206165933569301e-05,5.423840616504870260e-01,-1.796206165933569301e-05,1.084768123300974052e+00,-3.592412331867138602e-05,-1.897456796436324715e-03,-1.897456796436324715e-03,-1.897456796436324715e-03
1.230268770812381081e+04,5.434603369183591548e-01,5.434603369183591548e-01,1.086920673836718310e+00,1.147033570738352353e+02,1.147033570738352353e+02,1.207239569871148603e+02,5.434603366120662749e-01,-1.824598550233204921e-05,5.434603366120662749e-01,-1.824598550233204921e-05,1.086920673224132550e+00,-3.649197100466409843e-05,-1.923632492602599976e-03,-1.923632492602599976e-03,-1.923632492602599976e-03
1.244514611771386990e+04,5.445661213427425151e-01,5.445661213427425151e-01,1.089132242685485030e+00,1.147210123885708128e+02,1.147210123885708128e+02,1.207416123018504379e+02,5.445661210272654262e-01,-1.853634874695934051e-05,5.445661210272654262e-01,-1.853634874695934051e-05,1.089132242054530852e+00,-3.707269749391868102e-05,-1.950276576827350344e-03,-1.950276576827350344e-03,-1.950276576827350344e-03
1.258925411794166212e+04,5.457023403255587546e-01,5.457023403255587546e-01,1.091404680651117509e+00,1.147391163264709348e+02,1.147391163264709348e+02,1.207597162397505599e+02,5.457023400005686087e-01,-1.883336957269551667e-05,5.457023400005686087e-01,-1.883336957269551667e-05,1.091404680001137217e+00,-3.766673914539103333e-05,-1.977401434811526353e-03,-1.977401434811526353e-03,-1.977401434811526353e-03
1.273503081016662873e+04,5.468699540155507188e-01,5.468699540155507188e-01,1.093739908031101438e+00,1.147576812627494860e+02,1.147576812627494860e+02,1.207782811760291111e+02,5.468699536807039019e-01,-1.913727608114522600e-05,5.468699536807039019e-01,-1.913727608114522600e-05,1.093739907361407804e+00,-3.827455216229045201e-05,-2.005019919267484428e-03,-2.005019919267484428e-03,-2.005019919267484428e-03
1.288249551693132344e+04,5.480699592492320749e-01,5.480699592492320749e-01,1.096139918498464150e+00,1.147767199644567171e+02,1.147767199644567171e+02,1.207973198777363422e+02,5.480699589041696518e-01,-1.944830684961495901e-05,5.480699589041696518e-01,-1.944830684961495901e-05,1.096139917808339304e+00,-3.889661369922991802e-05,-2.033145372387462971e-03,-2.033145372387462971e-03,-2.033145372387462971e-03
1.303166778452300059e+04,5.493033912884086600e-01,5.493033912884086600e-01,1.098606782576817320e+00,1.147962456055244331e+02,1.147962456055244331e+02,1.208168455188040582e+02,5.493033909327557085e-01,-1.976671152116477137e-05,5.493033909327557085e-01,-1.976671152116477137e-05,1.098606781865511417e+00,-3.953342304232954275e-05,-2.061791649607984042e-03,-2.061791649607984042e-03,-2.061791649607984042e-03
1.318256738556407436e+04,5.505713256580246906e-01,5.505713256580246906e-01,1.101142651316049381e+00,1.148162717825275649e+02,1.148162717825275649e+02,1.208368716958071900e+02,5.505713252913886357e-01,-2.009275143394549675e-05,5.505713252913886357e-01,-2.009275143394549675e-05,1.101142650582777271e+00,-4.018550286789099351e-05,-2.090973144760381076e-03,-2.090973144760381076e-03,-2.090973144760381076e-03
1.333521432163324062e+04,5.518748800912033348e-01,5.518748800912033348e-01,1.103749760182406670e+00,1.148368125312035346e+02,1.148368125312035346e+02,1.208574124444831597e+02,5.518748797131738382e-01,-2.042670029284185358e-05,5.518748797131738382e-01,-2.042670029284185358e-05,1.103749759426347676e+00,-4.085340058568370715e-05,-2.120704816701016009e-03,-2.120704816701016009e-03,-2.120704816701016009e-03
1.348962882591653215e+04,5.532152165888759576e-01,5.532152165888759576e-01,1.106430433177751915e+00,1.148578823437742358e+02,1.148578823437742358e+02,1.208784822570538608e+02,5.532152161990233630e-01,-2.076884488668932270e-05,5.532152161990233630e-01,-2.076884488668932270e-05,1.106430432398046726e+00,-4.153768977337864539e-05,-2.151002217520368420e-03,-2.151002217520368420e-03,-2.151002217520368420e-03
1.364583136588923844e+04,5.545935436019713283e-01,5.545935436019713283e-01,1.109187087203942657e+00,1.148794961871174962e+02,1.148794961871174962e+02,1.209000961003971213e+02,5.545935431998456622e-01,-2.111948585470480142e-05,5.545935431998456622e-01,-2.111948585470480142e-05,1.109187086399691324e+00,-4.223897170940960283e-05,-2.181881522446540121e-03,-2.181881522446540121e-03,-2.181881522446540121e-03
1.380384264602886651e+04,5.560111183448032124e-01,5.560111183448032124e-01,1.112022236689606425e+00,1.149016695218396222e+02,1.149016695218396222e+02,1.209222694351192473e+02,5.560111179299331852e-01,-2.147893850599751227e-05,5.560111179299331852e-01,-2.147893850599751227e-05,1.112022235859866370e+00,-4.295787701199502455e-05,-2.213359561557542467e-03,-2.213359561557542467e-03,-2.213359561557542467e-03
