frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_NM_phase_deg
3.589219346450049670e+03,1.151001261721779967e+00,1.151001261721779967e+00,1.151001261721779967e+00,1.212215159940294882e+02,1.212215159940294882e+02,1.212215159940294882e+02,-1.199451731104304386e+01
3.630780547701013802e+03,1.155181755685278366e+00,1.155181755685278366e+00,1.155181755685278366e+00,1.212530064253599846e+02,1.212530064253599846e+02,1.212530064253599846e+02,-1.219253916587139663e+01
3.672823004980846235e+03,1.159477475546607961e+00,1.159477475546607961e+00,1.159477475546607961e+00,1.212852463257012090e+02,1.212852463257012090e+02,1.212852463257012090e+02,-1.239525453001153288e+01
3.715352290971727598e+03,1.163891928566538780e+00,1.163891928566538780e+00,1.163891928566538780e+00,1.213182531285082035e+02,1.213182531285082035e+02,1.213182531285082035e+02,-1.260282311875612393e+01
3.758374042884443043e+03,1.168428737535165407e+00,1.168428737535165407e+00,1.168428737535165407e+00,1.213520445983387788e+02,1.213520445983387788e+02,1.213520445983387788e+02,-1.281541159944237407e+01
3.801893963205612636e+03,1.173091644235751296e+00,1.173091644235751296e+00,1.173091644235751296e+00,1.213866388276676958e+02,1.213866388276676958e+02,1.213866388276676958e+02,-1.303319394609074244e+01
3.845917820453535569e+03,1.177884512906022918e+00,1.177884512906022918e+00,1.177884512906022918e+00,1.214220542323435836e+02,1.214220542323435836e+02,1.214220542323435836e+02,-1.325635181416117447e+01
3.890451449942804629e+03,1.182811333676239585e+00,1.182811333676239585e+00,1.182811333676239585e+00,1.214583095455136004e+02,1.214583095455136004e+02,1.214583095455136004e+02,-1.348507493661896284e+01
3.935500754557772325e+03,1.187876225959578314e+00,1.187876225959578314e+00,1.187876225959578314e+00,1.214954238098192576e+02,1.214954238098192576e+02,1.214954238098192576e+02,-1.371956154256540295e+01
3.981071705534973262e+03,1.193083441766022101e+00,1.193083441766022101e+00,1.193083441766022101e+00,1.215334163676448753e+02,1.215334163676448753e+02,1.215334163676448753e+02,-1.396001879975462678e+01
4.027170343254590989e+03,1.198437368906005718e+00,1.198437368906005718e+00,1.198437368906005718e+00,1.215723068491747085e+02,1.215723068491747085e+02,1.215723068491747085e+02,-1.420666328238356613e+01
4.073802778041130296e+03,1.203942534044349921e+00,1.203942534044349921e+00,1.203942534044349921e+00,1.216121151579868211e+02,1.216121151579868211e+02,1.216121151579868211e+02,-1.445972146560921523e+01
4.120975190973304052e+03,1.209603605558456252e+00,1.209603605558456252e+00,1.209603605558456252e+00,1.216528614538802060e+02,1.216528614538802060e+02,1.216528614538802060e+02,-1.471943024831262647e+01
4.168693834703354696e+03,1.215425396147262527e+00,1.215425396147262527e+00,1.215425396147262527e+00,1.216945661325969894e+02,1.216945661325969894e+02,1.216945661325969894e+02,-1.498603750569434290e+01
4.216965034285822185e+03,1.221412865128879366e+00,1.221412865128879366e+00,1.221412865128879366e+00,1.217372498020630900e+02,1.217372498020630900e+02,1.217372498020630900e+02,-1.525980267334666785e+01
4.265795188015925305e+03,1.227571120354975953e+00,1.227571120354975953e+00,1.227571120354975953e+00,1.217809332547263921e+02,1.217809332547263921e+02,1.217809332547263921e+02,-1.554099736450618963e+01
4.315190768277650022e+03,1.233905419658791969e+00,1.233905419658791969e+00,1.233905419658791969e+00,1.218256374355247686e+02,1.218256374355247686e+02,1.218256374355247686e+02,-1.582990602224047549e+01
4.365158322401661280e+03,1.240421171740799577e+00,1.240421171740799577e+00,1.240421171740799577e+00,1.218713834049615627e+02,1.218713834049615627e+02,1.218713834049615627e+02,-1.612682660836547299e+01
4.415704473533125565e+03,1.247123936381394627e+00,1.247123936381394627e+00,1.247123936381394627e+00,1.219181922967073461e+02,1.219181922967073461e+02,1.219181922967073461e+02,-1.643207133092021976e+01
4.466835921509635227e+03,1.254019423853298232e+00,1.254019423853298232e+00,1.254019423853298232e+00,1.219660852690801391e+02,1.219660852690801391e+02,1.219660852690801391e+02,-1.674596741204263495e+01
4.518559443749226375e+03,1.261113493387249651e+00,1.261113493387249651e+00,1.261113493387249651e+00,1.220150834496829191e+02,1.220150834496829191e+02,1.220150834496829191e+02,-1.706885789808477583e+01
4.570881896148751366e+03,1.268412150522926884e+00,1.268412150522926884e+00,1.268412150522926884e+00,1.220652078723956322e+02,1.220652078723956322e+02,1.220652078723956322e+02,-1.740110251378040473e+01
4.623810213992603167e+03,1.275921543152274351e+00,1.275921543152274351e+00,1.275921543152274351e+00,1.221164794058281871e+02,1.221164794058281871e+02,1.221164794058281871e+02,-1.774307856221773605e+01
4.677351412871980756e+03,1.283647956034354554e+00,1.283647956034354554e+00,1.283647956034354554e+00,1.221689186722407214e+02,1.221689186722407214e+02,1.221689186722407214e+02,-1.809518187227585528e+01
4.731512589614802891e+03,1.291597803528961252e+00,1.291597803528961252e+00,1.291597803528961252e+00,1.222225459558268597e+02,1.222225459558268597e+02,1.222225459558268597e+02,-1.845782779504079230e+01
4.786300923226380291e+03,1.299777620260026634e+00,1.299777620260026634e+00,1.299777620260026634e+00,1.222773810991320289e+02,1.222773810991320289e+02,1.222773810991320289e+02,-1.883145225051795535e+01
4.841723675840993565e+03,1.308194049378930135e+00,1.308194049378930135e+00,1.308194049378930135e+00,1.223334433862449941e+02,1.223334433862449941e+02,1.223334433862449941e+02,-1.921651282569074226e+01
4.897788193684461476e+03,1.316853828051478770e+00,1.316853828051478770e+00,1.316853828051478770e+00,1.223907514112511308e+02,1.223907514112511308e+02,1.223907514112511308e+02,-1.961348992462231067e+01
4.954501908047905090e+03,1.325763769740073261e+00,1.325763769740073261e+00,1.325763769740073261e+00,1.224493229302728849e+02,1.224493229302728849e+02,1.224493229302728849e+02,-2.002288797084597505e+01
5.011872336272725079e+03,1.334930742793711822e+00,1.334930742793711822e+00,1.334930742793711822e+00,1.225091746952441696e+02,1.225091746952441696e+02,1.225091746952441696e+02,-2.044523666171411236e+01
5.069907082747044115e+03,1.344361644792387844e+00,1.344361644792387844e+00,1.344361644792387844e+00,1.225703222673704147e+02,1.225703222673704147e+02,1.225703222673704147e+02,-2.088109227365763232e+01
5.128613839913648007e+03,1.354063372018349698e+00,1.354063372018349698e+00,1.354063372018349698e+00,1.226327798080139786e+02,1.226327798080139786e+02,1.226327798080139786e+02,-2.133103901641290534e+01
5.188000389289609302e+03,1.364042783344066700e+00,1.364042783344066700e+00,1.364042783344066700e+00,1.226965598445155337e+02,1.226965598445155337e+02,1.226965598445155337e+02,-2.179569043317464150e+01
5.248074602497723390e+03,1.374306657734761572e+00,1.374306657734761572e+00,1.374306657734761572e+00,1.227616730082161070e+02,1.227616730082161070e+02,1.227616730082161070e+02,-2.227569084228813523e+01
5.308844442309884471e+03,1.384861644461665486e+00,1.384861644461665486e+00,1.384861644461665486e+00,1.228281277416807171e+02,1.228281277416807171e+02,1.228281277416807171e+02,-2.277171681446079532e+01
5.370317963702526868e+03,1.395714205010067932e+00,1.395714205010067932e+00,1.395714205010067932e+00,1.228959299718471527e+02,1.228959299718471527e+02,1.228959299718471527e+02,-2.328447867749862255e+01
5.432503314924336337e+03,1.406870545543755124e+00,1.406870545543755124e+00,1.406870545543755124e+00,1.229650827455313618e+02,1.229650827455313618e+02,1.229650827455313618e+02,-2.381472203820121436e+01
5.495408738576248652e+03,1.418336538654413115e+00,1.418336538654413115e+00,1.418336538654413115e+00,1.230355858234198507e+02,1.230355858234198507e+02,1.230355858234198507e+02,-2.436322930820870880e+01
5.559042572704037411e+03,1.430117632981740883e+00,1.430117632981740883e+00,1.430117632981740883e+00,1.231074352283743991e+02,1.231074352283743991e+02,1.231074352283743991e+02,-2.493082121721586120e+01
5.623413251903491073e+03,1.442218749138227230e+00,1.442218749138227230e+00,1.442218749138227230e+00,1.231806227435709644e+02,1.231806227435709644e+02,1.231806227435709644e+02,-2.551835829296053504e+01
5.688529308438412954e+03,1.454644160213943493e+00,1.454644160213943493e+00,1.454644160213943493e+00,1.232551353557040557e+02,1.232551353557040557e+02,1.232551353557040557e+02,-2.612674228266825693e+01
5.754399373371566071e+03,1.467397354974095514e+00,1.467397354974095514e+00,1.467397354974095514e+00,1.233309546382235169e+02,1.233309546382235169e+02,1.233309546382235169e+02,-2.675691748508648260e+01
5.821032177708715608e+03,1.480480881699959728e+00,1.480480881699959728e+00,1.480480881699959728e+00,1.234080560693483619e+02,1.234080560693483619e+02,1.234080560693483619e+02,-2.740987195575975832e+01
5.888436553555889986e+03,1.493896170468393070e+00,1.493896170468393070e+00,1.493896170468393070e+00,1.234864082794453850e+02,1.234864082794453850e+02,1.234864082794453850e+02,-2.808663854066927001e+01
5.956621435290109730e+03,1.507643331524898711e+00,1.507643331524898711e+00,1.507643331524898711e+00,1.235659722222974040e+02,1.235659722222974040e+02,1.235659722222974040e+02,-2.878829568466641931e+01
6.025595860743580488e+03,1.521720927291664971e+00,1.521720927291664971e+00,1.521720927291664971e+00,1.236467002648516313e+02,1.236467002648516313e+02,1.236467002648516313e+02,-2.951596795115828442e+01
6.095368972401694009e+03,1.536125715480209042e+00,1.536125715480209042e+00,1.536125715480209042e+00,1.237285351902792740e+02,1.237285351902792740e+02,1.237285351902792740e+02,-3.027082617815455023e+01
6.165950018614822511e+03,1.550852360767555727e+00,1.550852360767555727e+00,1.550852360767555727e+00,1.238114091096455809e+02,1.238114091096455809e+02,1.238114091096455809e+02,-3.105408718297595527e+01
6.237348354824191119e+03,1.565893112570115653e+00,1.565893112570115653e+00,1.565893112570115653e+00,1.238952422782536047e+02,1.238952422782536047e+02,1.238952422782536047e+02,-3.186701291362464872e+01
6.309573444801930236e+03,1.581237446641255762e+00,1.581237446641255762e+00,1.581237446641255762e+00,1.239799418138625526e+02,1.239799418138625526e+02,1.239799418138625526e+02,-3.271090892903482228e+01
6.382634861905482467e+03,1.596871668565046143e+00,1.596871668565046143e+00,1.596871668565046143e+00,1.240654003155875529e+02,1.240654003155875529e+02,1.240654003155875529e+02,-3.358712207327297250e+01
6.456542290346556001e+03,1.612778477765336449e+00,1.612778477765336449e+00,1.612778477765336449e+00,1.241514943844688617e+02,1.241514943844688617e+02,1.241514943844688617e+02,-3.449703719046359396e+01
6.531305526474722683e+03,1.628936491450154955e+00,1.628936491450154955e+00,1.628936491450154955e+00,1.242380830495782504e+02,1.242380830495782504e+02,1.242380830495782504e+02,-3.544207270816070832e+01
6.606934480075964530e+03,1.645319729028611899e+00,1.645319729028611899e+00,1.645319729028611899e+00,1.243250061072421886e+02,1.243250061072421886e+02,1.243250061072421886e+02,-3.642367489768406585e+01
6.683439175686148701e+03,1.661897059040270408e+00,1.661897059040270408e+00,1.661897059040270408e+00,1.244120823856483469e+02,1.244120823856483469e+02,1.244120823856483469e+02,-3.744331060144424583e+01
6.760829753919819268e+03,1.678631612600089085e+00,1.678631612600089085e+00,1.678631612600089085e+00,1.244991079529097675e+02,1.244991079529097675e+02,1.244991079529097675e+02,-3.850245820073411096e+01
6.839116472814293047e+03,1.695480169861078412e+00,1.695480169861078412e+00,1.695480169861078412e+00,1.245858542937209421e+02,1.245858542937209421e+02,1.245858542937209421e+02,-3.960259658446722142e+01
6.918309709189362366e+03,1.712392529102425787e+00,1.712392529102425787e+00,1.712392529102425787e+00,1.246720664881663652e+02,1.246720664881663652e+02,1.246720664881663652e+02,-4.074519187202530901e+01
6.998419960022731175e+03,1.729310871818668272e+00,1.729310871818668272e+00,1.729310871818668272e+00,1.247574614360924841e+02,1.247574614360924841e+02,1.247574614360924841e+02,-4.193168164437203416e+01
7.079457843841380964e+03,1.746169141643358680e+00,1.746169141643358680e+00,1.746169141643358680e+00,1.248417261817158419e+02,1.248417261817158419e+02,1.248417261817158419e+02,-4.316345645012678744e+01
7.161434102129020175e+03,1.762892460070399236e+00,1.762892460070399236e+00,1.762892460070399236e+00,1.249245164056858215e+02,1.249245164056858215e+02,1.249245164056858215e+02,-4.444183838114859952e+01
7.244359600749906349e+03,1.779396607651869910e+00,1.779396607651869910e+00,1.779396607651869910e+00,1.250054551653611412e+02,1.250054551653611412e+02,1.250054551653611412e+02,-4.576805655961581465e+01
7.328245331389044622e+03,1.795587605472258153e+00,1.795587605472258153e+00,1.795587605472258153e+00,1.250841319781033008e+02,1.250841319781033008e+02,1.250841319781033008e+02,-4.714321945013971060e+01
7.413102413009177326e+03,1.811361437922988316e+00,1.811361437922988316e+00,1.811361437922988316e+00,1.251601023561825059e+02,1.251601023561825059e+02,1.251601023561825059e+02,-4.856828401064027645e+01
7.498942093324558300e+03,1.826603963674418685e+00,1.826603963674418685e+00,1.826603963674418685e+00,1.252328879143716023e+02,1.252328879143716023e+02,1.252328879143716023e+02,-5.004402182848718184e+01
7.585775750291835720e+03,1.841191066640970986e+00,1.841191066640970986e+00,1.841191066640970986e+00,1.253019771810763245e+02,1.253019771810763245e+02,1.253019771810763245e+02,-5.157098255651992247e+01
7.673614893618185306e+03,1.854989101854798594e+00,1.854989101854798594e+00,1.854989101854798594e+00,1.253668272491751736e+02,1.253668272491751736e+02,1.253668272491751736e+02,-5.314945516758314881e+01
7.762471166286919470e+03,1.867855691538994778e+00,1.867855691538994778e+00,1.867855691538994778e+00,1.254268664015940971e+02,1.254268664015940971e+02,1.254268664015940971e+02,-5.477942778353672537e+01
7.852356346100717928e+03,1.879640923225375904e+00,1.879640923225375904e+00,1.879640923225375904e+00,1.254814978368021627e+02,1.254814978368021627e+02,1.254814978368021627e+02,-5.646054709833445884e+01
7.943282347242821743e+03,1.890188993403073558e+00,1.890188993403073558e+00,1.890188993403073558e+00,1.255301045986876147e+02,1.255301045986876147e+02,1.255301045986876147e+02,-5.819207869227489027e+01
8.035261221856177144e+03,1.899340325955265030e+00,1.899340325955265030e+00,1.899340325955265030e+00,1.255720557817544858e+02,1.255720557817544858e+02,1.255720557817544858e+02,-5.997286980725014871e+01
8.128305161640994811e+03,1.906934173918726438e+00,1.906934173918726438e+00,1.906934173918726438e+00,1.256067140350441349e+02,1.256067140350441349e+02,1.256067140350441349e+02,-6.180131639573222913e+01
8.222426499470711860e+03,1.912811685829284958e+00,1.912811685829284958e+00,1.912811685829284958e+00,1.256334443265173206e+02,1.256334443265173206e+02,1.256334443265173206e+02,-6.367533643872283733e+01
8.317637711026709439e+03,1.916819384847902485e+00,1.916819384847902485e+00,1.916819384847902485e+00,1.256516238552727032e+02,1.256516238552727032e+02,1.256516238552727032e+02,-6.559235161588182450e+01
8.413951416451947807e+03,1.918812971748889762e+00,1.918812971748889762e+00,1.918812971748889762e+00,1.256606529152843308e+02,1.256606529152843308e+02,1.256606529152843308e+02,-6.754927937048201159e+01
8.511380382023759012e+03,1.918661324528107448e+00,1.918661324528107448e+00,1.918661324528107448e+00,1.256599664267647398e+02,1.256599664267647398e+02,1.256599664267647398e+02,-6.954253721358030305e+01
8.609937521846008167e+03,1.916250531678614477e+00,1.916250531678614477e+00,1.916250531678614477e+00,1.256490457672166059e+02,1.256490457672166059e+02,1.256490457672166059e+02,-7.156806073744327534e+01
8.709635899560806138e+03,1.911487767579603148e+00,1.911487767579603148e+00,1.911487767579603148e+00,1.256274304625895297e+02,1.256274304625895297e+02,1.256274304625895297e+02,-7.362133625596752040e+01
8.810488730080147434e+03,1.904304801567920036e+00,1.904304801567920036e+00,1.904304801567920036e+00,1.255947292490851339e+02,1.255947292490851339e+02,1.255947292490851339e+02,-7.569744827900395023e+01
8.912509381337458763e+03,1.894660931112712721e+00,1.894660931112712721e+00,1.894660931112712721e+00,1.255506299966632753e+02,1.255506299966632753e+02,1.255506299966632753e+02,-7.779114120090376616e+01
9.015711376059571194e+03,1.882545146680883796e+00,1.882545146680883796e+00,1.882545146680883796e+00,1.254949080025732542e+02,1.254949080025732542e+02,1.254949080025732542e+02,-7.989689370592796536e+01
9.120108393559095930e+03,1.867977371838207112e+00,1.867977371838207112e+00,1.867977371838207112e+00,1.254274322200514575e+02,1.254274322200514575e+02,1.254274322200514575e+02,-8.200900354497557032e+01
9.225714271547629323e+03,1.851008674827240297e+00,1.851008674827240297e+00,1.851008674827240297e+00,1.253481690819275940e+02,1.253481690819275940e+02,1.253481690819275940e+02,-8.412167960625355079e+01
9.332543007969905375e+03,1.831720412746112636e+00,1.831720412746112636e+00,1.831720412746112636e+00,1.252571837046726131e+02,1.252571837046726131e+02,1.252571837046726131e+02,-8.622913766765502430e+01
9.440608762859235867e+03,1.810222339985605222e+00,1.810222339985605222e+00,1.810222339985605222e+00,1.251546384045502549e+02,1.251546384045502549e+02,1.251546384045502549e+02,-8.832569594263942747e+01
9.549925860214360000e+03,1.786649781191889774e+00,1.786649781191889774e+00,1.786649781191889774e+00,1.250407886102475317e+02,1.250407886102475317e+02,1.250407886102475317e+02,-9.040586654710902792e+01
9.660508789898140094e+03,1.761160028289184609e+00,1.761160028289184609e+00,1.761160028289184609e+00,1.249159764009503562e+02,1.249159764009503562e+02,1.249159764009503562e+02,-9.246443932029100665e+01
9.772372209558112445e+03,1.733928164936973104e+00,1.733928164936973104e+00,1.733928164936973104e+00,1.247806220217690623e+02,1.247806220217690623e+02,1.247806220217690623e+02,-9.449655499168494543e+01
9.885530946569389926e+03,1.705142546373990431e+00,1.705142546373990431e+00,1.705142546373990431e+00,1.246352138192496852e+02,1.246352138192496852e+02,1.246352138192496852e+02,-9.649776543433759457e+01
1.000000000000000000e+04,1.675000166785094002e+00,1.675000166785094002e+00,1.675000166785094002e+00,1.244802970923389864e+02,1.244802970923389864e+02,1.244802970923389864e+02,-9.846407960010388649e+01
1.011579454259898193e+04,1.643702131626895158e+00,1.643702131626895158e+00,1.643702131626895158e+00,1.243164623673473272e+02,1.243164623673473272e+02,1.243164623673473272e+02,-1.003919946084489254e+02
1.023292992280753606e+04,1.611449422395653697e+00,1.611449422395653697e+00,1.611449422395653697e+00,1.241443335823945233e+02,1.241443335823945233e+02,1.241443335823945233e+02,-1.022785122774021431e+02
1.035142166679345246e+04,1.578439101058720651e+00,1.578439101058720651e+00,1.578439101058720651e+00,1.239645566142149988e+02,1.239645566142149988e+02,1.239645566142149988e+02,-1.041211420809525947e+02
1.047128548050898462e+04,1.544861056150495182e+00,1.544861056150495182e+00,1.544861056150495182e+00,1.237777885067945647e+02,1.237777885067945647e+02,1.237777885067945647e+02,-1.059178920511726290e+02
1.059253725177289743e+04,1.510895347316069781e+00,1.510895347316069781e+00,1.510895347316069781e+00,1.235846876764937008e+02,1.235846876764937008e+02,1.235846876764937008e+02,-1.076672494986690509e+02
1.071519305237607114e+04,1.476710163863929504e+00,1.476710163863929504e+00,1.476710163863929504e+00,1.233859052808292915e+02,1.233859052808292915e+02,1.233859052808292915e+02,-1.093681536054146903e+02
1.083926914021203811e+04,1.442460378388950470e+00,1.442460378388950470e+00,1.442460378388950470e+00,1.231820778551568480e+02,1.231820778551568480e+02,1.231820778551568480e+02,-1.110199619695090547e+02
1.096478196143185050e+04,1.408286650172367649e+00,1.408286650172367649e+00,1.408286650172367649e+00,1.229738212483590445e+02,1.229738212483590445e+02,1.229738212483590445e+02,-1.126224130817634830e+02
1.109174815262400807e+04,1.374315015128122708e+00,1.374315015128122708e+00,1.374315015128122708e+00,1.227617258284329438e+02,1.227617258284329438e+02,1.227617258284329438e+02,-1.141755865235815861e+02
1.122018454301962993e+04,1.340656888945272796e+00,1.340656888945272796e+00,1.340656888945272796e+00,1.225463528828460937e+02,1.225463528828460937e+02,1.225463528828460937e+02,-1.156798624281820906e+02
1.135010815672314311e+04,1.307409406605934965e+00,1.307409406605934965e+00,1.307409406605934965e+00,1.223282321064385059e+02,1.223282321064385059e+02,1.223282321064385059e+02,-1.171358814729251918e+02
1.148153621496884080e+04,1.274656023194773669e+00,1.274656023194773669e+00,1.274656023194773669e+00,1.221078600501711122e+02,1.221078600501711122e+02,1.221078600501711122e+02,-1.185445063937066550e+02
1.161448613840341386e+04,1.242467306372539770e+00,1.242467306372539770e+00,1.242467306372539770e+00,1.218856993952091159e+02,1.218856993952091159e+02,1.218856993952091159e+02,-1.199067857510689379e+02
1.174897554939530346e+04,1.210901858695381250e+00,1.210901858695381250e+00,1.210901858695381250e+00,1.216621789164659759e+02,1.216621789164659759e+02,1.216621789164659759e+02,-1.212239204436578319e+02
1.188502227437018882e+04,1.180007316971752873e+00,1.180007316971752873e+00,1.180007316971752873e+00,1.214376940056242802e+02,1.214376940056242802e+02,1.214376940056242802e+02,-1.224972332643807533e+02
1.202264434617413099e+04,1.149821385159665033e+00,1.149821385159665033e+00,1.149821385159665033e+00,1.212126076337807774e+02,1.212126076337807774e+02,1.212126076337807774e+02,-1.237281416303706152e+02
1.216186000646367938e+04,1.120372866273695589e+00,1.120372866273695589e+00,1.120372866273695589e+00,1.209872516465453884e+02,1.209872516465453884e+02,1.209872516465453884e+02,-1.249181334886903301e+02
1.230268770812381081e+04,1.091682666969858495e+00,1.091682666969858495e+00,1.091682666969858495e+00,1.207619282982842179e+02,1.207619282982842179e+02,1.207619282982842179e+02,-1.260687463028000792e+02
1.244514611771386990e+04,1.063764755671300133e+00,1.063764755671300133e+00,1.063764755671300133e+00,1.205369119462181402e+02,1.205369119462181402e+02,1.205369119462181402e+02,-1.271815489560468109e+02
1.258925411794166212e+04,1.036627061192914923e+00,1.036627061192914923e+00,1.036627061192914923e+00,1.203124508385432421e+02,1.203124508385432421e+02,1.203124508385432421e+02,-1.282581263633140907e+02
1.273503081016662873e+04,1.010272303823571027e+00,1.010272303823571027e+00,1.010272303823571027e+00,1.200887689431564240e+02,1.200887689431564240e+02,1.200887689431564240e+02,-1.293000665559700906e+02
1.288249551693132344e+04,9.846987548029019210e-01,9.846987548029019210e-01,9.846987548029019210e-01,1.198660677746874370e+02,1.198660677746874370e+02,1.198660677746874370e+02,-1.303089499941265501e+02
1.303166778452300059e+04,9.599009231935977660e-01,9.599009231935977660e-01,9.599009231935977660e-01,1.196445281872322823e+02,1.196445281872322823e+02,1.196445281872322823e+02,-1.312863408603062680e+02
1.318256738556407436e+04,9.358701714287515072e-01,9.358701714287515072e-01,9.358701714287515072e-01,1.194243121084623453e+02,1.194243121084623453e+02,1.194243121084623453e+02,-1.322337800966718930e+02
1.333521432163324062e+04,9.125952624346804765e-01,9.125952624346804765e-01,9.125952624346804765e-01,1.192055641977002551e+02,1.192055641977002551e+02,1.192055641977002551e+02,-1.331527799614938772e+02
1.348962882591653215e+04,8.900628423181503601e-01,8.900628423181503601e-01,8.900628423181503601e-01,1.189884134162355735e+02,1.189884134162355735e+02,1.189884134162355735e+02,-1.340448198973925287e+02
1.364583136588923844e+04,8.682578632728072954e-01,8.682578632728072954e-01,8.682578632728072954e-01,1.187729745027260009e+02,1.187729745027260009e+02,1.187729745027260009e+02,-1.349113435225672504e+02
1.380384264602886651e+04,8.471639517008182629e-01,8.471639517008182629e-01,8.471639517008182629e-01,1.185593493501448989e+02,1.185593493501448989e+02,1.185593493501448989e+02,-1.357537565755007165e+02
1.396368361055936293e+04,8.267637266432581455e-01,8.267637266432581455e-01,8.267637266432581455e-01,1.183476282835305682e+02,1.183476282835305682e+02,1.183476282835305682e+02,-1.365734256626842864e+02
1.412537544622755377e+04,8.070390735339471044e-01,8.070390735339471044e-01,8.070390735339471044e-01,1.181378912399031123e+02,1.181378912399031123e+02,1.181378912399031123e+02,-1.373716776771639445e+02
1.428893958511103665e+04,7.879713780902897202e-01,7.879713780902897202e-01,7.879713780902897202e-01,1.179302088532631245e+02,1.179302088532631245e+02,1.179302088532631245e+02,-1.381497997727825293e+02
1.445439770745928035e+04,7.695417248727319803e-01,7.695417248727319803e-01,7.695417248727319803e-01,1.177246434486706903e+02,1.177246434486706903e+02,1.177246434486706903e+02,-1.389090397947034319e+02
1.462177174456718240e+04,7.517310647152354308e-01,7.517310647152354308e-01,7.517310647152354308e-01,1.175212499501300272e+02,1.175212499501300272e+02,1.175212499501300272e+02,-1.396506070810151527e+02
1.479108388168207239e+04,7.345203548759016154e-01,7.345203548759016154e-01,7.345203548759016154e-01,1.173200767074348647e+02,1.173200767074348647e+02,1.173200767074348647e+02,-1.403756735629576724e+02
1.496235656094435944e+04,7.178906753980858202e-01,7.178906753980858202e-01,7.178906753980858202e-01,1.171211662473429413e+02,1.171211662473429413e+02,1.171211662473429413e+02,-1.410853751026014322e+02
1.513561248436207097e+04,7.018233248202495611e-01,7.018233248202495611e-01,7.018233248202495611e-01,1.169245559544869479e+02,1.169245559544869479e+02,1.169245559544869479e+02,-1.417808130167378238e+02
1.531087461682031972e+04,6.862998980357969403e-01,6.862998980357969403e-01,6.862998980357969403e-01,1.167302786873429596e+02,1.167302786873429596e+02,1.167302786873429596e+02,-1.424630557444164651e+02
1.548816618912479498e+04,6.713023487881385476e-01,6.713023487881385476e-01,6.713023487881385476e-01,1.165383633344013248e+02,1.165383633344013248e+02,1.165383633344013248e+02,-1.431331406230800951e+02
1.566751070108150088e+04,6.568130389933630742e-01,6.568130389933630742e-01,6.568130389933630742e-01,1.163488353154389756e+02,1.163488353154389756e+02,1.163488353154389756e+02,-1.437920757447628830e+02
1.584893192461114086e+04,6.428147768158434250e-01,6.428147768158434250e-01,6.428147768158434250e-01,1.161617170325112340e+02,1.161617170325112340e+02,1.161617170325112340e+02,-1.444408418693885494e+02
1.603245390690041677e+04,6.292908451795689029e-01,6.292908451795689029e-01,6.292908451795689029e-01,1.159770282749650789e+02,1.159770282749650789e+02,1.159770282749650789e+02,-1.450803943770063142e+02
1.621810097358929852e+04,6.162250221806705452e-01,6.162250221806705452e-01,6.162250221806705452e-01,1.157947865824537814e+02,1.157947865824537814e+02,1.157947865824537814e+02,-1.457116652448759169e+02
1.640589773199538831e+04,6.036015946721863257e-01,6.036015946721863257e-01,6.036015946721863257e-01,1.156150075695997401e+02,1.156150075695997401e+02,1.156150075695997401e+02,-1.463355650388015761e+02
1.659586907437563059e+04,5.914053661197141709e-01,5.914053661197141709e-01,5.914053661197141709e-01,1.154377052156250585e+02,1.154377052156250585e+02,1.154377052156250585e+02,-1.469529849110669488e+02
1.678804018122558773e+04,5.796216596741752269e-01,5.796216596741752269e-01,5.796216596741752269e-01,1.152628921219459812e+02,1.152628921219459812e+02,1.152628921219459812e+02,-1.475647985998358820e+02
1.698243652461746024e+04,5.682363172736308865e-01,5.682363172736308865e-01,5.682363172736308865e-01,1.150905797404134603e+02,1.150905797404134603e+02,1.150905797404134603e+02,-1.481718644270131620e+02
1.717908387157585821e+04,5.572356954684370978e-01,5.572356954684370978e-01,5.572356954684370978e-01,1.149207785745803392e+02,1.149207785745803392e+02,1.149207785745803392e+02,-1.487750272933615747e+02
1.737800828749376160e+04,5.466066585606590422e-01,5.466066585606590422e-01,5.466066585606590422e-01,1.147534983560804420e+02,1.147534983560804420e+02,1.147534983560804420e+02,-1.493751206712140061e+02
1.757923613958693022e+04,5.363365695587911652e-01,5.363365695587911652e-01,5.363365695587911652e-01,1.145887481979273730e+02,1.145887481979273730e+02,1.145887481979273730e+02,-1.499729685964124712e+02
1.778279410038922651e+04,5.264132793699133339e-01,5.264132793699133339e-01,5.264132793699133339e-01,1.144265367262644304e+02,1.144265367262644304e+02,1.144265367262644304e+02,-1.505693876622305538e+02
1.798870915128787237e+04,5.168251145829838578e-01,5.168251145829838578e-01,5.168251145829838578e-01,1.142668721918377059e+02,1.142668721918377059e+02,1.142668721918377059e+02,-1.511651890189783671e+02
1.819700858609982606e+04,5.075608641369893093e-01,5.075608641369893093e-01,5.075608641369893093e-01,1.141097625622044518e+02,1.141097625622044518e+02,1.141097625622044518e+02,-1.517611803838134961e+02
1.840772001468958115e+04,4.986097651154393073e-01,4.986097651154393073e-01,4.986097651154393073e-01,1.139552155954377923e+02,1.139552155954377923e+02,1.139552155954377923e+02,-1.523581680659846427e+02
