frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_NM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_NM_dBuA,I_NM_phase_deg
4.518559443749226630e+06,5.009680862966966285e-10,5.009680862966966285e-10,5.009680862966966285e-10,-6.600379879150537477e+01,-6.600379879150537477e+01,-6.600379879150537477e+01,-1.394833619208330617e+02
4.570881896148751490e+06,4.937331635310960243e-10,4.937331635310960243e-10,4.937331635310960243e-10,-6.613015401405230875e+01,-6.613015401405230875e+01,-6.613015401405230875e+01,-1.397754262942197556e+02
4.623810213992603123e+06,4.861386770244158059e-10,4.861386770244158059e-10,4.861386770244158059e-10,-6.626479650465307714e+01,-6.626479650465307714e+01,-6.626479650465307714e+01,-1.400726902714095274e+02
4.677351412871981040e+06,4.782058375462941583e-10,4.782058375462941583e-10,4.782058375462941583e-10,-6.640770253351112729e+01,-6.640770253351112729e+01,-6.640770253351112729e+01,-1.403748104532575098e+02
4.731512589614802971e+06,4.699556373160518375e-10,4.699556373160518375e-10,4.699556373160518375e-10,-6.655886272971828532e+01,-6.655886272971828532e+01,-6.655886272971828532e+01,-1.406814640836435615e+02
4.786300923226380721e+06,4.614088206734822121e-10,4.614088206734822121e-10,4.614088206734822121e-10,-6.671828214804520485e+01,-6.671828214804520485e+01,-6.671828214804520485e+01,-1.409923474843943723e+02
4.841723675840999000e+06,4.525858577011587324e-10,4.525858577011587324e-10,4.525858577011587324e-10,-6.688598041806804417e+01,-6.688598041806804417e+01,-6.688598041806804417e+01,-1.413071746359439373e+02
4.897788193684466183e+06,4.435069206080625179e-10,4.435069206080625179e-10,4.435069206080625179e-10,-6.706199197849659299e+01,-6.706199197849659299e+01,-6.706199197849659299e+01,-1.416256758882949214e+02
4.954501908047905192e+06,4.341918626949607330e-10,4.341918626949607330e-10,4.341918626949607330e-10,-6.724636640067166127e+01,-6.724636640067166127e+01,-6.724636640067166127e+01,-1.419475967886682497e+02
5.011872336272724904e+06,4.246601997320576102e-10,4.246601997320576102e-10,4.246601997320576102e-10,-6.743916880640350087e+01,-6.743916880640350087e+01,-6.743916880640350087e+01,-1.422726970138094202e+02
5.069907082747044042e+06,4.149310935888572762e-10,4.149310935888572762e-10,4.149310935888572762e-10,-6.764048038666535945e+01,-6.764048038666535945e+01,-6.764048038666535945e+01,-1.426007493963026889e+02
5.128613839913648553e+06,4.050233379651657333e-10,4.050233379651657333e-10,4.050233379651657333e-10,-6.785039902916474830e+01,-6.785039902916474830e+01,-6.785039902916474830e+01,-1.429315390354479973e+02
5.188000389289609157e+06,3.949553460806156143e-10,3.949553460806156143e-10,3.949553460806156143e-10,-6.806904006453575562e+01,-6.806904006453575562e+01,-6.806904006453575562e+01,-1.432648624843092477e+02
5.248074602497722954e+06,3.847451401880454003e-10,3.847451401880454003e-10,3.847451401880454003e-10,-6.829653714287806565e+01,-6.829653714287806565e+01,-6.829653714287806565e+01,-1.436005270054671712e+02
5.308844442309889942e+06,3.744103427836241828e-10,3.744103427836241828e-10,3.744103427836241828e-10,-6.853304325467151159e+01,-6.853304325467151159e+01,-6.853304325467151159e+01,-1.439383498888194026e+02
5.370317963702532463e+06,3.639681693937001869e-10,3.639681693937001869e-10,3.639681693937001869e-10,-6.877873191279537934e+01,-6.877873191279537934e+01,-6.877873191279537934e+01,-1.442781578254851524e+02
5.432503314924336039e+06,3.534354228250417078e-10,3.534354228250417078e-10,3.534354228250417078e-10,-6.903379851557203040e+01,-6.903379851557203040e+01,-6.903379851557203040e+01,-1.446197863324997854e+02
5.495408738576248288e+06,3.428284887715187501e-10,3.428284887715187501e-10,3.428284887715187501e-10,-6.929846191454625171e+01,-6.929846191454625171e+01,-6.929846191454625171e+01,-1.449630792235384149e+02
5.559042572704036720e+06,3.321633326761872744e-10,3.321633326761872744e-10,3.321633326761872744e-10,-6.957296621525475189e+01,-6.957296621525475189e+01,-6.957296621525475189e+01,-1.453078881213989462e+02
5.623413251903491095e+06,3.214554977534069836e-10,3.214554977534069836e-10,3.214554977534069836e-10,-6.985758284471026514e+01,-6.985758284471026514e+01,-6.985758284471026514e+01,-1.456540720084079794e+02
5.688529308438412845e+06,3.107201040809371893e-10,3.107201040809371893e-10,3.107201040809371893e-10,-7.015261292595613440e+01,-7.015261292595613440e+01,-7.015261292595613440e+01,-1.460014968112976419e+02
5.754399373371566646e+06,2.999718486769721933e-10,2.999718486769721933e-10,2.999718486769721933e-10,-7.045839000813433017e+01,-7.045839000813433017e+01,-7.045839000813433017e+01,-1.463500350174418259e+02
5.821032177708709612e+06,2.892250064818203171e-10,2.892250064818203171e-10,2.892250064818203171e-10,-7.077528321042940718e+01,-7.077528321042940718e+01,-7.077528321042940718e+01,-1.466995653196435967e+02
5.888436553555895574e+06,2.784934321683982077e-10,2.784934321683982077e-10,2.784934321683982077e-10,-7.110370085049854083e+01,-7.110370085049854083e+01,-7.110370085049854083e+01,-1.470499722869336665e+02
5.956621435290109366e+06,2.677905627099607072e-10,2.677905627099607072e-10,2.677905627099607072e-10,-7.144409464320959557e+01,-7.144409464320959557e+01,-7.144409464320959557e+01,-1.474011460590765523e+02
6.025595860743581317e+06,2.571294206374197153e-10,2.571294206374197153e-10,2.571294206374197153e-10,-7.179696457453481173e+01,-7.179696457453481173e+01,-7.179696457453481173e+01,-1.477529820626956507e+02
6.095368972401693463e+06,2.465226179224571341e-10,2.465226179224571341e-10,2.465226179224571341e-10,-7.216286457939511934e+01,-7.216286457939511934e+01,-7.216286457939511934e+01,-1.481053807471099333e+02
6.165950018614822067e+06,2.359823604261108361e-10,2.359823604261108361e-10,2.359823604261108361e-10,-7.254240918262460980e+01,-7.254240918262460980e+01,-7.254240918262460980e+01,-1.484582473381419447e+02
6.237348354824191891e+06,2.255204528559362439e-10,2.255204528559362439e-10,2.255204528559362439e-10,-7.293628130102663931e+01,-7.293628130102663931e+01,-7.293628130102663931e+01,-1.488114916082973878e+02
6.309573444801930338e+06,2.151483041779913072e-10,2.151483041779913072e-10,2.151483041779913072e-10,-7.334524145447241494e+01,-7.334524145447241494e+01,-7.334524145447241494e+01,-1.491650276618373141e+02
6.382634861905482598e+06,2.048769334329150302e-10,2.048769334329150302e-10,2.048769334329150302e-10,-7.377013869890757292e+01,-7.377013869890757292e+01,-7.377013869890757292e+01,-1.495187737333651512e+02
6.456542290346562862e+06,1.947169759081976473e-10,1.947169759081976473e-10,1.947169759081976473e-10,-7.421192367921746325e+01,-7.421192367921746325e+01,-7.421192367921746325e+01,-1.498726519986280437e+02
6.531305526474729180e+06,1.846786896214510635e-10,1.846786896214510635e-10,1.846786896214510635e-10,-7.467166431250153380e+01,-7.467166431250153380e+01,-7.467166431250153380e+01,-1.502265883962864734e+02
6.606934480075964704e+06,1.747719620719898029e-10,1.747719620719898029e-10,1.747719620719898029e-10,-7.515056476287628584e+01,-7.515056476287628584e+01,-7.515056476287628584e+01,-1.505805124594294000e+02
6.683439175686148927e+06,1.650063172205055368e-10,1.650063172205055368e-10,1.650063172205055368e-10,-7.564998857251119091e+01,-7.564998857251119091e+01,-7.564998857251119091e+01,-1.509343571556005372e+02
6.760829753919818439e+06,1.553909226588437696e-10,1.553909226588437696e-10,1.553909226588437696e-10,-7.617148709221014258e+01,-7.617148709221014258e+01,-7.617148709221014258e+01,-1.512880587340385432e+02
6.839116472814292647e+06,1.459345969340900336e-10,1.459345969340900336e-10,1.459345969340900336e-10,-7.671683474110353984e+01,-7.671683474110353984e+01,-7.671683474110353984e+01,-1.516415565787042965e+02
6.918309709189362824e+06,1.366458169932242245e-10,1.366458169932242245e-10,1.366458169932242245e-10,-7.728807316812981298e+01,-7.728807316812981298e+01,-7.728807316812981298e+01,-1.519947930654376478e+02
6.998419960022730753e+06,1.275327257165514490e-10,1.275327257165514490e-10,1.275327257165514490e-10,-7.788756716351241494e+01,-7.788756716351241494e+01,-7.788756716351241494e+01,-1.523477134212043609e+02
7.079457843841387890e+06,1.186031395099867478e-10,1.186031395099867478e-10,1.186031395099867478e-10,-7.851807629467678851e+01,-7.851807629467678851e+01,-7.851807629467678851e+01,-1.527002655827785134e+02
7.161434102129027247e+06,1.098645559280581657e-10,1.098645559280581657e-10,1.098645559280581657e-10,-7.918284790724170819e+01,-7.918284790724170819e+01,-7.918284790724170819e+01,-1.530524000512137093e+02
7.244359600749906152e+06,1.013241613011554423e-10,1.013241613011554423e-10,1.013241613011554423e-10,-7.988573964785915393e+01,-7.988573964785915393e+01,-7.988573964785915393e+01,-1.534040697368479016e+02
7.328245331389044411e+06,9.298883834225219025e-11,9.298883834225219025e-11,9.298883834225219025e-11,-8.063138355306797678e+01,-8.063138355306797678e+01,-8.063138355306797678e+01,-1.537552297869232518e+02
7.413102413009176962e+06,8.486517370983830776e-11,8.486517370983830776e-11,8.486517370983830776e-11,-8.142540990975663817e+01,-8.142540990975663817e+01,-8.142540990975663817e+01,-1.541058373834015924e+02
7.498942093324557878e+06,7.695946550537101626e-11,7.695946550537101626e-11,7.695946550537101626e-11,-8.227475914395633083e+01,-8.227475914395633083e+01,-8.227475914395633083e+01,-1.544558514907029405e+02
7.585775750291835517e+06,6.927773068502731106e-11,6.927773068502731106e-11,6.927773068502731106e-11,-8.318812693687883097e+01,-8.318812693687883097e+01,-8.318812693687883097e+01,-1.548052325189132716e+02
7.673614893618186004e+06,6.182571236701833279e-11,6.182571236701833279e-11,6.182571236701833279e-11,-8.417661741836838019e+01,-8.417661741836838019e+01,-8.417661741836838019e+01,-1.551539418413024976e+02
7.762471166286911815e+06,5.460888701718568197e-11,5.460888701718568197e-11,5.460888701718568197e-11,-8.525473349445682913e+01,-8.525473349445682913e+01,-8.525473349445682913e+01,-1.555019410521768748e+02
7.852356346100726165e+06,4.763247149707449780e-11,4.763247149707449780e-11,4.763247149707449780e-11,-8.644193767495633551e+01,-8.644193767495633551e+01,-8.644193767495633551e+01,-1.558491907403868026e+02
7.943282347242821939e+06,4.090142996020099377e-11,4.090142996020099377e-11,4.090142996020099377e-11,-8.776523016602986615e+01,-8.776523016602986615e+01,-8.776523016602986615e+01,-1.561956483050016971e+02
8.035261221856176853e+06,3.442048058377741976e-11,3.442048058377741976e-11,3.442048058377741976e-11,-8.926366140566274510e+01,-8.926366140566274510e+01,-8.926366140566274510e+01,-1.565412637305796295e+02
8.128305161640995182e+06,2.819410212488273464e-11,2.819410212488273464e-11,2.819410212488273464e-11,-9.099683462971819381e+01,-9.099683462971819381e+01,-9.099683462971819381e+01,-1.568859705794015724e+02
8.222426499470711686e+06,2.222654029187709617e-11,2.222654029187709617e-11,2.222654029187709617e-11,-9.306256265702356245e+01,-9.306256265702356245e+01,-9.306256265702356245e+01,-1.572296642542818006e+02
8.317637711026708595e+06,1.652181392407065703e-11,1.652181392407065703e-11,1.652181392407065703e-11,-9.563884546722798063e+01,-9.563884546722798063e+01,-9.563884546722798063e+01,-1.575721398195712766e+02
8.413951416451947764e+06,1.108372097586815080e-11,1.108372097586815080e-11,1.108372097586815080e-11,-9.910628831562010532e+01,-9.910628831562010532e+01,-9.910628831562010532e+01,-1.579128616296893881e+02
8.511380382023759186e+06,5.915844312337768828e-12,5.915844312337768828e-12,5.915844312337768828e-12,-1.045596652776215763e+02,-1.045596652776215763e+02,-1.045596652776215763e+02,-1.582495966430695660e+02
8.609937521846016869e+06,1.021557672141693965e-12,1.021557672141693965e-12,1.021557672141693965e-12,-1.198147422040104715e+02,-1.198147422040104715e+02,-1.198147422040104715e+02,-1.585391092808835367e+02
8.709635899560814723e+06,3.595971468207532606e-12,3.595971468207532606e-12,3.595971468207532606e-12,-1.088836752556237144e+02,-1.088836752556237144e+02,-1.088836752556237144e+02,2.104128771686953314e+01
8.810488730080146343e+06,7.933770723541485138e-12,7.933770723541485138e-12,7.933770723541485138e-12,-1.020104070854035569e+02,-1.020104070854035569e+02,-1.020104070854035569e+02,2.071190435279711295e+01
8.912509381337458268e+06,1.198906466132631762e-11,1.198906466132631762e-11,1.198906466132631762e-11,-9.842429394981586199e+01,-9.842429394981586199e+01,-9.842429394981586199e+01,2.037651483734680369e+01
9.015711376059569418e+06,1.575926588062189365e-11,1.575926588062189365e-11,1.575926588062189365e-11,-9.604928034533129733e+01,-9.604928034533129733e+01,-9.604928034533129733e+01,2.004062610049106397e+01
9.120108393559096381e+06,1.924197127326902539e-11,1.924197127326902539e-11,1.924197127326902539e-11,-9.431500876109025455e+01,-9.431500876109025455e+01,-9.431500876109025455e+01,1.970514731981879919e+01
9.225714271547628567e+06,2.243495729559726254e-11,2.243495729559726254e-11,2.243495729559726254e-11,-9.298149505598486542e+01,-9.298149505598486542e+01,-9.298149505598486542e+01,1.937036336201389730e+01
9.332543007969904691e+06,2.533617529077129989e-11,2.533617529077129989e-11,2.533617529077129989e-11,-9.192517889835016831e+01,-9.192517889835016831e+01,-9.192517889835016831e+01,1.903639392428215515e+01
9.440608762859245762e+06,2.794374675180261931e-11,2.794374675180261931e-11,2.794374675180261931e-11,-9.107430726541066690e+01,-9.107430726541066690e+01,-9.107430726541066690e+01,1.870329876565459060e+01
9.549925860214369372e+06,3.025595841492213200e-11,3.025595841492213200e-11,3.025595841492213200e-11,-9.038378170822916502e+01,-9.038378170822916502e+01,-9.038378170822916502e+01,1.837111105727348104e+01
9.660508789898140356e+06,3.227125703694187711e-11,3.227125703694187711e-11,3.227125703694187711e-11,-8.982368235069179718e+01,-8.982368235069179718e+01,-8.982368235069179718e+01,1.803985027110196526e+01
9.772372209558112547e+06,3.398824365774333088e-11,3.398824365774333088e-11,3.398824365774333088e-11,-8.937342554002937334e+01,-8.937342554002937334e+01,-8.937342554002937334e+01,1.770952787821559227e+01
9.885530946569390595e+06,3.540566707529909451e-11,3.540566707529909451e-11,3.540566707529909451e-11,-8.901854437386239738e+01,-8.901854437386239738e+01,-8.901854437386239738e+01,1.738015011435383173e+01
1.000000000000000000e+07,3.652241615605868520e-11,3.652241615605868520e-11,3.652241615605868520e-11,-8.874880998500356100e+01,-8.874880998500356100e+01,-8.874880998500356100e+01,1.705171940088257543e+01
1.011579454259898327e+07,3.733751045320752163e-11,3.733751045320752163e-11,3.733751045320752163e-11,-8.855709285600822511e+01,-8.855709285600822511e+01,-8.855709285600822511e+01,1.672423508047407026e+01
1.023292992280753702e+07,3.785008838582515172e-11,3.785008838582515172e-11,3.785008838582515172e-11,-8.843866204035541045e+01,-8.843866204035541045e+01,-8.843866204035541045e+01,1.639769375999246392e+01
1.035142166679343022e+07,3.805939190601017492e-11,3.805939190601017492e-11,3.805939190601017492e-11,-8.839076309868571002e+01,-8.839076309868571002e+01,-8.839076309868571002e+01,1.607208939030491379e+01
1.047128548050900735e+07,3.796474608790152745e-11,3.796474608790152745e-11,3.796474608790152745e-11,-8.841239000764386446e+01,-8.841239000764386446e+01,-8.841239000764386446e+01,1.574741312944753524e+01
1.059253725177289732e+07,3.756553131112841108e-11,3.756553131112841108e-11,3.756553131112841108e-11,-8.850420928603354298e+01,-8.850420928603354298e+01,-8.850420928603354298e+01,1.542365298222753367e+01
1.071519305237607099e+07,3.686114450892818117e-11,3.686114450892818117e-11,3.686114450892818117e-11,-8.866862368825567842e+01,-8.866862368825567842e+01,-8.866862368825567842e+01,1.510079316194612709e+01
1.083926914021203853e+07,3.585094400474739613e-11,3.585094400474739613e-11,3.585094400474739613e-11,-8.890998808547172416e+01,-8.890998808547172416e+01,-8.890998808547172416e+01,1.477881306173782505e+01
1.096478196143185161e+07,3.453416922100665111e-11,3.453416922100665111e-11,3.453416922100665111e-11,-8.923501974469704123e+01,-8.923501974469704123e+01,-8.923501974469704123e+01,1.445768563506062598e+01
1.109174815262400918e+07,3.290982097818247095e-11,3.290982097818247095e-11,3.290982097818247095e-11,-8.965348960321550464e+01,-8.965348960321550464e+01,-8.965348960321550464e+01,1.413737483704187170e+01
1.122018454301963001e+07,3.097647819635362173e-11,3.097647819635362173e-11,3.097647819635362173e-11,-9.017935919882694407e+01,-9.017935919882694407e+01,-9.017935919882694407e+01,1.381783151529811882e+01
1.135010815672314353e+07,2.873200844675179581e-11,2.873200844675179581e-11,2.873200844675179581e-11,-9.083268029126151077e+01,-9.083268029126151077e+01,-9.083268029126151077e+01,1.349898665270096920e+01
1.148153621496884152e+07,2.617309411111010944e-11,2.617309411111010944e-11,2.617309411111010944e-11,-9.164289866454984690e+01,-9.164289866454984690e+01,-9.164289866454984690e+01,1.318073994251354364e+01
1.161448613840343803e+07,2.329442260456977696e-11,2.329442260456977696e-11,2.329442260456977696e-11,-9.265496099751715064e+01,-9.265496099751715064e+01,-9.265496099751715064e+01,1.286293991696581429e+01
1.174897554939530231e+07,2.008722831968510331e-11,2.008722831968510331e-11,2.008722831968510331e-11,-9.394159968067354782e+01,-9.394159968067354782e+01,-9.394159968067354782e+01,1.254534868670280545e+01
1.188502227437018976e+07,1.653649186856060595e-11,1.653649186856060595e-11,1.653649186856060595e-11,-9.563113236691782504e+01,-9.563113236691782504e+01,-9.563113236691782504e+01,1.222758064797322852e+01
1.202264434617413022e+07,1.261509941388762486e-11,1.261509941388762486e-11,1.261509941388762486e-11,-9.798218645309430030e+01,-9.798218645309430030e+01,-9.798218645309430030e+01,1.190902010220785634e+01
1.216186000646367855e+07,8.270274224833507359e-12,8.270274224833507359e-12,8.270274224833507359e-12,-1.016496017984109415e+02,-1.016496017984109415e+02,-1.016496017984109415e+02,1.158901281416117257e+01
1.230268770812381059e+07,3.386998959634570238e-12,3.386998959634570238e-12,3.386998959634570238e-12,-1.094036987351028642e+02,-1.094036987351028642e+02,-1.094036987351028642e+02,1.127429911528815332e+01
1.244514611771384440e+07,2.334983052663988433e-12,2.334983052663988433e-12,2.334983052663988433e-12,-1.126343253440235372e+02,-1.126343253440235372e+02,-1.126343253440235372e+02,-1.691683285809004076e+02
1.258925411794168688e+07,9.983305682474798345e-12,9.983305682474798345e-12,9.983305682474798345e-12,-1.000145126172460834e+02,-1.000145126172460834e+02,-1.000145126172460834e+02,-1.695934664601386714e+02
1.273503081016662903e+07,2.871681327960120363e-11,2.871681327960120363e-11,2.871681327960120363e-11,-9.083727511301810864e+01,-9.083727511301810864e+01,-9.083727511301810864e+01,-1.709528704456740229e+02
1.288249551693134941e+07,1.202205241117504996e-11,1.202205241117504996e-11,1.202205241117504996e-11,-9.840042766037997524e+01,-9.840042766037997524e+01,-9.840042766037997524e+01,1.642072621670991595e+01
1.303166778452300094e+07,1.053037155322052207e-11,1.053037155322052207e-11,1.053037155322052207e-11,-9.955112609829102155e+01,-9.955112609829102155e+01,-9.955112609829102155e+01,-1.712147325611231281e+02
1.318256738556407392e+07,1.949731405390394288e-11,1.949731405390394288e-11,1.949731405390394288e-11,-9.420050425676230077e+01,-9.420050425676230077e+01,-9.420050425676230077e+01,-1.707880362892591677e+02
1.333521432163324021e+07,2.688264756382423999e-11,2.688264756382423999e-11,2.688264756382423999e-11,-9.141055923190532440e+01,-9.141055923190532440e+01,-9.141055923190532440e+01,-1.709653275982130367e+02
1.348962882591653243e+07,3.391569031250891060e-11,3.391569031250891060e-11,3.391569031250891060e-11,-8.939198677949067928e+01,-8.939198677949067928e+01,-8.939198677949067928e+01,-1.712255438875968707e+02
1.364583136588923819e+07,4.092150062659129074e-11,4.092150062659129074e-11,4.092150062659129074e-11,-8.776096897432053368e+01,-8.776096897432053368e+01,-8.776096897432053368e+01,-1.715092504764627961e+02
1.380384264602883905e+07,4.802016939584085208e-11,4.802016939584085208e-11,4.802016939584085208e-11,-8.637152624520115296e+01,-8.637152624520115296e+01,-8.637152624520115296e+01,-1.718018718408766574e+02
1.396368361055939086e+07,5.526391326949598182e-11,5.526391326949598182e-11,5.526391326949598182e-11,-8.515116731377008819e+01,-8.515116731377008819e+01,-8.515116731377008819e+01,-1.720984050570577040e+02
1.412537544622755423e+07,6.267694885264148331e-11,6.267694885264148331e-11,6.267694885264148331e-11,-8.405784306752586588e+01,-8.405784306752586588e+01,-8.405784306752586588e+01,-1.723967577502949666e+02
1.428893958511103690e+07,7.027007072437255251e-11,7.027007072437255251e-11,7.027007072437255251e-11,-8.306459218720659976e+01,-8.306459218720659976e+01,-8.306459218720659976e+01,-1.726959330010977283e+02
1.445439770745928027e+07,7.804685919476539515e-11,7.804685919476539515e-11,7.804685919476539515e-11,-8.215289138741317743e+01,-8.215289138741317743e+01,-8.215289138741317743e+01,-1.729954107663950538e+02
1.462177174456718378e+07,8.600662970635956979e-11,8.600662970635956979e-11,8.600662970635956979e-11,-8.130936140910205268e+01,-8.130936140910205268e+01,-8.130936140910205268e+01,-1.732949019335904666e+02
1.479108388168207183e+07,9.414595402618116770e-11,9.414595402618116770e-11,9.414595402618116770e-11,-8.052396678577905220e+01,-8.052396678577905220e+01,-8.052396678577905220e+01,-1.735942387433488250e+02
1.496235656094432808e+07,1.024594957311449823e-10,1.024594957311449823e-10,1.024594957311449823e-10,-7.978895571791892394e+01,-7.978895571791892394e+01,-7.978895571791892394e+01,-1.738933214759172472e+02
1.513561248436207138e+07,1.109404917480239121e-10,1.109404917480239121e-10,1.109404917480239121e-10,-7.909819826851629898e+01,-7.909819826851629898e+01,-7.909819826851629898e+01,-1.741920906184658691e+02
1.531087461682031862e+07,1.195810400652501473e-10,1.195810400652501473e-10,1.195810400652501473e-10,-7.844675347179878599e+01,-7.844675347179878599e+01,-7.844675347179878599e+01,-1.744905114686498848e+02
1.548816618912482820e+07,1.283722759383049801e-10,1.283722759383049801e-10,1.283722759383049801e-10,-7.783057518065118074e+01,-7.783057518065118074e+01,-7.783057518065118074e+01,-1.747885651925857076e+02
1.566751070108150132e+07,1.373044812164548152e-10,1.373044812164548152e-10,1.373044812164548152e-10,-7.724630576861966347e+01,-7.724630576861966347e+01,-7.724630576861966347e+01,-1.750862434095807316e+02
1.584893192461114191e+07,1.463671521040083896e-10,1.463671521040083896e-10,1.463671521040083896e-10,-7.669112754487085226e+01,-7.669112754487085226e+01,-7.669112754487085226e+01,-1.753835447899816131e+02
1.603245390690041706e+07,1.555490402902727053e-10,1.555490402902727053e-10,1.555490402902727053e-10,-7.616265328132408285e+01,-7.616265328132408285e+01,-7.616265328132408285e+01,-1.756804728460246565e+02
1.621810097358929925e+07,1.648381765720025313e-10,1.648381765720025313e-10,1.648381765720025313e-10,-7.565884396510105603e+01,-7.565884396510105603e+01,-7.565884396510105603e+01,-1.759770344529168824e+02
1.640589773199538700e+07,1.742218827219433681e-10,1.742218827219433681e-10,1.742218827219433681e-10,-7.517794594770040817e+01,-7.517794594770040817e+01,-7.517794594770040817e+01,-1.762732388295481769e+02
1.659586907437559776e+07,1.836867753409290234e-10,1.836867753409290234e-10,1.836867753409290234e-10,-7.471844219813037569e+01,-7.471844219813037569e+01,-7.471844219813037569e+01,-1.765690968155170424e+02
1.678804018122562394e+07,1.932187641921241906e-10,1.932187641921241906e-10,1.932187641921241906e-10,-7.427901399843273111e+01,-7.427901399843273111e+01,-7.427901399843273111e+01,-1.768646203430540425e+02
1.698243652461745963e+07,2.028030467369313570e-10,2.028030467369313570e-10,2.028030467369313570e-10,-7.385851049652769973e+01,-7.385851049652769973e+01,-7.385851049652769973e+01,-1.771598220391997529e+02
1.717908387157589570e+07,2.124241000926921178e-10,2.124241000926921178e-10,2.124241000926921178e-10,-7.345592425807139136e+01,-7.345592425807139136e+01,-7.345592425807139136e+01,-1.774547149160137849e+02
1.737800828749376163e+07,2.220656713071084614e-10,2.220656713071084614e-10,2.220656713071084614e-10,-7.307037145975473891e+01,-7.307037145975473891e+01,-7.307037145975473891e+01,-1.777493121205748707e+02
1.757923613958692923e+07,2.317107666304810275e-10,2.317107666304810275e-10,2.317107666304810275e-10,-7.270107571785000289e+01,-7.270107571785000289e+01,-7.270107571785000289e+01,-1.780436267254312099e+02
1.778279410038922727e+07,2.413416403254906406e-10,2.413416403254906406e-10,2.413416403254906406e-10,-7.234735479651942569e+01,-7.234735479651942569e+01,-7.234735479651942569e+01,-1.783376715459163222e+02
1.798870915128787234e+07,2.509397834612900372e-10,2.509397834612900372e-10,2.509397834612900372e-10,-7.200860962200998472e+01,-7.200860962200998472e+01,-7.200860962200998472e+01,-1.786314589745198589e+02
1.819700858609982580e+07,2.604859130786527881e-10,2.604859130786527881e-10,2.604859130786527881e-10,-7.168431516227036582e+01,-7.168431516227036582e+01,-7.168431516227036582e+01,-1.789250008249948962e+02
1.840772001468954608e+07,2.699599620758312478e-10,2.699599620758312478e-10,2.699599620758312478e-10,-7.137401283081287318e+01,-7.137401283081287318e+01,-7.137401283081287318e+01,-1.792183081805287088e+02
1.862087136662869528e+07,2.793410701440856592e-10,2.793410701440856592e-10,2.793410701440856592e-10,-7.107730414844506583e+01,-7.107730414844506583e+01,-7.107730414844506583e+01,-1.795113912413791866e+02
1.883649089489801973e+07,2.886075760731070454e-10,2.886075760731070454e-10,2.886075760731070454e-10,-7.079384545351581437e+01,-7.079384545351581437e+01,-7.079384545351581437e+01,-1.798042591680513169e+02
1.905460717963248119e+07,2.977370117469670579e-10,2.977370117469670579e-10,2.977370117469670579e-10,-7.052334349528510415e+01,-7.052334349528510415e+01,-7.052334349528510415e+01,1.799030800835238892e+02
1.927524913190936670e+07,3.067060981585881296e-10,3.067060981585881296e-10,3.067060981585881296e-10,-7.026555177932024776e+01,-7.026555177932024776e+01,-7.026555177932024776e+01,1.796106199381795534e+02
1.949844599758045375e+07,3.154907437839825365e-10,3.154907437839825365e-10,3.154907437839825365e-10,-7.002026756088565662e+01,-7.002026756088565662e+01,-7.002026756088565662e+01,1.793183553924503997e+02
1.972422736114853248e+07,3.240660456754807127e-10,3.240660456754807127e-10,3.240660456754807127e-10,-6.978732940393283002e+01,-6.978732940393283002e+01,-6.978732940393283002e+01,1.790262832237930866e+02
1.995262314968878776e+07,3.324062936554480346e-10,3.324062936554480346e-10,3.324062936554480346e-10,-6.956661524084179860e+01,-6.956661524084179860e+01,-6.956661524084179860e+01,1.787344022219244835e+02
2.018366363681559637e+07,3.404849780181343463e-10,3.404849780181343463e-10,3.404849780181343463e-10,-6.935804088252736221e+01,-6.935804088252736221e+01,-6.935804088252736221e+01,1.784427134465493623e+02
2.041737944669531658e+07,3.482748011770690240e-10,3.482748011770690240e-10,3.482748011770690240e-10,-6.916155894067428278e+01,-6.916155894067428278e+01,-6.916155894067428278e+01,1.781512205163377018e+02
2.065380155810531229e+07,3.557476937287357981e-10,3.557476937287357981e-10,3.557476937287357981e-10,-6.897715813431167931e+01,-6.897715813431167931e+01,-6.897715813431167931e+01,1.778599299347667397e+02
2.089296130854040757e+07,3.628748354401320400e-10,3.628748354401320400e-10,3.628748354401320400e-10,-6.880486296216281517e+01,-6.880486296216281517e+01,-6.880486296216281517e+01,1.775688514593933292e+02
2.113489039836647734e+07,3.696266817081855997e-10,3.696266817081855997e-10,3.696266817081855997e-10,-6.864473373061926509e+01,-6.864473373061926509e+01,-6.864473373061926509e+01,1.772779985223100709e+02
2.137962089502232522e+07,3.759729960831182026e-10,3.759729960831182026e-10,3.759729960831182026e-10,-6.849686693513004343e+01,-6.849686693513004343e+01,-6.849686693513004343e+01,1.769873887110077533e+02
2.162718523727020249e+07,3.818828894957232254e-10,3.818828894957232254e-10,3.818828894957232254e-10,-6.836139600059139809e+01,-6.836139600059139809e+01,-6.836139600059139809e+01,1.766970443206953405e+02
2.187761623949551955e+07,3.873248668804081512e-10,3.873248668804081512e-10,3.873248668804081512e-10,-6.823849239426947122e+01,-6.823849239426947122e+01,-6.823849239426947122e+01,1.764069929913972032e+02
2.213094709605636448e+07,3.922668819419803396e-10,3.922668819419803396e-10,3.922668819419803396e-10,-6.812836713320285753e+01,-6.812836713320285753e+01,-6.812836713320285753e+01,1.761172684459772881e+02
