frequency_Hz,gain_Rs0_dB,gain_Rs50_dB,abs_H_Rs0,abs_H_Rs50
1.778279410038922651e+04,-4.422763621687722413e+00,-3.327054348316200105e+01,6.009824902343857689e-01,2.170065416566436395e-02
1.798870915128787237e+04,-4.553730635561904272e+00,-3.356236937117516561e+01,5.919887699555380633e-01,2.098367404622821300e-02
1.819700858609982606e+04,-4.681376542963586296e+00,-3.385068373719298052e+01,5.833526470069581027e-01,2.029858726839812999e-02
1.840772001468958115e+04,-4.805670460569434255e+00,-3.413550180517767529e+01,5.750643920864628722e-01,1.964377313042559026e-02
1.862087136662865669e+04,-4.926580816414059427e+00,-3.441683933098558867e+01,5.671147712174611222e-01,1.901770180561218604e-02
1.883649089489801918e+04,-5.044075273268015636e+00,-3.469471235581946189e+01,5.594950342479431127e-01,1.841892935652653801e-02
1.905460717963248317e+04,-5.158120667523871106e+00,-3.496913701042731759e+01,5.521969030727533756e-01,1.784609290206276219e-02
1.927524913190936786e+04,-5.268682963693746224e+00,-3.524012936539482865e+01,5.452125596794203943e-01,1.729790595969288997e-02
1.949844599758045661e+04,-5.375727224878672494e+00,-3.550770532380310840e+01,5.385346340870965642e-01,1.677315397716212450e-02
1.972422736114853251e+04,-5.479217599842607811e+00,-3.577188055338128692e+01,5.321561922194614214e-01,1.627069006148899183e-02
1.995262314968882856e+04,-5.579117327611156085e+00,-3.603267045607493912e+01,5.260707237253838819e-01,1.578943090815459332e-02
2.018366363681559596e+04,-5.675388760823177670e+00,-3.629009017369821066e+01,5.202721297349189866e-01,1.532835292950452018e-02
2.041737944669531498e+04,-5.767993409396457771e+00,-3.654415462905196677e+01,5.147547105122013411e-01,1.488648857841969562e-02
2.065380155810527140e+04,-5.856892006430017616e+00,-3.679487860257871290e+01,5.095131529404314241e-01,1.446292286106303296e-02
2.089296130854040894e+04,-5.942044598663680510e+00,-3.704227684531296205e+01,5.045425177465713285e-01,1.405679003080549661e-02
2.113489039836647498e+04,-6.023410664249998270e+00,-3.728636422956516583e+01,4.998382263442494589e-01,1.366727045418714495e-02
2.137962089502232266e+04,-6.100949261076781482e+00,-3.752715593948134654e+01,4.953960471416184452e-01,1.329358763884058540e-02
2.162718523727020147e+04,-6.174619209409478060e+00,-3.776466770433894737e+01,4.912120811261919684e-01,1.293500541265081918e-02
2.187761623949551722e+04,-6.244379313212501614e+00,-3.799891607819926520e+01,4.872827464999326397e-01,1.259082524295392774e-02
2.213094709605641037e+04,-6.310188625159177889e+00,-3.822991877033649644e+01,4.836047620944958214e-01,1.226038368425541765e-02
2.238721138568337847e+04,-6.372006761058911728e+00,-3.845769503171810300e+01,4.801751292475914812e-01,1.194304994272775249e-02
2.264644307593061967e+04,-6.429794270220341446e+00,-3.868226610372745000e+01,4.769911117661265187e-01,1.163822354559662653e-02
2.290867652767770051e+04,-6.483513069133554296e+00,-3.890365573630106866e+01,4.740502135392928307e-01,1.134533210343096309e-02
2.317394649968479644e+04,-6.533126946795611012e+00,-3.912189078371299900e+01,4.713501532941281602e-01,1.106382915328532959e-02
2.344228815319922796e+04,-6.578602151014999677e+00,-3.933700188736493430e+01,4.688888359067983624e-01,1.079319207062000470e-02
2.371373705661655185e+04,-6.619908066110188116e+00,-3.954902425614844930e+01,4.666643195940723410e-01,1.053292003792136687e-02
2.398832919019489782e+04,-6.657017993545990109e+00,-3.975799855620897461e+01,4.646747782111930181e-01,1.028253205799986754e-02
2.426610095082414409e+04,-6.689910048210271576e+00,-3.996397192325788694e+01,4.629184577745240059e-01,1.004156500005722388e-02
2.454708915685033571e+04,-6.718568184184764647e+00,-4.016699911191306427e+01,4.613936262109424868e-01,9.809571666836349596e-03
2.483133105295567657e+04,-6.742983364956835146e+00,-4.036714379786153728e+01,4.600985152127160527e-01,9.586118871542238795e-03
2.511886431509582326e+04,-6.763154893981335292e+00,-4.056448004986906142e+01,4.590312529496849425e-01,9.370785513817992893e-03
2.540972705549306556e+04,-6.779091922231319955e+00,-4.075909398971976572e+01,4.581897862651198583e-01,9.163160644975135855e-03
2.570395782768864592e+04,-6.790815149738991252e+00,-4.095108565894307162e+01,4.575717908651604771e-01,8.962841514020289044e-03
2.600159563165272266e+04,-6.798358737941466501e+00,-4.114057111150260937e+01,4.571745679154018971e-01,8.769431587956625501e-03
2.630267991895381419e+04,-6.801772448676147498e+00,-4.132768475128091978e+01,4.569949253973347725e-01,8.582538542545658372e-03
2.660725059798813891e+04,-6.801124023614743663e+00,-4.151258193191011259e+01,4.570290425731208250e-01,8.401772223434477577e-03
2.691534803926913810e+04,-6.796501814404239283e+00,-4.169544183392282832e+01,4.572723159876520560e-01,8.226742582561273956e-03
2.722701308077915382e+04,-6.788017668328533816e+00,-4.187647062989006486e+01,4.577191856385509072e-01,8.057057601372234409e-03
2.754228703338163177e+04,-6.775810066350450356e+00,-4.205590494162755988e+01,4.583629403141238345e-01,7.892321220987121716e-03
2.786121168629772365e+04,-6.760047499276264915e+00,-4.223401558405551981e+01,4.591955016935612144e-01,7.732131310422239723e-03
2.818382931264454965e+04,-6.740932052751922754e+00,-4.241111157712828827e+01,4.602071876913283455e-01,7.576077717720509398e-03
2.851018267503909738e+04,-6.718703152037010184e+00,-4.258754438959912392e+01,4.613864567872516531e-01,7.423740465673210782e-03
2.884031503126605821e+04,-6.693641392190537331e+00,-4.276371235536579007e+01,4.627196368003405613e-01,7.274688173971605859e-03
2.917427014001166026e+04,-6.666072347707146406e+00,-4.294006517393832212e+01,4.641906438226607867e-01,7.128476813059552754e-03
2.951209226666390168e+04,-6.636370217259893067e+00,-4.311710837050236478e+01,4.657806999019917238e-01,6.984648921257165591e-03
2.985382618917957006e+04,-6.604961113967892317e+00,-4.329540754780411049e+01,4.674680615901373182e-01,6.842733444872003967e-03
3.019951720402019055e+04,-6.572325760160020458e+00,-4.347559221194430279e+01,4.692277756418616885e-01,6.702246389159503479e-03
3.054921113215509104e+04,-6.539001289654917670e+00,-4.365835889836876760e+01,4.710314828496088291e-01,6.562692493193711743e-03
3.090295432513592095e+04,-6.505581803289757659e+00,-4.384447326547783064e+01,4.728472959890943628e-01,6.423568159666285561e-03
3.126079367123955672e+04,-6.472717269834621590e+00,-4.403477076571242321e+01,4.746397827086395460e-01,6.284365875573533905e-03
3.162277660168379225e+04,-6.441110321731374988e+00,-4.423015545429660023e+01,4.763700882802221481e-01,6.144580344446518363e-03
3.198895109691397374e+04,-6.411510472779963443e+00,-4.443159646300378540e+01,4.779962355644282734e-01,6.003716506992911282e-03
3.235936569296280868e+04,-6.384705294405695675e+00,-4.464012166169580809e+01,4.794736392318873497e-01,5.861299546395510804e-03
3.273406948788386217e+04,-6.361508140967167435e+00,-4.485680806692097633e+01,4.807558670105753218e-01,5.716886850203931579e-03
3.311311214825907518e+04,-6.342742124513013557e+00,-4.508276864772982151e+01,4.817956713215115760e-01,5.570081729682188967e-03
3.349654391578279319e+04,-6.329220214010694789e+00,-4.531913533509406733e+01,4.825462992784582683e-01,5.420548483144932775e-03
3.388441561392027506e+04,-6.321721575337047483e+00,-4.556703826849513206e+01,4.829630674927377632e-01,5.268028145180660149e-03
3.427677865464504430e+04,-6.320964568170123421e+00,-4.582758160784453594e+01,4.830051613312648651e-01,5.112354013131877040e-03
3.467368504525316530e+04,-6.327577153412393685e+00,-4.610181658470331456e+01,4.826375884657160276e-01,4.953465821745676491e-03
3.507518739525679121e+04,-6.342065805142271806e+00,-4.639071283294552472e+01,4.818331873901113283e-01,4.791421290939798863e-03
3.548133892335760174e+04,-6.364784317867352215e+00,-4.669512938081265219e+01,4.805745678772612162e-01,4.626403746163640709e-03
3.589219346450049488e+04,-6.395904100793572411e+00,-4.701578694976085160e+01,4.788558473109617020e-01,4.458724643143043877e-03
3.630780547701017349e+04,-6.435387607369894347e+00,-4.735324333612585690e+01,4.766840490043782186e-01,4.288820135606416332e-03
3.672823004980842234e+04,-6.482966427022812894e+00,-4.770787360607778282e+01,4.740800485906908057e-01,4.117241292107869793e-03
3.715352290971727780e+04,-6.538125258778574533e+00,-4.807985659236577192e+01,4.710789919648839530e-01,3.944638147824202842e-03
3.758374042884443043e+04,-6.600092517076706855e+00,-4.846916875439937655e+01,4.677301592693178245e-01,3.771738390795601782e-03
3.801893963205612818e+04,-6.667837743156304064e+00,-4.887558589649047036e+01,4.640963072824997315e-01,3.599322035129044490e-03
3.845917820453535387e+04,-6.740075388264116008e+00,-4.929869260512699469e+01,4.602525788502463411e-01,3.428193836301655483e-03
3.890451449942804902e+04,-6.815273983671980673e+00,-4.973789865123783471e+01,4.562851144021833893e-01,3.259155391414197186e-03
3.935500754557780601e+04,-6.891669296460061211e+00,-5.019246108985970523e+01,4.522895307804006837e-01,3.092978816021124504e-03
3.981071705534969078e+04,-6.967279849769437483e+00,-5.066151043941858489e+01,4.483694433633409471e-01,2.930383619641052390e-03
4.027170343254594627e+04,-7.039923198926577363e+00,-5.114407916679765265e+01,4.446351989385392556e-01,2.772017972142020413e-03
4.073802778041121928e+04,-7.107231619565571812e+00,-5.163913073945253274e+01,4.412029616176233460e-01,2.618445042066508757e-03
4.120975190973304416e+04,-7.166666397126438603e+00,-5.214558770044520486e+01,4.381942557599725618e-01,2.470134576970752557e-03
4.168693834703355242e+04,-7.215530748350809098e+00,-5.266235752666241865e+01,4.357360203281993027e-01,2.327459452212903880e-03
4.216965034285822185e+04,-7.250982653732548577e+00,-5.318835538913234728e+01,4.339611658896716517e-01,2.190696581477833988e-03
4.265795188015925669e+04,-7.270050746948367504e+00,-5.372252329641037250e+01,4.330095378904273429e-01,2.060031376436075815e-03
4.315190768277650204e+04,-7.269659298213742460e+00,-5.426384542847383585e+01,4.330290528580676424e-01,1.935564858413710851e-03
4.365158322401665646e+04,-7.246672972369832877e+00,-5.481135973504365921e+01,4.341765380024821819e-01,1.817322540556523709e-03
4.415704473533120472e+04,-7.197979705319227151e+00,-5.536416606841257959e+01,4.366173754579980026e-01,1.705264286082916426e-03
4.466835921509634500e+04,-7.120642860648265682e+00,-5.592143124760135464e+01,4.405222583369585165e-01,1.599294477605097851e-03
4.518559443749226193e+04,-7.012175266219108138e+00,-5.648239151637535826e+01,4.460579012879275496e-01,1.499271978870289016e-03
4.570881896148751548e+04,-6.871022973159766956e+00,-5.704635287466583549e+01,4.533658998568415588e-01,1.405019514534931128e-03
4.623810213992603531e+04,-6.697401960398885024e+00,-5.761268974454127090e+01,4.625193450403211615e-01,1.316332223259568954e-03
4.677351412871981302e+04,-6.494709342756879167e+00,-5.818084239047607298e+01,4.734395476435315220e-01,1.232985247850647802e-03
4.731512589614812168e+04,-6.271813393666432646e+00,-5.875031345959358475e+01,4.857461088713718733e-01,1.154740311242617203e-03
4.786300923226380110e+04,-6.046521933258746984e+00,-5.932066394875750603e+01,4.985100330022348425e-01,1.081351289726546283e-03
4.841723675840999204e+04,-5.850157331990693876e+00,-5.989150884742898739e+01,5.099083612585602054e-01,1.012568837692150604e-03
4.897788193684456201e+04,-5.731846109413863743e+00,-6.046251265162864286e+01,5.169013834518934036e-01,9.481441447629400734e-04
4.954501908047905454e+04,-5.758356865366565991e+00,-6.103338489711575221e+01,5.153261210805735182e-01,8.878319201896714809e-04
5.011872336272725079e+04,-6.002744636842509252e+00,-6.160387581976002025e+01,5.010288894974583851e-01,8.313927040679677978e-04
5.069907082747044478e+04,-6.519195857352277024e+00,-6.217377221806651733e+01,4.721067470452989245e-01,7.785946032007286981e-04
5.128613839913647826e+04,-7.316691153902765699e+00,-6.274289356637591908e+01,4.306906486876345697e-01,7.292145435266249136e-04
5.188000389289609302e+04,-8.353972943165736353e+00,-6.331108840668157711e+01,3.822093903357536848e-01,6.830391227258206938e-04
5.248074602497733576e+04,-9.560795538389138315e+00,-6.387823103139474767e+01,3.326290864866602304e-01,6.398651371710996610e-04
5.308844442309879378e+04,-1.086582318018865934e+01,-6.444421845790544978e+01,2.862258415833619507e-01,5.994998477003206112e-04
5.370317963702532870e+04,-1.221302164709295823e+01,-6.500896768763142575e+01,2.451031640647491905e-01,5.617610393246908872e-04
5.432503314924325241e+04,-1.356489310424914052e+01,-6.557241323670677957e+01,2.097757800982279763e-01,5.264769213077396311e-04
5.495408738576248288e+04,-1.489906970275962017e+01,-6.613450492196238883e+01,1.799063592487111507e-01,4.934859062351368416e-04
5.559042572704036866e+04,-1.620356376525011655e+01,-6.669520588385618964e+01,1.548181279655613807e-01,4.626362998189252141e-04
5.623413251903490891e+04,-1.747286413001491923e+01,-6.725449082716872340e+01,1.337694044292617457e-01,4.337859272332485780e-04
5.688529308438413136e+04,-1.870526147222938107e+01,-6.781234446022325812e+01,1.160745280110593719e-01,4.068017167140629731e-04
5.754399373371566617e+04,-1.990116717071699881e+01,-6.836876011391032648e+01,1.011443531902828513e-01,3.815592568929638889e-04
5.821032177708721429e+04,-2.106210475065421051e+01,-6.892373852267959933e+01,8.849011560395175779e-02,3.579423407877599730e-04
5.888436553555884166e+04,-2.219012234175912823e+01,-6.947728675077576099e+01,7.771303727455015908e-02,3.358425064475871968e-04
5.956621435290109366e+04,-2.328745871674119172e+01,-7.002941724823641323e+01,6.848998390678313897e-02,3.151585818601916004e-04
6.025595860743580852e+04,-2.435635898336786198e+01,-7.058014702244973648e+01,6.055946792927626582e-02,2.957962397925683142e-04
6.095368972401693463e+04,-2.539897749336180865e+01,-7.112949691235915850e+01,5.370950197039693619e-02,2.776675666794575868e-04
6.165950018614822329e+04,-2.641733102469829930e+01,-7.167749095363406298e+01,4.776760300320966740e-02,2.606906484343486955e-04
6.237348354824191483e+04,-2.741328052982093055e+01,-7.222415582430681980e+01,4.259277866843774046e-02,2.447891750780069190e-04
6.309573444801942969e+04,-2.838852874155672978e+01,-7.276952036147150693e+01,3.806918355841754087e-02,2.298920653137499195e-04
6.382634861905482830e+04,-2.934462622400685561e+01,-7.331361514065224583e+01,3.410112359811985627e-02,2.159331115864832930e-04
6.456542290346562368e+04,-3.028298157162694082e+01,-7.385647211037702675e+01,3.060912545763415371e-02,2.028506457106296027e-04
6.531305526474716316e+04,-3.120487329522144648e+01,-7.439812427532665140e+01,2.752683852375458970e-02,1.905872248131886644e-04
6.606934480075964530e+04,-3.211146201539026634e+01,-7.493860542219425724e+01,2.479858490939804150e-02,1.790893370888934797e-04
6.683439175686148519e+04,-3.300380222045825462e+01,-7.547794988305932407e+01,2.237741360000448931e-02,1.683071266870350756e-04
6.760829753919818904e+04,-3.388285321838518627e+01,-7.601619233169761003e+01,2.022354748456324167e-02,1.581941369277692637e-04
6.839116472814293229e+04,-3.474948912753728791e+01,-7.655336760878034852e+01,1.830313755548728175e-02,1.487070709682997431e-04
6.918309709189362184e+04,-3.560450787310625742e+01,-7.708951057240172133e+01,1.658725825095239484e-02,1.398055689954935785e-04
6.998419960022745363e+04,-3.644863922227980879e+01,-7.762465597079669521e+01,1.505109298769714485e-02,1.314520010037848927e-04
7.079457843841373688e+04,-3.728255192475713642e+01,-7.815883833448793894e+01,1.367327044256973212e-02,1.236112742190369966e-04
7.161434102129026724e+04,-3.810686003953479428e+01,-7.869209188543530331e+01,1.243532093078212122e-02,1.162506542453038677e-04
7.244359600749891251e+04,-3.892212853226717328e+01,-7.922445046104914468e+01,1.132122895353601839e-02,1.093395990383340242e-04
7.328245331389045168e+04,-3.972887822490345400e+01,-7.975594745119592233e+01,1.031706314809456224e-02,1.028496048436845545e-04
7.413102413009176962e+04,-4.052759017360607174e+01,-8.028661574654182687e+01,9.410668848449167331e-03,9.675406327649288020e-05
7.498942093324557936e+04,-4.131870954395832740e+01,-8.081648769679097200e+01,8.591411539742514758e-03,9.102812876182986247e-05
7.585775750291836448e+04,-4.210264904510360395e+01,-8.134559507754183016e+01,7.849961879291843247e-03,8.564859559820857393e-05
7.673614893618185306e+04,-4.287979197732933301e+01,-8.187396906464709900e+01,7.178114822880261522e-03,8.059378395069287414e-05
7.762471166286927473e+04,-4.365049494096223270e+01,-8.240164021509465897e+01,6.568636858823749189e-03,7.584343412362090718e-05
7.852356346100709925e+04,-4.441509024842066822e+01,-8.292863845354835917e+01,6.015136506293143615e-03,7.137860850547528995e-05
7.943282347242820833e+04,-4.517388807590818800e+01,-8.345499306379397808e+01,5.511954148411441455e-03,6.718160061947988444e-05
8.035261221856177144e+04,-4.592717838649417672e+01,-8.398073268442345807e+01,5.054067998060763137e-03,6.323585075289403620e-05
8.128305161640995357e+04,-4.667523265220448536e+01,-8.450588530817901756e+01,4.637013575871722429e-03,5.952586767531200813e-05
8.222426499470711860e+04,-4.741830539913269860e+01,-8.503047828444326228e+01,4.256814546906741506e-03,5.603715599172246782e-05
8.317637711026708712e+04,-4.815663559647056502e+01,-8.555453832442853468e+01,3.909923139249667397e-03,5.275614870933882335e-05
8.413951416451964178e+04,-4.889044790764923221e+01,-8.607809150867245762e+01,3.593168672863577672e-03,4.967014462845672986e-05
8.511380382023759012e+04,-4.961995381944844041e+01,-8.660116329649460454e+01,3.303712975279536265e-03,4.676725019677879645e-05
8.609937521846016170e+04,-5.034535266291448607e+01,-8.712377853711508635e+01,3.039011663369277794e-03,4.403632549383983797e-05
8.709635899560796679e+04,-5.106683253817565316e+01,-8.764596148216642746e+01,2.796780436625069879e-03,4.146693403750319759e-05
8.810488730080146343e+04,-5.178457115374779818e+01,-8.816773579937388661e+01,2.574965664099948450e-03,3.904929612793773478e-05
8.912509381337459490e+04,-5.249873658960163425e+01,-8.868912458719590575e+01,2.371718660090873544e-03,3.677424546631954293e-05
9.015711376059570466e+04,-5.320948799214800573e+01,-8.921015039025385818e+01,2.185373137226869628e-03,3.463318880559805335e-05
9.120108393559097021e+04,-5.391697620830363746e+01,-8.973083521539366814e+01,2.014425403449292447e-03,3.261806840934706027e-05
9.225714271547627868e+04,-5.462134436495645673e+01,-9.025120054824695615e+01,1.857516934292101395e-03,3.072132711190832667e-05
9.332543007969924656e+04,-5.532272839940459619e+01,-9.077126737017513847e+01,1.713419006205598198e-03,2.893587578893822712e-05
9.440608762859225681e+04,-5.602125754569836857e+01,-9.129105617549441831e+01,1.581019122278292874e-03,2.725506306212657827e-05
9.549925860214368731e+04,-5.671705478125491595e+01,-9.181058698889656000e+01,1.459309000112184564e-03,2.567264707536641739e-05
9.660508789898120449e+04,-5.741023723761475139e+01,-9.232987938298552422e+01,1.347373924031639416e-03,2.418276919213278511e-05
9.772372209558112081e+04,-5.810091657879177518e+01,-9.284895249587063404e+01,1.244383291254676791e-03,2.277992947528025068e-05
9.885530946569390653e+04,-5.878919935027550281e+01,-9.336782504875401401e+01,1.149582204961409294e-03,2.145896382108063480e-05
1.000000000000000000e+05,-5.947518730142780896e+01,-9.388651536347066440e+01,1.062283987024815199e-03,2.021502262903422122e-05
1.011579454259898339e+05,-6.015897768371218035e+01,-9.440504137993590916e+01,9.818635000925803307e-04,1.904355089798841476e-05
1.023292992280753679e+05,-6.084066352694483726e+01,-9.492342067346862677e+01,9.077511831796800188e-04,1.794026964734935842e-05
1.035142166679345100e+05,-6.152033389552654796e+01,-9.544167047196077647e+01,8.394277173381634906e-04,1.690115856979346830e-05
1.047128548050898535e+05,-6.219807412641345934e+01,-9.595980767286872037e+01,7.764192486297826499e-04,1.592243982890233431e-05
1.059253725177289743e+05,-6.287396605041141129e+01,-9.647784886000899007e+01,7.182931048048818434e-04,1.500056292160143116e-05
1.071519305237607041e+05,-6.354808819821275989e+01,-9.699581032013901449e+01,6.646539500113261920e-04,1.413219053125246372e-05
1.083926914021203847e+05,-6.422051599246628939e+01,-9.751370805931458108e+01,6.151403287038227554e-04,1.331418530272170403e-05
1.096478196143185050e+05,-6.489132192703499413e+01,-9.803155781901098464e+01,5.694215558574968264e-04,1.254359747582428493e-05
1.109174815262400953e+05,-6.556057573449375298e+01,-9.854937509200263435e+01,5.271949157384797635e-04,1.181765331820033750e-05
1.122018454301965248e+05,-6.622834454281590411e+01,-9.906717513799547703e+01,4.881831359628807090e-04,1.113374430298845251e-05
1.135010815672314347e+05,-6.689469302211023205e+01,-9.958497299900913902e+01,4.521321074770599672e-04,1.048941698063250499e-05
1.148153621496884007e+05,-6.755968352219335316e+01,-1.001027835145089284e+02,4.188088244971022167e-04,9.882363497820966002e-06
1.161448613840341422e+05,-6.822337620170411299e+01,-1.006206213362842874e+02,3.879995214226921699e-04,9.310412719948546370e-06
1.174897554939530382e+05,-6.888582914941510182e+01,-1.011385009430799471e+02,3.595079863467952135e-04,8.771521916603993029e-06
1.188502227437018882e+05,-6.954709849832448754e+01,-1.016564366549766731e+02,3.331540330697499571e-04,8.263768972488438238e-06
1.202264434617413062e+05,-7.020723853307440265e+01,-1.021744426475298155e+02,3.087721155342186574e-04,7.785345088823650495e-06
1.216186000646367902e+05,-7.086630179118350270e+01,-1.026925329656657766e+02,2.862100703651768055e-04,7.334547942787136165e-06
1.230268770812381117e+05,-7.152433915854750524e+01,-1.032107215373431330e+02,2.653279747557514730e-04,6.909775274785232775e-06
1.244514611771386990e+05,-7.218139995961989541e+01,-1.037290221869826325e+02,2.459971083137660742e-04,6.509518875489231051e-06
1.258925411794166139e+05,-7.283753204265060788e+01,-1.042474486486710106e+02,2.280990086977473285e-04,6.132358946512755507e-06
1.273503081016662909e+05,-7.349278186033333782e+01,-1.047660145791463719e+02,2.115246119451304359e-04,5.776958810415183575e-06
1.288249551693132235e+05,-7.414719454617541317e+01,-1.052847335705669138e+02,1.961734693472171043e-04,5.442059947396045959e-06
1.303166778452300059e+05,-7.480081398689087280e+01,-1.058036191630745577e+02,1.819530335692568824e-04,5.126477337590596494e-06
1.318256738556407508e+05,-7.545368289107987891e+01,-1.063226848571531775e+02,1.687780074641856984e-04,4.829095089323949799e-06
1.333521432163323916e+05,-7.610584285444987529e+01,-1.068419441257931481e+02,1.565697496949753817e-04,4.548862335007855420e-06
1.348962882591653324e+05,-7.675733442180339239e+01,-1.073614104264638058e+02,1.452557318744845233e-04,4.284789377608350013e-06
1.364583136588923808e+05,-7.740819714600640111e+01,-1.078810972129013948e+02,1.347690424607022957e-04,4.035944071757656642e-06
1.380384264602886687e+05,-7.805846964413264288e+01,-1.084010179467174595e+02,1.250479331175575982e-04,3.801448424651759286e-06
1.396368361055936257e+05,-7.870818965096270858e+01,-1.089211861088320035e+02,1.160354036733324550e-04,3.580475402866135010e-06
1.412537544622755377e+05,-7.935739407000789924e+01,-1.094416152107379219e+02,1.076788221859266220e-04,3.372245932141065130e-06
1.428893958511103701e+05,-8.000611902220745719e+01,-1.099623188055971212e+02,9.992957696207639348e-05,3.176026078046302321e-06
1.445439770745928108e+05,-8.065439989244765684e+01,-1.104833104991766248e+02,9.274275768014924020e-05,2.991124396226821895e-06
1.462177174456718203e+05,-8.130227137402884807e+01,-1.110046039606235269e+02,8.607686303778385069e-05,2.816889441674928350e-06
1.479108388168207312e+05,-8.194976751120451297e+01,-1.115262129330832721e+02,7.989353258932602338e-05,2.652707427160249288e-06
1.496235656094435835e+05,-8.259692173990346475e+01,-1.120481512441621135e+02,7.415730065714981297e-05,2.498000021591196834e-06
1.513561248436207243e+05,-8.324376692673740763e+01,-1.125704328162338044e+02,6.883537039803934844e-05,2.352222279678390948e-06
1.531087461682031862e+05,-8.389033540639121611e+01,-1.130930716765922028e+02,6.389740628323208873e-05,2.214860694825860616e-06
1.548816618912479607e+05,-8.453665901747808675e+01,-1.136160819674442166e+02,5.931534341069835323e-05,2.085431367695727388e-06
1.566751070108150016e+05,-8.518276913694586483e+01,-1.141394779557462016e+02,5.506321221236432388e-05,1.963478283372553488e-06
1.584893192461114086e+05,-8.582869671310012905e+01,-1.146632740428737520e+02,5.111697724928482105e-05,1.848571690507034959e-06
1.603245390690041822e+05,-8.647447229731614016e+01,-1.151874847741248402e+02,4.745438890527961312e-05,1.740306576236067465e-06
1.621810097358929925e+05,-8.712012607449526058e+01,-1.157121248480456757e+02,4.405484689596186263e-05,1.638301231070524563e-06
1.640589773199538758e+05,-8.776568789232067047e+01,-1.162372091255723916e+02,4.089927460625111848e-05,1.542195898306840201e-06
1.659586907437563059e+05,-8.841118728936001503e+01,-1.167627526389775028e+02,3.797000335659796942e-05,1.451651502860700513e-06
1.678804018122559064e+05,-8.905665352205475926e+01,-1.172887706006076911e+02,3.525066577709270028e-05,1.366348454740464085e-06
1.698243652461745951e+05,-8.970211559063491791e+01,-1.178152784114000156e+02,3.272609754019561117e-05,1.285985522675693056e-06
1.717908387157585821e+05,-9.034760226398356053e+01,-1.183422916691547897e+02,3.038224676781774272e-05,1.210278773695885269e-06
1.737800828749376233e+05,-9.099314210348137522e+01,-1.188698261765500632e+02,2.820609048741808608e-05,1.138960574713715408e-06
1.757923613958693168e+05,-9.163876348584230414e+01,-1.193978979488680352e+02,2.618555756543089897e-05,1.071778652412380227e-06
1.778279410038922797e+05,-9.228449462495785838e+01,-1.199265232214117560e+02,2.430945759502000899e-05,1.008495207963078408e-06
1.798870915128787456e+05,-9.293036359275127722e+01,-1.204557184565771593e+02,2.256741525953098770e-05,9.488860833131641220e-07
1.819700858609982533e+05,-9.357639833904259774e+01,-1.209855003505469853e+02,2.094980973335188140e-05,8.927399759843851638e-07
1.840772001468958333e+05,-9.422262671041609394e+01,-1.215158858395664652e+02,1.944771871866947079e-05,8.398576995078136910e-07
1.862087136662865523e+05,-9.486907646807459571e+01,-1.220468921057548215e+02,1.805286675012017901e-05,7.900514867970593278e-07
1.883649089489802136e+05,-9.551577530466036592e+01,-1.225785365824040696e+02,1.675757742988856768e-05,7.431443339250049943e-07
1.905460717963248317e+05,-9.616275086000747763e+01,-1.231108369587035725e+02,1.555472928371123064e-05,6.989693819234666554e-07
1.927524913190936495e+05,-9.681003073579178420e+01,-1.236438111838314313e+02,1.443771495368053019e-05,6.573693343682078516e-07
1.949844599758045515e+05,-9.745764250902595904e+01,-1.241774774703364699e+02,1.340040346702381564e-05,6.181959086474655753e-07
1.972422736114853469e+05,-9.810561374434284687e+01,-1.247118542967323407e+02,1.243710534127508380e-05,5.813093189380354900e-07
1.995262314968883002e+05,-9.875397200499799055e+01,-1.252469604092130027e+02,1.154254030569875222e-05,5.465777890317627707e-07
2.018366363681559742e+05,-9.940274486250882546e+01,-1.257828148223884313e+02,1.071180743660842880e-05,5.138770932665033356e-07
2.041737944669531716e+05,-1.000519599048396771e+02,-1.263194368189300008e+02,9.940357520493915716e-06,4.830901239197634738e-07
2.065380155810526921e+05,-1.007016447430194006e+02,-1.268568459479960353e+02,9.223967473785132806e-06,4.541064835215267437e-07
2.089296130854040966e+05,-1.013518270160752479e+02,-1.273950620223034491e+02,8.558716661720964887e-06,4.268221006340287257e-07
2.113489039836647571e+05,-1.020025343941350116e+02,-1.279341051136832306e+02,7.940964971324224688e-06,4.011388677332013775e-07
2.137962089502232557e+05,-1.026537945795458029e+02,-1.284739955469520964e+02,7.367332504943323573e-06,3.769642999067768139e-07
2.162718523727020074e+05,-1.033056353058249357e+02,-1.290147538919026431e+02,6.834680771362453648e-06,3.542112131606148635e-07
2.187761623949551722e+05,-1.039580843342435230e+02,-1.295564009531996703e+02,6.340095261135348390e-06,3.327974211958735937e-07
2.213094709605640965e+05,-1.046111694478157830e+02,-1.300989577579422303e+02,5.880869301671467810e-06,3.126454495868583524e-07
2.238721138568337774e+05,-1.052649184424385567e+02,-1.306424455406254310e+02,5.454489095750588055e-06,2.936822663523723576e-07
2.264644307593061822e+05,-1.059193591148995353e+02,-1.311868857252079010e+02,5.058619854625072586e-06,2.758390279725098980e-07
2.290867652767770051e+05,-1.065745192474309704e+02,-1.317322999039526792e+02,4.691092943754768390e-06,2.590508399586798899e-07
2.317394649968479644e+05,-1.072304265884600483e+02,-1.322787098126813703e+02,4.349893965538613513e-06,2.432565311366110471e-07
2.344228815319922578e+05,-1.078871088291530214e+02,-1.328261373020299629e+02,4.033151709235341155e-06,2.283984408516399721e-07
