frequency_Hz,gain_Rs0_dB,gain_Rs50_dB,abs_H_Rs0,abs_H_Rs50
1.288249551693134890e+03,6.582870176398954165e-02,-1.173118180836057078e+01,1.007607601234428607e+00,2.590841885570877023e-01
1.303166778452299923e+03,6.989199564053767688e-02,-1.177898828716358715e+01,1.008079074366020622e+00,2.576621258557997840e-01
1.318256738556407527e+03,7.405050554952230524e-02,-1.182729332583701165e+01,1.008561824052477407e+00,2.562331606752096813e-01
1.333521432163324107e+03,7.830647556116178409e-02,-1.187609467564954890e+01,1.009056126978288281e+00,2.547975608437105244e-01
1.348962882591653170e+03,8.266220320276543299e-02,-1.192538989270575378e+01,1.009562266943126341e+00,2.533555984143074924e-01
1.364583136588923935e+03,8.712004075601439967e-02,-1.197517633749299293e+01,1.010080535059833640e+00,2.519075494526591963e-01
1.380384264602885196e+03,9.168239658664473213e-02,-1.202545117455872870e+01,1.010611229958584989e+00,2.504536938204151575e-01
1.396368361055937612e+03,9.635173650736338080e-02,-1.207621137231557107e+01,1.011154657997450634e+00,2.489943149542894474e-01
1.412537544622755377e+03,1.011305851747882623e-01,-1.212745370297128744e+01,1.011711133479579861e+00,2.475296996413195172e-01
1.428893958511103619e+03,1.060215275213430147e-01,-1.217917474258038268e+01,1.012280978877250659e+00,2.460601377907732090e-01
1.445439770745927945e+03,1.110272102230139973e-01,-1.223137087121373767e+01,1.012864525063035037e+00,2.445859222031681879e-01
1.462177174456718376e+03,1.161503432038157035e-01,-1.228403827324226150e+01,1.013462111548329991e+00,2.431073483368791366e-01
1.479108388168207284e+03,1.213937011780097941e-01,-1.233717293773029589e+01,1.014074086729535251e+00,2.416247140728086662e-01
1.496235656094432898e+03,1.267601252309303039e-01,-1.239077065893417107e+01,1.014700808142144917e+00,2.401383194776012531e-01
1.513561248436207279e+03,1.322525244395026944e-01,-1.244482703690090020e+01,1.015342642723056299e+00,2.386484665658828164e-01
1.531087461682030380e+03,1.378738775334034383e-01,-1.249933747816191953e+01,1.015999967081392175e+00,2.371554590620027214e-01
1.548816618912481090e+03,1.436272345979260900e-01,-1.255429719651617937e+01,1.016673167778156417e+00,2.356596021617602954e-01
1.566751070108150088e+03,1.495157188195920528e-01,-1.260970121389703635e+01,1.017362641615050078e+00,2.341612022945847027e-01
1.584893192461114040e+03,1.555425282756199290e-01,-1.266554436131667849e+01,1.018068795932794757e+00,2.326605668866426058e-01
1.603245390690041859e+03,1.617109377683486615e-01,-1.272182127988200762e+01,1.018792048919319404e+00,2.311580041253315232e-01
1.621810097358929852e+03,1.680243007057116711e-01,-1.277852642187538201e+01,1.019532829928179174e+00,2.296538227256153253e-01
1.640589773199538740e+03,1.744860510289935052e-01,-1.283565405189357911e+01,1.020291579807603322e+00,2.281483316986458731e-01
1.659586907437559603e+03,1.810997051889804144e-01,-1.289319824803807180e+01,1.021068751240568728e+00,2.266418401231056201e-01
1.678804018122560592e+03,1.878688641717509711e-01,-1.295115290314962309e+01,1.021864809096325599e+00,2.251346569196926717e-01
1.698243652461744205e+03,1.947972155753437407e-01,-1.300951172607992490e+01,1.022680230793815870e+00,2.236270906291591698e-01
1.717908387157589459e+03,2.018885357385196977e-01,-1.306826824299306367e+01,1.023515506677438403e+00,2.221194491942959648e-01
1.737800828749376251e+03,2.091466919229262034e-01,-1.312741579868923125e+01,1.024371140405642366e+00,2.206120397462479621e-01
1.757923613958693068e+03,2.165756445499754379e-01,-1.318694755794325424e+01,1.025247649352848400e+00,2.191051683955206886e-01
1.778279410038922833e+03,2.241794494937262572e-01,-1.324685650685024285e+01,1.026145565025213147e+00,2.175991400280299359e-01
1.798870915128787374e+03,2.319622604311454284e-01,-1.330713545417065902e+01,1.027065433490782498e+00,2.160942581065230239e-01
1.819700858609982561e+03,2.399283312510980815e-01,-1.336777703266706396e+01,1.028007815824596660e+00,2.145908244776870144e-01
1.840772001468956432e+03,2.480820185234860475e-01,-1.342877370042479157e+01,1.028973288569340117e+00,2.130891391852360595e-01
1.862087136662867579e+03,2.564277840298546107e-01,-1.349011774214864801e+01,1.029962444212141115e+00,2.115895002892574650e-01
1.883649089489802009e+03,2.649701973570131042e-01,-1.355180127042792648e+01,1.030975891678176160e+00,2.100922036920699343e-01
1.905460717963248271e+03,2.737139385550025339e-01,-1.361381622696177196e+01,1.032014256841735866e+00,2.085975429708362416e-01
1.927524913190936559e+03,2.826638008609023145e-01,-1.367615438373727699e+01,1.033078183055454291e+00,2.071058092171444154e-01
1.949844599758045433e+03,2.918246934899131895e-01,-1.373880734415237370e+01,1.034168331698426035e+00,2.056172908837602675e-01
1.972422736114853478e+03,3.012016444952129168e-01,-1.380176654407584635e+01,1.035285382743972971e+00,2.041322736387295722e-01
1.995262314968878854e+03,3.107998036980142431e-01,-1.386502325283681358e+01,1.036430035347846168e+00,2.026510402269910693e-01
2.018366363681559733e+03,3.206244456893287409e-01,-1.392856857413599769e+01,1.037603008457691267e+00,2.011738703396410977e-01
2.041737944669529497e+03,3.306809729048495461e-01,-1.399239344687121012e+01,1.038805041444630373e+00,1.997010404909749237e-01
2.065380155810529232e+03,3.409749187744936516e-01,-1.405648864586958169e+01,1.040036894757866426e+00,1.982328239034081563e-01
2.089296130854040712e+03,3.515119509479170401e-01,-1.412084478251918007e+01,1.041299350603228202e+00,1.967694904003642331e-01
2.113489039836647862e+03,3.622978745975519166e-01,-1.418545230529246126e+01,1.042593213646644701e+00,1.953113063072013655e-01
2.137962089502232629e+03,3.733386358004665562e-01,-1.425030150015462738e+01,1.043919311743551681e+00,1.938585343602260702e-01
2.162718523727020056e+03,3.846403250004404306e-01,-1.431538249084941761e+01,1.045278496695290826e+00,1.924114336238357537e-01
2.187761623949551904e+03,3.962091805515411957e-01,-1.438068523905548624e+01,1.046671645033598885e+00,1.909702594158065869e-01
2.213094709605636581e+03,4.080515923444811843e-01,-1.444619954440621257e+01,1.048099658834334313e+00,1.895352632407368565e-01
2.238721138568339939e+03,4.201741055169554429e-01,-1.451191504436622104e+01,1.049563466561635350e+00,1.881066927316349668e-01
2.264644307593059693e+03,4.325834242490092518e-01,-1.457782121395763397e+01,1.051064023943742098e+00,1.866847915996341645e-01
2.290867652767774871e+03,4.452864156445377475e-01,-1.464390736532952708e+01,1.052602314881782908e+00,1.852697995917970408e-01
2.317394649968479825e+03,4.582901136997906688e-01,-1.471016264716378963e+01,1.054179352392861979e+00,1.838619524569696240e-01
2.344228815319922887e+03,4.716017233596586644e-01,-1.477657604391094992e+01,1.055796179588840866e+00,1.824614819196255511e-01
2.371373705661655094e+03,4.852286246624283317e-01,-1.484313637484948423e+01,1.057453870692267150e+00,1.810686156616371500e-01
2.398832919019489964e+03,4.991783769734878251e-01,-1.490983229296214674e+01,1.059153532090953975e+00,1.796835773119000168e-01
2.426610095082414318e+03,5.134587233082276159e-01,-1.497665228362305712e+01,1.060896303432764087e+00,1.783065864437278769e-01
2.454708915685031116e+03,5.280775947443130391e-01,-1.504358466308923425e+01,1.062683358762227304e+00,1.769378585799302184e-01
2.483133105295570203e+03,5.430431149230767751e-01,-1.511061757679037676e+01,1.064515907700655628e+00,1.755776052054771885e-01
2.511886431509582053e+03,5.583636046396662778e-01,-1.517773899741066757e+01,1.066395196671498402e+00,1.742260337876534448e-01
2.540972705549306284e+03,5.740475865211935869e-01,-1.524493672275649736e+01,1.068322510172729611e+00,1.728833478035961824e-01
2.570395782768864592e+03,5.901037897917472685e-01,-1.531219837340397127e+01,1.070299172098113427e+00,1.715497467751110339e-01
2.600159563165272175e+03,6.065411551228492293e-01,-1.537951139012009527e+01,1.072326547109266670e+00,1.702254263106575127e-01
2.630267991895381329e+03,6.233688395673543381e-01,-1.544686303105154046e+01,1.074406042060477295e+00,1.689105781543935314e-01
2.660725059798808616e+03,6.405962215744097632e-01,-1.551424036867489598e+01,1.076539107478307944e+00,1.676053902421688613e-01
2.691534803926913810e+03,6.582329060824698708e-01,-1.558163028650230331e+01,1.078727239098059787e+00,1.663100467643580938e-01
2.722701308077912927e+03,6.762887296866954001e-01,-1.564901947553633477e+01,1.080971979459217636e+00,1.650247282354248834e-01
2.754228703338166270e+03,6.947737658764946422e-01,-1.571639443046791484e+01,1.083274919562060790e+00,1.637496115701128352e-01
2.786121168629772001e+03,7.136983303380245447e-01,-1.578374144561118975e+01,1.085637700587646526e+00,1.624848701661589789e-01
2.818382931264454783e+03,7.330729863156594250e-01,-1.585104661056893072e+01,1.088062015683418204e+00,1.612306739934346589e-01
2.851018267503909556e+03,7.529085500255018326e-01,-1.591829580562231428e+01,1.090549611816724163e+00,1.599871896894175249e-01
2.884031503126605912e+03,7.732160961127914067e-01,-1.598547469683855127e+01,1.093102291698538675e+00,1.587545806609114984e-01
2.917427014001165844e+03,7.940069631439304887e-01,-1.605256873089004088e+01,1.095721915779694688e+00,1.575330071919306962e-01
2.951209226666383984e+03,8.152927591224781168e-01,-1.611956312957839188e+01,1.098410404321934486e+00,1.563226265576773966e-01
2.985382618917960372e+03,8.370853670168575400e-01,-1.618644288405678822e+01,1.101169739546053794e+00,1.551235931445469618e-01
3.019951720402016235e+03,8.593969502859254428e-01,-1.625319274874389208e+01,1.104001967859389310e+00,1.539360585761070099e-01
3.054921113215515561e+03,8.822399583865521144e-01,-1.631979723492254308e+01,1.106909202164826578e+00,1.527601718450018187e-01
3.090295432513592004e+03,9.056271322453591788e-01,-1.638624060401630089e+01,1.109893624253433853e+00,1.515960794507494880e-01
3.126079367123955763e+03,9.295715096743024652e-01,-1.645250686053688938e+01,1.112957487282698832e+00,1.504439255434057432e-01
3.162277660168379498e+03,9.540864307072306483e-01,-1.651857974469538348e+01,1.116103118342203881e+00,1.493038520730831376e-01
3.198895109691397010e+03,9.791855428315745513e-01,-1.658444272467004410e+01,1.119332921108378232e+00,1.481759989453253212e-01
3.235936569296281050e+03,1.004882806086187852e+00,-1.665007898852354984e+01,1.122649378589744229e+00,1.470605041823499493e-01
3.273406948788383033e+03,1.031192497992567292e+00,-1.671547143576231775e+01,1.126055055963762319e+00,1.459575040901874565e-01
3.311311214825911065e+03,1.058129218282773287e+00,-1.678060266853058380e+01,1.129552603506041253e+00,1.448671334317570281e-01
3.349654391578279501e+03,1.085707893382880984e+00,-1.684545498243201678e+01,1.133144759612255692e+00,1.437895256059352755e-01
3.388441561392027324e+03,1.113943780605682443e+00,-1.691001035697133759e+01,1.136834353912588691e+00,1.427248128326926158e-01
3.427677865464504521e+03,1.142852472000946085e+00,-1.697425044560899821e+01,1.140624310477932113e+00,1.416731263443797850e-01
3.467368504525316894e+03,1.172449897805221353e+00,-1.703815656542141710e+01,1.144517651116345514e+00,1.406345965832752898e-01
3.507518739525679393e+03,1.202752329426312494e+00,-1.710170968636012390e+01,1.148517498757436694e+00,1.396093534055091456e-01
3.548133892335752989e+03,1.233776381889916784e+00,-1.716489042010276123e+01,1.152627080921343694e+00,1.385975262915052353e-01
3.589219346450049670e+03,1.265539015667248579e+00,-1.722767900848972999e+01,1.156849733267826474e+00,1.375992445630958294e-01
3.630780547701013802e+03,1.298057537793042338e+00,-1.729005531154018627e+01,1.161188903219638080e+00,1.366146376074835744e-01
3.672823004980846235e+03,1.331349602172635205e+00,-1.735199879504195053e+01,1.165648153652764085e+00,1.356438351082416838e-01
3.715352290971727598e+03,1.365433208965061151e+00,-1.741348851771041240e+01,1.170231166644299714e+00,1.346869672835613319e-01
3.758374042884443043e+03,1.400326702915859922e+00,-1.747450311791206445e+01,1.174941747266610159e+00,1.337441651319760116e-01
3.801893963205612636e+03,1.436048770498639549e+00,-1.753502079994965612e+01,1.179783827413971364e+00,1.328155606858048010e-01
3.845917820453535569e+03,1.472618435708062723e+00,-1.759501931990663337e+01,1.184761469645052800e+00,1.319012872725799645e-01
3.890451449942804629e+03,1.510055054328804935e+00,-1.765447597105029587e+01,1.189878871021349704e+00,1.310014797847358636e-01
3.935500754557772325e+03,1.548378306484463618e+00,-1.771336756879436081e+01,1.195140366917865293e+00,1.301162749578549938e-01
3.981071705534973262e+03,1.587608187248150671e+00,-1.777167043522380396e+01,1.200550434778055786e+00,1.292458116577805682e-01
4.027170343254590989e+03,1.627764995070899223e+00,-1.782936038318696603e+01,1.206113697780001326e+00,1.283902311769181681e-01
4.073802778041130296e+03,1.668869317756299431e+00,-1.788641269996265848e+01,1.211834928375077114e+00,1.275496775400596083e-01
4.120975190973304052e+03,1.710942015678093231e+00,-1.794280213051297679e+01,1.217719051653749940e+00,1.267242978200731340e-01
4.168693834703354696e+03,1.754004201903017535e+00,-1.799850286033641922e+01,1.223771148485617744e+00,1.259142424638058921e-01
4.216965034285822185e+03,1.798077218842026648e+00,-1.805348849793982779e+01,1.229996458372085044e+00,1.251196656285514242e-01
4.265795188015925305e+03,1.843182611009998029e+00,-1.810773205695301158e+01,1.236400381940152782e+00,1.243407255294267655e-01
4.315190768277650022e+03,1.889342093425845359e+00,-1.816120593791525906e+01,1.242988482994409338e+00,1.235775847980009196e-01
4.365158322401661280e+03,1.936577515131418181e+00,-1.821388190976992405e+01,1.249766490031282595e+00,1.228304108524973376e-01
4.415704473533125565e+03,1.984910817248055404e+00,-1.826573109111082616e+01,1.256740297104728121e+00,1.220993762798719129e-01
4.466835921509635227e+03,2.034363984923460933e+00,-1.831672393123327680e+01,1.263915963915515528e+00,1.213846592300333316e-01
4.518559443749226375e+03,2.084958992447965898e+00,-1.836683019105261394e+01,1.271299714976846129e+00,1.206864438224317937e-01
4.570881896148751366e+03,2.136717740737763549e+00,-1.841601892396550255e+01,1.278897937686909403e+00,1.200049205651760736e-01
4.623810213992603167e+03,2.189661986291951745e+00,-1.846425845674259492e+01,1.286717179113720411e+00,1.193402867867716516e-01
4.677351412871980756e+03,2.243813260630175055e+00,-1.851151637055735577e+01,1.294764141268888391e+00,1.186927470804694656e-01
4.731512589614802891e+03,2.299192779106545181e+00,-1.855775948227397265e+01,1.303045674614290439e+00,1.180625137611014813e-01
4.786300923226380291e+03,2.355821337872897381e+00,-1.860295382613868043e+01,1.311568769508534071e+00,1.174498073341258692e-01
4.841723675840993565e+03,2.413719197629484281e+00,-1.864706463604289510e+01,1.320340545258076981e+00,1.168548569764278622e-01
4.897788193684461476e+03,2.472905952652154848e+00,-1.869005632855479959e+01,1.329368236390232161e+00,1.162779010281988629e-01
4.954501908047905090e+03,2.533400383422064195e+00,-1.873189248694836451e+01,1.338659175711544691e+00,1.157191874949474591e-01
5.011872336272725079e+03,2.595220291004900925e+00,-1.877253584649599105e+01,1.348220773654338789e+00,1.151789745583734065e-01
5.069907082747044115e+03,2.658382311131896714e+00,-1.881194828133382657e+01,1.358060493346056274e+00,1.146575310944443760e-01
5.128613839913648007e+03,2.722901705722833743e+00,-1.885009079325841697e+01,1.368185820759469928e+00,1.141551371965457973e-01
5.188000389289609302e+03,2.788792129362152927e+00,-1.888692350287015742e+01,1.378604229216296106e+00,1.136720847010146834e-01
5.248074602497723390e+03,2.856065367993178672e+00,-1.892240564354465349e+01,1.389323137421483390e+00,1.132086777116960430e-01
5.308844442309884471e+03,2.924731046832278469e+00,-1.895649555878875603e+01,1.400349860099753485e+00,1.127652331193620128e-01
5.370317963702526868e+03,2.994796304226654549e+00,-1.898915070362518520e+01,1.411691550189457578e+00,1.123420811108799960e-01
5.432503314924336337e+03,3.066265427888037909e+00,-1.902032765074992682e+01,1.423355131421080388e+00,1.119395656618846352e-01
5.495408738576248652e+03,3.139139449633320034e+00,-1.904998210232254152e+01,1.435347219968751364e+00,1.115580450053614281e-01
5.559042572704037411e+03,3.213415694457859573e+00,-1.907806890838276104e+01,1.447674033713436170e+00,1.111978920669527138e-01
5.623413251903491073e+03,3.289087279463902558e+00,-1.910454209304062800e+01,1.460341287496908169e+00,1.108594948559036980e-01
5.688529308438412954e+03,3.366142557876368624e+00,-1.912935488976490461e+01,1.473354072578171081e+00,1.105432567983202774e-01
5.754399373371566071e+03,3.444564503113356047e+00,-1.915245978729859644e+01,1.486716718331494436e+00,1.102495969967562106e-01
5.821032177708715608e+03,3.524330027656696895e+00,-1.917380858796659737e+01,1.500432634052020653e+00,1.099789503970005078e-01
5.888436553555889986e+03,3.605409231311154983e+00,-1.919335248041175745e+01,1.514504128567240260e+00,1.097317678392237678e-01
5.956621435290109730e+03,3.687764573377731558e+00,-1.921104212910911002e+01,1.528932205199056371e+00,1.095085159662476798e-01
6.025595860743580488e+03,3.771349963332446098e+00,-1.922682778336870157e+01,1.543716329493143968e+00,1.093096769565213844e-01
6.095368972401694009e+03,3.856109764842454712e+00,-1.924065940895296123e+01,1.558854167045279349e+00,1.091357480432721128e-01
6.165950018614822511e+03,3.941977708419501791e+00,-1.925248684591287329e+01,1.574341288727731270e+00,1.089872407740906796e-01
6.237348354824191119e+03,4.028875708774939390e+00,-1.926225999679721212e+01,1.590170840678200248e+00,1.088646799567282580e-01
6.309573444801930236e+03,4.116712584078030090e+00,-1.926992905002105871e+01,1.606333176590334144e+00,1.087686022269005459e-01
6.382634861905482467e+03,4.205382675925237734e+00,-1.927544474390491658e+01,1.622815450177694796e+00,1.086995541621769978e-01
6.456542290346556001e+03,4.294764371009634374e+00,-1.927875867772665330e+01,1.639601166219023298e+00,1.086580898522911121e-01
6.531305526474722683e+03,4.384718528359003997e+00,-1.927982367707809530e+01,1.656669689387447963e+00,1.086447678201308414e-01
6.606934480075964530e+03,4.475086819723355980e+00,-1.927859422190183381e+01,1.673995711184303570e+00,1.086601471688933979e-01
6.683439175686148701e+03,4.565689995379620392e+00,-1.927502694681539097e+01,1.691548676811561291e+00,1.087047828090401402e-01
6.760829753919819268e+03,4.656326093428583057e+00,-1.926908122472581653e+01,1.709292175803659442e+00,1.087792195933306449e-01
6.839116472814293047e+03,4.746768617719951067e+00,-1.926071984631139244e+01,1.727183302779279117e+00,1.088839851589274987e-01
6.918309709189362366e+03,4.836764717967049876e+00,-1.924990980971140786e+01,1.745171997841798994e+00,1.090195812418948279e-01
6.998419960022731175e+03,4.926033415463211718e+00,-1.923662323672919783e+01,1.763200380014335433e+00,1.091864731909563541e-01
7.079457843841380964e+03,5.014263929074425974e+00,-1.922083843401938097e+01,1.781202091674747745e+00,1.093850773638008339e-01
7.161434102129020175e+03,5.101114168727429288e+00,-1.920254112009202885e+01,1.799101677244478781e+00,1.096157460403164030e-01
7.244359600749906349e+03,5.186209477154313241e+00,-1.918172584150166315e+01,1.816814025300998559e+00,1.098787494329540038e-01
7.328245331389044622e+03,5.269141714698023726e+00,-1.915839760425561167e+01,1.834243909648715976e+00,1.101742543153718668e-01
7.413102413009177326e+03,5.349468795775857544e+00,-1.913257374920202025e+01,1.851285671394295784e+00,1.105022987275904867e-01
7.498942093324558300e+03,5.426714798078298152e+00,-1.910428610282870565e+01,1.867823090270685826e+00,1.108627621509027938e-01
7.585775750291835720e+03,5.500370775352716457e+00,-1.907358343734992800e+01,1.883729498704218797e+00,1.112553304817441580e-01
7.673614893618185306e+03,5.569896409947546090e+00,-1.904053427593319725e+01,1.898868195597993136e+00,1.116794550752731596e-01
7.762471166286919470e+03,5.634722640143437822e+00,-1.900523008007730041e+01,1.913093217518332390e+00,1.121343050834466143e-01
7.852356346100717928e+03,5.694255387459756790e+00,-1.896778885602133968e+01,1.926250521804061755e+00,1.126187122887714193e-01
7.943282347242821743e+03,5.747880488397588472e+00,-1.892835921500783769e+01,1.938179627931985616e+00,1.131311076474602328e-01
8.035261221856177144e+03,5.794969901561650261e+00,-1.888712491740345811e+01,1.948715749254961160e+00,1.136694488231265177e-01
8.128305161640994811e+03,5.834889213567461042e+00,-1.884430992202630861e+01,1.957692426302260147e+00,1.142311381391767078e-01
8.222426499470711860e+03,5.867006405471722807e+00,-1.880018394819168037e+01,1.964944645090426656e+00,1.148129306365690133e-01
8.317637711026709439e+03,5.890701767104039810e+00,-1.875506853733349999e+01,1.970312390054930640e+00,1.154108323332894148e-01
8.413951416451947807e+03,5.905378762985052710e+00,-1.870934357166908057e+01,1.973644543023743925e+00,1.160199893902915391e-01
8.511380382023759012e+03,5.910475565939999676e+00,-1.866345416711811467e+01,1.974802999978975793e+00,1.166345697497244288e-01
8.609937521846008167e+03,5.905476890473591034e+00,-1.861791780436282906e+01,1.973666840092244579e+00,1.172476399817531378e-01
8.709635899560806138e+03,5.889925686325182319e+00,-1.857333149355318014e+01,1.970136351292430366e+00,1.178510416083198148e-01
8.810488730080147434e+03,5.863434202750513080e+00,-1.853037868338700989e+01,1.964136698210290355e+00,1.184352731010634430e-01
8.912509381337458763e+03,5.825693914585979627e+00,-1.848983552413527676e+01,1.955621015931630069e+00,1.189893860757478966e-01
9.015711376059571194e+03,5.776483818422105898e+00,-1.845257597891083989e+01,1.944572729349473672e+00,1.195009068640331268e-01
9.120108393559095930e+03,5.715676664031411391e+00,-1.841957515382103594e+01,1.931006933658504288e+00,1.199557974762759938e-01
9.225714271547629323e+03,5.643242780795867830e+00,-1.839191009609585237e+01,1.914970724714380124e+00,1.203384726835443064e-01
9.332543007969905375e+03,5.559251284671050897e+00,-1.837075720635451859e+01,1.896542434032131297e+00,1.206318920827093299e-01
9.440608762859235867e+03,5.463868597352474765e+00,-1.835738535008932359e+01,1.875829795489611929e+00,1.208177469211261928e-01
9.549925860214360000e+03,5.357354362023547978e+00,-1.835314376370431688e+01,1.852967141581335131e+00,1.208767603413791192e-01
9.660508789898140094e+03,5.240054984655328596e+00,-1.835944396539099444e+01,1.828111788679654293e+00,1.207891156811071315e-01
9.772372209558112445e+03,5.112395152767502893e+00,-1.837773513279803339e+01,1.801439816865961330e+00,1.205350197442987686e-01
9.885530946569389926e+03,4.974867774390832054e+00,-1.840947282036830046e+01,1.773141476424747065e+00,1.200953961259925706e-01
1.000000000000000000e+04,4.828022832603878101e+00,-1.845608146161821850e+01,1.743416458739690533e+00,1.194526879873174657e-01
1.011579454259898193e+04,4.672455664193203795e+00,-1.851891180631535150e+01,1.712469255503352272e+00,1.185917314053848010e-01
1.023292992280753606e+04,4.508795147927548541e+00,-1.859919521085668137e+01,1.680504800466136262e+00,1.175006419850563866e-01
1.035142166679345246e+04,4.337692235327628154e+00,-1.869799742420027755e+01,1.647724547406252960e+00,1.161716422565408496e-01
1.047128548050898462e+04,4.159809183410097866e+00,-1.881617505641322197e+01,1.614323092064224197e+00,1.146017493936201948e-01
1.059253725177289743e+04,3.975809764066409180e+00,-1.895433814588782440e+01,1.580485399554538706e+00,1.127932453777028277e-01
1.071519305237607114e+04,3.786350637254964013e+00,-1.911282205204855345e+01,1.546384656382338019e+00,1.107538666769486424e-01
1.083926914021203811e+04,3.592073992255652826e+00,-1.929167125933809501e+01,1.512180730510427340e+00,1.084966770178002610e-01
1.096478196143185050e+04,3.393601488099409647e+00,-1.949063664262127205e+01,1.478019195467848546e+00,1.060396212521101944e-01
1.109174815262400807e+04,3.191529464073078692e+00,-1.970918645973765493e+01,1.444030855607095987e+00,1.034047947739439449e-01
1.122018454301962993e+04,2.986425345177252666e+00,-1.994653000902164308e+01,1.410331698740199924e+00,1.006174947071300368e-01
1.135010815672314311e+04,2.778825135322703588e+00,-2.020165173409218795e+01,1.377023198356113864e+00,9.770514043455860720e-02
1.148153621496884080e+04,2.569231871574850334e+00,-2.047335274926087578e+01,1.344192888989694135e+00,9.469615872272235668e-02
1.161448613840341386e+04,2.358114903943640428e+00,-2.076029639051987985e+01,1.311915143564959640e+00,9.161892262623926031e-02
1.174897554939530346e+04,2.145909864854667060e+00,-2.106105447004699016e+01,1.280252089274503513e+00,8.850081630076887806e-02
1.188502227437018882e+04,1.933019198327851962e+00,-2.137415134745925016e+01,1.249254607598375033e+00,8.536747432809359271e-02
1.202264434617413099e+04,1.719813129021992903e+00,-2.169810360120450099e+01,1.218963373479042600e+00,8.224221905894332774e-02
1.216186000646367938e+04,1.506630963986368199e+00,-2.203145384915624305e+01,1.189409897782619963e+00,7.914569690184203310e-02
1.230268770812381081e+04,1.293782633821537464e+00,-2.237279800780018491e+01,1.160617545545172602e+00,7.609569705081792312e-02
1.244514611771386990e+04,1.081550393973867097e+00,-2.272080590959601665e+01,1.132602509874661711e+00,7.310712487890780320e-02
1.258925411794166212e+04,8.701906203434062181e-01,-2.307423567402219788e+01,1.105374727646174726e+00,7.019209685074501159e-02
1.273503081016662873e+04,6.599356458028702299e-01,-2.343194254054520087e+01,1.078938728288421967e+00,6.736012322583230516e-02
1.288249551693132344e+04,4.509955953441031062e-01,-2.379288303717041941e+01,1.053294411080639481e+00,6.461834759395139460e-02
1.303166778452300059e+04,2.435601872630285269e-01,-2.415611540577499383e+01,1.028437749567268744e+00,6.197181699379525344e-02
1.318256738556407436e+04,3.780047607446737623e-02,-2.452079716868576753e+01,1.004361424081646748e+00,5.942376185074640244e-02
1.333521432163324062e+04,-1.661294802343567245e-01,-2.488618063141778336e+01,9.810553850779913931e-01,5.697587039534336706e-02
1.348962882591653215e+04,-3.680910403191977043e-01,-2.525160699995051061e+01,9.585073511301223093e-01,5.462854707781997915e-02
1.364583136588923844e+04,-5.679594940971490757e-01,-2.561649966653658339e+01,9.367032461773413532e-01,5.238114852579739411e-02
1.380384264602886651e+04,-7.656226753860740919e-01,-2.598035709853719055e+01,9.156275809825826784e-01,5.023219373930237763e-02
1.396368361055936293e+04,-9.609796732863379320e-01,-2.634274565761553788e+01,8.952637838984972563e-01,4.817954753446771626e-02
1.412537544622755377e+04,-1.153939640915115694e+00,-2.670329258527841176e+01,8.755944859825115500e-01,4.622057785066849972e-02
1.428893958511103665e+04,-1.344420698553403737e+00,-2.706167931600461785e+01,8.566017653180320046e-01,4.435228856364711869e-02
1.445439770745928035e+04,-1.532348927179317588e+00,-2.741763522015365595e+01,8.382673551285853009e-01,4.257143003496319245e-02
1.462177174456718240e+04,-1.717657447634233447e+00,-2.777093183369137108e+01,8.205728199497295261e-01,4.087458989599413589e-02
1.479108388168207239e+04,-1.900285580234458482e+00,-2.812137759836306117e+01,8.034997037741913317e-01,3.925826661156642250e-02
1.496235656094435944e+04,-2.080178079428200544e+00,-2.846881311209052257e+01,7.870296537282270855e-01,3.771892827159342709e-02
1.513561248436207097e+04,-2.257284438054534270e+00,-2.881310687306169882e+01,7.711445224846503743e-01,3.625305887663319432e-02
1.531087461682031972e+04,-2.431558255846212990e+00,-2.915415149047014864e+01,7.558264522791906526e-01,3.485719415650444242e-02
1.548816618912479498e+04,-2.602956666991324663e+00,-2.949186032867861229e+01,7.410579430781646382e-01,3.352794871847618319e-02
1.566751070108150088e+04,-2.771439821811982451e+00,-2.982616454856609423e+01,7.268219071493909889e-01,3.226203608154263464e-02
1.584893192461114086e+04,-2.936970417896596075e+00,-3.015701050902099922e+01,7.131017120176832425e-01,3.105628292730765877e-02
1.603245390690041677e+04,-3.099513276334769252e+00,-3.048435749228285374e+01,6.998812135400886980e-01,2.990763869209468739e-02
1.621810097358929852e+04,-3.259034959023044742e+00,-3.080817571855025605e+01,6.871447806150731141e-01,2.881318144187897112e-02
1.640589773199538831e+04,-3.415503423338640765e+00,-3.112844461759499382e+01,6.748773128418916745e-01,2.777012081184775105e-02
1.659586907437563059e+04,-3.568887710802167046e+00,-3.144515132775280364e+01,6.630642522706292619e-01,2.677579865492552696e-02
1.678804018122558773e+04,-3.719157666669035134e+00,-3.175828939541342066e+01,6.516915902277619077e-01,2.582768792666641916e-02
1.698243652461746024e+04,-3.866283687698770954e+00,-3.206785765086870299e+01,6.407458700648840377e-01,2.492339023539096726e-02
1.717908387157585821e+04,-4.010236495648149102e+00,-3.237385923900779972e+01,6.302141865578181346e-01,2.406063240410010254e-02
1.737800828749376160e+04,-4.150986934323627864e+00,-3.267630078583281517e+01,6.200841825774425775e-01,2.323726232230637068e-02
1.757923613958693022e+04,-4.288505788300833288e+00,-3.297519168405769108e+01,6.103440435613540771e-01,2.245124430950645039e-02
