frequency_Hz,FR_gain_Rs0_dB,FR_gain_Rs50_dB,CM_I_HOT_dBuA,CM_I_RTN_dBuA,CM_I_CM_dBuA,NM_I_HOT_dBuA,NM_I_RTN_dBuA,NM_I_NM_dBuA,CM_I_CM_abs_A,NM_I_NM_abs_A
3.935500754557772540e+06,-2.245099885725699096e+02,-2.275322661955331967e+02,6.431599611774261405e+01,6.431599611774261405e+01,7.033659603102223912e+01,-6.516289044874099545e+01,-6.516289044874099545e+01,-6.516289044874099545e+01,3.287227803516834437e-03,5.518937521603863798e-10
3.981071705534977373e+06,-2.245061240926790731e+02,-2.274785343893191794e+02,6.446928146609303667e+01,6.446928146609303667e+01,7.048988137937266174e+01,-6.518245688568022445e+01,-6.518245688568022445e+01,-6.518245688568022445e+01,3.345754486240954447e-03,5.506519172942838700e-10
4.027170343254595064e+06,-2.245115609886436232e+02,-2.274346802636950144e+02,6.462972789639157156e+01,6.462972789639157156e+01,7.065032780967119663e+01,-6.521180292187493421e+01,-6.521180292187493421e+01,-6.521180292187493421e+01,3.408131870119791764e-03,5.487946310027336416e-10
4.073802778041130397e+06,-2.245260616121333896e+02,-2.274004659575593337e+02,6.479792380871141688e+01,6.479792380871141688e+01,7.081852372199104195e+01,-6.525070743999532397e+01,-6.525070743999532397e+01,-6.525070743999532397e+01,3.474770982480983143e-03,5.463420501272258886e-10
4.120975190973304212e+06,-2.245494081034573810e+02,-2.273756732465025436e+02,6.497452247015553439e+01,6.497452247015553439e+01,7.099512238343515946e+01,-6.529896958020370334e+01,-6.529896958020370334e+01,-6.529896958020370334e+01,3.546141974523285036e-03,5.433147818969487440e-10
4.168693834703355096e+06,-2.245814013194342635e+02,-2.273601024710372371e+02,6.516025180342292344e+01,6.516025180342292344e+01,7.118085171670254852e+01,-6.535640768904271170e+01,-6.535640768904271170e+01,-6.535640768904271170e+01,3.622785208044155148e-03,5.397337995107563008e-10
4.216965034285822883e+06,-2.246218598851956472e+02,-2.273535715889224207e+02,6.535592606188272669e+01,6.535592606188272669e+01,7.137652597516235176e+01,-6.542285839326527253e+01,-6.542285839326527253e+01,-6.542285839326527253e+01,3.705324932652889237e-03,5.356203640478067850e-10
4.265795188015925698e+06,-2.246706193600859933e+02,-2.273559153417431276e+02,6.556245984292529272e+01,6.556245984292529272e+01,7.158305975620491779e+01,-6.549817578883323677e+01,-6.549817578883323677e+01,-6.549817578883323677e+01,3.794486288344806491e-03,5.309959523292236395e-10
4.315190768277649768e+06,-2.247275315092422261e+02,-2.273669845273275598e+02,6.578088502250800218e+01,6.578088502250800218e+01,7.180148493578762725e+01,-6.558223073673673298e+01,-6.558223073673673298e+01,-6.558223073673673298e+01,3.891116616630344027e-03,5.258821903739457965e-10
4.365158322401656769e+06,-2.247924636737218123e+02,-2.273866453708690187e+02,6.601237137032103419e+01,6.601237137032103419e+01,7.203297128360065926e+01,-6.567491025857626141e+01,-6.567491025857626141e+01,-6.567491025857626141e+01,3.996212410291581814e-03,5.203007921115893990e-10
4.415704473533129320e+06,-2.248652982332201873e+02,-2.274147789887902320e+02,6.625825184530077649e+01,6.625825184530077649e+01,7.227885175858040157e+01,-6.577611702602774812e+01,-6.577611702602774812e+01,-6.577611702602774812e+01,4.110953722749116288e-03,5.142735030338301727e-10
4.466835921509634703e+06,-2.249459321565022663e+02,-2.274512809404730262e+02,6.652005390248257299e+01,6.652005390248257299e+01,7.254065381576219806e+01,-6.588576893939917056e+01,-6.588576893939917056e+01,-6.588576893939917056e+01,4.236748562629007002e-03,5.078220484834262221e-10
4.518559443749226630e+06,-2.250342766356822892e+02,-2.274960608639845816e+02,6.679953860506205388e+01,6.679953860506205388e+01,7.282013851834167895e+01,-6.600379879150537477e+01,-6.600379879150537477e+01,-6.600379879150537477e+01,4.375290826035373344e-03,5.009680862966966285e-10
4.570881896148751490e+06,-2.251302568014453698e+02,-2.275490421928902833e+02,6.709874999192155087e+01,6.709874999192155087e+01,7.311934990520117594e+01,-6.613015401405230875e+01,-6.613015401405230875e+01,-6.613015401405230875e+01,4.528636840845996943e-03,4.937331635310960243e-10
4.623810213992603123e+06,-2.252338115172280197e+02,-2.276101619521666066e+02,6.742007809681233255e+01,6.742007809681233255e+01,7.344067801009195762e+01,-6.626479650465307714e+01,-6.626479650465307714e+01,-6.626479650465307714e+01,4.699307894054416228e-03,4.861386770244158059e-10
4.677351412871981040e+06,-2.253448932512772274e+02,-2.276793706321310822e+02,6.776634040294359806e+01,6.776634040294359806e+01,7.378694031622322314e+01,-6.640770253351112729e+01,-6.640770253351112729e+01,-6.640770253351112729e+01,4.890429649481475502e-03,4.782058375462941583e-10
4.731512589614802971e+06,-2.254634680264141195e+02,-2.277566321402092626e+02,6.814088859229119066e+01,6.814088859229119066e+01,7.416148850557081573e+01,-6.655886272971828532e+01,-6.655886272971828532e+01,-6.655886272971828532e+01,5.105924929879958156e-03,4.699556373160518375e-10
4.786300923226380721e+06,-2.255895154482456633e+02,-2.278419238312801838e+02,6.854775062172208777e+01,6.854775062172208777e+01,7.456835053500171284e+01,-6.671828214804520485e+01,-6.671828214804520485e+01,-6.671828214804520485e+01,5.350785318126134206e-03,4.614088206734822121e-10
4.841723675840999000e+06,-2.257230288135244507e+02,-2.279352366182935441e+02,6.899182312695968733e+01,6.899182312695968733e+01,7.501242304023931240e+01,-6.688598041806804417e+01,-6.688598041806804417e+01,-6.688598041806804417e+01,5.631461923322391566e-03,4.525858577011587324e-10
4.897788193684466183e+06,-2.258640153013663507e+02,-2.280365751658653721e+02,6.947913715199555895e+01,6.947913715199555895e+01,7.549973706527518402e+01,-6.706199197849659299e+01,-6.706199197849659299e+01,-6.706199197849659299e+01,5.956441122279251647e-03,4.435069206080625179e-10
4.954501908047905192e+06,-2.260124962511241336e+02,-2.281459581706443487e+02,7.001723347339543579e+01,7.001723347339543579e+01,7.603783338667506086e+01,-6.724636640067166127e+01,-6.724636640067166127e+01,-6.724636640067166127e+01,6.337116181485094590e-03,4.341918626949607330e-10
5.011872336272724904e+06,-2.261685075319072098e+02,-2.282634187334336957e+02,7.061570660553105938e+01,7.061570660553105938e+01,7.663630651881068445e+01,-6.743916880640350087e+01,-6.743916880640350087e+01,-6.743916880640350087e+01,6.789148777915711939e-03,4.246601997320576102e-10
5.069907082747044042e+06,-2.263321000100613105e+02,-2.283890048293778250e+02,7.128701742568502198e+01,7.128701742568502198e+01,7.730761733896464705e+01,-6.764048038666535945e+01,-6.764048038666535945e+01,-6.764048038666535945e+01,7.334674864277302732e-03,4.149310935888572762e-10
5.128613839913648553e+06,-2.265033401224161196e+02,-2.285227798840151650e+02,7.204775106257103801e+01,7.204775106257103801e+01,7.806835097585066308e+01,-6.785039902916474830e+01,-6.785039902916474830e+01,-6.785039902916474830e+01,8.006036187430159295e-03,4.050233379651657333e-10
5.188000389289609157e+06,-2.266823105648086596e+02,-2.286648234647007598e+02,7.292064905293564436e+01,7.292064905293564436e+01,7.894124896621526943e+01,-6.806904006453575562e+01,-6.806904006453575562e+01,-6.806904006453575562e+01,8.852428920118235803e-03,3.949553460806156143e-10
5.248074602497722954e+06,-2.268691111073532056e+02,-2.288152320988615998e+02,7.393806869633334600e+01,7.393806869633334600e+01,7.995866860961297107e+01,-6.829653714287806565e+01,-6.829653714287806565e+01,-6.829653714287806565e+01,9.952528513284692943e-03,3.847451401880454003e-10
5.308844442309889942e+06,-2.270638595502070984e+02,-2.289741202328305292e+02,7.514827150616112306e+01,7.514827150616112306e+01,8.116887141944074813e+01,-6.853304325467151159e+01,-6.853304325467151159e+01,-6.853304325467151159e+01,1.144046221215190562e-02,3.744103427836241828e-10
5.370317963702532463e+06,-2.272666928362589545e+02,-2.291416213476772441e+02,7.662786948837890577e+01,7.662786948837890577e+01,8.264846940165853084e+01,-6.877873191279537934e+01,-6.877873191279537934e+01,-6.877873191279537934e+01,1.356511469335531898e-02,3.639681693937001869e-10
5.432503314924336039e+06,-2.274777683403259516e+02,-2.293178892516184249e+02,7.850946856019497488e+01,7.850946856019497488e+01,8.453006847347459995e+01,-6.903379851557203040e+01,-6.903379851557203040e+01,-6.903379851557203040e+01,1.684625707131699388e-02,3.534354228250417078e-10
5.495408738576248288e+06,-2.276972653582092505e+02,-2.295030995723490719e+02,8.105421007311113613e+01,8.105421007311113613e+01,8.707480998639076120e+01,-6.929846191454625171e+01,-6.929846191454625171e+01,-6.929846191454625171e+01,2.258086110006661887e-02,3.428284887715187501e-10
5.559042572704036720e+06,-2.279253868234644642e+02,-2.296974514771466431e+02,8.490111543946596839e+01,8.490111543946596839e+01,9.092171535274559346e+01,-6.957296621525475189e+01,-6.957296621525475189e+01,-6.957296621525475189e+01,3.516298761006258350e-02,3.321633326761872744e-10
5.623413251903491095e+06,-2.281623612851760470e+02,-2.299011696540301557e+02,9.257006692556764449e+01,9.257006692556764449e+01,9.859066683884726956e+01,-6.985758284471026514e+01,-6.985758284471026514e+01,-6.985758284471026514e+01,8.502239646367726333e-02,3.214554977534069836e-10
5.688529308438412845e+06,-2.284084451866140171e+02,-2.301145065938466416e+02,9.869122231274424450e+01,9.869122231274424450e+01,1.047118222260238696e+02,-7.015261292595613440e+01,-7.015261292595613440e+01,-7.015261292595613440e+01,1.720248196875453772e-01,3.107201040809371893e-10
5.754399373371566646e+06,-2.286639254926901685e+02,-2.303377452211967693e+02,8.624637102556607715e+01,8.624637102556607715e+01,9.226697093884570222e+01,-7.045839000813433017e+01,-7.045839000813433017e+01,-7.045839000813433017e+01,4.105334481204073183e-02,2.999718486769721933e-10
5.821032177708709612e+06,-2.289291227239990860e+02,-2.305712019319780381e+02,8.111895000131292477e+01,8.111895000131292477e+01,8.713954991459254984e+01,-7.077528321042940718e+01,-7.077528321042940718e+01,-7.077528321042940718e+01,2.274979542833501997e-02,2.892250064818203171e-10
5.888436553555895574e+06,-2.292043944674176146e+02,-2.308152301075131732e+02,7.776159098120918145e+01,7.776159098120918145e+01,8.378219089448879231e+01,-7.110370085049854083e+01,-7.110370085049854083e+01,-7.110370085049854083e+01,1.545644257574748000e-02,2.784934321683982077e-10
5.956621435290109366e+06,-2.294901394483819672e+02,-2.310702241903785534e+02,7.522050690468678624e+01,7.522050690468678624e+01,8.124110681796639710e+01,-7.144409464320959557e+01,-7.144409464320959557e+01,-7.144409464320959557e+01,1.153600248421544384e-02,2.677905627099607072e-10
6.025595860743581317e+06,-2.297868022689152667e+02,-2.313366244259970301e+02,7.314895990740676268e+01,7.314895990740676268e+01,7.916955982068638775e+01,-7.179696457453481173e+01,-7.179696457453481173e+01,-7.179696457453481173e+01,9.088202411459727487e-03,2.571294206374197153e-10
6.095368972401693463e+06,-2.300948789393414984e+02,-2.316149223979285807e+02,7.138107963710038462e+01,7.138107963710038462e+01,7.740167955038000969e+01,-7.216286457939511934e+01,-7.216286457939511934e+01,-7.216286457939511934e+01,7.414535988996940642e-03,2.465226179224571341e-10
6.165950018614822067e+06,-2.304149233619050960e+02,-2.319056675150693252e+02,6.982434133352595040e+01,6.982434133352595040e+01,7.584494124680557547e+01,-7.254240918262460980e+01,-7.254240918262460980e+01,-7.254240918262460980e+01,6.197935642455900881e-03,2.359823604261108361e-10
6.237348354824191891e+06,-2.307475549632122807e+02,-2.322094746476720957e+02,6.842167197106356014e+01,6.842167197106356014e+01,7.444227188434318521e+01,-7.293628130102663931e+01,-7.293628130102663931e+01,-7.293628130102663931e+01,5.273677818869530395e-03,2.255204528559362439e-10
6.309573444801930338e+06,-2.310934677222726350e+02,-2.325270331589598811e+02,6.713522916746519797e+01,6.713522916746519797e+01,7.315582908074482305e+01,-7.334524145447241494e+01,-7.334524145447241494e+01,-7.334524145447241494e+01,4.547696296868902234e-03,2.151483041779913072e-10
6.382634861905482598e+06,-2.314534409057002335e+02,-2.328591176438875721e+02,6.593848990500688956e+01,6.593848990500688956e+01,7.195908981828651463e+01,-7.377013869890757292e+01,-7.377013869890757292e+01,-7.377013869890757292e+01,3.962365110335134936e-03,2.048769334329150302e-10
6.456542290346562862e+06,-2.318283519065703899e+02,-2.332066007715421847e+02,6.481200782182149567e+01,6.481200782182149567e+01,7.083260773510112074e+01,-7.421192367921746325e+01,-7.421192367921746325e+01,-7.421192367921746325e+01,3.480409831256589450e-03,1.947169759081976473e-10
6.531305526474729180e+06,-2.322191916958551587e+02,-2.335704687401005799e+02,6.374096510900965029e+01,6.374096510900965029e+01,6.976156502228927536e+01,-7.467166431250153380e+01,-7.467166431250153380e+01,-7.467166431250153380e+01,3.076651115337770710e-03,1.846786896214510635e-10
6.606934480075964704e+06,-2.326270835457387420e+02,-2.339518400036402568e+02,6.271367352503580861e+01,6.271367352503580861e+01,6.873427343831542657e+01,-7.515056476287628584e+01,-7.515056476287628584e+01,-7.515056476287628584e+01,2.733465972256267709e-03,1.747719620719898029e-10
6.683439175686148927e+06,-2.330533058874763412e+02,-2.343519881334628678e+02,6.172060870627340279e+01,6.172060870627340279e+01,6.774120861955302075e+01,-7.564998857251119091e+01,-7.564998857251119091e+01,-7.564998857251119091e+01,2.438150057173873748e-03,1.650063172205055368e-10
6.760829753919818439e+06,-2.334993204448183235e+02,-2.347723699549482035e+02,6.075375842629522793e+01,6.075375842629522793e+01,6.677435833957486011e+01,-7.617148709221014258e+01,-7.617148709221014258e+01,-7.617148709221014258e+01,2.181312645083497391e-03,1.553909226588437696e-10
6.839116472814292647e+06,-2.339668071699863390e+02,-2.352146604869201383e+02,5.980616194159026122e+01,5.980616194159026122e+01,6.582676185486987208e+01,-7.671683474110353984e+01,-7.671683474110353984e+01,-7.671683474110353984e+01,1.955861476603613924e-03,1.459345969340900336e-10
6.918309709189362824e+06,-2.344577080519721051e+02,-2.356807967532922703e+02,5.887156766386852524e+01,5.887156766386852524e+01,6.489216757714814321e+01,-7.728807316812981298e+01,-7.728807316812981298e+01,-7.728807316812981298e+01,1.756339136653711558e-03,1.366458169932242245e-10
6.998419960022730753e+06,-2.349742826420790038e+02,-2.361730333119092791e+02,5.794416346940161588e+01,5.794416346940161588e+01,6.396476338268124096e+01,-7.788756716351241494e+01,-7.788756716351241494e+01,-7.788756716351241494e+01,1.578476676405662915e-03,1.275327257165514490e-10
7.079457843841387890e+06,-2.355191792674298199e+02,-2.366940134713032080e+02,5.701834881145708778e+01,5.701834881145708778e+01,6.303894872473671285e+01,-7.851807629467678851e+01,-7.851807629467678851e+01,-7.851807629467678851e+01,1.418885779949771372e-03,1.186031395099867478e-10
7.161434102129027247e+06,-2.360955275688499455e+02,-2.372468618317716391e+02,5.608852565533911161e+01,5.608852565533911161e+01,6.210912556861873668e+01,-7.918284790724170819e+01,-7.918284790724170819e+01,-7.918284790724170819e+01,1.274841751807223762e-03,1.098645559280581657e-10
7.244359600749906152e+06,-2.367070605150946960e+02,-2.378353063027417136e+02,5.514888859735847859e+01,5.514888859735847859e+01,6.116948851063810366e+01,-7.988573964785915393e+01,-7.988573964785915393e+01,-7.988573964785915393e+01,1.144127503151848302e-03,1.013241613011554423e-10
7.328245331389044411e+06,-2.373582779321034479e+02,-2.384638416351016303e+02,5.419319435213190417e+01,5.419319435213190417e+01,6.021379426541152924e+01,-8.063138355306797678e+01,-8.063138355306797678e+01,-8.063138355306797678e+01,1.024919399049906621e-03,9.298883834225219025e-11
7.413102413009176962e+06,-2.380546697466092780e+02,-2.391379526678228729e+02,5.321448704364974702e+01,5.321448704364974702e+01,5.923508695692937209e+01,-8.142540990975663817e+01,-8.142540990975663817e+01,-8.142540990975663817e+01,9.157023902986859577e-04,8.486517370983830776e-11
7.498942093324557878e+06,-2.388030271936385702e+02,-2.398644255384072039e+02,5.220474729137529124e+01,5.220474729137529124e+01,5.822534720465491631e+01,-8.227475914395633083e+01,-8.227475914395633083e+01,-8.227475914395633083e+01,8.152059864297561817e-04,7.695946550537101626e-11
7.585775750291835517e+06,-2.396118871785563158e+02,-2.406517920478100621e+02,5.115441723595473889e+01,5.115441723595473889e+01,5.717501714923436396e+01,-8.318812693687883097e+01,-8.318812693687883097e+01,-8.318812693687883097e+01,7.223552897883518892e-04,6.927773068502731106e-11
7.673614893618186004e+06,-2.404921846343030722e+02,-2.415109820204845619e+02,5.005172476241967416e+01,5.005172476241967416e+01,5.607232467569929923e+01,-8.417661741836838019e+01,-8.417661741836838019e+01,-8.417661741836838019e+01,6.362330623117544350e-04,6.182571236701833279e-11
7.762471166286911815e+06,-2.414582419195043883e+02,-2.424563127052239508e+02,4.888167651956909765e+01,4.888167651956909765e+01,5.490227643284872272e+01,-8.525473349445682913e+01,-8.525473349445682913e+01,-8.525473349445682913e+01,5.560499699849432527e-04,5.460888701718568197e-11
7.852356346100726165e+06,-2.425293286106173980e+02,-2.435070485699658320e+02,4.762448542868489199e+01,4.762448542868489199e+01,5.364508534196450285e+01,-8.644193767495633551e+01,-8.644193767495633551e+01,-8.644193767495633551e+01,4.811209486732667619e-04,4.763247149707449780e-11
7.943282347242821939e+06,-2.437322384381988343e+02,-2.446899782406391637e+02,4.625298528498072415e+01,4.625298528498072415e+01,5.227358519826034922e+01,-8.776523016602986615e+01,-8.776523016602986615e+01,-8.776523016602986615e+01,4.108461862476152880e-04,4.090142996020099377e-11
8.035261221856176853e+06,-2.451058005278733276e+02,-2.460439257446315082e+02,4.472811489114405248e+01,4.472811489114405248e+01,5.074871480442367755e+01,-8.926366140566274510e+01,-8.926366140566274510e+01,-8.926366140566274510e+01,3.446956003947477588e-04,3.442048058377741976e-11
8.128305161640995182e+06,-2.467093805133663409e+02,-2.476282516262382956e+02,4.299041596632093842e+01,4.299041596632093842e+01,4.901101587960056349e+01,-9.099683462971819381e+01,-9.099683462971819381e+01,-9.099683462971819381e+01,2.821959613022720554e-04,2.819410212488273464e-11
8.222426499470711686e+06,-2.486405356861563405e+02,-2.495405080986464270e+02,4.094238067175675155e+01,4.094238067175675155e+01,4.696298058503637662e+01,-9.306256265702356245e+01,-9.306256265702356245e+01,-9.306256265702356245e+01,2.229199973656077706e-04,2.222654029187709617e-11
8.317637711026708595e+06,-2.510769907272851924e+02,-2.519584147779891623e+02,3.840648241047109224e+01,3.840648241047109224e+01,4.442708232375071731e+01,-9.563884546722798063e+01,-9.563884546722798063e+01,-9.563884546722798063e+01,1.664769521302072064e-04,1.652181392407065703e-11
8.413951416451947764e+06,-2.543990537320929093e+02,-2.552622747102356584e+02,3.500277061055855654e+01,3.500277061055855654e+01,4.102337052383818161e+01,-9.910628831562010532e+01,-9.910628831562010532e+01,-9.910628831562010532e+01,1.125041456995370086e-04,1.108372097586815080e-11
8.511380382023759186e+06,-2.597011773808131920e+02,-2.605465355438485062e+02,2.963732531840232198e+01,2.963732531840232198e+01,3.565792523168194350e+01,-1.045596652776215763e+02,-1.045596652776215763e+02,-1.045596652776215763e+02,6.065914178947800936e-05,5.915844312337768828e-12
8.609937521846016869e+06,-2.747987791885274760e+02,-2.756266097817039054e+02,1.449545867510737196e+01,1.449545867510737196e+01,2.051605858838699703e+01,-1.198147422040104715e+02,-1.198147422040104715e+02,-1.198147422040104715e+02,1.061213899004278341e-05,1.021557672141693965e-12
8.709635899560814723e+06,-2.637036369461071672e+02,-2.645142702239006667e+02,2.556634860555842437e+01,2.556634860555842437e+01,3.158694851883804944e+01,-1.088836752556237144e+02,-1.088836752556237144e+02,-1.088836752556237144e+02,3.796185499453036616e-05,3.595971468207532606e-12
8.810488730080146343e+06,-2.566592813510609403e+02,-2.574530426003694856e+02,3.260768475856200865e+01,3.260768475856200865e+01,3.862828467184162662e+01,-1.020104070854035569e+02,-1.020104070854035569e+02,-1.020104070854035569e+02,8.539141959887239447e-05,7.933770723541485138e-12
8.912509381337458268e+06,-2.528946190266553344e+02,-2.536718285916454363e+02,3.639209637964600574e+01,3.639209637964600574e+01,4.241269629292563081e+01,-9.842429394981586199e+01,-9.842429394981586199e+01,-9.842429394981586199e+01,1.320185062850711809e-04,1.198906466132631762e-11
9.015711376059569418e+06,-2.503331024229271122e+02,-2.510940757314151028e+02,3.899804972294112559e+01,3.899804972294112559e+01,4.501864963622075777e+01,-9.604928034533129733e+01,-9.604928034533129733e+01,-9.604928034533129733e+01,1.782101689020253036e-04,1.575926588062189365e-11
9.120108393559096381e+06,-2.484038340654398098e+02,-2.491488816566816809e+02,4.099883344447755462e+01,4.099883344447755462e+01,4.701943335775717969e+01,-9.431500876109025455e+01,-9.431500876109025455e+01,-9.431500876109025455e+01,2.243735544210147281e-04,1.924197127326902539e-11
9.225714271547628567e+06,-2.468662355053287456e+02,-2.475956630590800387e+02,4.263801027422184120e+01,4.263801027422184120e+01,4.865861018750145917e+01,-9.298149505598486542e+01,-9.298149505598486542e+01,-9.298149505598486542e+01,2.709758014031467114e-04,2.243495729559726254e-11
9.332543007969904691e+06,-2.455960902165410857e+02,-2.463101985832348078e+02,4.404353863547386538e+01,4.404353863547386538e+01,5.006413854875349045e+01,-9.192517889835016831e+01,-9.192517889835016831e+01,-9.192517889835016831e+01,3.185715051555523944e-04,2.533617529077129989e-11
9.440608762859245762e+06,-2.445209181967207428e+02,-2.452200034285901893e+02,4.529262617759515308e+01,4.529262617759515308e+01,5.131322609087477815e+01,-9.107430726541066690e+01,-9.107430726541066690e+01,-9.107430726541066690e+01,3.678419909390932504e-04,2.794374675180261931e-11
9.549925860214369372e+06,-2.435948126739225472e+02,-2.442791660568707357e+02,4.643721574149434872e+01,4.643721574149434872e+01,5.245781565477396668e+01,-9.038378170822916502e+01,-9.038378170822916502e+01,-9.038378170822916502e+01,4.196534354186822586e-04,3.025595841492213200e-11
9.660508789898140356e+06,-2.427869515017659126e+02,-2.434568595877486814e+02,4.751594115188431289e+01,4.751594115188431289e+01,5.353654106516393085e+01,-8.982368235069179718e+01,-8.982368235069179718e+01,-8.982368235069179718e+01,4.751459734525502357e-04,3.227125703694187711e-11
9.772372209558112547e+06,-2.420757396656779861e+02,-2.427314843053217146e+02,4.856068009088829740e+01,4.856068009088829740e+01,5.458128000416792247e+01,-8.937342554002937334e+01,-8.937342554002937334e+01,-8.937342554002937334e+01,5.358756215019753197e-04,3.398824365774333088e-11
9.885530946569390595e+06,-2.414455714848091645e+02,-2.420874298599203485e+02,4.960086149152370183e+01,4.960086149152370183e+01,5.562146140480331269e+01,-8.901854437386239738e+01,-8.901854437386239738e+01,-8.901854437386239738e+01,6.040502525513135939e-04,3.540566707529909451e-11
1.000000000000000000e+07,-2.408849295538220190e+02,-2.415131742093598177e+02,5.066707805875361714e+01,5.066707805875361714e+01,5.668767797203324221e+01,-8.874880998500356100e+01,-8.874880998500356100e+01,-8.874880998500356100e+01,6.829421203688933141e-04,3.652241615605868520e-11
1.011579454259898327e+07,-2.403852185907012426e+02,-2.410001174656622425e+02,5.179512630076791879e+01,5.179512630076791879e+01,5.781572621404754386e+01,-8.855709285600822511e+01,-8.855709285600822511e+01,-8.855709285600822511e+01,7.776538218200687060e-04,3.733751045320752163e-11
1.023292992280753702e+07,-2.399400305893955192e+02,-2.405418470458903357e+02,5.303186679042208596e+01,5.303186679042208596e+01,5.905246670370171103e+01,-8.843866204035541045e+01,-8.843866204035541045e+01,-8.843866204035541045e+01,8.966507894371052341e-04,3.785008838582515172e-11
1.035142166679343022e+07,-2.395446800849560702e+02,-2.401336729345125605e+02,5.444556546017995657e+01,5.444556546017995657e+01,6.046616537345958164e+01,-8.839076309868571002e+01,-8.839076309868571002e+01,-8.839076309868571002e+01,1.055135581551545866e-03,3.805939190601017492e-11
1.047128548050900735e+07,-2.391959220427374078e+02,-2.397723455685090812e+02,5.614728251040833840e+01,5.614728251040833840e+01,6.216788242368796347e+01,-8.841239000764386446e+01,-8.841239000764386446e+01,-8.841239000764386446e+01,1.283494822728674508e-03,3.796474608790152745e-11
1.059253725177289732e+07,-2.388918067900214055e+02,-2.394559107630520600e+02,5.834324035288223342e+01,5.834324035288223342e+01,6.436384026616185849e+01,-8.850420928603354298e+01,-8.850420928603354298e+01,-8.850420928603354298e+01,1.652692336594842153e-03,3.756553131112841108e-11
1.071519305237607099e+07,-2.386316539184716703e+02,-2.391836836053684294e+02,6.149706218686796433e+01,6.149706218686796433e+01,6.751766210014758940e+01,-8.866862368825567842e+01,-8.866862368825567842e+01,-8.866862368825567842e+01,2.376200620797200291e-03,3.686114450892818117e-11
1.083926914021203853e+07,-2.384161499526247781e+02,-2.389563461107558737e+02,6.710007480494930121e+01,6.710007480494930121e+01,7.312067471822892628e+01,-8.890998808547172416e+01,-8.890998808547172416e+01,-8.890998808547172416e+01,4.529327622665872514e-03,3.585094400474739613e-11
1.096478196143185161e+07,-2.382476004649492722e+02,-2.387761993193186640e+02,1.069965924283257834e+02,1.069965924283257834e+02,1.130171923416054085e+02,-8.923501974469704123e+01,-8.923501974469704123e+01,-8.923501974469704123e+01,4.475686070954313922e-01,3.453416922100665111e-11
1.109174815262400918e+07,-2.381304058502672092e+02,-2.386476390430129868e+02,6.575452277976020810e+01,6.575452277976020810e+01,7.177512269303981896e+01,-8.965348960321550464e+01,-8.965348960321550464e+01,-8.965348960321550464e+01,3.879324727011238937e-03,3.290982097818247095e-11
1.122018454301963001e+07,-2.380718985149609921e+02,-2.385779930130073581e+02,5.902497244732163040e+01,5.902497244732163040e+01,6.504557236060125547e+01,-9.017935919882694407e+01,-9.017935919882694407e+01,-9.017935919882694407e+01,1.787634048884475862e-03,3.097647819635362173e-11
1.135010815672314353e+07,-2.380838156225483999e+02,-2.385789935594527549e+02,5.463455795165243956e+01,5.463455795165243956e+01,6.065515786493206463e+01,-9.083268029126151077e+01,-9.083268029126151077e+01,-9.083268029126151077e+01,1.078345407912016315e-03,2.873200844675179581e-11
1.148153621496884152e+07,-2.381849781285116023e+02,-2.386694565391701985e+02,5.109581473482222691e+01,5.109581473482222691e+01,5.711641464810185198e+01,-9.164289866454984690e+01,-9.164289866454984690e+01,-9.164289866454984690e+01,7.174980620821328446e-04,2.617309411111010944e-11
1.161448613840343803e+07,-2.384064535510744918e+02,-2.388804439244681248e+02,4.790176159675447565e+01,4.790176159675447565e+01,5.392236151003409361e+01,-9.265496099751715064e+01,-9.265496099751715064e+01,-9.265496099751715064e+01,4.967273527747625029e-04,2.329442260456977696e-11
1.174897554939530231e+07,-2.388023589623579142e+02,-2.392660664689332179e+02,4.476961303119792746e+01,4.476961303119792746e+01,5.079021294447755253e+01,-9.394159968067354782e+01,-9.394159968067354782e+01,-9.394159968067354782e+01,3.463463755800757007e-04,2.008722831968510331e-11
1.188502227437018976e+07,-2.394752256571392479e+02,-2.399288477561075297e+02,4.145324588153371792e+01,4.145324588153371792e+01,4.747384579481334299e+01,-9.563113236691782504e+01,-9.563113236691782504e+01,-9.563113236691782504e+01,2.364243968357178491e-04,1.653649186856060595e-11
1.202264434617413022e+07,-2.406464900531348405e+02,-2.410902138187731225e+02,3.761451327737999861e+01,3.761451327737999861e+01,4.363511319065962368e+01,-9.798218645309430030e+01,-9.798218645309430030e+01,-9.798218645309430030e+01,1.519692287922784794e-04,1.261509941388762486e-11
1.216186000646367855e+07,-2.429144886918764996e+02,-2.433484851996297493e+02,3.253064084439517245e+01,3.253064084439517245e+01,3.855124075767479752e+01,-1.016496017984109415e+02,-1.016496017984109415e+02,-1.016496017984109415e+02,8.463734625109001122e-05,8.270274224833507359e-12
1.230268770812381059e+07,-2.489574980705596090e+02,-2.493819089894671208e+02,2.335024768503961567e+01,2.335024768503961567e+01,2.937084759831923719e+01,-1.094036987351028642e+02,-1.094036987351028642e+02,-1.094036987351028642e+02,2.941320703708534946e-05,3.386998959634570238e-12
1.244514611771384440e+07,-2.499998527210364330e+02,-2.504147513847190680e+02,1.853803754573707607e+01,1.853803754573707607e+01,2.455863745901670114e+01,-1.126343253440235372e+02,-1.126343253440235372e+02,-1.126343253440235372e+02,1.690175775798830754e-05,2.334983052663988433e-12
