frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_CM_phase_deg
3.198895109691397287e+06,1.310352930547424577e-03,1.310352930547424577e-03,2.620705861094849154e-03,6.234776568633257199e+01,6.234776568633257199e+01,6.836836559961218995e+01,5.037230649770400859e-02
3.235936569296280853e+06,1.322975712280260920e-03,1.322975712280260920e-03,2.645951424560521840e-03,6.243103742616146690e+01,6.243103742616146690e+01,6.845163733944109197e+01,5.095699732390719661e-02
3.273406948788379319e+06,1.336038570611318725e-03,1.336038570611318725e-03,2.672077141222637450e-03,6.251637992269863986e+01,6.251637992269863986e+01,6.853697983597827204e+01,5.154834425153147215e-02
3.311311214825914241e+06,1.349574139205494874e-03,1.349574139205494874e-03,2.699148278410989747e-03,6.260393495255857488e+01,6.260393495255857488e+01,6.862453486583819995e+01,5.214640108347688707e-02
3.349654391578279436e+06,1.363617783857872185e-03,1.363617783857872185e-03,2.727235567715744369e-03,6.269385313041218666e+01,6.269385313041218666e+01,6.871445304369180462e+01,5.275121925656494487e-02
3.388441561392027419e+06,1.378207911350181735e-03,1.378207911350181735e-03,2.756415822700363470e-03,6.278629477147568139e+01,6.278629477147568139e+01,6.880689468475530646e+01,5.336284742913136731e-02
3.427677865464504808e+06,1.393386320634859956e-03,1.393386320634859956e-03,2.786772641269719911e-03,6.288143085194634807e+01,6.288143085194634807e+01,6.890203076522597314e+01,5.398133100765503678e-02
3.467368504525316879e+06,1.409198603291216207e-03,1.409198603291216207e-03,2.818397206582432413e-03,6.297944408128233817e+01,6.297944408128233817e+01,6.900004399456196325e+01,5.460671160226468479e-02
3.507518739525679499e+06,1.425694601531067498e-03,1.425694601531067498e-03,2.851389203062134996e-03,6.308053010254010218e+01,6.308053010254010218e+01,6.910113001581973435e+01,5.523902639900277189e-02
3.548133892335752957e+06,1.442928933659040928e-03,1.442928933659040928e-03,2.885857867318081856e-03,6.318489883975267674e+01,6.318489883975267674e+01,6.920549875303230181e+01,5.587830743433292585e-02
3.589219346450049896e+06,1.460961598889849809e-03,1.460961598889849809e-03,2.921923197779699617e-03,6.329277601465559400e+01,6.329277601465559400e+01,6.931337592793522617e+01,5.652458075444214552e-02
3.630780547701017465e+06,1.479858675886663822e-03,1.479858675886663822e-03,2.959717351773327645e-03,6.340440485907271295e+01,6.340440485907271295e+01,6.942500477235233802e+01,5.717786543826471057e-02
3.672823004980850033e+06,1.499693132434573150e-03,1.499693132434573150e-03,2.999386264869146300e-03,6.352004805412201449e+01,6.352004805412201449e+01,6.954064796740163956e+01,5.783817245867046986e-02
3.715352290971728042e+06,1.520545767461547538e-03,1.520545767461547538e-03,3.041091534923095075e-03,6.363998993329735754e+01,6.363998993329735754e+01,6.966058984657698261e+01,5.850550335067061791e-02
3.758374042884443421e+06,1.542506311375718307e-03,1.542506311375718307e-03,3.085012622751436614e-03,6.376453899368470957e+01,6.376453899368470957e+01,6.978513890696433464e+01,5.917984864849208659e-02
3.801893963205612730e+06,1.565674716679022957e-03,1.565674716679022957e-03,3.131349433358045914e-03,6.389403076841958296e+01,6.389403076841958296e+01,6.991463068169920803e+01,5.986118604455673009e-02
3.845917820453535300e+06,1.590162678409462503e-03,1.590162678409462503e-03,3.180325356818925007e-03,6.402883112441608660e+01,6.402883112441608660e+01,7.004943103769571167e+01,6.054947821222290971e-02
3.890451449942804873e+06,1.616095433647682985e-03,1.616095433647682985e-03,3.232190867295365970e-03,6.416934006296452253e+01,6.416934006296452253e+01,7.018993997624414760e+01,6.124467021989268845e-02
3.935500754557772540e+06,1.643613901758417218e-03,1.643613901758417218e-03,3.287227803516834437e-03,6.431599611774261405e+01,6.431599611774261405e+01,7.033659603102223912e+01,6.194668644577822764e-02
3.981071705534977373e+06,1.672877243120477224e-03,1.672877243120477224e-03,3.345754486240954447e-03,6.446928146609303667e+01,6.446928146609303667e+01,7.048988137937266174e+01,6.265542687894037899e-02
4.027170343254595064e+06,1.704065935059895882e-03,1.704065935059895882e-03,3.408131870119791764e-03,6.462972789639157156e+01,6.462972789639157156e+01,7.065032780967119663e+01,6.337076266134337998e-02
4.073802778041130397e+06,1.737385491240491572e-03,1.737385491240491572e-03,3.474770982480983143e-03,6.479792380871141688e+01,6.479792380871141688e+01,7.081852372199104195e+01,6.409253068511545914e-02
4.120975190973304212e+06,1.773070987261642518e-03,1.773070987261642518e-03,3.546141974523285036e-03,6.497452247015553439e+01,6.497452247015553439e+01,7.099512238343515946e+01,6.482052700545087864e-02
4.168693834703355096e+06,1.811392604022077574e-03,1.811392604022077574e-03,3.622785208044155148e-03,6.516025180342292344e+01,6.516025180342292344e+01,7.118085171670254852e+01,6.555449875770240353e-02
4.216965034285822883e+06,1.852662466326444619e-03,1.852662466326444619e-03,3.705324932652889237e-03,6.535592606188272669e+01,6.535592606188272669e+01,7.137652597516235176e+01,6.629413417011961740e-02
4.265795188015925698e+06,1.897243144172403246e-03,1.897243144172403246e-03,3.794486288344806491e-03,6.556245984292529272e+01,6.556245984292529272e+01,7.158305975620491779e+01,6.703905013117490708e-02
4.315190768277649768e+06,1.945558308315172014e-03,1.945558308315172014e-03,3.891116616630344027e-03,6.578088502250800218e+01,6.578088502250800218e+01,7.180148493578762725e+01,6.778877658752641144e-02
4.365158322401656769e+06,1.998106205145790907e-03,1.998106205145790907e-03,3.996212410291581814e-03,6.601237137032103419e+01,6.601237137032103419e+01,7.203297128360065926e+01,6.854273679317358925e-02
4.415704473533129320e+06,2.055476861374558144e-03,2.055476861374558144e-03,4.110953722749116288e-03,6.625825184530077649e+01,6.625825184530077649e+01,7.227885175858040157e+01,6.930022206877044233e-02
4.466835921509634703e+06,2.118374281314503501e-03,2.118374281314503501e-03,4.236748562629007002e-03,6.652005390248257299e+01,6.652005390248257299e+01,7.254065381576219806e+01,7.006035921105806252e-02
4.518559443749226630e+06,2.187645413017686672e-03,2.187645413017686672e-03,4.375290826035373344e-03,6.679953860506205388e+01,6.679953860506205388e+01,7.282013851834167895e+01,7.082206793595288707e-02
4.570881896148751490e+06,2.264318420422998471e-03,2.264318420422998471e-03,4.528636840845996943e-03,6.709874999192155087e+01,6.709874999192155087e+01,7.311934990520117594e+01,7.158400461783849533e-02
4.623810213992603123e+06,2.349653947027208114e-03,2.349653947027208114e-03,4.699307894054416228e-03,6.742007809681233255e+01,6.742007809681233255e+01,7.344067801009195762e+01,7.234448689580835756e-02
4.677351412871981040e+06,2.445214824740737751e-03,2.445214824740737751e-03,4.890429649481475502e-03,6.776634040294359806e+01,6.776634040294359806e+01,7.378694031622322314e+01,7.310139111266587830e-02
4.731512589614802971e+06,2.552962464939979078e-03,2.552962464939979078e-03,5.105924929879958156e-03,6.814088859229119066e+01,6.814088859229119066e+01,7.416148850557081573e+01,7.385201045185592339e-02
4.786300923226380721e+06,2.675392659063067103e-03,2.675392659063067103e-03,5.350785318126134206e-03,6.854775062172208777e+01,6.854775062172208777e+01,7.456835053500171284e+01,7.459285502198337303e-02
4.841723675840999000e+06,2.815730961661195783e-03,2.815730961661195783e-03,5.631461923322391566e-03,6.899182312695968733e+01,6.899182312695968733e+01,7.501242304023931240e+01,7.531936416910911536e-02
4.897788193684466183e+06,2.978220561139625824e-03,2.978220561139625824e-03,5.956441122279251647e-03,6.947913715199555895e+01,6.947913715199555895e+01,7.549973706527518402e+01,7.602548253856966642e-02
4.954501908047905192e+06,3.168558090742547295e-03,3.168558090742547295e-03,6.337116181485094590e-03,7.001723347339543579e+01,7.001723347339543579e+01,7.603783338667506086e+01,7.670301818915201131e-02
5.011872336272724904e+06,3.394574388957855970e-03,3.394574388957855970e-03,6.789148777915711939e-03,7.061570660553105938e+01,7.061570660553105938e+01,7.663630651881068445e+01,7.734063983705663503e-02
5.069907082747044042e+06,3.667337432138651366e-03,3.667337432138651366e-03,7.334674864277302732e-03,7.128701742568502198e+01,7.128701742568502198e+01,7.730761733896464705e+01,7.792225212814071766e-02
5.128613839913648553e+06,4.003018093715079648e-03,4.003018093715079648e-03,8.006036187430159295e-03,7.204775106257103801e+01,7.204775106257103801e+01,7.806835097585066308e+01,7.842424705252853956e-02
5.188000389289609157e+06,4.426214460059117901e-03,4.426214460059117901e-03,8.852428920118235803e-03,7.292064905293564436e+01,7.292064905293564436e+01,7.894124896621526943e+01,7.881060648090632004e-02
5.248074602497722954e+06,4.976264256642346472e-03,4.976264256642346472e-03,9.952528513284692943e-03,7.393806869633334600e+01,7.393806869633334600e+01,7.995866860961297107e+01,7.902360232497845915e-02
5.308844442309889942e+06,5.720231106075952809e-03,5.720231106075952809e-03,1.144046221215190562e-02,7.514827150616112306e+01,7.514827150616112306e+01,8.116887141944074813e+01,7.896466412984069760e-02
5.370317963702532463e+06,6.782557346677659492e-03,6.782557346677659492e-03,1.356511469335531898e-02,7.662786948837890577e+01,7.662786948837890577e+01,8.264846940165853084e+01,7.845069175491839464e-02
5.432503314924336039e+06,8.423128535658496938e-03,8.423128535658496938e-03,1.684625707131699388e-02,7.850946856019497488e+01,7.850946856019497488e+01,8.453006847347459995e+01,7.709904286385156624e-02
5.495408738576248288e+06,1.129043055003330943e-02,1.129043055003330943e-02,2.258086110006661887e-02,8.105421007311113613e+01,8.105421007311113613e+01,8.707480998639076120e+01,7.395455546044862882e-02
5.559042572704036720e+06,1.758149380503129175e-02,1.758149380503129175e-02,3.516298761006258350e-02,8.490111543946596839e+01,8.490111543946596839e+01,9.092171535274559346e+01,6.578059533520341784e-02
5.623413251903491095e+06,4.251119823183863167e-02,4.251119823183863167e-02,8.502239646367726333e-02,9.257006692556764449e+01,9.257006692556764449e+01,9.859066683884726956e+01,3.016125153405150444e-02
5.688529308438412845e+06,8.601240984377268861e-02,8.601240984377268861e-02,1.720248196875453772e-01,9.869122231274424450e+01,9.869122231274424450e+01,1.047118222260238696e+02,-1.797793589537737944e+02
5.754399373371566646e+06,2.052667240602036591e-02,2.052667240602036591e-02,4.105334481204073183e-02,8.624637102556607715e+01,8.624637102556607715e+01,9.226697093884570222e+01,-1.798746988801804036e+02
5.821032177708709612e+06,1.137489771416750999e-02,1.137489771416750999e-02,2.274979542833501997e-02,8.111895000131292477e+01,8.111895000131292477e+01,8.713954991459254984e+01,-1.798870256172706092e+02
5.888436553555895574e+06,7.728221287873739999e-03,7.728221287873739999e-03,1.545644257574748000e-02,7.776159098120918145e+01,7.776159098120918145e+01,8.378219089448879231e+01,-1.798912254195829235e+02
5.956621435290109366e+06,5.768001242107721922e-03,5.768001242107721922e-03,1.153600248421544384e-02,7.522050690468678624e+01,7.522050690468678624e+01,8.124110681796639710e+01,-1.798929239886874143e+02
6.025595860743581317e+06,4.544101205729863743e-03,4.544101205729863743e-03,9.088202411459727487e-03,7.314895990740676268e+01,7.314895990740676268e+01,7.916955982068638775e+01,-1.798935208250577773e+02
6.095368972401693463e+06,3.707267994498470321e-03,3.707267994498470321e-03,7.414535988996940642e-03,7.138107963710038462e+01,7.138107963710038462e+01,7.740167955038000969e+01,-1.798935301288023823e+02
6.165950018614822067e+06,3.098967821227950441e-03,3.098967821227950441e-03,6.197935642455900881e-03,6.982434133352595040e+01,6.982434133352595040e+01,7.584494124680557547e+01,-1.798931850947246573e+02
6.237348354824191891e+06,2.636838909434765198e-03,2.636838909434765198e-03,5.273677818869530395e-03,6.842167197106356014e+01,6.842167197106356014e+01,7.444227188434318521e+01,-1.798926066735826339e+02
6.309573444801930338e+06,2.273848148434451117e-03,2.273848148434451117e-03,4.547696296868902234e-03,6.713522916746519797e+01,6.713522916746519797e+01,7.315582908074482305e+01,-1.798918637443100295e+02
6.382634861905482598e+06,1.981182555167567468e-03,1.981182555167567468e-03,3.962365110335134936e-03,6.593848990500688956e+01,6.593848990500688956e+01,7.195908981828651463e+01,-1.798909983170632927e+02
6.456542290346562862e+06,1.740204915628294725e-03,1.740204915628294725e-03,3.480409831256589450e-03,6.481200782182149567e+01,6.481200782182149567e+01,7.083260773510112074e+01,-1.798900373812687405e+02
6.531305526474729180e+06,1.538325557668885355e-03,1.538325557668885355e-03,3.076651115337770710e-03,6.374096510900965029e+01,6.374096510900965029e+01,6.976156502228927536e+01,-1.798889989831223488e+02
6.606934480075964704e+06,1.366732986128133855e-03,1.366732986128133855e-03,2.733465972256267709e-03,6.271367352503580861e+01,6.271367352503580861e+01,6.873427343831542657e+01,-1.798878955632608836e+02
6.683439175686148927e+06,1.219075028586936874e-03,1.219075028586936874e-03,2.438150057173873748e-03,6.172060870627340279e+01,6.172060870627340279e+01,6.774120861955302075e+01,-1.798867358925211875e+02
6.760829753919818439e+06,1.090656322541748696e-03,1.090656322541748696e-03,2.181312645083497391e-03,6.075375842629522793e+01,6.075375842629522793e+01,6.677435833957486011e+01,-1.798855262449495171e+02
6.839116472814292647e+06,9.779307383018069622e-04,9.779307383018069622e-04,1.955861476603613924e-03,5.980616194159026122e+01,5.980616194159026122e+01,6.582676185486987208e+01,-1.798842711335589115e+02
6.918309709189362824e+06,8.781695683268557788e-04,8.781695683268557788e-04,1.756339136653711558e-03,5.887156766386852524e+01,5.887156766386852524e+01,6.489216757714814321e+01,-1.798829737834134903e+02
6.998419960022730753e+06,7.892383382028314576e-04,7.892383382028314576e-04,1.578476676405662915e-03,5.794416346940161588e+01,5.794416346940161588e+01,6.396476338268124096e+01,-1.798816364395338212e+02
7.079457843841387890e+06,7.094428899748856862e-04,7.094428899748856862e-04,1.418885779949771372e-03,5.701834881145708778e+01,5.701834881145708778e+01,6.303894872473671285e+01,-1.798802605654990430e+02
7.161434102129027247e+06,6.374208759036118811e-04,6.374208759036118811e-04,1.274841751807223762e-03,5.608852565533911161e+01,5.608852565533911161e+01,6.210912556861873668e+01,-1.798788469647669501e+02
7.244359600749906152e+06,5.720637515759241509e-04,5.720637515759241509e-04,1.144127503151848302e-03,5.514888859735847859e+01,5.514888859735847859e+01,6.116948851063810366e+01,-1.798773958418941845e+02
7.328245331389044411e+06,5.124596995249533103e-04,5.124596995249533103e-04,1.024919399049906621e-03,5.419319435213190417e+01,5.419319435213190417e+01,6.021379426541152924e+01,-1.798759068102709193e+02
7.413102413009176962e+06,4.578511951493429788e-04,4.578511951493429788e-04,9.157023902986859577e-04,5.321448704364974702e+01,5.321448704364974702e+01,5.923508695692937209e+01,-1.798743788436135560e+02
7.498942093324557878e+06,4.076029932148780908e-04,4.076029932148780908e-04,8.152059864297561817e-04,5.220474729137529124e+01,5.220474729137529124e+01,5.822534720465491631e+01,-1.798728101575353264e+02
7.585775750291835517e+06,3.611776448941759446e-04,3.611776448941759446e-04,7.223552897883518892e-04,5.115441723595473889e+01,5.115441723595473889e+01,5.717501714923436396e+01,-1.798711979913452126e+02
7.673614893618186004e+06,3.181165311558772175e-04,3.181165311558772175e-04,6.362330623117544350e-04,5.005172476241967416e+01,5.005172476241967416e+01,5.607232467569929923e+01,-1.798695382322089529e+02
7.762471166286911815e+06,2.780249849924716263e-04,2.780249849924716263e-04,5.560499699849432527e-04,4.888167651956909765e+01,4.888167651956909765e+01,5.490227643284872272e+01,-1.798678247701098201e+02
7.852356346100726165e+06,2.405604743366333809e-04,2.405604743366333809e-04,4.811209486732667619e-04,4.762448542868489199e+01,4.762448542868489199e+01,5.364508534196450285e+01,-1.798660483607429512e+02
7.943282347242821939e+06,2.054230931238076440e-04,2.054230931238076440e-04,4.108461862476152880e-04,4.625298528498072415e+01,4.625298528498072415e+01,5.227358519826034922e+01,-1.798641945242575844e+02
8.035261221856176853e+06,1.723478001973738794e-04,1.723478001973738794e-04,3.446956003947477588e-04,4.472811489114405248e+01,4.472811489114405248e+01,5.074871480442367755e+01,-1.798622393983957579e+02
8.128305161640995182e+06,1.410979806511360277e-04,1.410979806511360277e-04,2.821959613022720554e-04,4.299041596632093842e+01,4.299041596632093842e+01,4.901101587960056349e+01,-1.798601408043347192e+02
8.222426499470711686e+06,1.114599986828038853e-04,1.114599986828038853e-04,2.229199973656077706e-04,4.094238067175675155e+01,4.094238067175675155e+01,4.696298058503637662e+01,-1.798578165796656378e+02
8.317637711026708595e+06,8.323847606510360322e-05,8.323847606510360322e-05,1.664769521302072064e-04,3.840648241047109224e+01,3.840648241047109224e+01,4.442708232375071731e+01,-1.798550824668987502e+02
8.413951416451947764e+06,5.625207284976850428e-05,5.625207284976850428e-05,1.125041456995370086e-04,3.500277061055855654e+01,3.500277061055855654e+01,4.102337052383818161e+01,-1.798514218076110751e+02
8.511380382023759186e+06,3.032957089473900468e-05,3.032957089473900468e-05,6.065914178947800936e-05,2.963732531840232198e+01,2.963732531840232198e+01,3.565792523168194350e+01,-1.798446189209801105e+02
8.609937521846016869e+06,5.306069495021391705e-06,5.306069495021391705e-06,1.061213899004278341e-05,1.449545867510737196e+01,1.449545867510737196e+01,2.051605858838699703e+01,-1.797914540270845123e+02
8.709635899560814723e+06,1.898092749726518308e-05,1.898092749726518308e-05,3.796185499453036616e-05,2.556634860555842437e+01,2.556634860555842437e+01,3.158694851883804944e+01,1.307458311498299330e-01
8.810488730080146343e+06,4.269570979943619724e-05,4.269570979943619724e-05,8.539141959887239447e-05,3.260768475856200865e+01,3.260768475856200865e+01,3.862828467184162662e+01,1.422777805121201444e-01
8.912509381337458268e+06,6.600925314253559047e-05,6.600925314253559047e-05,1.320185062850711809e-04,3.639209637964600574e+01,3.639209637964600574e+01,4.241269629292563081e+01,1.469045084142860391e-01
9.015711376059569418e+06,8.910508445101265179e-05,8.910508445101265179e-05,1.782101689020253036e-04,3.899804972294112559e+01,3.899804972294112559e+01,4.501864963622075777e+01,1.501226912429277360e-01
9.120108393559096381e+06,1.121867772105073640e-04,1.121867772105073640e-04,2.243735544210147281e-04,4.099883344447755462e+01,4.099883344447755462e+01,4.701943335775717969e+01,1.528324247685999282e-01
9.225714271547628567e+06,1.354879007015733557e-04,1.354879007015733557e-04,2.709758014031467114e-04,4.263801027422184120e+01,4.263801027422184120e+01,4.865861018750145917e+01,1.553105453310972550e-01
9.332543007969904691e+06,1.592857525777761972e-04,1.592857525777761972e-04,3.185715051555523944e-04,4.404353863547386538e+01,4.404353863547386538e+01,5.006413854875349045e+01,1.576696152254952188e-01
9.440608762859245762e+06,1.839209954695466252e-04,1.839209954695466252e-04,3.678419909390932504e-04,4.529262617759515308e+01,4.529262617759515308e+01,5.131322609087477815e+01,1.599629407170085338e-01
9.549925860214369372e+06,2.098267177093411293e-04,2.098267177093411293e-04,4.196534354186822586e-04,4.643721574149434872e+01,4.643721574149434872e+01,5.245781565477396668e+01,1.622176154850183682e-01
9.660508789898140356e+06,2.375729867262751178e-04,2.375729867262751178e-04,4.751459734525502357e-04,4.751594115188431289e+01,4.751594115188431289e+01,5.353654106516393085e+01,1.644469454428413302e-01
9.772372209558112547e+06,2.679378107509876599e-04,2.679378107509876599e-04,5.358756215019753197e-04,4.856068009088829740e+01,4.856068009088829740e+01,5.458128000416792247e+01,1.666554104994595054e-01
9.885530946569390595e+06,3.020251262756567970e-04,3.020251262756567970e-04,6.040502525513135939e-04,4.960086149152370183e+01,4.960086149152370183e+01,5.562146140480331269e+01,1.688402004152867730e-01
1.000000000000000000e+07,3.414710601844466570e-04,3.414710601844466570e-04,6.829421203688933141e-04,5.066707805875361714e+01,5.066707805875361714e+01,5.668767797203324221e+01,1.709904680752560302e-01
1.011579454259898327e+07,3.888269109100343530e-04,3.888269109100343530e-04,7.776538218200687060e-04,5.179512630076791879e+01,5.179512630076791879e+01,5.781572621404754386e+01,1.730839994997028231e-01
1.023292992280753702e+07,4.483253947185526170e-04,4.483253947185526170e-04,8.966507894371052341e-04,5.303186679042208596e+01,5.303186679042208596e+01,5.905246670370171103e+01,1.750793401543562500e-01
1.035142166679343022e+07,5.275677907757729329e-04,5.275677907757729329e-04,1.055135581551545866e-03,5.444556546017995657e+01,5.444556546017995657e+01,6.046616537345958164e+01,1.768976223205237230e-01
1.047128548050900735e+07,6.417474113643372542e-04,6.417474113643372542e-04,1.283494822728674508e-03,5.614728251040833840e+01,5.614728251040833840e+01,6.216788242368796347e+01,1.783764163817119774e-01
1.059253725177289732e+07,8.263461682974210763e-04,8.263461682974210763e-04,1.652692336594842153e-03,5.834324035288223342e+01,5.834324035288223342e+01,6.436384026616185849e+01,1.791303750841199138e-01
1.071519305237607099e+07,1.188100310398600146e-03,1.188100310398600146e-03,2.376200620797200291e-03,6.149706218686796433e+01,6.149706218686796433e+01,6.751766210014758940e+01,1.779910407692368302e-01
1.083926914021203853e+07,2.264663811332936257e-03,2.264663811332936257e-03,4.529327622665872514e-03,6.710007480494930121e+01,6.710007480494930121e+01,7.312067471822892628e+01,1.690518683909891240e-01
1.096478196143185161e+07,2.237843035477156961e-01,2.237843035477156961e-01,4.475686070954313922e-01,1.069965924283257834e+02,1.069965924283257834e+02,1.130171923416054085e+02,-1.773412784157161184e+02
1.109174815262400918e+07,1.939662363505619469e-03,1.939662363505619469e-03,3.879324727011238937e-03,6.575452277976020810e+01,6.575452277976020810e+01,7.177512269303981896e+01,-1.797786949214657852e+02
1.122018454301963001e+07,8.938170244422379311e-04,8.938170244422379311e-04,1.787634048884475862e-03,5.902497244732163040e+01,5.902497244732163040e+01,6.504557236060125547e+01,-1.797870566829800225e+02
1.135010815672314353e+07,5.391727039560081577e-04,5.391727039560081577e-04,1.078345407912016315e-03,5.463455795165243956e+01,5.463455795165243956e+01,6.065515786493206463e+01,-1.797877055650420743e+02
1.148153621496884152e+07,3.587490310410664223e-04,3.587490310410664223e-04,7.174980620821328446e-04,5.109581473482222691e+01,5.109581473482222691e+01,5.711641464810185198e+01,-1.797862971063362636e+02
1.161448613840343803e+07,2.483636763873812514e-04,2.483636763873812514e-04,4.967273527747625029e-04,4.790176159675447565e+01,4.790176159675447565e+01,5.392236151003409361e+01,-1.797839273011014143e+02
1.174897554939530231e+07,1.731731877900378504e-04,1.731731877900378504e-04,3.463463755800757007e-04,4.476961303119792746e+01,4.476961303119792746e+01,5.079021294447755253e+01,-1.797808882465458282e+02
1.188502227437018976e+07,1.182121984178589245e-04,1.182121984178589245e-04,2.364243968357178491e-04,4.145324588153371792e+01,4.145324588153371792e+01,4.747384579481334299e+01,-1.797771549269905051e+02
1.202264434617413022e+07,7.598461439613923970e-05,7.598461439613923970e-05,1.519692287922784794e-04,3.761451327737999861e+01,3.761451327737999861e+01,4.363511319065962368e+01,-1.797723334431333058e+02
1.216186000646367855e+07,4.231867312554500561e-05,4.231867312554500561e-05,8.463734625109001122e-05,3.253064084439517245e+01,3.253064084439517245e+01,3.855124075767479752e+01,-1.797648193453317162e+02
1.230268770812381059e+07,1.470660351854267473e-05,1.470660351854267473e-05,2.941320703708534946e-05,2.335024768503961567e+01,2.335024768503961567e+01,2.937084759831923719e+01,-1.797422815165047894e+02
1.244514611771384440e+07,8.450878878994153769e-06,8.450878878994153769e-06,1.690175775798830754e-05,1.853803754573707607e+01,1.853803754573707607e+01,2.455863745901670114e+01,1.790320479281932164e-01
1.258925411794168688e+07,2.822260234606383032e-05,2.822260234606383032e-05,5.644520469212766065e-05,2.901194113268122621e+01,2.901194113268122621e+01,3.503254104596085483e+01,2.187228436558139588e-01
1.273503081016662903e+07,4.535069886181357786e-05,4.535069886181357786e-05,9.070139772362715571e-05,3.313167967995784835e+01,3.313167967995784835e+01,3.915227959323747342e+01,2.279784621460040350e-01
1.288249551693134941e+07,6.036704631359869437e-05,6.036704631359869437e-05,1.207340926271973887e-04,3.561599853741498833e+01,3.561599853741498833e+01,4.163659845069460630e+01,2.338643285036331454e-01
1.303166778452300094e+07,7.366320919146607281e-05,7.366320919146607281e-05,1.473264183829321456e-04,3.734501270574175180e+01,3.734501270574175180e+01,4.336561261902136977e+01,2.387519388695524269e-01
1.318256738556407392e+07,8.553416645135005630e-05,8.553416645135005630e-05,1.710683329027001126e-04,3.864279254890918480e+01,3.864279254890918480e+01,4.466339246218880987e+01,2.432510475431592101e-01
1.333521432163324021e+07,9.620662372394702300e-05,9.620662372394702300e-05,1.924132474478940460e-04,3.966409947562746652e+01,3.966409947562746652e+01,4.568469938890709159e+01,2.475900150481402662e-01
1.348962882591653243e+07,1.058579004304486946e-04,1.058579004304486946e-04,2.117158008608973892e-04,4.049446552019490753e+01,4.049446552019490753e+01,4.651506543347453260e+01,2.518744433089604162e-01
1.364583136588923819e+07,1.146288620959913019e-04,1.146288620959913019e-04,2.292577241919826038e-04,4.118587962502878241e+01,4.118587962502878241e+01,4.720647953830840748e+01,2.561606500820223231e-01
1.380384264602883905e+07,1.226329808048354751e-04,1.226329808048354751e-04,2.452659616096709502e-04,4.177214569325923321e+01,4.177214569325923321e+01,4.779274560653885828e+01,2.604821241858073511e-01
1.396368361055939086e+07,1.299628136837070421e-04,1.299628136837070421e-04,2.599256273674140842e-04,4.227638210425606502e+01,4.227638210425606502e+01,4.829698201753569009e+01,2.648606714801854389e-01
1.412537544622755423e+07,1.366947205375606904e-04,1.366947205375606904e-04,2.733894410751213809e-04,4.271503482893045600e+01,4.271503482893045600e+01,4.873563474221008107e+01,2.693116735890674351e-01
1.428893958511103690e+07,1.428923563599383980e-04,1.428923563599383980e-04,2.857847127198767960e-04,4.310017996007621832e+01,4.310017996007621832e+01,4.912077987335584339e+01,2.738467922867275361e-01
1.445439770745928027e+07,1.486092960315819108e-04,1.486092960315819108e-04,2.972185920631638216e-04,4.344091953828198172e+01,4.344091953828198172e+01,4.946151945156160679e+01,2.784754587704241779e-01
1.462177174456718378e+07,1.538910343288810135e-04,1.538910343288810135e-04,3.077820686577620269e-04,4.374426637259893624e+01,4.374426637259893624e+01,4.976486628587856131e+01,2.832057412675044739e-01
1.479108388168207183e+07,1.587765297031618528e-04,1.587765297031618528e-04,3.175530594063237055e-04,4.401572611122546874e+01,4.401572611122546874e+01,5.003632602450509381e+01,2.880448752185820749e-01
1.496235656094432808e+07,1.632994105326587538e-04,1.632994105326587538e-04,3.265988210653175076e-04,4.425969234104375971e+01,4.425969234104375971e+01,5.028029225432338478e+01,2.929996010751711455e-01
1.513561248436207138e+07,1.674889288085608581e-04,1.674889288085608581e-04,3.349778576171217161e-04,4.447972210014280847e+01,4.447972210014280847e+01,5.050032201342243354e+01,2.980763876913551935e-01
1.531087461682031862e+07,1.713707229827042566e-04,1.713707229827042566e-04,3.427414459654085132e-04,4.467873257891977090e+01,4.467873257891977090e+01,5.069933249219939597e+01,3.032815850863088136e-01
1.548816618912482820e+07,1.749674354889956072e-04,1.749674354889956072e-04,3.499348709779912144e-04,4.485914452761785753e+01,4.485914452761785753e+01,5.087974444089746839e+01,3.086215320221012415e-01
1.566751070108150132e+07,1.782992190071469531e-04,1.782992190071469531e-04,3.565984380142939061e-04,4.502298881733442215e+01,4.502298881733442215e+01,5.104358873061404722e+01,3.141026335606430520e-01
1.584893192461114191e+07,1.813841573974285428e-04,1.813841573974285428e-04,3.627683147948570857e-04,4.517198703757504319e+01,4.517198703757504319e+01,5.119258695085466826e+01,3.197314177339823371e-01
1.603245390690041706e+07,1.842386214286032171e-04,1.842386214286032171e-04,3.684772428572064343e-04,4.530761350691871314e+01,4.530761350691871314e+01,5.132821342019833821e+01,3.255145767413468727e-01
1.621810097358929925e+07,1.868775753034151836e-04,1.868775753034151836e-04,3.737551506068303672e-04,4.543114381181622718e+01,4.543114381181622718e+01,5.145174372509583804e+01,3.314589956305673546e-01
1.640589773199538700e+07,1.893148471321392547e-04,1.893148471321392547e-04,3.786296942642785094e-04,4.554369350217168488e+01,4.554369350217168488e+01,5.156429341545130995e+01,3.375717696348248809e-01
1.659586907437559776e+07,1.915633746443965422e-04,1.915633746443965422e-04,3.831267492887930845e-04,4.564624958229244100e+01,4.564624958229244100e+01,5.166684949557206608e+01,3.438602098454821010e-01
