frequency_Hz,I_HOT_abs_A,I_RTN_abs_A,I_CM_abs_A,I_HOT_dBuA,I_RTN_dBuA,I_CM_dBuA,I_CM_phase_deg
3.427677865464504521e+03,5.030199753076322056e-01,5.030199753076322056e-01,1.006039950615264411e+00,1.140317046312826790e+02,1.140317046312826790e+02,1.200523045445623040e+02,-4.919351066301545609e-04
3.467368504525316894e+03,5.030933494220742874e-01,5.030933494220742874e-01,1.006186698844148575e+00,1.140329715252712504e+02,1.140329715252712504e+02,1.200535714385508754e+02,-4.977122261611995578e-04
3.507518739525679393e+03,5.031684548504291588e-01,5.031684548504291588e-01,1.006336909700858318e+00,1.140342681211677842e+02,1.140342681211677842e+02,1.200548680344473951e+02,-5.035591050856993598e-04
3.548133892335752989e+03,5.032453329774035922e-01,5.032453329774035922e-01,1.006490665954807184e+00,1.140355951199347970e+02,1.140355951199347970e+02,1.200561950332144221e+02,-5.094766532849879809e-04
3.589219346450049670e+03,5.033240262022575795e-01,5.033240262022575795e-01,1.006648052404515159e+00,1.140369532392963805e+02,1.140369532392963805e+02,1.200575531525760056e+02,-5.154657948563663803e-04
3.630780547701013802e+03,5.034045779648746999e-01,5.034045779648746999e-01,1.006809155929749400e+00,1.140383432141492648e+02,1.140383432141492648e+02,1.200589431274288899e+02,-5.215274684067718481e-04
3.672823004980846235e+03,5.034870327725572414e-01,5.034870327725572414e-01,1.006974065545114483e+00,1.140397657969846392e+02,1.140397657969846392e+02,1.200603657102642643e+02,-5.276626273624077145e-04
3.715352290971727598e+03,5.035714362275726108e-01,5.035714362275726108e-01,1.007142872455145222e+00,1.140412217583207877e+02,1.140412217583207877e+02,1.200618216716004127e+02,-5.338722402873606609e-04
3.758374042884443043e+03,5.036578350554707928e-01,5.036578350554707928e-01,1.007315670110941586e+00,1.140427118871468934e+02,1.140427118871468934e+02,1.200633118004265185e+02,-5.401572912047214545e-04
3.801893963205612636e+03,5.037462771341989498e-01,5.037462771341989498e-01,1.007492554268397900e+00,1.140442369913783978e+02,1.140442369913783978e+02,1.200648369046580228e+02,-5.465187799354019214e-04
3.845917820453535569e+03,5.038368115240403622e-01,5.038368115240403622e-01,1.007673623048080724e+00,1.140457978983241105e+02,1.140457978983241105e+02,1.200663978116037356e+02,-5.529577224425137692e-04
3.890451449942804629e+03,5.039294884983986922e-01,5.039294884983986922e-01,1.007858976996797384e+00,1.140473954551654572e+02,1.140473954551654572e+02,1.200679953684450822e+02,-5.594751511850585375e-04
3.935500754557772325e+03,5.040243595754623218e-01,5.040243595754623218e-01,1.008048719150924644e+00,1.140490305294483164e+02,1.140490305294483164e+02,1.200696304427279415e+02,-5.660721154815297586e-04
3.981071705534973262e+03,5.041214775507694146e-01,5.041214775507694146e-01,1.008242955101538829e+00,1.140507040095876619e+02,1.140507040095876619e+02,1.200713039228672869e+02,-5.727496818892028729e-04
4.027170343254590989e+03,5.042208965307106716e-01,5.042208965307106716e-01,1.008441793061421343e+00,1.140524168053853913e+02,1.140524168053853913e+02,1.200730167186650164e+02,-5.795089345919115197e-04
4.073802778041130296e+03,5.043226719669922087e-01,5.043226719669922087e-01,1.008645343933984417e+00,1.140541698485617417e+02,1.140541698485617417e+02,1.200747697618413667e+02,-5.863509757961392257e-04
4.120975190973304052e+03,5.044268606921009646e-01,5.044268606921009646e-01,1.008853721384201929e+00,1.140559640933008865e+02,1.140559640933008865e+02,1.200765640065805115e+02,-5.932769261430411670e-04
4.168693834703354696e+03,5.045335209557898493e-01,5.045335209557898493e-01,1.009067041911579699e+00,1.140578005168106159e+02,1.140578005168106159e+02,1.200784004300902410e+02,-6.002879251384727948e-04
4.216965034285822185e+03,5.046427124626369221e-01,5.046427124626369221e-01,1.009285424925273844e+00,1.140596801198971377e+02,1.140596801198971377e+02,1.200802800331767628e+02,-6.073851315735407990e-04
4.265795188015925305e+03,5.047544964106928100e-01,5.047544964106928100e-01,1.009508992821385620e+00,1.140616039275549269e+02,1.140616039275549269e+02,1.200822038408345520e+02,-6.145697239930263686e-04
4.315190768277650022e+03,5.048689355312725446e-01,5.048689355312725446e-01,1.009737871062545089e+00,1.140635729895723927e+02,1.140635729895723927e+02,1.200841729028520177e+02,-6.218429011516045640e-04
4.365158322401661280e+03,5.049860941299160189e-01,5.049860941299160189e-01,1.009972188259832038e+00,1.140655883811536455e+02,1.140655883811536455e+02,1.200861882944332706e+02,-6.292058824843222483e-04
4.415704473533125565e+03,5.051060381285633616e-01,5.051060381285633616e-01,1.010212076257126723e+00,1.140676512035569203e+02,1.140676512035569203e+02,1.200882511168365454e+02,-6.366599086170649738e-04
4.466835921509635227e+03,5.052288351089853080e-01,5.052288351089853080e-01,1.010457670217970616e+00,1.140697625847501087e+02,1.140697625847501087e+02,1.200903624980297337e+02,-6.442062418568802584e-04
4.518559443749226375e+03,5.053545543575147514e-01,5.053545543575147514e-01,1.010709108715029503e+00,1.140719236800839838e+02,1.140719236800839838e+02,1.200925235933636088e+02,-6.518461667333474855e-04
4.570881896148751366e+03,5.054832669111162247e-01,5.054832669111162247e-01,1.010966533822232449e+00,1.140741356729836156e+02,1.140741356729836156e+02,1.200947355862632406e+02,-6.595809905308676118e-04
4.623810213992603167e+03,5.056150456048492670e-01,5.056150456048492670e-01,1.011230091209698534e+00,1.140763997756583450e+02,1.140763997756583450e+02,1.200969996889379701e+02,-6.674120438437010621e-04
4.677351412871980756e+03,5.057499651207681968e-01,5.057499651207681968e-01,1.011499930241536394e+00,1.140787172298312981e+02,1.140787172298312981e+02,1.200993171431109232e+02,-6.753406811659014297e-04
4.731512589614802891e+03,5.058881020383092508e-01,5.058881020383092508e-01,1.011776204076618502e+00,1.140810893074885399e+02,1.140810893074885399e+02,1.201016892207681650e+02,-6.833682814757904367e-04
4.786300923226380291e+03,5.060295348862233755e-01,5.060295348862233755e-01,1.012059069772446751e+00,1.140835173116488619e+02,1.140835173116488619e+02,1.201041172249284870e+02,-6.914962488559096149e-04
4.841723675840993565e+03,5.061743441960995238e-01,5.061743441960995238e-01,1.012348688392199048e+00,1.140860025771546162e+02,1.140860025771546162e+02,1.201066024904342413e+02,-6.997260131293310797e-04
4.897788193684461476e+03,5.063226125575434056e-01,5.063226125575434056e-01,1.012645225115086811e+00,1.140885464714842357e+02,1.140885464714842357e+02,1.201091463847638607e+02,-7.080590305109478585e-04
4.954501908047905090e+03,5.064744246750697565e-01,5.064744246750697565e-01,1.012948849350139513e+00,1.140911503955874053e+02,1.140911503955874053e+02,1.201117503088670162e+02,-7.164967842957338864e-04
5.011872336272725079e+03,5.066298674267660784e-01,5.066298674267660784e-01,1.013259734853532157e+00,1.140938157847430716e+02,1.140938157847430716e+02,1.201144156980226967e+02,-7.250407855352170982e-04
5.069907082747044115e+03,5.067890299247976849e-01,5.067890299247976849e-01,1.013578059849595370e+00,1.140965441094415667e+02,1.140965441094415667e+02,1.201171440227211917e+02,-7.336925737949405793e-04
5.128613839913648007e+03,5.069520035778158906e-01,5.069520035778158906e-01,1.013904007155631781e+00,1.140993368762911757e+02,1.140993368762911757e+02,1.201199367895708008e+02,-7.424537178671310970e-04
5.188000389289609302e+03,5.071188821553453963e-01,5.071188821553453963e-01,1.014237764310690793e+00,1.141021956289500991e+02,1.141021956289500991e+02,1.201227955422297242e+02,-7.513258165912047645e-04
5.248074602497723390e+03,5.072897618542183684e-01,5.072897618542183684e-01,1.014579523708436737e+00,1.141051219490846904e+02,1.141051219490846904e+02,1.201257218623643155e+02,-7.603104995855559109e-04
5.308844442309884471e+03,5.074647413671348195e-01,5.074647413671348195e-01,1.014929482734269639e+00,1.141081174573546377e+02,1.141081174573546377e+02,1.201287173706342628e+02,-7.694094281487928733e-04
5.370317963702526868e+03,5.076439219534285563e-01,5.076439219534285563e-01,1.015287843906857113e+00,1.141111838144259991e+02,1.141111838144259991e+02,1.201317837277056242e+02,-7.786242960625222673e-04
5.432503314924336337e+03,5.078274075121221864e-01,5.078274075121221864e-01,1.015654815024244373e+00,1.141143227220132417e+02,1.141143227220132417e+02,1.201349226352928525e+02,-7.879568304957616006e-04
5.495408738576248652e+03,5.080153046573537834e-01,5.080153046573537834e-01,1.016030609314707567e+00,1.141175359239505980e+02,1.141175359239505980e+02,1.201381358372302230e+02,-7.974087929309646959e-04
5.559042572704037411e+03,5.082077227962757959e-01,5.082077227962757959e-01,1.016415445592551592e+00,1.141208252072946294e+02,1.141208252072946294e+02,1.201414251205742545e+02,-8.069819800766339082e-04
5.623413251903491073e+03,5.084047742095073597e-01,5.084047742095073597e-01,1.016809548419014719e+00,1.141241924034580109e+02,1.141241924034580109e+02,1.201447923167376359e+02,-8.166782249022274190e-04
5.688529308438412954e+03,5.086065741342504776e-01,5.086065741342504776e-01,1.017213148268500955e+00,1.141276393893764265e+02,1.141276393893764265e+02,1.201482393026560516e+02,-8.264993976021542876e-04
5.754399373371566071e+03,5.088132408501706561e-01,5.088132408501706561e-01,1.017626481700341312e+00,1.141311680887089750e+02,1.141311680887089750e+02,1.201517680019886001e+02,-8.364474066889655271e-04
5.821032177708715608e+03,5.090248957681418052e-01,5.090248957681418052e-01,1.018049791536283610e+00,1.141347804730738602e+02,1.141347804730738602e+02,1.201553803863534853e+02,-8.465242000493257120e-04
5.888436553555889986e+03,5.092416635219857435e-01,5.092416635219857435e-01,1.018483327043971487e+00,1.141384785633199641e+02,1.141384785633199641e+02,1.201590784765995892e+02,-8.567317660916613613e-04
5.956621435290109730e+03,5.094636720633042293e-01,5.094636720633042293e-01,1.018927344126608459e+00,1.141422644308358514e+02,1.141422644308358514e+02,1.201628643441154765e+02,-8.670721349257305092e-04
6.025595860743580488e+03,5.096910527595459595e-01,5.096910527595459595e-01,1.019382105519091919e+00,1.141461401988974558e+02,1.141461401988974558e+02,1.201667401121770808e+02,-8.775473795565604494e-04
6.095368972401694009e+03,5.099239404954237775e-01,5.099239404954237775e-01,1.019847880990847555e+00,1.141501080440555711e+02,1.141501080440555711e+02,1.201707079573351962e+02,-8.881596171393762963e-04
6.165950018614822511e+03,5.101624737778285290e-01,5.101624737778285290e-01,1.020324947555657058e+00,1.141541701975648238e+02,1.141541701975648238e+02,1.201747701108444488e+02,-8.989110103079302498e-04
6.237348354824191119e+03,5.104067948443729019e-01,5.104067948443729019e-01,1.020813589688745804e+00,1.141583289468551499e+02,1.141583289468551499e+02,1.201789288601347607e+02,-9.098037684828262465e-04
6.309573444801930236e+03,5.106570497757221272e-01,5.106570497757221272e-01,1.021314099551444254e+00,1.141625866370476956e+02,1.141625866370476956e+02,1.201831865503273207e+02,-9.208401493270592080e-04
6.382634861905482467e+03,5.109133886118618628e-01,5.109133886118618628e-01,1.021826777223723726e+00,1.141669456725164622e+02,1.141669456725164622e+02,1.201875455857960873e+02,-9.320224601576835655e-04
6.456542290346556001e+03,5.111759654724686852e-01,5.111759654724686852e-01,1.022351930944937370e+00,1.141714085184972163e+02,1.141714085184972163e+02,1.201920084317768413e+02,-9.433530594702782763e-04
6.531305526474722683e+03,5.114449386815554943e-01,5.114449386815554943e-01,1.022889877363110989e+00,1.141759777027454703e+02,1.141759777027454703e+02,1.201965776160250954e+02,-9.548343584986591437e-04
6.606934480075964530e+03,5.117204708965712445e-01,5.117204708965712445e-01,1.023440941793142489e+00,1.141806558172454515e+02,1.141806558172454515e+02,1.202012557305250766e+02,-9.664688228518672139e-04
6.683439175686148701e+03,5.120027292421425180e-01,5.120027292421425180e-01,1.024005458484285036e+00,1.141854455199714238e+02,1.141854455199714238e+02,1.202060454332510488e+02,-9.782589741885994433e-04
6.760829753919819268e+03,5.122918854486575579e-01,5.122918854486575579e-01,1.024583770897315116e+00,1.141903495367038204e+02,1.141903495367038204e+02,1.202109494499834454e+02,-9.902073919768126630e-04
6.839116472814293047e+03,5.125881159958967093e-01,5.125881159958967093e-01,1.025176231991793419e+00,1.141953706629015528e+02,1.141953706629015528e+02,1.202159705761811779e+02,-1.002316715310405150e-03
6.918309709189362366e+03,5.128916022619328663e-01,5.128916022619328663e-01,1.025783204523865733e+00,1.142005117656332516e+02,1.142005117656332516e+02,1.202211116789128766e+02,-1.014589644800352420e-03
6.998419960022731175e+03,5.132025306775273021e-01,5.132025306775273021e-01,1.026405061355054604e+00,1.142057757855689459e+02,1.142057757855689459e+02,1.202263756988485710e+02,-1.027028944539657568e-03
7.079457843841380964e+03,5.135210928862591340e-01,5.135210928862591340e-01,1.027042185772518268e+00,1.142111657390348967e+02,1.142111657390348967e+02,1.202317656523145217e+02,-1.039637444152481226e-03
7.161434102129020175e+03,5.138474859106550996e-01,5.138474859106550996e-01,1.027694971821310199e+00,1.142166847201336566e+02,1.142166847201336566e+02,1.202372846334132817e+02,-1.052418040902342988e-03
7.244359600749906349e+03,5.141819123245633394e-01,5.141819123245633394e-01,1.028363824649126679e+00,1.142223359029319596e+02,1.142223359029319596e+02,1.202429358162115847e+02,-1.065373701912326540e-03
7.328245331389044622e+03,5.145245804320773830e-01,5.145245804320773830e-01,1.029049160864154766e+00,1.142281225437189818e+02,1.142281225437189818e+02,1.202487224569986068e+02,-1.078507466456897447e-03
7.413102413009177326e+03,5.148757044532815685e-01,5.148757044532815685e-01,1.029751408906563137e+00,1.142340479833376037e+02,1.142340479833376037e+02,1.202546478966172288e+02,-1.091822448349767790e-03
7.498942093324558300e+03,5.152355047171445213e-01,5.152355047171445213e-01,1.030471009434289043e+00,1.142401156495913597e+02,1.142401156495913597e+02,1.202607155628709847e+02,-1.105321838431333513e-03
7.585775750291835720e+03,5.156042078618788826e-01,5.156042078618788826e-01,1.031208415723757765e+00,1.142463290597303995e+02,1.142463290597303995e+02,1.202669289730100246e+02,-1.119008907152975029e-03
7.673614893618185306e+03,5.159820470431137895e-01,5.159820470431137895e-01,1.031964094086227579e+00,1.142526918230190631e+02,1.142526918230190631e+02,1.202732917362986882e+02,-1.132887007270003783e-03
7.762471166286919470e+03,5.163692621502427027e-01,5.163692621502427027e-01,1.032738524300485405e+00,1.142592076433885211e+02,1.142592076433885211e+02,1.202798075566681462e+02,-1.146959576649467672e-03
7.852356346100717928e+03,5.167661000313257258e-01,5.167661000313257258e-01,1.033532200062651452e+00,1.142658803221777362e+02,1.142658803221777362e+02,1.202864802354573612e+02,-1.161230141186207765e-03
7.943282347242821743e+03,5.171728147269547549e-01,5.171728147269547549e-01,1.034345629453909510e+00,1.142727137609664254e+02,1.142727137609664254e+02,1.202933136742460505e+02,-1.175702317848549821e-03
8.035261221856177144e+03,5.175896677134990131e-01,5.175896677134990131e-01,1.035179335426998026e+00,1.142797119645034343e+02,1.142797119645034343e+02,1.203003118777830593e+02,-1.190379817847131254e-03
8.128305161640994811e+03,5.180169281561834982e-01,5.180169281561834982e-01,1.036033856312366996e+00,1.142868790437345439e+02,1.142868790437345439e+02,1.203074789570141689e+02,-1.205266449939584698e-03
8.222426499470711860e+03,5.184548731724721859e-01,5.184548731724721859e-01,1.036909746344944372e+00,1.142942192189337760e+02,1.142942192189337760e+02,1.203148191322134011e+02,-1.220366123878241721e-03
8.317637711026709439e+03,5.189037881062549262e-01,5.189037881062549262e-01,1.037807576212509852e+00,1.143017368229422317e+02,1.143017368229422317e+02,1.203223367362218568e+02,-1.235682854000781433e-03
8.413951416451947807e+03,5.193639668133639420e-01,5.193639668133639420e-01,1.038727933626727884e+00,1.143094363045191812e+02,1.143094363045191812e+02,1.203300362177988063e+02,-1.251220762979215117e-03
8.511380382023759012e+03,5.198357119589810393e-01,5.198357119589810393e-01,1.039671423917962079e+00,1.143173222318097260e+02,1.143173222318097260e+02,1.203379221450893510e+02,-1.266984085728600079e-03
8.609937521846008167e+03,5.203193353275167299e-01,5.203193353275167299e-01,1.040638670655033460e+00,1.143253992959342469e+02,1.143253992959342469e+02,1.203459992092138719e+02,-1.282977173493065432e-03
8.709635899560806138e+03,5.208151581455947587e-01,5.208151581455947587e-01,1.041630316291189517e+00,1.143336723147045291e+02,1.143336723147045291e+02,1.203542722279841541e+02,-1.299204498105127658e-03
8.810488730080147434e+03,5.213235114187890762e-01,5.213235114187890762e-01,1.042647022837578152e+00,1.143421462364719332e+02,1.143421462364719332e+02,1.203627461497515441e+02,-1.315670656430973934e-03
8.912509381337458763e+03,5.218447362828205760e-01,5.218447362828205760e-01,1.043689472565641152e+00,1.143508261441135119e+02,1.143508261441135119e+02,1.203714260573931369e+02,-1.332380375025490025e-03
9.015711376059571194e+03,5.223791843699432391e-01,5.223791843699432391e-01,1.044758368739886478e+00,1.143597172591618403e+02,1.143597172591618403e+02,1.203803171724414653e+02,-1.349338514984513206e-03
9.120108393559095930e+03,5.229272181913067197e-01,5.229272181913067197e-01,1.045854436382613439e+00,1.143688249460845725e+02,1.143688249460845725e+02,1.203894248593641976e+02,-1.366550077020710135e-03
9.225714271547629323e+03,5.234892115361210463e-01,5.234892115361210463e-01,1.046978423072242093e+00,1.143781547167208998e+02,1.143781547167208998e+02,1.203987546300005249e+02,-1.384020206772036471e-03
9.332543007969905375e+03,5.240655498885020691e-01,5.240655498885020691e-01,1.048131099777004138e+00,1.143877122348810929e+02,1.143877122348810929e+02,1.204083121481607179e+02,-1.401754200350733030e-03
9.440608762859235867e+03,5.246566308629285746e-01,5.246566308629285746e-01,1.049313261725857149e+00,1.143975033211170853e+02,1.143975033211170853e+02,1.204181032343967104e+02,-1.419757510146857707e-03
9.549925860214360000e+03,5.252628646592976125e-01,5.252628646592976125e-01,1.050525729318595225e+00,1.144075339576711912e+02,1.144075339576711912e+02,1.204281338709508162e+02,-1.438035750906555520e-03
9.660508789898140094e+03,5.258846745386269728e-01,5.258846745386269728e-01,1.051769349077253946e+00,1.144178102936113106e+02,1.144178102936113106e+02,1.204384102068909357e+02,-1.456594706089036923e-03
9.772372209558112445e+03,5.265224973205203662e-01,5.265224973205203662e-01,1.053044994641040732e+00,1.144283386501611517e+02,1.144283386501611517e+02,1.204489385634407768e+02,-1.475440334525859442e-03
9.885530946569389926e+03,5.271767839035715886e-01,5.271767839035715886e-01,1.054353567807143177e+00,1.144391255262342924e+02,1.144391255262342924e+02,1.204597254395139174e+02,-1.494578777395535194e-03
1.000000000000000000e+04,5.278479998099731008e-01,5.278479998099731008e-01,1.055695999619946202e+00,1.144501776041815049e+02,1.144501776041815049e+02,1.204707775174611015e+02,-1.514016365530247970e-03
1.011579454259898193e+04,5.285366257556552982e-01,5.285366257556552982e-01,1.057073251511310596e+00,1.144615017557614749e+02,1.144615017557614749e+02,1.204821016690411000e+02,-1.533759627074638299e-03
1.023292992280753606e+04,5.292431582473878793e-01,5.292431582473878793e-01,1.058486316494775759e+00,1.144731050483453174e+02,1.144731050483453174e+02,1.204937049616249425e+02,-1.553815295520462325e-03
1.035142166679345246e+04,5.299681102083506623e-01,5.299681102083506623e-01,1.059936220416701325e+00,1.144849947513660027e+02,1.144849947513660027e+02,1.205055946646456277e+02,-1.574190318124545421e-03
1.047128548050898462e+04,5.307120116337841198e-01,5.307120116337841198e-01,1.061424023267568240e+00,1.144971783430243875e+02,1.144971783430243875e+02,1.205177782563040125e+02,-1.594891864750500998e-03
1.059253725177289743e+04,5.314754102784441381e-01,5.314754102784441381e-01,1.062950820556888276e+00,1.145096635172643573e+02,1.145096635172643573e+02,1.205302634305439824e+02,-1.615927337141438106e-03
1.071519305237607114e+04,5.322588723776798814e-01,5.322588723776798814e-01,1.064517744755359763e+00,1.145224581910302106e+02,1.145224581910302106e+02,1.205430581043098357e+02,-1.637304378662902699e-03
1.083926914021203811e+04,5.330629834040943038e-01,5.330629834040943038e-01,1.066125966808188608e+00,1.145355705118198273e+02,1.145355705118198273e+02,1.205561704250994524e+02,-1.659030884531713639e-03
1.096478196143185050e+04,5.338883488618674233e-01,5.338883488618674233e-01,1.067776697723734847e+00,1.145490088655488279e+02,1.145490088655488279e+02,1.205696087788284530e+02,-1.681115012564637435e-03
1.109174815262400807e+04,5.347355951209645797e-01,5.347355951209645797e-01,1.069471190241929159e+00,1.145627818847408008e+02,1.145627818847408008e+02,1.205833817980204259e+02,-1.703565194480245910e-03
1.122018454301962993e+04,5.356053702936027783e-01,5.356053702936027783e-01,1.071210740587205557e+00,1.145768984570602669e+02,1.145768984570602669e+02,1.205974983703398919e+02,-1.726390147780531258e-03
1.135010815672314311e+04,5.364983451555164207e-01,5.364983451555164207e-01,1.072996690311032841e+00,1.145913677342058037e+02,1.145913677342058037e+02,1.206119676474854288e+02,-1.749598888253138355e-03
1.148153621496884080e+04,5.374152141147339190e-01,5.374152141147339190e-01,1.074830428229467838e+00,1.146061991411818468e+02,1.146061991411818468e+02,1.206267990544614719e+02,-1.773200743125891718e-03
1.161448613840341386e+04,5.383566962307677617e-01,5.383566962307677617e-01,1.076713392461535523e+00,1.146214023859686648e+02,1.146214023859686648e+02,1.206420022992482899e+02,-1.797205364919840075e-03
1.174897554939530346e+04,5.393235362873297634e-01,5.393235362873297634e-01,1.078647072574659527e+00,1.146369874696115545e+02,1.146369874696115545e+02,1.206575873828911796e+02,-1.821622746040187698e-03
1.188502227437018882e+04,5.403165059218930644e-01,5.403165059218930644e-01,1.080633011843786129e+00,1.146529646967510843e+02,1.146529646967510843e+02,1.206735646100307093e+02,-1.846463234151444772e-03
1.202264434617413099e+04,5.413364048156833475e-01,5.413364048156833475e-01,1.082672809631366695e+00,1.146693446866181887e+02,1.146693446866181887e+02,1.206899445998978138e+02,-1.871737548385180852e-03
1.216186000646367938e+04,5.423840619479105563e-01,5.423840619479105563e-01,1.084768123895821113e+00,1.146861383845188840e+02,1.146861383845188840e+02,1.207067382977985091e+02,-1.897456796436324715e-03
1.230268770812381081e+04,5.434603369183591548e-01,5.434603369183591548e-01,1.086920673836718310e+00,1.147033570738352353e+02,1.147033570738352353e+02,1.207239569871148603e+02,-1.923632492602599976e-03
1.244514611771386990e+04,5.445661213427425151e-01,5.445661213427425151e-01,1.089132242685485030e+00,1.147210123885708128e+02,1.147210123885708128e+02,1.207416123018504379e+02,-1.950276576827350344e-03
1.258925411794166212e+04,5.457023403255587546e-01,5.457023403255587546e-01,1.091404680651117509e+00,1.147391163264709348e+02,1.147391163264709348e+02,1.207597162397505599e+02,-1.977401434811526353e-03
1.273503081016662873e+04,5.468699540155507188e-01,5.468699540155507188e-01,1.093739908031101438e+00,1.147576812627494860e+02,1.147576812627494860e+02,1.207782811760291111e+02,-2.005019919267484428e-03
1.288249551693132344e+04,5.480699592492320749e-01,5.480699592492320749e-01,1.096139918498464150e+00,1.147767199644567171e+02,1.147767199644567171e+02,1.207973198777363422e+02,-2.033145372387462971e-03
1.303166778452300059e+04,5.493033912884086600e-01,5.493033912884086600e-01,1.098606782576817320e+00,1.147962456055244331e+02,1.147962456055244331e+02,1.208168455188040582e+02,-2.061791649607984042e-03
1.318256738556407436e+04,5.505713256580246906e-01,5.505713256580246906e-01,1.101142651316049381e+00,1.148162717825275649e+02,1.148162717825275649e+02,1.208368716958071900e+02,-2.090973144760381076e-03
1.333521432163324062e+04,5.518748800912033348e-01,5.518748800912033348e-01,1.103749760182406670e+00,1.148368125312035346e+02,1.148368125312035346e+02,1.208574124444831597e+02,-2.120704816701016009e-03
1.348962882591653215e+04,5.532152165888759576e-01,5.532152165888759576e-01,1.106430433177751915e+00,1.148578823437742358e+02,1.148578823437742358e+02,1.208784822570538608e+02,-2.151002217520368420e-03
1.364583136588923844e+04,5.545935436019713283e-01,5.545935436019713283e-01,1.109187087203942657e+00,1.148794961871174962e+02,1.148794961871174962e+02,1.209000961003971213e+02,-2.181881522446540121e-03
1.380384264602886651e+04,5.560111183448032124e-01,5.560111183448032124e-01,1.112022236689606425e+00,1.149016695218396222e+02,1.149016695218396222e+02,1.209222694351192473e+02,-2.213359561557542467e-03
1.396368361055936293e+04,5.574692492489734530e-01,5.574692492489734530e-01,1.114938498497946906e+00,1.149244183223029836e+02,1.149244183223029836e+02,1.209450182355826087e+02,-2.245453853432838407e-03
1.412537544622755377e+04,5.589692985678869075e-01,5.589692985678869075e-01,1.117938597135773815e+00,1.149477590976670172e+02,1.149477590976670172e+02,1.209683590109466422e+02,-2.278182640882961841e-03
1.428893958511103665e+04,5.605126851428001711e-01,5.605126851428001711e-01,1.121025370285600342e+00,1.149717089140054185e+02,1.149717089140054185e+02,1.209923088272850435e+02,-2.311564928908077955e-03
1.445439770745928035e+04,5.621008873422536078e-01,5.621008873422536078e-01,1.124201774684507216e+00,1.149962854175662841e+02,1.149962854175662841e+02,1.210168853308459092e+02,-2.345620525050075983e-03
1.462177174456718240e+04,5.637354461877334133e-01,5.637354461877334133e-01,1.127470892375466827e+00,1.150215068592477365e+02,1.150215068592477365e+02,1.210421067725273616e+02,-2.380370082311402194e-03
1.479108388168207239e+04,5.654179686795014481e-01,5.654179686795014481e-01,1.130835937359002896e+00,1.150473921203658989e+02,1.150473921203658989e+02,1.210679920336455240e+02,-2.415835144839729477e-03
1.496235656094435944e+04,5.671501313377561582e-01,5.671501313377561582e-01,1.134300262675512316e+00,1.150739607397989204e+02,1.150739607397989204e+02,1.210945606530785454e+02,-2.452038196577144020e-03
1.513561248436207097e+04,5.689336839755947395e-01,5.689336839755947395e-01,1.137867367951189479e+00,1.151012329425964111e+02,1.151012329425964111e+02,1.211218328558760362e+02,-2.489002713114874584e-03
1.531087461682031972e+04,5.707704537217140883e-01,5.707704537217140883e-01,1.141540907443428177e+00,1.151292296701508064e+02,1.151292296701508064e+02,1.211498295834304315e+02,-2.526753216986605838e-03
1.548816618912479498e+04,5.726623493123823572e-01,5.726623493123823572e-01,1.145324698624764714e+00,1.151579726120347402e+02,1.151579726120347402e+02,1.211785725253143653e+02,-2.565315336679449814e-03
1.566751070108150088e+04,5.746113656739975095e-01,5.746113656739975095e-01,1.149222731347995019e+00,1.151874842396164098e+02,1.151874842396164098e+02,1.212080841528960349e+02,-2.604715869652352370e-03
1.584893192461114086e+04,5.766195888194642905e-01,5.766195888194642905e-01,1.153239177638928581e+00,1.152177878415742782e+02,1.152177878415742782e+02,1.212383877548539033e+02,-2.644982849684184706e-03
1.603245390690041677e+04,5.786892010838156075e-01,5.786892010838156075e-01,1.157378402167631215e+00,1.152489075614417260e+02,1.152489075614417260e+02,1.212695074747213511e+02,-2.686145618899130321e-03
1.621810097358929852e+04,5.808224867268355629e-01,5.808224867268355629e-01,1.161644973453671126e+00,1.152808684373233206e+02,1.152808684373233206e+02,1.213014683506029456e+02,-2.728234904855434025e-03
1.640589773199538831e+04,5.830218379331090217e-01,5.830218379331090217e-01,1.166043675866218043e+00,1.153136964439357826e+02,1.153136964439357826e+02,1.213342963572154076e+02,-2.771282903114357082e-03
1.659586907437563059e+04,5.852897612428124008e-01,5.852897612428124008e-01,1.170579522485624802e+00,1.153474185371395322e+02,1.153474185371395322e+02,1.213680184504191573e+02,-2.815323365749867676e-03
1.678804018122558773e+04,5.876288844497985497e-01,5.876288844497985497e-01,1.175257768899597099e+00,1.153820627011407964e+02,1.153820627011407964e+02,1.214026626144204215e+02,-2.860391696302441375e-03
1.698243652461746024e+04,5.900419640071300487e-01,5.900419640071300487e-01,1.180083928014260097e+00,1.154176579985596476e+02,1.154176579985596476e+02,1.214382579118392727e+02,-2.906525051731517588e-03
1.717908387157585821e+04,5.925318929841707494e-01,5.925318929841707494e-01,1.185063785968341499e+00,1.154542346235758998e+02,1.154542346235758998e+02,1.214748345368555249e+02,-2.953762451972334092e-03
1.737800828749376160e+04,5.951017096238335746e-01,5.951017096238335746e-01,1.190203419247667149e+00,1.154918239583837902e+02,1.154918239583837902e+02,1.215124238716634153e+02,-3.002144897769231779e-03
1.757923613958693022e+04,5.977546065534785624e-01,5.977546065534785624e-01,1.195509213106957125e+00,1.155304586332066066e+02,1.155304586332066066e+02,1.215510585464862316e+02,-3.051715497521845753e-03
