#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321A7F296
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 1000 Hz
#Stop: 2.5e+07 Hz
#Steps: 1001
#Order: W1-C1-R-C2-DUT-GND
#Resistor: 100 Ω
#Average: 3
#ProbeResistance: 1.04e+06 Ω
#ProbeCapacitance: 0 F
#Compensation: Open Short
#Wavegen: Wavegen1
#Amplitude: 0.999935 V
#Offset: -0.000612848 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.45848 V
#Offset: -0.000277946 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.54417 V
#Offset: 0.000228067 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm),Trace Xs (Ohm)
20863.25194326289,-84.76884375104817,14511.13376410276,1323.03967584858,-14450.69441707953
21075.59976870369,-84.12436433341308,14410.24242133857,1475.169920104918,-14334.53732593289
21290.1088870768,-83.99647656539285,14368.23690416809,1502.768462674572,-14289.43381250246
21506.80129619227,-84.2328257818545,14178.11201967812,1424.705955318065,-14106.34869069322
21725.6992177557,-84.46391693873181,14031.58143830998,1353.663176685902,-13966.13309631588
21946.82509964686,-84.25573246308585,13972.49504020128,1398.486267643099,-13902.33267504641
22170.20161822192,-84.26528278200615,13770.53164973235,1375.988224459405,-13701.61298250792
22395.85168063865,-84.68080323496555,13627.23882743835,1263.302227173797,-13568.55576481378
22623.79842720589,-84.41135287570845,13592.07057004445,1323.673285862515,-13527.46359867076
22854.0652337561,-84.10375398140779,13403.40476624209,1376.896444267886,-13332.49472189971
23086.67571404312,-84.4380805693054,13310.30129514374,1290.053288296918,-13247.63688666245
23321.65372216314,-83.62367366743382,13156.95520048824,1461.18926526668,-13075.56484740617
23559.02335500144,-84.43761489455883,13037.33947510028,1263.702904198188,-12975.94989042918
23798.80895470317,-84.48941319292467,12873.13506413109,1236.202974611056,-12813.64150368365
24041.03511116987,-84.80219394078838,12735.26644423483,1153.744411151586,-12682.897351922
24285.72666458091,-84.64528385313315,12627.36717047454,1178.404078718878,-12572.26174899477
24532.90870794112,-84.745361517961,12559.4321746913,1150.220875517598,-12506.65136989892
24782.6065896537,-84.40114992016305,12326.38151471712,1202.5978430331,-12267.57676455673
25034.84591612017,-84.42959899050359,12235.24369955976,1187.659841784524,-12177.46494504621
25289.65255436574,-84.6340161360083,12168.69221511498,1137.982486381311,-12115.3648763415
25547.05263469254,-84.03370804024959,12014.89593980399,1248.868555311287,-11949.81388038631
25807.07255335869,-84.9830166891127,11836.26698133589,1035.093687503254,-11790.92011301718
26069.73897528574,-84.38014225767817,11818.66731151476,1157.376357918611,-11761.86111915962
26335.07883679275,-84.23605977167914,11717.80842389015,1176.821109487105,-11658.56450577242
26603.1193483589,-84.83759629821989,11554.62505850872,1039.674556939219,-11507.75551783974
26873.88799741365,-84.3498276535076,11448.4209944538,1127.146912091263,-11392.79961663566
27147.41255115583,-84.59200093022963,11335.84675352488,1068.372982731399,-11285.38881869695
27423.72105940079,-84.22807294274807,11216.16658136332,1127.996728476526,-11159.30177750551
27702.84185745743,-84.58174688361628,11096.91441537619,1047.831377656931,-11047.33266205836
27984.80356903329,-84.70343651943793,11048.8381212209,1019.927805628863,-11001.66219715227
28269.63510917066,-84.92153183753007,10930.92306002364,967.6050569068811,-10888.0126468518
28557.36568721106,-84.68424467021289,10835.62563456243,1003.859934741895,-10789.02442873342
28848.02480979122,-84.45244747396441,10671.74881301785,1031.657664694208,-10621.76563434844
29141.64228386863,-84.70110730461167,10580.76524719764,977.1478905238296,-10535.54816876418
29438.24821977846,-84.91564277128454,10467.54734404412,927.6587129655106,-10426.36066477965
29737.8730343211,-85.02411250286789,10326.42028656519,895.6774902884819,-10287.50298994734
30040.54745388172,-84.55480238128486,10323.49366128827,979.6337907415514,-10276.9080472045
30346.30251758081,-84.60822890183022,10120.77296731747,951.0017546719932,-10075.99330679586
30655.1695804578,-85.06767796377217,10047.80520780814,863.8999802670522,-10010.59770034492
30967.18031668584,-84.90476292756249,10006.3139303806,888.675718535831,-9966.773497005626
31282.36672282069,-85.0102914922775,9948.213671755646,865.2638349303413,-9910.513294217792
31600.76112108121,-84.60734728476291,9853.882015210385,926.0742106341449,-9810.268973177292
31922.39616266462,-84.65170587226521,9725.778454976278,906.5382775573157,-9683.437143215428
32247.30483109445,-84.72417818684244,9592.716799403222,882.0540930461267,-9552.078107432611
32575.52044560324,-84.865243786276,9505.834113989675,850.7577928159589,-9467.686801994074
32907.07666454928,-85.29381691951329,9483.755814091184,778.1048022312644,-9451.781697545335
33242.00748886826,-85.3371333236165,9373.302134175236,761.9798387418257,-9342.27914504191
33580.34726556006,-85.20336918214019,9244.946013433078,773.0554158577334,-9212.568160687073
33922.13069121111,-85.09516060966664,9222.388223998782,788.5241297159906,-9188.616558057423
34267.39281555235,-85.16464202498331,9116.760555509371,768.4770566117957,-9084.314285621827
34616.16904505376,-84.84947164841054,9009.711794645265,808.8257662173044,-8973.333132257656
34968.49514655505,-85.14390933341578,8918.919226288808,755.0162706239505,-8886.904443964571
35324.40725093368,-85.33529199530474,8793.419536833137,715.1213515037543,-8764.292818213124
35683.94185681012,-84.8057382166416,8750.921097837863,792.2457496710298,-8714.985182587061
36047.13583429054,-84.9638457158597,8630.789721934178,757.6481402588952,-8597.470588481641
36414.0264287481,-85.12784023838351,8593.331845793798,729.8556068062877,-8562.28141356889
36784.65126464223,-84.96518481529183,8521.181548206465,747.8278737491551,-8488.303037046811
37159.04834937702,-85.18440803397353,8424.085406621502,707.1936887771495,-8394.348814804345
37537.25607719908,-84.86871533296498,8384.750377586573,749.9164980405665,-8351.147474473479
37919.31323313453,-85.80086628824616,8211.985335942116,601.3071724264789,-8189.940954739345
38305.2589969667,-84.77763135446241,8126.517591320315,739.6867891727162,-8092.783922480687
38695.13294725373,-84.83020968711169,8130.160208262547,732.5882410769925,-8097.087098521999
39088.97506538746,-85.0222054794213,7993.372703124148,693.5821698500963,-7963.224908585484
39486.82573969358,-85.23939034705053,7915.359529717058,656.9174030841034,-7888.05273880746
39888.72576957322,-85.20025490156191,7836.630272505727,655.7175783017879,-7809.149024410996
40294.71636968719,-84.80744631225049,7789.301612506569,704.9563450170042,-7757.33563552704
40704.83917418225,-85.3061704398382,7702.145138513441,630.27559285546,-7676.313725465949
41119.13624096078,-85.01088099907906,7628.36471808792,663.4125966069267,-7599.462612503061
41537.65005599394,-84.99800319003533,7560.556521921996,659.2084084488773,-7531.763352323779
41960.42353767831,-84.95898096316662,7517.379681631332,660.5439836305914,-7488.302806610655
42387.50004123745,-85.1184491921818,7404.432680216322,630.0883169827475,-7377.574942259639
42818.92336316767,-85.33019125014067,7322.147138097283,596.1203991493043,-7297.840720491527
43254.73774572951,-85.39618817707542,7231.292110414255,580.4213874553584,-7207.960640786258
43694.98788148482,-85.30680141511951,7178.317348037764,587.3313620230995,-7154.249214300827
44139.71891787974,-85.22457207234288,7154.69480191349,595.6317491010533,-7129.858380640581
44588.97646187482,-85.667774798005,7034.969355687394,531.4185434374466,-7014.869076978667
45042.80658462177,-85.58855616260037,6993.581535220838,537.9334974585008,-6972.862413822169
45501.25582618805,-85.16804226416942,6887.690709112169,580.1752722207103,-6863.212072921376
45964.37120032979,-85.21011085879393,6834.180589089892,570.6677007462877,-6810.312966348757
46432.20019931265,-85.63537094593015,6782.773297512037,516.1927437839503,-6763.102738884506
46904.79079878251,-85.39346528410967,6717.078570394389,539.4661030906802,-6695.380560092734
47382.19146268498,-85.48410332108232,6650.71615218151,523.6487040061197,-6630.069183023714
47864.45114823558,-85.43875227056562,6613.905210225761,525.9690257136547,-6592.958267260707
48351.61931094037,-85.51092319320389,6523.217782511234,510.5659695032056,-6503.206334482709
48843.74590966725,-85.57080806529125,6475.898459626684,500.1142874944694,-6456.558414421661
49340.88141176961,-85.58269064849861,6407.147616550459,493.4800434102255,-6388.115373646915
49843.07679826141,-85.52096837909519,6325.812106048026,494.0095608099946,-6306.492952097234
50350.38356904542,-85.45498458683431,6293.752282604718,498.7315113333569,-6273.960844187286
50862.85374819459,-85.35262275241216,6236.508189348017,505.3013655522171,-6216.003935469793
51380.53988928683,-85.40827015270649,6146.703749349909,492.0746577995345,-6126.975560047853
51903.49508079468,-85.27709108162111,6108.822370794711,502.9820686279455,-6088.080140451559
52431.77295152923,-85.63780719693273,6011.385658709317,457.2325827377114,-5993.971630147998
52965.42767613981,-85.45737235284828,6002.662401926663,475.4155038426659,-5983.806147445787
53504.5139806698,-85.61794944031371,5950.451234995969,454.6541688577407,-5933.05650460244
54049.08714816832,-85.48545195435639,5871.856920039657,462.1869040823742,-5853.63877900852
54599.20302435997,-85.77657533209222,5818.591219813368,428.5155653619715,-5802.790552271531
55154.91802337137,-85.72739260093866,5734.318054156394,427.2180086204516,-5718.38161714784
55716.28913351658,-85.30659287721447,5704.634714294361,466.7750473860957,-5685.50598264306
56283.37392314138,-85.56227778950144,5628.419057619072,435.5014451409044,-5611.545204259674
56856.23054652651,-85.7037099706005,5582.932618406167,418.2406947882574,-5567.244501805769
57434.91774985177,-85.59026938488036,5565.594575210617,427.9294268284224,-5549.118793220068
58019.49487722007,-85.37358602843942,5493.155512750101,443.0693630739821,-5475.2577132736
58610.02187674327,-85.71776876578585,5459.297408893308,407.6428589156547,-5444.056897050605
59206.55930669002,-85.67170161020699,5357.25735508769,404.3187884793079,-5341.978349443564
59809.16834169559,-85.7843252561001,5333.049619895349,392.0380003563932,-5318.62054056712
60417.91077903573,-85.61826669560196,5258.345230270791,401.7436220341765,-5242.975931936598
61032.84904496358,-85.6338554579898,5221.011435553089,397.4749064713541,-5205.859593659986
61654.04620111162,-85.38392984749514,5181.856341735643,417.0279986135444,-5165.048189006398
62281.5659509587,-85.53122107130044,5116.634987119731,398.6669815239277,-5101.08010417993
62915.47264636272,-85.36023631186045,5068.579655571682,410.0008385437929,-5051.969817533409
63555.8312941597,-85.55529324564455,5038.432740132625,390.4633468679598,-5023.280088905358
64202.70756283066,-85.6063140048511,4979.944222502418,381.5093052615883,-4965.309165523737
64856.16778923511,-85.48996457194049,4920.251363879134,386.8975984655165,-4905.016180611038
65516.27898541505,-85.61505757834415,4861.825031775295,371.7205355994284,-4847.59388594079
66183.10884546557,-85.17344773391426,4832.312734344659,406.5890224376789,-4815.177227199714
66856.72575247836,-85.5664885445297,4790.316277577153,370.3018739227181,-4775.982261419106
67537.19878555294,-85.48132731169304,4727.199464135269,372.4276202119936,-4712.505961951031
68224.59772688184,-85.27388906698745,4683.280455129196,385.8680721073611,-4667.357030731983
68918.99306890593,-85.68537958826482,4666.247064772379,351.0566073251892,-4653.022773203476
69620.45602154401,-85.61620977191626,4600.991517534756,351.6857355099613,-4587.530935902841
70329.05851949476,-85.61075083667508,4580.400057548181,350.5469128887797,-4566.966339820289
71044.87322961427,-85.45120641585267,4523.354953531231,358.73846374589,-4509.107090130458
71767.97355836701,-85.24682151754099,4477.557558190146,371.0260541870613,-4462.158822142045
72498.43365935508,-85.42673541970086,4435.091553970391,353.6266921122295,-4420.971075988313
73236.32844092092,-85.50866252622943,4406.301874135819,345.0503231956887,-4392.770934214005
73981.73357383083,-85.61621266377665,4349.323222310366,332.448760994079,-4336.598933892979
74734.72549903342,-85.66994556177507,4312.541607061507,325.6046058397072,-4300.232174347406
75495.3814354998,-85.68900099462631,4274.883110650032,321.3436214821415,-4262.78827607631
76263.77938814156,-85.67622180080932,4230.142086323668,318.9212411867998,-4218.102809606071
77039.99815581072,-85.9077763860932,4191.289932767145,299.0991150076468,-4180.604145325991
77824.11733937993,-85.49120400234943,4145.290497179933,325.8701597008306,-4132.461971395117
78616.2173499062,-85.60439613758935,4110.003034522518,315.0010183768819,-4097.914018400805
79416.37941687596,-85.75670289072725,4062.460526929692,300.5888637872125,-4051.324705306769
80224.68559653674,-85.52546119192888,4017.474016130838,313.427559155536,-4005.229161414893
81041.21878030995,-85.5586105291501,3984.344587461724,308.5447026075263,-3972.37988592838
81866.06270329349,-85.57619178903767,3951.455982359412,304.78895228926,-3939.683753182024
82699.30195284673,-85.60535529938051,3917.428275125885,300.1762152095034,-3905.910717179575
83541.0219772666,-85.60227663522818,3866.406771282821,296.4737915649872,-3855.023295900652
84391.30909454908,-85.60445805830416,3846.372347997529,294.7915517513283,-3835.059084350079
85250.25050124186,-85.6032358039474,3805.436978108188,291.7351457963236,-3794.237894368298
86117.93428138563,-85.71162938571807,3753.304863443848,280.6583463533581,-3742.796854034886
86994.4494155479,-85.61742119144053,3731.410028571454,285.1389196544541,-3720.499509181786
87879.88578994662,-85.75908505430006,3682.017366785339,272.2865141305122,-3671.935721595831
88774.3342056698,-85.49709699655055,3653.682175080406,286.8491494987315,-3642.404563187914
89677.88638798503,-85.69568577847578,3633.711447074594,272.7238959269666,-3623.462509422632
90590.63499574793,-85.92186421920321,3580.274715176663,254.6177278611927,-3571.209437822451
91512.67363090234,-85.62648052920571,3555.135131203307,271.1082402185696,-3544.782944441245
92444.09684808076,-85.85934673170158,3502.19573544509,252.8765467272192,-3493.054311270452
93385.00016429978,-85.78551347964429,3483.340796678188,255.9919456748147,-3473.921592314982
94335.48006875608,-85.7575844871222,3447.21330317716,255.0127034923449,-3437.767891911714
95295.63403272063,-85.71841827563397,3418.261590026186,255.2011489831649,-3408.72185304199
96265.56051953514,-85.85703823311316,3380.405399737027,244.2185018965708,-3371.572035401683
97245.35899470824,-85.71673162593164,3347.71961842542,250.032888257083,-3338.369392140459
98235.12993611746,-85.82546079895479,3318.572843376746,241.5755384002333,-3309.768417283037
99234.97484431083,-85.84566053549048,3281.431093604563,237.7179840633966,-3272.809218718328
100244.9962529183,-85.81829220770446,3243.807969246025,236.5378008699905,-3235.172330820046
101265.297739164,-85.7396081683479,3222.592965277261,239.4043751008727,-3213.688062808375
102295.98393449,-85.84269817200459,3190.459195373517,231.2921941670475,-3182.064392538407
103337.160535285,-85.82376031347481,3153.075194028544,229.6214675704078,-3144.70303221607
104388.9343137243,-85.5666710738271,3129.753787111364,241.9268386144894,-3120.389426449193
105451.4131287184,-85.82624045186897,3110.554316419245,226.3906133339107,-3102.304860194867
106524.7059369749,-85.64083250872929,3068.844373067277,233.2580960359342,-3059.966739482698
107608.9228041705,-85.7602845779797,3035.308810503756,224.3988106373107,-3027.002601403951
108704.17491624,-85.67044322221594,3020.879717317897,228.0556586583509,-3012.259099588972
109810.5745907764,-85.99476515295365,2987.608934469534,208.6773622353932,-2980.312215827842
110928.2352885514,-85.86915875436561,2951.13083847058,212.5827552729554,-2943.464251172864
112057.2716251478,-85.92290443602229,2927.186205478507,208.1191452119825,-2919.778331130617
113197.7993827161,-85.83134093580802,2894.76672958622,210.4282724205677,-2887.108304322059
114349.9355218459,-85.77381561214547,2862.924597263471,210.9802677892891,-2855.140027427686
115513.7981935615,-85.68629609604628,2838.050970396433,213.4703316525703,-2830.011259354329
116689.5067514373,-85.82660489348653,2807.803761523573,204.3381806114864,-2800.358525469607
117877.1817638378,-85.89609331728656,2778.520313823459,198.8460681063776,-2771.395925436899
119076.9450262819,-85.91952282270118,2764.246195250442,196.6970550576784,-2757.239071333529
120288.919573933,-85.85005999853297,2727.788512795633,197.4013362756224,-2720.636484901357
121513.2296942159,-85.99475051530267,2711.176454469069,189.3699034115076,-2704.554826020243
122750.0009395629,-85.74478314665269,2681.967075577834,199.0000549070854,-2674.574054430069
123999.3601402887,-85.94207425974218,2654.156680377823,187.8213180727685,-2647.502754761859
125261.4354175968,-86.05506816644589,2633.0740417569,181.149338202082,-2626.835325375948
126536.3561967187,-85.91698872744834,2605.350650356439,185.5053714214658,-2598.738110792718
127824.253220186,-85.96357999330901,2574.072470107516,181.1904032438728,-2567.687504183041
129125.2585612383,-86.02845846816292,2553.469641217269,176.8558125901479,-2547.337674940511
130439.5056373667,-86.06553263751212,2531.552752750277,173.7036420019911,-2525.586344735168
131767.1292239961,-86.11293504085825,2504.28235739729,169.7654329261607,-2498.521527494755
133108.2654683068,-85.97869232108798,2479.837308913593,173.9046722492579,-2473.732047665973
134463.0519031953,-85.99901661220467,2456.33804834347,171.3875368550805,-2450.351591088625
135831.6274613791,-85.97066037438741,2435.637414955447,171.1456412049248,-2429.6170041032
137214.1324896437,-85.98160083930519,2409.952029736693,168.8817597246883,-2404.027399358064
138610.7087632352,-86.05813835649528,2388.958079445344,164.2270216465574,-2383.306566664954
140021.4995003997,-85.941997364008,2365.46321765231,167.395100511685,-2359.532816976849
141446.6493770694,-86.09271793467026,2339.708801330971,159.4326519559367,-2334.270443739522
142886.3045417002,-86.17265501073219,2315.097008738663,154.5329653145733,-2309.93370521792
144340.6126302579,-85.91633046247584,2290.916446573599,163.1433777449342,-2285.100086096751
145809.7227813591,-85.88109559511837,2273.965314604732,163.3310609571536,-2268.091977092642
147293.7856515652,-85.97187868750652,2250.554321686176,158.092617188643,-2244.994761519672
148792.9534308314,-86.03686322264667,2232.226009323601,154.279501486921,-2226.888140909129
150307.3798581151,-86.02694617909356,2212.559016572414,153.3022671807405,-2207.241676095559
151837.2202371403,-86.0600461396677,2187.726278306077,150.3208289592673,-2182.555822235014
153382.6314523245,-86.0564335504573,2170.082646619713,149.2450210940323,-2164.944483546555
154943.7719848679,-86.02264800050786,2147.714005370977,148.9700588808601,-2142.541334589295
156520.8019290041,-86.00694352698368,2125.476376110836,148.0087824182568,-2120.316774855191
158113.883008419,-85.94487001945039,2108.666235064012,149.1170679885323,-2103.387123411556
159723.1785928346,-85.97844978108853,2082.058795408024,146.0182704804149,-2076.932231013285
161348.8537147627,-86.1300328836538,2067.574006433758,139.5453715925689,-2062.859510812027
162991.0750864297,-86.02143774504809,2044.312377986594,141.8409776535872,-2039.385749643131
164650.0111168715,-85.90244618674967,2024.553212159016,144.6641653613011,-2019.378119155426
166325.8319292049,-86.01063412062977,2003.138005942717,139.3609637068368,-1998.284362308545
168018.709378073,-86.03334707309588,1984.221577025727,137.2602409720137,-1979.468335938408
169728.8170672688,-86.04258423477586,1969.572532638392,135.9301072751372,-1964.876323654947
171456.3303675392,-86.0493549841038,1944.023129411181,133.937632425661,-1939.40368111073
173201.4264345674,-86.03219715775474,1929.808879354588,133.5348337128612,-1925.183305303962
174964.2842271421,-86.03010306548757,1910.276386703438,132.2529164758962,-1905.69279782455
176745.0845255079,-86.15192705573288,1892.503459409889,127.0079198312929,-1888.236831591452
178544.0099499052,-86.06407648196959,1873.492540722557,128.598043659559,-1869.073792901178
180361.2449792982,-86.17232709792165,1854.707466192066,123.8125067342753,-1850.570249497373
182196.9759702915,-86.08859153754497,1836.448216967383,125.2713748260453,-1832.170607845206
184051.3911762431,-86.02748662840492,1816.6912775174,125.856560602408,-1812.326494857131
185924.6807665677,-86.05546259440162,1800.345256384108,123.8471802730933,-1796.080431974906
187817.0368462394,-86.07296163412427,1785.041010456179,122.2504949590269,-1780.849860457835
189728.6534754926,-86.2555098578015,1765.77488578244,115.3177600558342,-1762.005323906739
191659.7266897209,-86.19494956183613,1754.456370059714,116.4289759416074,-1750.588886062144
193610.4545195829,-86.10112174075465,1733.621796212181,117.8789279801512,-1729.609519700964
195581.037011308,-86.19739108777688,1720.544896831525,114.1053922449617,-1716.757030413339
197571.676247212,-86.27120545206623,1701.978319203364,110.6861384210462,-1698.37533478314
199582.5763664209,-86.32216845142715,1681.234100183263,107.8447745300437,-1677.771618613686
201613.9435858044,-86.2051372279159,1664.64011389645,110.1732666083046,-1660.990234805142
203665.9862211242,-86.17880778348173,1651.917050699661,110.0886363705132,-1648.244652511983
205738.9147083959,-86.17768993937527,1633.841201515108,108.9158137919482,-1630.206863338015
207832.9416254695,-86.26303650065536,1621.343113709749,105.6727963317358,-1617.895779242117
209948.2817138294,-86.15756054846143,1600.072519733098,107.225598711844,-1596.475724646608
212085.1519006155,-86.21104768231255,1588.268400731394,104.9551657172132,-1584.79680904245
214243.7713208697,-86.19597104422141,1573.541040436257,104.3951077801794,-1570.074223534921
216424.3613400071,-86.33343745707431,1556.80677062966,99.55766845186118,-1553.620156837179
218627.1455765175,-86.18784353064532,1542.274522787292,102.539051421559,-1538.86206223051
220852.3499248981,-86.18339332122353,1526.856580371495,101.6323097024582,-1523.47034452538
223100.2025788171,-86.32634463163151,1515.175494850899,97.08253537929524,-1512.062089175241
225370.9340545168,-86.31288561831995,1501.096785231702,96.53235032257591,-1497.989674188093
227664.7772144513,-86.25929527584326,1486.600511676774,96.98766456540758,-1483.433340005474
229981.9672911673,-86.2131326959959,1466.943963501072,96.88459836182895,-1463.741085934429
232322.7419114274,-86.27055438672066,1452.411359023101,94.47231674104971,-1449.335619236935
234687.3411205774,-86.26064854007365,1443.701572752804,94.15485843907881,-1440.628020621991
237076.0074071644,-86.24245102180473,1429.440474415434,93.67781127300951,-1426.367602538742
239488.9857278025,-86.2880188202645,1414.594088930048,91.58221045998599,-1411.626414871546
241926.5235322935,-86.35568416998748,1399.564440835351,88.9597190040739,-1396.734331376402
244388.8707890034,-86.23098864549758,1388.378852589145,91.26400916248247,-1385.376020778598
246876.2800104952,-86.23591475326405,1368.202198829876,89.8203328890106,-1365.250733265731
249389.0062794256,-86.31048104120188,1361.136560484189,87.58881070778342,-1358.315477540297
251927.3072747017,-86.29541856114005,1346.241693647663,86.98350639330842,-1343.428661050096
254491.4432979077,-86.32983387207032,1334.894488135634,85.45018113553799,-1332.156732895495
257081.6772999977,-86.330635391595,1319.694226537041,84.45874801706307,-1316.988827378041
259698.2749082607,-86.36663421036317,1308.627032967689,82.92992316800172,-1305.996684244323
262341.5044535622,-86.34498175167255,1294.389555456187,82.51583937585794,-1291.756733106572
265011.6369978598,-86.31784700075566,1282.833018670909,82.38541640514097,-1280.184829216495
267708.9463620012,-86.33588067439035,1269.958376422949,81.15969355868259,-1267.362372010576
270433.7091538048,-86.47152791768919,1258.381348300048,77.44649704838655,-1255.995882893085
273186.2047964243,-86.33143986143024,1246.263346338005,79.74180282145664,-1243.70960167894
275966.715557005,-86.3024701072772,1234.928929996634,79.63968563416553,-1232.358301231717
278775.5265756294,-86.38375743451419,1220.994653267238,77.01233770865031,-1218.563516255033
281612.9258945581,-86.36875951294077,1209.991204152474,76.63441007703263,-1207.561957548556
284479.204487769,-86.33013538077684,1199.589804932241,76.78266531434531,-1197.12995217921
287374.6562907951,-86.34853319548931,1186.412510923312,75.55903786268082,-1184.004002473228
290299.5782308697,-86.34822758276042,1176.092524147477,74.90804948224066,-1173.704566523599
293254.2702573741,-86.42659159954337,1164.319378525062,72.56890373392388,-1162.055665370572
296239.0353725983,-86.42652968330553,1151.511939466592,71.77189236464623,-1149.273049453658
299254.1796628137,-86.43725629164003,1141.006523037238,70.90390757388998,-1138.801352960331
302300.0123296618,-86.42117637803987,1130.321068386414,70.55650277821218,-1128.116792514815
305376.8457218629,-86.48120105360215,1117.700174326867,68.59999694287929,-1115.592990346275
308484.9953672471,-86.55703712050577,1107.650273027312,66.51980498427828,-1105.651049329006
311624.7800051116,-86.45785026821544,1098.654092301187,67.87792870087284,-1096.555243170824
314796.5216189078,-86.44268576151616,1088.160809199084,67.51707585137859,-1086.064174505948
318000.5454692594,-86.53844633143268,1076.232499677577,64.98158633221396,-1074.26895459191
321237.1801273187,-86.50199169715837,1066.285061836272,65.05814899613573,-1064.298487429339
324506.7575084615,-86.47647519220749,1055.322629993315,64.85839167806617,-1053.327699438756
327809.612906324,-86.47504424719718,1045.33565986327,64.27066650846881,-1043.3580033758
331146.085027188,-86.5283740223494,1036.895806835933,62.78843302386507,-1034.9930081466
334516.5160247138,-86.47367999804676,1024.240811807574,62.99802770172546,-1022.301564646133
337921.2515350292,-86.57630287028188,1014.99703048023,60.61484459792175,-1013.185477836144
341360.6407121739,-86.55197331228757,1004.266642218554,60.39971014842283,-1002.448683817239
344835.0362639048,-86.54736251064109,995.8510960810678,59.97356763315052,-994.0435487196806
348344.7944878663,-86.51697614850542,985.6407743561471,59.88043665277217,-983.8201407674364
351890.275308128,-86.51890862070229,975.8605971995167,59.25341044243743,-974.0600281900174
355471.8423120955,-86.54319300064007,966.8310639587818,58.29611185256538,-965.0719504671883
359089.8627877955,-86.59696386706139,957.3635144042132,56.82840004481567,-955.6753798548608
362744.7077615414,-86.5843398846294,948.1708540891997,56.49127122865914,-946.4865053550486
366436.7520359818,-86.57279677226914,937.8978443918406,56.06783050753248,-936.2204681040893
370166.3742285357,-86.57743374026384,929.5717529320225,55.49499790833399,-927.9137616482833
373933.9568102206,-86.57570187273153,921.3248216366178,55.03045897202099,-919.6798766685472
377739.886144874,-86.55777268163834,911.9117570231443,54.75306579666516,-910.2665293104566
381584.5525287752,-86.57704355817081,902.6098659215942,53.89152166679261,-900.9995970872773
385468.35023067,-86.62004052961055,893.3657511974652,52.67035433600536,-891.8117509804023
389391.6775322019,-86.59953373720705,884.8207630308539,52.48269855710856,-883.2628991657389
393354.936768757,-86.63001665171409,875.8261967078881,51.4840400697552,-874.3116838164181
397358.5343707228,-86.58090269081497,868.0467307060089,51.76952101550473,-866.5016118757169
401402.880905167,-86.61086971822644,859.4305722540066,50.80695203875595,-857.9274807053222
405488.3911179419,-86.61544726113436,850.6383944641902,50.21934339493572,-849.1546947910002
409615.4839762148,-86.65040013079421,842.9324358607754,49.25106781256623,-841.4923788992401
413784.5827114349,-86.64566409999105,834.3917495748896,48.82090272091578,-832.9622507750037
417996.1148627342,-86.65281052912827,826.1341584940978,48.23487822322603,-824.7248294755905
422250.5123207715,-86.6556791325164,817.7192163121503,47.70269065966419,-816.3266319494822
426548.2113720234,-86.64854889117888,809.8470987957282,47.34407105526038,-808.4620352025025
430889.6527435239,-86.68523372468601,802.4260827480875,46.39733355786531,-801.0835822266993
435275.2816480621,-86.65422412759301,794.8027047249789,46.38597613520913,-793.447969722102
439705.5478298378,-86.65352964957617,786.4614850093576,45.908685402748,-785.1204111521465
444180.9056105829,-86.62710725564396,779.2980151043682,45.84928866171058,-777.9480953603673
448701.813936152,-86.65361725473637,771.1121410779454,45.01151002271601,-769.797309740225
453268.7364235861,-86.64206561179672,763.6723168304143,44.73093488168579,-762.3611683170536
457882.1414086578,-86.68904621686973,756.8974729692309,43.71452913970978,-755.6340546384215
462542.5019938977,-86.6997551178514,749.2342226374842,43.13213590755856,-747.9916705573982
467250.2960971115,-86.69529605994916,741.7013135541893,42.75610640888338,-740.4679290102725
472006.0065003904,-86.71013023447871,734.8502424424864,42.17122805563623,-733.6391935700141
476810.120899619,-86.70463580319132,727.4466633349141,41.81599906902348,-726.2438090744453
481663.1319544896,-86.71255581637574,720.0040020236009,41.28880850197434,-718.8191686526513
486565.5373390239,-86.72455674206051,713.2967816296853,40.75502219020094,-712.1315376035126
491517.8397926089,-86.69913900650999,706.3429240836851,40.67053985561946,-705.1710668986236
496520.5471715531,-86.73812228268824,699.6272836077734,39.80862326966483,-698.4938149201936
501574.1725011657,-86.74379397883766,692.3026635203838,39.3234341092011,-691.1849574804686
506679.2340283689,-86.7274816610682,686.1337710705344,39.16806312001098,-685.0149010312837
511836.2552748427,-86.75418780948306,679.8764983951784,38.49448081588096,-678.7858484211384
517045.765090712,-86.75917247942205,672.6482161601334,38.02679089677869,-671.572472542988
522308.2977087803,-86.76195588013235,665.4336193890194,37.58665364404206,-664.3712405583291
527624.3927993143,-86.78076394216366,659.5695628374492,37.03925725804799,-658.5287401802262
532994.5955253877,-86.77451856821487,652.8601598596205,36.73353002283901,-651.8259246946153
538419.4565987866,-86.76565060999656,646.6235148520346,36.48254403630263,-645.5935206770888
543899.5323364857,-86.76573105773979,640.3364126284895,36.12692763795283,-639.3164837835524
